station_observations
K_Dn_Avg, WS_Std, AirTC, DBTCDT, Rain_Tot, L_Dn_Avg, L_Up_Avg, WS_Avg, Pressure, time, K_Up_Avg, RH, WindDir_Avg
106.1, 0.584, 13.81, 8.8, 0.0, -6.532, -39.19, 1.05, 925.464, 2012-06-08 20:15:00, 17.68, 60.35, 207.1
43.83, 0.502, 13.16, 12.53, 0.0, -1.268, -24.31, 0.807, 925.429, 2012-06-08 20:30:00, 10.08, 59.12, 217.8
40.38, 0.353, 12.62, 11.94, 0.0, 1.497, -23.42, 0.442, 925.557, 2012-06-08 20:45:00, 8.1, 70.09, 81.3
43.27, 0.32, 12.3, 13.29, 0.0, 4.345, -25.61, 0.413, 925.444, 2012-06-08 21:00:00, 8.77, 73.44, 111.1
54.73, 0.234, 12.07, 12.99, 0.0, 3.887, -42.93, 0.399, 925.445, 2012-06-08 21:15:00, 11.03, 78.36, 71.59
45.42, 0.246, 11.78, 11.46, 0.0, 3.518, -50.67, 0.551, 925.41, 2012-06-08 21:30:00, 8.63, 81.7, 31.79
46.95, 0.002, 11.7, 9.46, 0.0, 4.138, -49.08, 0.001, 925.422, 2012-06-08 21:45:00, 9.61, 81.5, 14.84
28.86, 0.066, 11.34, 5.714, 0.0, 2.712, -63.14, 0.024, 925.685, 2012-06-08 22:00:00, 6.923, 80.8, 44.7
8.02, 0.117, 10.74, 10.27, 0.0, 1.652, -71.8, 0.205, 925.66, 2012-06-08 22:15:00, 3.228, 83.9, 237.5
0.843, 0.128, 10.28, 11.07, 0.0, 2.601, -71.31, 0.443, 925.792, 2012-06-08 22:30:00, 2.547, 83.9, 234.5
0.0, 0.121, 9.88, 11.26, 0.0, 3.433, -68.15, 0.429, 925.912, 2012-06-08 22:45:00, 2.422, 82.2, 229.0
0.0, 0.161, 9.57, 12.43, 0.0, 4.136, -61.59, 0.498, 926.025, 2012-06-08 23:00:00, 2.422, 83.6, 252.9
0.0, 0.172, 9.33, 12.03, 0.0, 5.713, -47.12, 0.444, 926.172, 2012-06-08 23:15:00, 2.153, 82.0, 254.2
0.0, 0.162, 9.08, 11.74, 0.0, 5.054, -58.04, 0.47, 926.153, 2012-06-08 23:30:00, 2.153, 81.9, 239.0
0.0, 0.217, 8.73, 9.54, 0.0, 4.674, -62.04, 0.393, 926.142, 2012-06-08 23:45:00, 2.404, 81.6, 244.0
0.0, 0.123, 8.37, 7.032, 0.0, 5.162, -59.63, 0.128, 926.142, 2012-06-09 00:00:00, 2.422, 84.3, 200.4
0.0, 0.202, 8.06, 6.561, 0.0, 6.144, -55.86, 0.393, 926.015, 2012-06-09 00:15:00, 2.512, 85.3, 257.6
0.0, 0.192, 7.74, 1.886, 0.0, 6.592, -53.79, 0.308, 926.037, 2012-06-09 00:30:00, 2.333, 87.5, 254.4
0.0, 0.18, 7.61, 12.49, 0.0, 7.105, -52.12, 0.188, 926.174, 2012-06-09 00:45:00, 2.53, 87.6, 252.1
0.0, 0.225, 7.622, 12.48, 0.0, 7.31, -52.17, 0.634, 926.043, 2012-06-09 01:00:00, 2.728, 89.0, 254.2
0.0, 0.243, 7.6, 10.62, 0.0, 8.17, -39.18, 0.557, 926.033, 2012-06-09 01:15:00, 2.495, 89.0, 250.9
0.0, 0.169, 7.568, 10.94, 0.0, 7.769, -39.53, 0.58, 926.032, 2012-06-09 01:30:00, 2.333, 88.8, 255.2
0.0, 0.118, 7.713, 11.0, 0.0, 7.35, -40.41, 0.641, 926.037, 2012-06-09 01:45:00, 2.423, 87.2, 240.9
0.0, 0.098, 7.808, 11.07, 0.0, 6.931, -40.37, 0.497, 926.038, 2012-06-09 02:00:00, 2.638, 86.2, 233.9
0.0, 0.19, 8.05, 10.99, 0.0, 6.422, -38.95, 0.769, 926.038, 2012-06-09 02:15:00, 2.602, 85.9, 244.4
0.0, 0.222, 8.23, 10.74, 0.0, 5.618, -37.32, 0.777, 926.055, 2012-06-09 02:30:00, 2.513, 85.0, 236.2
0.0, 0.228, 8.2, 10.34, 0.0, 5.454, -33.07, 0.655, 926.138, 2012-06-09 02:45:00, 2.154, 85.3, 246.5
0.036, 0.296, 8.61, 10.29, 0.0, 5.134, -27.51, 0.932, 926.272, 2012-06-09 03:00:00, 2.154, 83.8, 258.8
0.018, 0.247, 8.61, 10.04, 0.0, 4.951, -21.7, 0.583, 926.269, 2012-06-09 03:15:00, 1.867, 83.3, 261.4
0.215, 0.183, 8.88, 10.28, 0.0, 4.865, -15.07, 0.797, 926.14, 2012-06-09 03:30:00, 1.561, 83.0, 256.7
0.09, 0.163, 9.02, 11.21, 0.0, 3.98, -15.6, 0.732, 926.048, 2012-06-09 03:45:00, 1.454, 82.6, 268.0
0.018, 0.289, 9.02, 10.96, 0.0, 3.61, -16.22, 0.657, 926.179, 2012-06-09 04:00:00, 1.113, 84.0, 263.5
0.018, 0.254, 9.27, 9.78, 0.0, 3.535, -15.22, 0.794, 926.312, 2012-06-09 04:15:00, 1.256, 83.5, 254.3
0.018, 0.383, 9.44, 11.27, 0.0, 2.75, -15.29, 1.026, 926.309, 2012-06-09 04:30:00, 1.166, 82.2, 244.9
0.0, 0.446, 9.45, 12.15, 0.0, 1.95, -17.71, 1.094, 926.307, 2012-06-09 04:45:00, 0.951, 82.2, 250.6
0.0, 0.424, 9.54, 11.03, 0.0, 1.62, -16.86, 1.383, 926.293, 2012-06-09 05:00:00, 0.915, 81.6, 240.5
0.0, 0.296, 9.56, 12.16, 0.0, 1.19, -16.75, 1.448, 926.421, 2012-06-09 05:15:00, 0.825, 81.1, 252.4
0.0, 0.232, 9.49, 12.39, 0.0, 1.33, -15.22, 1.155, 926.418, 2012-06-09 05:30:00, 0.664, 82.0, 231.1
0.377, 0.307, 9.45, 13.15, 0.0, 1.341, -16.49, 1.168, 926.418, 2012-06-09 05:45:00, 0.754, 81.8, 236.6
1.4, 0.286, 9.47, 12.18, 0.0, 1.531, -14.48, 1.093, 926.551, 2012-06-09 06:00:00, 0.772, 81.6, 245.3
3.678, 0.349, 9.43, 12.44, 0.0, 1.678, -13.59, 1.188, 926.551, 2012-06-09 06:15:00, 1.202, 81.7, 238.0
7.303, 0.427, 9.54, 11.22, 0.0, 1.351, -14.3, 1.373, 926.665, 2012-06-09 06:30:00, 1.776, 80.5, 249.7
11.56, 0.29, 9.47, 9.27, 0.0, 1.455, -14.76, 1.227, 926.55, 2012-06-09 06:45:00, 2.386, 80.7, 250.4
13.35, 0.361, 9.56, 11.0, 0.0, 1.47, -14.7, 1.088, 926.667, 2012-06-09 07:00:00, 2.602, 79.95, 241.9
15.22, 0.386, 9.51, 7.113, 0.0, 1.23, -16.32, 1.262, 926.649, 2012-06-09 07:15:00, 2.799, 81.5, 247.6
23.92, 0.297, 9.49, 13.22, 0.0, 1.394, -16.96, 1.376, 926.648, 2012-06-09 07:30:00, 4.055, 81.4, 240.1
48.41, 0.46, 9.66, 14.09, 0.0, 1.739, -22.27, 1.481, 926.784, 2012-06-09 07:45:00, 7.877, 78.42, 250.0
65.47, 0.436, 9.62, 14.13, 0.0, 1.814, -24.94, 1.583, 926.763, 2012-06-09 08:00:00, 10.44, 78.85, 243.2
92.7, 0.599, 9.77, 12.62, 0.0, 1.735, -30.82, 1.649, 926.796, 2012-06-09 08:15:00, 14.53, 78.5, 247.5
95.7, 0.533, 9.82, 10.43, 0.0, 1.692, -32.97, 1.491, 927.003, 2012-06-09 08:30:00, 14.77, 77.6, 243.0
118.6, 0.407, 9.88, 12.48, 0.0, 2.38, -31.08, 1.453, 927.129, 2012-06-09 08:45:00, 18.61, 76.96, 242.1
123.4, 0.335, 9.89, 10.78, 0.0, 2.154, -31.75, 1.436, 927.127, 2012-06-09 09:00:00, 19.25, 74.74, 237.6
143.8, 0.582, 9.92, 12.73, 0.0, 2.473, -33.03, 1.657, 927.125, 2012-06-09 09:15:00, 22.64, 73.51, 245.8
108.4, 0.303, 9.88, 12.61, 0.0, 1.824, -31.13, 1.128, 927.124, 2012-06-09 09:30:00, 16.38, 78.68, 241.7
128.2, 0.507, 9.91, 13.26, 0.0, 2.48, -32.62, 1.491, 927.124, 2012-06-09 09:45:00, 19.66, 73.66, 259.6
152.1, 0.313, 10.19, 12.48, 0.0, 3.247, -32.68, 1.598, 927.256, 2012-06-09 10:00:00, 24.04, 75.64, 229.9
225.6, 0.338, 10.62, 13.03, 0.0, 4.674, -35.8, 1.494, 927.124, 2012-06-09 10:15:00, 35.95, 73.43, 260.1
278.1, 0.348, 10.85, 13.64, 0.0, 3.771, -45.82, 1.658, 927.158, 2012-06-09 10:30:00, 41.5, 69.85, 241.7
269.4, 0.408, 11.06, 9.02, 0.0, 1.491, -58.58, 1.722, 927.03, 2012-06-09 10:45:00, 38.8, 71.34, 259.0
221.4, 0.391, 11.35, 12.28, 0.0, 1.709, -49.83, 1.43, 926.884, 2012-06-09 11:00:00, 32.13, 70.22, 243.8
153.4, 0.309, 11.38, 9.26, 0.0, 0.813, -25.21, 1.753, 926.806, 2012-06-09 11:15:00, 23.54, 73.0, 237.5
202.2, 0.408, 11.82, 10.23, 0.0, 2.731, -24.42, 1.517, 926.804, 2012-06-09 11:30:00, 32.22, 64.91, 235.7
349.3, 0.529, 12.65, 12.18, 0.0, 5.479, -37.41, 1.572, 926.799, 2012-06-09 11:45:00, 53.83, 61.66, 249.9
260.9, 0.385, 12.52, 11.22, 0.0, 0.882, -44.62, 1.631, 926.786, 2012-06-09 12:00:00, 36.79, 66.91, 234.5
419.6, 0.424, 12.79, 11.33, 0.0, 4.44, -56.72, 1.648, 926.645, 2012-06-09 12:15:00, 60.28, 61.17, 268.7
660.1, 0.525, 13.71, 9.05, 0.0, 9.09, -68.51, 2.097, 926.815, 2012-06-09 12:30:00, 94.4, 60.94, 230.9
808.0, 0.399, 14.39, 10.08, 0.0, 12.35, -75.44, 1.958, 926.675, 2012-06-09 12:45:00, 119.0, 56.48, 265.0
1008.0, 0.533, 15.09, 10.38, 0.0, 17.33, -88.4, 1.704, 926.583, 2012-06-09 13:00:00, 148.0, 54.12, 240.2
752.9, 0.64, 15.05, 14.18, 0.0, 11.94, -90.5, 1.653, 926.476, 2012-06-09 13:15:00, 106.0, 58.62, 249.7
680.3, 0.383, 14.7, 13.51, 0.0, 10.09, -83.6, 1.785, 926.583, 2012-06-09 13:30:00, 97.7, 58.35, 243.1
854.0, 0.553, 15.85, 12.13, 0.0, 18.86, -84.3, 1.63, 926.433, 2012-06-09 13:45:00, 128.2, 53.28, 260.2
849.0, 0.534, 16.21, 13.01, 0.0, 19.98, -82.5, 1.603, 926.208, 2012-06-09 14:00:00, 127.9, 57.38, 251.4
879.0, 0.679, 16.59, 11.49, 0.0, 18.95, -84.8, 1.516, 926.345, 2012-06-09 14:15:00, 134.2, 53.07, 216.8
736.5, 0.465, 16.58, 11.87, 0.0, 17.24, -82.4, 1.54, 926.189, 2012-06-09 14:30:00, 114.9, 55.5, 256.5
864.0, 0.5, 16.45, 10.91, 0.0, 21.51, -83.1, 2.178, 926.196, 2012-06-09 14:45:00, 135.6, 52.59, 233.2
985.0, 0.413, 16.86, 11.09, 0.0, 27.08, -82.4, 1.754, 926.105, 2012-06-09 15:00:00, 154.7, 54.8, 230.1
945.0, 0.676, 17.31, 10.17, 0.0, 23.76, -98.4, 1.802, 926.095, 2012-06-09 15:15:00, 146.4, 46.97, 239.7
432.1, 0.564, 15.89, 12.25, 0.0, 6.34, -99.7, 1.526, 926.084, 2012-06-09 15:30:00, 56.77, 52.38, 251.5
771.4, 0.499, 17.39, 13.67, 0.0, 20.42, -92.7, 1.889, 926.087, 2012-06-09 15:45:00, 120.7, 50.03, 248.8
656.4, 0.582, 17.58, 14.2, 0.0, 14.77, -91.9, 1.649, 926.096, 2012-06-09 16:00:00, 99.6, 49.58, 254.3
854.0, 0.572, 18.42, 13.7, 0.0, 18.43, -94.7, 1.544, 926.087, 2012-06-09 16:15:00, 133.4, 43.5, 247.8
559.3, 0.516, 17.7, 13.62, 0.0, 6.658, -86.9, 1.652, 926.212, 2012-06-09 16:30:00, 82.8, 47.33, 257.6
401.2, 0.443, 17.37, 14.03, 0.0, 3.651, -73.87, 1.429, 926.2, 2012-06-09 16:45:00, 58.81, 47.25, 260.3
263.7, 0.603, 17.03, 16.04, 0.0, 0.097, -61.55, 1.238, 926.435, 2012-06-09 17:00:00, 37.99, 49.85, 215.6
241.2, 0.318, 17.21, 13.85, 0.0, 1.067, -53.09, 1.011, 926.286, 2012-06-09 17:15:00, 36.38, 55.6, 228.3
452.1, 0.427, 18.5, 12.57, 0.0, 6.408, -60.6, 1.028, 926.3, 2012-06-09 17:30:00, 73.89, 50.52, 221.1
83.7, 0.604, 15.41, 11.28, 0.0, -4.693, -31.79, 1.288, 926.556, 2012-06-09 17:45:00, 12.69, 62.33, 105.6
170.5, 0.276, 15.46, 12.38, 0.0, 2.413, -36.57, 0.195, 926.409, 2012-06-09 18:00:00, 26.54, 62.37, 176.9
56.22, 0.609, 14.86, 12.23, 0.0, -1.024, -31.99, 0.728, 926.548, 2012-06-09 18:15:00, 6.954, 72.77, 86.7
247.7, 0.263, 15.86, 11.9, 0.0, 6.202, -36.39, 0.291, 926.542, 2012-06-09 18:30:00, 41.05, 69.52, 116.2
165.3, 0.352, 16.0, 14.1, 0.0, 0.97, -42.39, 0.642, 926.553, 2012-06-09 18:45:00, 26.49, 57.71, 208.4
158.5, 0.237, 17.13, 10.17, 0.0, -1.407, -46.77, 0.444, 926.675, 2012-06-09 19:00:00, 24.54, 52.23, 101.2
63.06, 0.256, 16.52, 12.57, 0.0, -5.597, -40.37, 0.383, 926.775, 2012-06-09 19:15:00, 9.09, 55.0, 164.7
69.34, 0.178, 15.51, 14.18, 0.0, -4.695, -39.62, 0.284, 926.777, 2012-06-09 19:30:00, 10.02, 56.15, 190.1
116.3, 0.161, 15.69, 13.4, 0.0, -2.385, -42.58, 0.133, 926.784, 2012-06-09 19:45:00, 18.0, 67.83, 167.6
122.4, 0.238, 15.67, 10.61, 0.0, -2.589, -47.54, 0.171, 926.922, 2012-06-09 20:00:00, 19.02, 67.68, 79.01
85.4, 0.239, 15.5, 13.63, 0.0, -3.886, -42.4, 0.444, 926.924, 2012-06-09 20:15:00, 13.16, 66.05, 182.2
73.9, 0.313, 15.45, 12.01, 0.0, -2.944, -38.12, 0.57, 927.064, 2012-06-09 20:30:00, 11.28, 64.38, 145.7
50.31, 0.276, 14.95, 12.34, 0.0, -2.385, -29.63, 0.428, 927.265, 2012-06-09 20:45:00, 8.44, 64.8, 156.5
88.6, 0.341, 14.58, 14.39, 0.0, 0.935, -32.43, 0.73, 927.409, 2012-06-09 21:00:00, 16.83, 71.44, 182.1
72.47, 0.239, 14.29, 13.43, 0.0, -0.29, -40.46, 0.568, 927.749, 2012-06-09 21:15:00, 12.46, 66.34, 193.1
34.87, 0.352, 13.85, 13.15, 0.0, -0.734, -37.42, 0.732, 928.023, 2012-06-09 21:30:00, 5.935, 68.2, 188.8
7.136, 0.25, 13.15, 13.9, 0.0, 0.039, -23.44, 0.416, 928.015, 2012-06-09 21:45:00, 2.134, 78.07, 160.0
0.072, 0.201, 11.81, 12.92, 0.0, 3.722, -1.522, 0.393, 927.88, 2012-06-09 22:00:00, 2.008, 88.0, 160.9
0.807, 0.206, 11.31, 13.31, 0.0, 6.477, -0.813, 0.201, 928.127, 2012-06-09 22:15:00, 1.524, 90.8, 210.3
0.933, 0.173, 10.96, 13.8, 0.0, 5.908, -1.369, 0.558, 928.366, 2012-06-09 22:30:00, 2.062, 91.9, 241.3
0.0, 0.253, 10.56, 12.66, 0.0, 5.65, -1.53, 0.533, 928.368, 2012-06-09 22:45:00, 2.152, 92.3, 248.1
0.0, 0.066, 10.18, 12.31, 0.0, 6.156, -1.333, 0.025, 928.497, 2012-06-09 23:00:00, 2.152, 92.1, 265.7
0.0, 0.114, 9.92, 13.29, 0.0, 7.231, -1.211, 0.05, 928.604, 2012-06-09 23:15:00, 2.099, 92.8, 221.3
0.0, 0.167, 9.79, 13.26, 0.0, 7.708, -1.211, 0.094, 928.62, 2012-06-09 23:30:00, 2.009, 93.4, 131.8
0.0, 0.064, 9.53, 14.74, 0.0, 6.29, -1.412, 0.021, 928.711, 2012-06-09 23:45:00, 2.153, 93.2, 277.0
0.0, 0.0, 9.31, 15.29, 0.0, 6.77, -1.176, 0.0, 928.711, 2012-06-10 00:00:00, 2.063, 93.7, 40.67
0.0, 0.115, 9.23, 16.49, 0.0, 7.663, -0.971, 0.055, 928.855, 2012-06-10 00:15:00, 1.848, 94.2, 79.5
0.0, 0.098, 9.23, 16.71, 0.0, 7.545, -0.821, 0.043, 928.858, 2012-06-10 00:30:00, 1.83, 94.3, 191.3
0.0, 0.105, 9.2, 2.221, 0.0, 7.778, -0.642, 0.07, 928.86, 2012-06-10 00:45:00, 1.615, 94.4, 100.7
0.0, 0.121, 9.09, 1.47, 0.0, 6.671, -0.979, 0.075, 928.979, 2012-06-10 01:00:00, 1.794, 94.1, 151.4
0.0, 0.129, 8.85, 1.949, 0.0, 5.603, -1.305, 0.091, 928.985, 2012-06-10 01:15:00, 1.938, 94.2, 107.7
0.0, 0.164, 8.62, 3.259, 0.0, 6.248, -1.061, 0.156, 928.948, 2012-06-10 01:30:00, 1.776, 94.2, 243.3
0.0, 0.282, 8.62, 15.48, 0.0, 7.216, -0.821, 0.314, 928.952, 2012-06-10 01:45:00, 1.705, 94.4, 228.4
0.0, 0.163, 8.64, 15.42, 0.0, 7.13, -0.81, 0.348, 928.952, 2012-06-10 02:00:00, 1.705, 94.5, 251.8
0.0, 0.143, 8.62, 14.35, 0.0, 6.725, -0.939, 0.218, 929.086, 2012-06-10 02:15:00, 1.956, 94.0, 237.1
0.0, 0.18, 8.61, 13.98, 0.0, 6.155, -1.194, 0.412, 929.086, 2012-06-10 02:30:00, 2.171, 93.8, 241.6
0.0, 0.139, 8.5, 14.11, 0.0, 5.793, -1.283, 0.48, 929.223, 2012-06-10 02:45:00, 2.225, 93.7, 230.9
0.0, 0.263, 8.58, 14.43, 0.0, 6.012, -1.276, 0.672, 929.456, 2012-06-10 03:00:00, 2.566, 93.1, 226.0
0.0, 0.122, 7.991, 14.01, 0.0, 4.818, -1.488, 0.125, 929.575, 2012-06-10 03:15:00, 2.351, 93.5, 254.4
0.0, 0.014, 7.658, 14.27, 0.0, 4.191, -1.56, 0.005, 929.713, 2012-06-10 03:30:00, 2.171, 94.1, 291.1
0.0, 0.159, 7.398, 14.26, 0.0, 4.492, -1.621, 0.216, 929.72, 2012-06-10 03:45:00, 2.171, 94.5, 272.1
0.0, 0.091, 7.066, 14.05, 0.0, 4.392, -1.488, 0.056, 929.798, 2012-06-10 04:00:00, 2.189, 95.0, 248.4
0.0, 0.101, 6.806, 14.26, 0.0, 4.08, -1.682, 0.065, 929.942, 2012-06-10 04:15:00, 2.423, 95.3, 126.7
0.0, 0.041, 6.499, 13.56, 0.0, 4.31, -1.484, 0.014, 930.205, 2012-06-10 04:30:00, 2.459, 95.4, 196.4
0.0, 0.068, 6.239, 13.19, 0.0, 4.192, -1.664, 0.033, 930.433, 2012-06-10 04:45:00, 2.692, 95.7, 121.4
0.0, 0.002, 6.096, 14.15, 0.0, 4.325, -1.42, 0.0, 930.569, 2012-06-10 05:00:00, 2.621, 96.0, 218.4
0.018, 0.0, 6.159, 13.96, 0.0, 5.289, -0.986, 0.0, 930.647, 2012-06-10 05:15:00, 2.585, 96.2, 284.5
0.503, 0.19, 6.412, 14.0, 0.0, 5.652, -0.879, 0.207, 930.659, 2012-06-10 05:30:00, 2.531, 96.4, 276.5
1.957, 0.099, 6.425, 14.24, 0.0, 5.548, -0.445, 0.081, 930.795, 2012-06-10 05:45:00, 1.957, 96.4, 165.3
4.057, 0.222, 6.721, 14.36, 0.0, 5.189, -0.473, 0.559, 930.687, 2012-06-10 06:00:00, 1.885, 96.3, 264.3
8.78, 0.185, 7.09, 15.08, 0.0, 4.662, -0.509, 1.09, 930.683, 2012-06-10 06:15:00, 2.459, 95.9, 261.8
19.39, 0.229, 7.386, 14.81, 0.0, 4.848, -0.369, 1.123, 930.706, 2012-06-10 06:30:00, 4.882, 93.5, 260.3
29.51, 0.287, 7.553, 15.06, 0.0, 5.63, -0.219, 1.118, 930.704, 2012-06-10 06:45:00, 7.126, 92.0, 253.4
38.88, 0.212, 7.66, 14.75, 0.0, 5.899, -0.527, 0.722, 930.835, 2012-06-10 07:00:00, 8.6, 91.7, 247.3
58.44, 0.325, 7.742, 14.71, 0.0, 6.727, -0.484, 0.93, 930.93, 2012-06-10 07:15:00, 12.19, 89.9, 257.3
62.89, 0.162, 7.858, 14.05, 0.0, 7.638, -0.531, 0.818, 931.151, 2012-06-10 07:30:00, 12.28, 90.1, 251.1
67.97, 0.23, 7.953, 13.17, 0.0, 6.838, -0.782, 0.961, 931.28, 2012-06-10 07:45:00, 12.1, 88.7, 238.3
55.8, 0.24, 7.892, 12.93, 0.0, 5.715, -1.065, 0.706, 931.41, 2012-06-10 08:00:00, 9.84, 90.0, 253.6
86.9, 0.116, 7.928, 12.98, 0.0, 5.672, -0.692, 0.567, 931.41, 2012-06-10 08:15:00, 14.12, 89.8, 267.6
75.54, 0.198, 8.09, 11.69, 0.0, 5.138, -0.9, 0.487, 931.543, 2012-06-10 08:30:00, 12.31, 89.1, 256.8
122.8, 0.283, 8.62, 12.16, 0.0, 4.862, -0.645, 0.168, 931.543, 2012-06-10 08:45:00, 19.15, 87.2, 245.2
384.8, 0.263, 9.8, 13.33, 0.0, 3.005, 0.925, 0.209, 931.543, 2012-06-10 09:00:00, 64.68, 81.1, 207.6
442.9, 0.485, 11.58, 13.95, 0.0, -3.779, -24.11, 1.215, 931.582, 2012-06-10 09:15:00, 74.98, 67.28, 219.3
481.1, 0.352, 12.36, 14.5, 0.0, -6.973, -89.4, 1.684, 931.58, 2012-06-10 09:30:00, 78.92, 61.09, 205.7
524.4, 0.292, 13.35, 13.12, 0.0, -8.34, -96.0, 1.45, 931.568, 2012-06-10 09:45:00, 82.6, 55.48, 255.1
558.8, 0.449, 13.55, 16.31, 0.0, -11.11, -101.6, 1.352, 931.598, 2012-06-10 10:00:00, 81.8, 54.32, 253.4
594.6, 0.366, 13.93, 13.87, 0.0, -14.27, -105.2, 1.51, 931.468, 2012-06-10 10:15:00, 78.67, 52.0, 228.2
644.7, 0.317, 15.07, 13.26, 0.0, -13.99, -103.7, 1.435, 931.464, 2012-06-10 10:30:00, 77.1, 52.43, 257.1
555.5, 0.359, 15.23, 14.84, 0.0, -16.41, -103.8, 1.276, 931.457, 2012-06-10 10:45:00, 60.48, 47.01, 241.5
486.3, 0.423, 15.59, 15.09, 0.0, -15.6, -104.5, 1.263, 931.486, 2012-06-10 11:00:00, 68.46, 44.34, 259.3
173.9, 0.419, 16.03, 13.86, 0.0, -6.096, -98.4, 1.08, 931.331, 2012-06-10 11:15:00, 67.0, 43.8, 227.4
286.0, 0.35, 15.21, 13.03, 0.0, -6.858, -85.4, 0.977, 931.314, 2012-06-10 11:30:00, 43.17, 48.18, 249.8
444.4, 0.431, 16.07, 13.1, 0.0, -2.922, -79.09, 1.152, 931.448, 2012-06-10 11:45:00, 59.96, 55.68, 228.4
609.0, 0.453, 16.81, 14.75, 0.0, -3.18, -90.9, 0.953, 931.45, 2012-06-10 12:00:00, 76.08, 48.63, 246.8
670.6, 0.501, 17.28, 7.459, 0.0, -3.789, -101.4, 0.89, 931.235, 2012-06-10 12:15:00, 87.7, 41.2, 184.6
885.0, 0.552, 18.57, 13.47, 0.0, 4.251, -105.1, 0.99, 931.223, 2012-06-10 12:30:00, 125.1, 37.93, 217.4
889.0, 0.733, 18.99, 13.41, 0.0, 5.181, -109.9, 1.128, 931.258, 2012-06-10 12:45:00, 127.1, 35.61, 205.0
883.0, 0.386, 19.57, 13.89, 0.0, 7.83, -112.2, 0.87, 931.225, 2012-06-10 13:00:00, 128.0, 36.45, 168.9
894.0, 0.545, 19.41, 12.69, 0.0, 6.272, -115.1, 0.954, 931.265, 2012-06-10 13:15:00, 128.8, 34.22, 213.7
891.0, 0.412, 19.47, 11.46, 0.0, 10.24, -112.8, 1.386, 931.243, 2012-06-10 13:30:00, 130.4, 34.45, 258.9
878.0, 0.478, 20.32, 11.43, 0.0, 14.42, -110.4, 1.142, 931.227, 2012-06-10 13:45:00, 129.8, 34.68, 243.1
878.0, 0.43, 20.25, 10.13, 0.0, 13.14, -114.5, 0.781, 931.089, 2012-06-10 14:00:00, 131.1, 31.75, 184.0
911.0, 0.321, 21.24, 11.52, 0.0, 16.03, -114.8, 0.68, 930.99, 2012-06-10 14:15:00, 137.8, 32.25, 229.8
855.0, 0.428, 20.53, 10.49, 0.0, 16.24, -117.9, 1.026, 930.998, 2012-06-10 14:30:00, 140.0, 32.08, 258.0
896.0, 0.413, 20.83, 9.11, 0.0, 17.13, -116.9, 1.038, 930.994, 2012-06-10 14:45:00, 139.5, 35.89, 247.1
902.0, 0.41, 21.21, 11.92, 0.0, 16.75, -118.9, 1.136, 930.846, 2012-06-10 15:00:00, 137.8, 32.76, 226.2
887.0, 0.297, 21.82, 13.07, 0.0, 14.31, -120.9, 0.67, 930.753, 2012-06-10 15:15:00, 134.8, 30.05, 265.9
773.4, 0.446, 21.28, 15.46, 0.0, 8.28, -121.1, 0.879, 930.757, 2012-06-10 15:30:00, 114.7, 33.36, 206.7
883.0, 0.34, 22.13, 15.15, 0.0, 13.05, -120.0, 1.007, 930.748, 2012-06-10 15:45:00, 136.0, 27.91, 236.6
870.0, 0.255, 22.58, 14.49, 0.0, 9.54, -122.2, 0.746, 930.624, 2012-06-10 16:00:00, 133.4, 30.58, 238.3
880.0, 0.29, 22.77, 10.12, 0.0, 7.016, -121.9, 0.871, 930.5, 2012-06-10 16:15:00, 135.7, 25.71, 214.7
839.0, 0.702, 23.22, 12.22, 0.0, 8.51, -122.2, 1.296, 930.388, 2012-06-10 16:30:00, 129.8, 28.78, 125.7
809.0, 0.412, 23.31, 12.28, 0.0, 3.187, -127.3, 0.791, 930.38, 2012-06-10 16:45:00, 125.6, 34.15, 242.8
793.4, 0.317, 22.95, 13.94, 0.0, -3.423, -130.5, 0.537, 930.277, 2012-06-10 17:00:00, 123.7, 26.33, 172.1
687.9, 0.3, 23.74, 12.18, 0.0, -10.6, -128.2, 0.343, 930.261, 2012-06-10 17:15:00, 103.5, 26.06, 194.2
760.3, 0.441, 22.24, 12.5, 0.0, -4.636, -117.5, 1.364, 930.134, 2012-06-10 17:30:00, 119.8, 28.01, 43.33
717.1, 0.383, 23.69, 13.48, 0.0, -4.5, -118.8, 0.587, 930.13, 2012-06-10 17:45:00, 113.8, 33.34, 137.0
629.1, 0.424, 22.95, 11.85, 0.0, -12.59, -128.8, 0.853, 930.005, 2012-06-10 18:00:00, 98.2, 27.43, 262.5
427.8, 0.367, 21.91, 13.21, 0.0, -19.18, -126.3, 0.934, 930.126, 2012-06-10 18:15:00, 62.78, 37.83, 261.2
556.4, 0.571, 22.81, 14.03, 0.0, -13.12, -120.4, 0.631, 930.0, 2012-06-10 18:30:00, 86.4, 27.24, 121.1
338.3, 0.23, 21.7, 12.71, 0.0, -26.89, -125.7, 0.357, 929.994, 2012-06-10 18:45:00, 42.53, 30.24, 173.3
89.0, 0.137, 19.41, 15.26, 0.0, -30.04, -115.0, 0.096, 929.869, 2012-06-10 19:00:00, 3.922, 40.73, 133.6
434.4, 0.21, 21.42, 15.68, 0.0, -25.31, -110.0, 0.151, 929.747, 2012-06-10 19:15:00, 39.31, 30.13, 153.9
219.5, 0.225, 21.07, 14.29, 0.0, -33.11, -114.4, 0.362, 929.753, 2012-06-10 19:30:00, 11.07, 35.29, 168.8
