station_observations
Rain_Tot, WS_Std, Pressure, AirTC, time, RH, WindDir_Avg, DBTCDT
0.0, 11.72, 794.482, -14.48, 2012-01-01 11:00:00, 79.66, 200.1, 0.6
0.0, 0.791, 792.349, -10.67, 2012-01-01 11:15:00, 92.9, 143.0, -1.915
0.0, 1.031, 791.774, -9.98, 2012-01-01 11:30:00, 93.3, 146.0, -1.241
0.0, 1.197, 791.266, -9.99, 2012-01-01 11:45:00, 93.6, 144.0, -1.534
0.0, 2.115, 792.857, -9.9, 2012-01-01 12:00:00, 93.3, 143.9, 0.096
0.0, 1.273, 792.282, -10.0, 2012-01-01 12:15:00, 93.5, 146.9, -0.645
0.0, 1.338, 793.5, -9.61, 2012-01-01 12:30:00, 93.2, 146.0, 0.653
0.0, 0.96, 792.618, -9.22, 2012-01-01 12:45:00, 93.4, 141.9, -0.603
0.0, 1.261, 792.619, -8.93, 2012-01-01 13:00:00, 93.1, 143.4, -0.341
0.0, 1.127, 792.412, -8.93, 2012-01-01 13:15:00, 91.6, 141.1, -0.931
0.0, 0.97, 792.253, -8.73, 2012-01-01 13:30:00, 92.1, 141.9, -0.33
0.0, 1.03, 791.426, -8.78, 2012-01-01 13:45:00, 89.9, 135.7, 0.38
0.0, 1.235, 792.37, -8.34, 2012-01-01 14:00:00, 89.9, 134.8, -0.899
0.0, 1.02, 792.697, -7.948, 2012-01-01 14:15:00, 88.2, 140.8, -0.877
0.0, 1.293, 791.743, -7.41, 2012-01-01 14:30:00, 89.0, 135.4, -0.919
0.0, 2.288, 792.352, -6.579, 2012-01-01 14:45:00, 88.0, 135.9, -0.697
0.0, 1.279, 791.607, -6.775, 2012-01-01 15:00:00, 86.9, 134.2, -0.413
0.0, 1.382, 792.149, -7.119, 2012-01-01 15:15:00, 87.7, 132.7, -1.247
0.0, 7302.0, 791.743, -7.169, 2012-01-01 15:30:00, 87.4, 133.3, -0.435
0.0, 0.807, 791.931, -5.525, 2012-01-01 16:45:00, 90.9, 142.9, -1.065
0.0, 5.223, 783.787, -2.226, 2012-01-02 12:15:00, 65.44, 152.2, -2.124
0.0, 0.766, 784.275, -2.324, 2012-01-02 12:30:00, 67.76, 152.1, -2.28
0.0, 0.611, 783.817, -2.422, 2012-01-02 12:45:00, 68.31, 152.1, -2.336
0.0, 0.906, 784.078, -2.275, 2012-01-02 13:00:00, 67.49, 147.4, -1.903
0.0, 0.714, 784.424, -2.129, 2012-01-02 13:15:00, 67.28, 151.6, -2.067
0.0, 0.7, 784.696, -2.129, 2012-01-02 13:30:00, 67.96, 155.1, -2.167
0.0, 0.876, 784.549, -2.226, 2012-01-02 13:45:00, 69.19, 154.7, -2.024
0.0, 0.969, 784.679, -1.982, 2012-01-02 14:00:00, 67.9, 160.3, -1.932
0.0, 1.038, 784.196, -1.933, 2012-01-02 14:15:00, 67.76, 160.1, -1.754
0.0, 0.806, 783.906, -1.64, 2012-01-02 14:45:00, 66.05, 164.0, -1.982
0.0, None, 784.413, -1.933, 2012-01-02 15:00:00, 68.44, 159.5, -2.053
0.0, 1.268, 784.411, -2.031, 2012-01-02 15:15:00, 68.92, 158.7, -2.01
0.0, 1.092, 784.434, -2.617, 2012-01-02 16:00:00, 66.8, 157.5, -2.151
0.0, 0.582, 784.409, -2.617, 2012-01-02 16:15:00, 0.41, 153.2, -1.852
0.0, 0.0, 785.25, -5.251, 2012-01-03 13:30:00, 97.9, 142.6, -6.633
0.0, 0.841, 785.115, -5.153, 2012-01-03 13:45:00, 98.0, 140.3, -4.202
0.0, 0.761, 784.912, -5.054, 2012-01-03 14:00:00, 98.1, 142.4, -3.651
0.0, 1.216, 784.54, -5.05, 2012-01-03 14:15:00, 98.1, 142.0, 236.0
0.0, 0.958, 784.641, -4.857, 2012-01-03 14:30:00, 98.3, 142.9, 236.0
0.0, 0.975, 784.032, -4.659, 2012-01-03 14:45:00, 98.3, 140.8, 236.0
0.0, 0.908, 784.032, -4.762, 2012-01-03 15:00:00, 98.2, 137.9, 236.0
0.0, 1.059, 783.694, -4.666, 2012-01-03 15:15:00, 98.4, 140.1, 236.0
0.0, 0.984, 782.95, -4.667, 2012-01-03 15:30:00, 98.3, 141.4, 236.0
0.0, 0.895, 783.085, -4.669, 2012-01-03 15:45:00, 98.3, 141.9, 236.0
0.0, 1.387, 783.559, -4.669, 2012-01-03 16:00:00, 98.4, 139.7, -5.112
0.0, 6.321, 782.076, -1.738, 2012-01-04 13:00:00, 99.6, 164.9, -2.837
0.0, 1.794, 782.212, -1.738, 2012-01-04 13:15:00, 98.8, 170.5, -2.538
0.0, 1.177, 781.603, -1.689, 2012-01-04 13:30:00, 98.0, 165.8, -2.061
0.0, 0.97, 781.941, -1.641, 2012-01-04 13:45:00, 97.6, 163.6, -2.281
0.0, 1.129, 781.603, -1.544, 2012-01-04 14:00:00, 96.4, 165.6, -2.922
0.0, 1.319, 782.009, -1.445, 2012-01-04 14:15:00, 95.4, 162.5, -2.865
0.0, 0.964, 781.738, -1.447, 2012-01-04 14:30:00, 94.8, 165.2, -2.765
0.0, 1.327, 781.502, -1.448, 2012-01-04 14:45:00, 93.4, 163.8, -3.064
0.0, 1.365, 782.076, -1.495, 2012-01-04 15:00:00, 94.7, 162.4, -2.844
0.0, 1.147, 781.333, -1.543, 2012-01-04 15:15:00, 94.1, 162.4, -3.022
0.0, 1.087, 781.535, -1.543, 2012-01-04 15:30:00, 94.3, 165.7, -3.222
0.0, 1.437, 781.603, -1.347, 2012-01-04 15:45:00, 92.1, 165.1, -2.41
0.0, 1.155, 781.873, -1.349, 2012-01-04 16:00:00, 92.3, 164.0, -2.609
0.0, 1.275, 781.13, -1.458, 2012-01-04 16:15:00, 92.2, 160.8, -2.661
0.0, 1.083, 781.265, -1.646, 2012-01-04 16:30:00, 92.8, 164.3, -2.677
0.0, 2.126, 780.724, -1.742, 2012-01-04 16:45:00, 93.6, 160.7, -3.433
0.0, 0.629, 780.724, -1.836, 2012-01-04 17:00:00, 93.4, 159.3, -3.192
0.0, 0.806, 780.994, -1.835, 2012-01-04 17:30:00, 92.8, 162.3, -2.395
0.0, 1.578, 779.912, -1.835, 2012-01-04 17:45:00, 92.6, 163.5, -2.893
0.0, None, 779.269, -1.835, 2012-01-04 18:15:00, 91.9, 166.7, -2.993
0.0, 7999.0, 778.424, -1.884, 2012-01-04 18:45:00, 92.1, 159.3, -2.971
0.0, 0.959, 778.898, -1.933, 2012-01-04 19:00:00, 92.3, 167.7, -3.349
0.0, 0.616, 778.695, -2.031, 2012-01-04 19:15:00, 92.8, 167.3, -3.505
0.0, 7999.0, 778.289, -2.226, 2012-01-04 19:45:00, 93.4, 160.6, -3.518
0.0, None, 777.971, -2.52, 2012-01-04 20:45:00, 96.6, 163.1, -2.691
0.0, 0.782, 776.974, -2.617, 2012-01-04 21:00:00, 97.5, 159.0, -3.146
0.0, 0.996, 777.246, -2.715, 2012-01-04 21:15:00, 97.4, 160.8, -3.103
0.0, 0.535, 777.253, -2.91, 2012-01-04 21:30:00, 98.6, 158.8, -3.315
0.0, None, 776.838, -2.91, 2012-01-04 21:45:00, 99.0, 162.1, -2.917
0.0, 7999.0, 777.872, -2.91, 2012-01-04 22:45:00, 99.2, 198.6, -3.414
0.0, 1.08, 787.953, -8.24, 2012-01-05 13:15:00, 96.5, 271.4, 0.83
0.0, None, 787.953, -7.948, 2012-01-05 13:30:00, 96.5, 265.5, 0.503
0.0, 0.572, 788.088, -8.34, 2012-01-05 13:45:00, 96.1, 275.4, -0.406
0.0, 1.886, 789.036, -8.44, 2012-01-05 15:45:00, 96.1, 284.5, 0.523
0.0, 1.413, 790.616, -9.02, 2012-01-07 13:00:00, 95.5, 175.7, -2.362
0.0, 0.153, 789.949, -9.02, 2012-01-07 13:15:00, 95.6, 153.7, -2.461
0.0, 0.227, 790.424, -9.12, 2012-01-07 13:30:00, 95.5, 156.0, -2.023
0.0, 6.91, 789.389, -9.02, 2012-01-07 14:00:00, 95.7, 151.6, -3.051
0.0, 0.909, 789.077, -8.83, 2012-01-07 14:15:00, 95.7, 146.3, -2.844
0.0, 0.956, 789.008, -8.73, 2012-01-07 14:30:00, 95.6, 148.5, -2.79
0.0, 0.952, 789.437, -8.83, 2012-01-07 15:00:00, 95.6, 156.0, -2.746
0.0, 1.993, 788.312, -8.73, 2012-01-07 15:15:00, 95.9, 153.1, -2.888
0.0, 2.876, 788.363, -3.79, 2012-01-09 12:45:00, 98.9, 233.2, -1.038
0.0, 1.059, 787.957, -3.888, 2012-01-09 13:00:00, 98.9, 225.8, -1.194
0.0, 0.802, 788.498, -3.79, 2012-01-09 13:15:00, 99.0, 232.7, -0.74
0.0, 0.745, 787.957, -3.79, 2012-01-09 13:30:00, 99.0, 240.3, -0.939
0.0, 0.9, 788.633, -3.79, 2012-01-09 13:45:00, 98.9, 240.1, -1.038
0.0, 0.677, 788.498, -3.888, 2012-01-09 14:00:00, 117.6, 240.0, -1.094
0.0, 0.933, 788.363, -3.79, 2012-01-09 14:15:00, 99.0, 248.1, -1.237
0.0, None, 788.633, -3.79, 2012-01-09 14:30:00, 99.0, 245.8, -1.733
0.0, 7999.0, 797.019, -16.51, 2012-01-10 10:15:00, 90.3, 67.09, -2.351
0.0, 0.859, 797.561, -16.12, 2012-01-10 10:30:00, 90.2, 141.6, -2.241
0.0, 0.562, 797.645, -16.02, 2012-01-10 10:45:00, 89.9, 178.8, -2.192
0.0, 0.701, 797.644, -16.22, 2012-01-10 11:00:00, 90.0, 186.7, -2.293
0.0, 0.619, 798.038, -16.03, 2012-01-10 11:15:00, 89.8, 119.7, -2.189
0.0, 0.591, 798.199, -15.73, 2012-01-10 11:30:00, 89.8, 212.9, -2.325
0.0, 0.38, 798.45, -15.54, 2012-01-10 11:45:00, 89.9, 94.4, -2.027
0.0, 0.482, 798.578, -14.75, 2012-01-10 12:00:00, 90.1, 62.86, -2.583
0.0, 0.333, 798.713, -14.36, 2012-01-10 12:15:00, 90.2, 4.185, -1.985
0.0, 0.288, 798.849, -13.58, 2012-01-10 12:30:00, 90.8, 11.6, -2.735
0.0, 0.566, 798.849, -13.48, 2012-01-10 12:45:00, 90.0, 8.76, -2.877
0.0, 0.63, 799.187, -13.38, 2012-01-10 13:00:00, 90.3, 57.24, -2.727
0.0, 0.637, 799.187, -13.19, 2012-01-10 13:15:00, 90.0, 51.11, -2.817
0.0, 0.626, 799.187, -13.38, 2012-01-10 13:30:00, 89.3, 26.78, -2.532
