station_observations
Rain_Tot, AirTC, time, RH, WS_Avg, DBTCDT
0.0, -0.347, 2012-04-19 07:59:59, 105.1, 1.62, 1.778
0.0, -0.336, 2012-04-19 09:00:00, 105.1, 1.963, 1.778
0.0, -0.339, 2012-04-19 10:00:00, 105.2, 1.838, 1.78
0.0, -0.348, 2012-04-19 10:59:59, 105.2, 2.025, 1.784
0.0, -0.337, 2012-04-19 12:00:00, 105.2, 2.824, 1.779
0.0, -0.339, 2012-04-19 13:00:00, 105.2, 2.565, 1.776
0.0, -0.336, 2012-04-19 13:59:59, 105.3, 2.057, 1.778
0.0, -0.342, 2012-04-19 15:00:00, 105.3, 1.756, 1.778
0.0, -0.348, 2012-04-19 16:00:00, 105.4, 1.733, 1.775
0.0, -0.338, 2012-04-19 16:59:59, 105.4, 1.367, 1.773
0.0, -0.346, 2012-04-19 18:00:00, 105.4, 1.073, 1.772
0.0, -0.342, 2012-04-19 19:00:00, 105.4, 0.801, 1.77
0.0, -0.334, 2012-04-19 19:59:59, 105.4, 0.71, 1.768
0.0, -0.336, 2012-04-19 21:00:00, 105.4, 1.272, 1.768
0.0, -0.359, 2012-04-19 22:00:00, 105.5, 1.886, 1.766
0.0, -0.339, 2012-04-19 22:59:59, 105.5, 1.983, 1.696
0.0, -0.331, 2012-04-20 00:00:00, 105.5, 1.238, 2.42
0.0, -0.339, 2012-04-20 01:00:00, 105.5, 0.796, 2.42
0.0, -0.341, 2012-04-20 01:59:59, 105.5, 1.377, 2.42
0.0, -0.342, 2012-04-20 03:00:00, 105.5, 1.459, 2.42
0.0, -0.348, 2012-04-20 04:00:00, 105.5, 0.396, 2.42
0.0, -0.349, 2012-04-20 04:59:59, 105.5, 0.58, 2.42
0.0, -0.336, 2012-04-20 06:00:00, 105.5, 0.64, 1.757
0.0, -0.336, 2012-04-20 07:00:00, 105.5, 2.298, 1.757
0.0, -0.341, 2012-04-20 07:59:59, 105.5, 1.093, 1.797
0.0, -0.341, 2012-04-20 09:00:00, 105.5, 3.23, 1.781
0.0, -0.345, 2012-04-20 10:00:00, 105.5, 3.249, 1.809
0.0, -0.347, 2012-04-20 10:59:59, 105.5, 2.714, 1.81
0.0, -0.344, 2012-04-20 12:00:00, 105.5, 2.043, 1.815
0.0, -0.349, 2012-04-20 13:00:00, 105.5, 0.967, 1.798
0.0, -0.351, 2012-04-20 13:59:59, 105.5, 0.758, 1.78
0.0, -0.349, 2012-04-20 15:00:00, 105.5, 1.077, 1.784
0.0, -0.347, 2012-04-20 16:00:00, 105.5, 0.634, 1.783
0.0, -0.35, 2012-04-20 16:59:59, 105.6, 0.797, 1.776
0.0, -0.348, 2012-04-20 18:00:00, 105.6, 0.944, 1.775
0.0, -0.348, 2012-04-20 19:00:00, 105.6, 0.916, 1.765
0.0, -0.348, 2012-04-20 19:59:59, 105.6, 1.232, 1.756
0.0, -0.35, 2012-04-20 21:00:00, 105.6, 1.671, 1.749
0.0, -0.349, 2012-04-20 22:00:00, 105.6, 1.793, 1.75
0.0, -0.347, 2012-04-20 22:59:59, 105.5, 1.72, 1.763
0.0, -0.333, 2012-04-21 00:00:00, 105.5, 1.303, 1.77
0.0, -0.327, 2012-04-21 01:00:00, 105.5, 1.255, 1.772
0.0, -0.341, 2012-04-21 01:59:59, 105.5, 1.192, 1.773
0.0, -0.33, 2012-04-21 03:00:00, 105.4, 1.146, 1.765
0.0, -0.334, 2012-04-21 04:00:00, 105.4, 1.411, 1.762
0.0, -0.335, 2012-04-21 04:59:59, 105.4, 1.452, 1.774
0.0, -0.335, 2012-04-21 06:00:00, 105.3, 0.872, 1.779
0.0, -0.326, 2012-04-21 07:00:00, 105.3, 0.465, 1.781
0.0, -0.333, 2012-04-21 07:59:59, 105.3, 0.886, 1.784
0.0, -0.316, 2012-04-21 09:00:00, 105.3, 1.536, 1.787
0.0, -0.312, 2012-04-21 10:00:00, 105.3, 1.678, 1.79
0.0, -0.313, 2012-04-21 10:59:59, 105.3, 1.712, 1.79
0.0, -0.334, 2012-04-21 12:00:00, 105.3, 1.894, 1.783
0.0, -0.325, 2012-04-21 13:00:00, 105.3, 2.317, 1.757
0.0, -0.321, 2012-04-21 13:59:59, 105.3, 2.082, 1.769
0.0, -0.326, 2012-04-21 15:00:00, 105.4, 1.841, 1.764
0.0, -0.327, 2012-04-21 16:00:00, 105.4, 1.441, 1.768
0.0, -0.331, 2012-04-21 16:59:59, 105.4, 1.357, 1.766
0.0, -0.331, 2012-04-21 18:00:00, 105.4, 0.527, 1.763
0.0, -0.333, 2012-04-21 19:00:00, 105.5, 1.462, 1.759
0.0, -0.333, 2012-04-21 19:59:59, 105.5, 1.596, 1.758
0.0, -0.339, 2012-04-21 21:00:00, 105.5, 1.107, 1.76
0.0, -0.338, 2012-04-21 22:00:00, 105.5, 1.461, 1.759
0.0, -0.341, 2012-04-21 22:59:59, 105.5, 1.442, 1.76
0.0, -0.336, 2012-04-22 00:00:00, 105.5, 1.283, 1.76
0.0, -0.323, 2012-04-22 01:00:00, 105.5, 1.139, 1.761
0.0, -0.329, 2012-04-22 01:59:59, 105.5, 0.996, 1.761
0.0, -0.323, 2012-04-22 03:00:00, 105.5, 1.168, 1.761
0.0, -0.323, 2012-04-22 04:00:00, 105.5, 1.551, 1.734
0.0, -0.343, 2012-04-22 04:59:59, 105.5, 1.182, 1.728
0.0, -0.345, 2012-04-22 06:00:00, 105.5, 1.678, 1.739
0.0, -0.351, 2012-04-22 07:00:00, 105.5, 1.561, 1.756
0.0, -0.365, 2012-04-22 07:59:59, 105.5, 1.511, 1.791
0.0, -0.375, 2012-04-22 09:00:00, 105.5, 2.18, 1.777
0.0, -0.374, 2012-04-22 10:00:00, 105.6, 2.456, 1.773
0.0, -0.374, 2012-04-22 10:59:59, 105.6, 2.31, 1.765
0.0, -0.354, 2012-04-22 12:00:00, 105.6, 2.244, 1.763
0.0, -0.373, 2012-04-22 13:00:00, 105.6, 2.247, 1.755
0.0, -0.372, 2012-04-22 13:59:59, 105.5, 1.958, 1.76
0.0, -0.359, 2012-04-22 15:00:00, 105.5, 1.613, 1.746
0.0, -0.367, 2012-04-22 16:00:00, 105.5, 1.312, 1.736
0.0, -0.378, 2012-04-22 16:59:59, 105.6, 1.091, 1.727
0.0, -0.365, 2012-04-22 18:00:00, 105.6, 0.587, 1.713
0.0, -0.365, 2012-04-22 19:00:00, 105.6, 0.875, 1.707
0.0, -0.365, 2012-04-22 19:59:59, 105.6, 0.876, 2.42
0.0, -0.364, 2012-04-22 21:00:00, 105.6, 0.672, 2.42
0.0, -0.365, 2012-04-22 22:00:00, 105.6, 0.497, 2.42
0.0, -0.363, 2012-04-22 22:59:59, 105.6, 0.591, 2.42
0.0, -0.367, 2012-04-23 00:00:00, 105.6, 0.386, 2.42
0.0, -0.373, 2012-04-23 01:00:00, 105.6, 0.645, 2.42
0.0, -0.381, 2012-04-23 01:59:59, 105.7, 1.782, 2.42
0.0, -0.387, 2012-04-23 03:00:00, 105.7, 1.605, 2.42
0.0, -0.378, 2012-04-23 04:00:00, 105.7, 1.667, 2.42
0.0, -0.373, 2012-04-23 04:59:59, 105.7, 1.648, 2.42
0.0, -0.384, 2012-04-23 06:00:00, 105.7, 1.558, 2.42
0.0, -0.389, 2012-04-23 07:00:00, 105.7, 0.986, 1.706
0.0, -0.392, 2012-04-23 07:59:59, 105.7, 1.25, 1.717
0.0, -0.393, 2012-04-23 09:00:00, 105.7, 0.888, 1.726
0.0, -0.394, 2012-04-23 10:00:00, 105.7, 1.229, 1.718
0.0, -0.395, 2012-04-23 10:59:59, 105.7, 1.488, 1.702
0.0, -0.397, 2012-04-23 12:00:00, 105.6, 1.582, 1.706
0.0, -0.397, 2012-04-23 13:00:00, 105.7, 1.41, 1.701
0.0, -0.394, 2012-04-23 13:59:59, 105.7, 1.014, 1.694
0.0, -0.372, 2012-04-23 15:00:00, 105.7, 1.129, 1.676
0.0, -0.368, 2012-04-23 16:00:00, 105.7, 2.226, 2.42
0.0, -0.369, 2012-04-23 16:59:59, 105.7, 3.073, 2.42
0.0, -0.379, 2012-04-23 18:00:00, 105.7, 3.032, 2.42
0.0, -0.396, 2012-04-23 19:00:00, 105.7, 0.936, 2.42
0.0, -0.405, 2012-04-23 19:59:59, 105.7, 0.797, 2.42
0.0, -0.39, 2012-04-23 21:00:00, 105.7, 0.657, 2.42
0.0, -0.39, 2012-04-23 22:00:00, 105.7, 0.862, 2.42
0.0, -0.404, 2012-04-23 22:59:59, 105.7, 0.773, 2.42
0.0, -0.41, 2012-04-24 00:00:00, 105.7, 0.711, 2.42
0.0, -0.394, 2012-04-24 01:00:00, 105.7, 0.897, 2.42
0.0, -0.395, 2012-04-24 01:59:59, 105.7, 1.119, 2.42
0.0, -0.395, 2012-04-24 03:00:00, 105.7, 1.275, 2.42
0.0, -0.397, 2012-04-24 04:00:00, 105.7, 0.785, 2.42
0.0, -0.408, 2012-04-24 04:59:59, 105.7, 0.619, 2.42
0.0, -0.411, 2012-04-24 06:00:00, 105.7, 0.386, 1.61
0.0, -0.403, 2012-04-24 07:00:00, 105.7, 0.423, 1.617
0.0, -0.406, 2012-04-24 07:59:59, 105.7, 1.354, 1.648
0.0, -0.409, 2012-04-24 09:00:00, 105.7, 1.723, 1.649
0.0, -0.397, 2012-04-24 10:00:00, 105.7, 1.49, 1.662
0.0, -0.403, 2012-04-24 10:59:59, 105.7, 1.251, 1.675
0.0, -0.395, 2012-04-24 12:00:00, 105.7, 1.131, 1.663
0.0, -0.388, 2012-04-24 13:00:00, 105.7, 0.888, 1.672
0.0, -0.386, 2012-04-24 13:59:59, 105.7, 1.612, 1.667
0.0, -0.385, 2012-04-24 15:00:00, 105.7, 0.882, 1.665
0.0, -0.378, 2012-04-24 16:00:00, 105.7, 1.266, 1.665
0.0, -0.369, 2012-04-24 16:59:59, 105.7, 1.537, 1.655
0.0, -0.37, 2012-04-24 18:00:00, 105.7, 1.377, 1.639
0.0, -0.369, 2012-04-24 19:00:00, 105.8, 1.399, 1.633
0.0, -0.366, 2012-04-24 19:59:59, 105.8, 1.389, 1.63
0.0, -0.376, 2012-04-24 21:00:00, 105.8, 1.059, 1.592
0.0, -0.38, 2012-04-24 22:00:00, 105.8, 0.731, 2.42
0.0, -0.384, 2012-04-24 22:59:59, 105.8, 0.633, 2.42
0.0, -0.38, 2012-04-25 00:00:00, 105.8, 1.191, 2.42
0.0, -0.384, 2012-04-25 01:00:00, 105.8, 1.502, 2.42
0.0, -0.385, 2012-04-25 01:59:59, 105.8, 1.591, 2.42
0.0, -0.387, 2012-04-25 03:00:00, 105.8, 1.483, 2.42
0.0, -0.389, 2012-04-25 04:00:00, 105.8, 1.107, 2.42
0.0, -0.388, 2012-04-25 04:59:59, 105.8, 1.059, 2.42
0.0, -0.373, 2012-04-25 06:00:00, 105.8, 1.203, 1.629
0.0, -0.367, 2012-04-25 07:00:00, 105.8, 1.445, 1.631
0.0, -0.363, 2012-04-25 07:59:59, 105.8, 1.808, 1.632
0.0, -0.362, 2012-04-25 09:00:00, 105.8, 2.064, 1.637
0.0, -0.365, 2012-04-25 10:00:00, 105.8, 2.016, 1.644
0.0, -0.37, 2012-04-25 10:59:59, 105.8, 2.338, 1.624
0.0, -0.376, 2012-04-25 12:00:00, 105.8, 2.448, 1.627
0.0, -0.368, 2012-04-25 13:00:00, 105.8, 2.311, 1.62
0.0, -0.37, 2012-04-25 13:59:59, 105.8, 2.338, 1.617
0.0, -0.372, 2012-04-25 15:00:00, 105.8, 2.096, 1.622
0.0, -0.373, 2012-04-25 16:00:00, 105.8, 2.451, 1.609
0.0, -0.376, 2012-04-25 16:59:59, 105.8, 2.106, 1.599
0.0, -0.376, 2012-04-25 18:00:00, 105.8, 2.189, 1.618
0.0, -0.37, 2012-04-25 19:00:00, 105.8, 2.239, 1.588
0.0, -0.368, 2012-04-25 19:59:59, 105.8, 2.037, 1.59
0.0, -0.364, 2012-04-25 21:00:00, 105.8, 2.068, 1.596
0.0, -0.363, 2012-04-25 22:00:00, 105.8, 2.025, 1.595
0.0, -0.359, 2012-04-25 22:59:59, 105.8, 1.955, 1.593
0.0, -0.355, 2012-04-26 00:00:00, 105.8, 1.44, 1.588
0.0, -0.362, 2012-04-26 01:00:00, 105.8, 1.618, 1.59
0.0, -0.359, 2012-04-26 01:59:59, 105.8, 1.7, 1.586
0.0, -0.36, 2012-04-26 03:00:00, 105.8, 1.774, 1.59
0.0, -0.359, 2012-04-26 04:00:00, 105.8, 1.572, 1.592
0.0, -0.357, 2012-04-26 04:59:59, 105.8, 1.693, 1.594
0.0, -0.356, 2012-04-26 06:00:00, 105.8, 1.522, 1.595
0.0, -0.355, 2012-04-26 07:00:00, 105.8, 1.866, 1.587
0.0, -0.354, 2012-04-26 07:59:59, 105.9, 2.133, 1.593
0.0, -0.34, 2012-04-26 09:00:00, 105.8, 2.289, 1.594
0.0, -0.341, 2012-04-26 10:00:00, 105.9, 1.94, 1.569
0.0, -0.356, 2012-04-26 10:59:59, 105.8, 1.905, 1.586
0.0, -0.364, 2012-04-26 12:00:00, 105.8, 1.7, 1.569
0.0, -0.344, 2012-04-26 13:00:00, 105.8, 1.781, 1.556
0.0, -0.354, 2012-04-26 13:59:59, 105.9, 2.456, 1.547
0.0, -0.356, 2012-04-26 15:00:00, 105.9, 2.961, 2.42
0.0, -0.351, 2012-04-26 16:00:00, 105.9, 3.111, 1.491
0.0, -0.36, 2012-04-26 16:59:59, 105.9, 3.226, 1.497
0.0, -0.366, 2012-04-26 18:00:00, 105.9, 2.442, 2.42
0.0, -0.343, 2012-04-26 19:00:00, 105.9, 1.81, 2.42
0.0, -0.35, 2012-04-26 19:59:59, 105.9, 0.872, 2.42
0.0, -0.355, 2012-04-26 21:00:00, 105.9, 0.364, 2.42
0.0, -0.335, 2012-04-26 22:00:00, 105.9, 0.658, 2.42
0.0, -0.344, 2012-04-26 22:59:59, 105.9, 0.481, 2.42
0.0, -0.354, 2012-04-27 00:00:00, 105.9, 0.284, 2.42
0.0, -0.342, 2012-04-27 01:00:00, 105.9, 0.015, 2.42
0.0, -0.333, 2012-04-27 01:59:59, 105.9, 0.015, 2.42
0.0, -0.349, 2012-04-27 03:00:00, 105.9, 0.054, 2.42
0.0, -0.352, 2012-04-27 04:00:00, 105.9, 0.063, 2.42
0.0, -0.361, 2012-04-27 04:59:59, 105.9, 0.015, 2.42
0.0, -0.362, 2012-04-27 06:00:00, 105.9, 0.015, 1.534
0.0, -0.348, 2012-04-27 07:00:00, 105.9, 0.015, 2.42
0.0, -0.359, 2012-04-27 07:59:59, 105.9, 0.015, 1.523
0.0, -0.366, 2012-04-27 09:00:00, 105.9, 0.015, 1.565
0.0, -0.367, 2012-04-27 10:00:00, 105.9, 1.089, 1.565
0.0, -0.369, 2012-04-27 10:59:59, 105.9, 1.847, 1.548
0.0, -0.347, 2012-04-27 12:00:00, 105.9, 1.388, 1.542
0.0, -0.352, 2012-04-27 13:00:00, 105.9, 1.269, 1.538
0.0, -0.351, 2012-04-27 13:59:59, 105.9, 1.923, 1.523
0.0, -0.362, 2012-04-27 15:00:00, 105.9, 2.043, 1.532
0.0, -0.351, 2012-04-27 16:00:00, 105.9, 1.94, 1.53
0.0, -0.335, 2012-04-27 16:59:59, 105.9, 1.098, 1.524
0.0, -0.333, 2012-04-27 18:00:00, 105.9, 0.972, 1.52
0.0, -0.353, 2012-04-27 19:00:00, 105.9, 1.224, 1.517
0.0, -0.338, 2012-04-27 19:59:59, 105.9, 1.527, 1.481
0.0, -0.341, 2012-04-27 21:00:00, 105.9, 1.506, 1.5
0.0, -0.347, 2012-04-27 22:00:00, 105.9, 1.561, 1.487
0.0, -0.33, 2012-04-27 22:59:59, 105.9, 1.354, 1.484
0.0, -0.325, 2012-04-28 00:00:00, 105.9, 1.281, 1.523
0.0, -0.34, 2012-04-28 01:00:00, 105.9, 1.366, 1.525
0.0, -0.34, 2012-04-28 01:59:59, 105.9, 1.154, 1.522
0.0, -0.342, 2012-04-28 03:00:00, 105.9, 1.114, 1.493
0.0, -0.338, 2012-04-28 04:00:00, 105.9, 1.064, 1.514
0.0, -0.33, 2012-04-28 04:59:59, 105.9, 1.244, 1.528
0.0, -0.319, 2012-04-28 06:00:00, 105.9, 0.909, 1.536
0.0, -0.314, 2012-04-28 07:00:00, 105.9, 1.566, 1.539
0.0, -0.316, 2012-04-28 07:59:59, 105.9, 1.467, 1.537
0.0, -0.324, 2012-04-28 09:00:00, 105.9, 1.534, 1.537
0.0, -0.341, 2012-04-28 10:00:00, 105.9, 1.785, 1.538
0.0, -0.343, 2012-04-28 10:59:59, 105.9, 1.613, 1.546
0.0, -0.328, 2012-04-28 12:00:00, 105.9, 1.76, 1.537
0.0, -0.349, 2012-04-28 13:00:00, 105.9, 1.456, 1.532
0.0, -0.342, 2012-04-28 13:59:59, 105.9, 1.814, 1.54
0.0, -0.325, 2012-04-28 15:00:00, 105.9, 1.999, 1.542
0.0, -0.345, 2012-04-28 16:00:00, 105.9, 1.515, 1.532
0.0, -0.347, 2012-04-28 16:59:59, 105.9, 0.808, 1.524
0.0, -0.331, 2012-04-28 18:00:00, 105.9, 0.837, 1.515
0.0, -0.324, 2012-04-28 19:00:00, 105.9, 0.723, 1.511
0.0, -0.341, 2012-04-28 19:59:59, 105.9, 0.931, 1.485
0.0, -0.341, 2012-04-28 21:00:00, 105.9, 1.225, 1.477
0.0, -0.334, 2012-04-28 22:00:00, 105.9, 0.894, 1.441
0.0, -0.326, 2012-04-28 22:59:59, 105.9, 0.097, 2.42
0.0, -0.317, 2012-04-29 00:00:00, 105.9, 0.771, 2.42
0.0, -0.322, 2012-04-29 01:00:00, 105.9, 0.993, 2.42
0.0, -0.317, 2012-04-29 01:59:59, 105.9, 0.322, 2.42
0.0, -0.32, 2012-04-29 03:00:00, 105.9, 0.354, 2.42
0.0, -0.323, 2012-04-29 04:00:00, 105.9, 0.401, 1.483
0.0, -0.335, 2012-04-29 04:59:59, 105.9, 1.02, 2.42
0.0, -0.335, 2012-04-29 06:00:00, 105.9, 2.066, 1.467
0.0, -0.339, 2012-04-29 07:00:00, 105.9, 1.976, 1.483
0.0, -0.338, 2012-04-29 07:59:59, 105.9, 1.569, 1.513
0.0, -0.339, 2012-04-29 09:00:00, 105.9, 1.391, 1.532
0.0, -0.332, 2012-04-29 10:00:00, 105.9, 0.986, 1.528
0.0, -0.326, 2012-04-29 10:59:59, 105.9, 1.017, 1.528
0.0, -0.334, 2012-04-29 12:00:00, 105.9, 1.264, 1.512
0.0, -0.338, 2012-04-29 13:00:00, 105.9, 1.467, 1.521
0.0, -0.349, 2012-04-29 13:59:59, 105.9, 1.615, 1.522
0.0, -0.345, 2012-04-29 15:00:00, 105.9, 1.28, 1.519
0.0, -0.352, 2012-04-29 16:00:00, 105.9, 1.708, 1.513
0.0, -0.337, 2012-04-29 16:59:59, 105.9, 0.673, 1.506
0.0, -0.325, 2012-04-29 18:00:00, 105.9, 0.161, 1.503
0.0, -0.331, 2012-04-29 19:00:00, 105.9, 1.034, 1.486
0.0, -0.322, 2012-04-29 19:59:59, 105.9, 1.539, 1.476
0.0, -0.323, 2012-04-29 21:00:00, 105.9, 1.573, 1.479
0.0, -0.33, 2012-04-29 22:00:00, 105.9, 1.615, 1.475
0.0, -0.311, 2012-04-29 22:59:59, 105.9, 1.423, 1.491
0.0, -0.321, 2012-04-30 00:00:00, 105.9, 1.316, 1.492
0.0, -0.317, 2012-04-30 01:00:00, 105.9, 1.275, 1.5
0.0, -0.31, 2012-04-30 01:59:59, 105.9, 1.32, 1.503
0.0, -0.315, 2012-04-30 03:00:00, 105.9, 1.315, 1.503
0.0, -0.314, 2012-04-30 04:00:00, 105.9, 1.207, 1.499
0.0, -0.314, 2012-04-30 04:59:59, 105.9, 1.558, 1.505
0.0, -0.314, 2012-04-30 06:00:00, 105.9, 1.59, 1.505
0.0, -0.315, 2012-04-30 07:00:00, 105.9, 1.743, 1.505
0.0, -0.314, 2012-04-30 07:59:59, 105.9, 1.971, 1.502
0.0, -0.315, 2012-04-30 09:00:00, 106.0, 1.666, 1.502
0.0, -0.303, 2012-04-30 10:00:00, 106.0, 1.844, 1.503
0.0, -0.321, 2012-04-30 10:59:59, 106.0, 1.488, 1.512
0.0, -0.322, 2012-04-30 12:00:00, 106.0, 1.591, 1.495
0.0, -0.313, 2012-04-30 13:00:00, 106.0, 1.621, 1.496
0.0, -0.302, 2012-04-30 13:59:59, 106.0, 1.14, 1.505
0.0, -0.307, 2012-04-30 15:00:00, 106.0, 0.939, 1.521
0.0, -0.299, 2012-04-30 16:00:00, 106.0, 1.143, 1.522
0.0, -0.302, 2012-04-30 16:59:59, 106.0, 1.251, 1.508
0.0, -0.305, 2012-04-30 18:00:00, 106.0, 0.933, 1.507
0.0, -0.305, 2012-04-30 19:00:00, 106.0, 1.15, 1.497
0.0, -0.32, 2012-04-30 19:59:59, 106.0, 1.426, 1.506
0.0, -0.306, 2012-04-30 21:00:00, 106.0, 1.176, 1.495
0.0, -0.315, 2012-04-30 22:00:00, 106.0, 1.13, 1.486
0.0, -0.311, 2012-04-30 22:59:59, 106.0, 0.912, 1.447
0.0, -0.296, 2012-05-01 00:00:00, 106.0, 0.874, 2.42
0.0, -0.307, 2012-05-01 01:00:00, 106.0, 0.682, 1.404
0.0, -0.308, 2012-05-01 01:59:59, 106.0, 0.467, 2.42
0.0, -0.306, 2012-05-01 03:00:00, 106.0, 0.586, 2.42
0.0, -0.306, 2012-05-01 04:00:00, 106.0, 1.357, 2.42
0.0, -0.306, 2012-05-01 04:59:59, 106.0, 1.833, 2.42
0.0, -0.306, 2012-05-01 06:00:00, 106.0, 1.835, 1.428
0.0, -0.317, 2012-05-01 07:00:00, 106.0, 1.684, 1.454
0.0, -0.321, 2012-05-01 07:59:59, 106.0, 1.158, 1.496
0.0, -0.306, 2012-05-01 09:00:00, 106.0, 1.607, 1.505
0.0, -0.302, 2012-05-01 10:00:00, 106.0, 1.127, 1.505
0.0, -0.312, 2012-05-01 10:59:59, 106.0, 1.199, 1.506
0.0, -0.309, 2012-05-01 12:00:00, 106.0, 1.792, 1.501
0.0, -0.32, 2012-05-01 13:00:00, 106.0, 2.207, 1.498
0.0, -0.307, 2012-05-01 13:59:59, 106.1, 2.157, 1.484
0.0, -0.312, 2012-05-01 15:00:00, 106.1, 2.465, 1.49
0.0, -0.319, 2012-05-01 16:00:00, 106.1, 1.996, 1.493
0.0, -0.321, 2012-05-01 16:59:59, 106.1, 2.199, 1.492
0.0, -0.306, 2012-05-01 18:00:00, 106.1, 1.85, 1.49
0.0, -0.312, 2012-05-01 19:00:00, 106.2, 1.53, 1.488
0.0, -0.308, 2012-05-01 19:59:59, 106.2, 1.122, 1.486
0.0, -0.308, 2012-05-01 21:00:00, 106.2, 0.606, 1.414
0.0, -0.305, 2012-05-01 22:00:00, 106.2, 0.25, 1.402
0.0, -0.297, 2012-05-01 22:59:59, 106.2, 0.289, 2.42
0.0, -0.305, 2012-05-02 00:00:00, 106.2, 0.51, 2.42
0.0, -0.305, 2012-05-02 01:00:00, 106.1, 0.588, 2.42
0.0, -0.305, 2012-05-02 01:59:59, 106.1, 0.527, 2.42
0.0, -0.299, 2012-05-02 03:00:00, 106.1, 0.975, 2.42
0.0, -0.304, 2012-05-02 04:00:00, 106.1, 0.614, 2.42
0.0, -0.295, 2012-05-02 04:59:59, 106.1, 2.069, 2.42
0.0, -0.305, 2012-05-02 06:00:00, 106.1, 1.769, 2.42
0.0, -0.298, 2012-05-02 07:00:00, 106.1, 1.393, 1.446
0.0, -0.3, 2012-05-02 07:59:59, 106.1, 1.18, 1.471
0.0, -0.305, 2012-05-02 09:00:00, 106.1, 0.951, 1.466
0.0, -0.294, 2012-05-02 10:00:00, 106.1, 1.423, 1.46
0.0, -0.292, 2012-05-02 10:59:59, 106.1, 1.651, 1.46
0.0, -0.296, 2012-05-02 12:00:00, 106.1, 1.631, 1.504
0.0, -0.301, 2012-05-02 13:00:00, 106.1, 1.749, 1.493
0.0, -0.297, 2012-05-02 13:59:59, 106.1, 1.593, 1.493
0.0, -0.311, 2012-05-02 15:00:00, 106.1, 0.812, 1.487
0.0, -0.292, 2012-05-02 16:00:00, 106.1, 0.113, 1.49
0.0, -0.294, 2012-05-02 16:59:59, 106.1, 0.619, 1.484
0.0, -0.293, 2012-05-02 18:00:00, 106.1, 1.008, 1.47
0.0, -0.303, 2012-05-02 19:00:00, 106.1, 0.731, 1.427
0.0, -0.3, 2012-05-02 19:59:59, 106.1, 1.007, 2.42
0.0, -0.295, 2012-05-02 21:00:00, 106.1, 1.191, 2.42
0.0, -0.305, 2012-05-02 22:00:00, 106.1, 1.252, 2.42
0.0, -0.294, 2012-05-02 22:59:59, 106.1, 1.329, 2.42
0.0, -0.299, 2012-05-03 00:00:00, 106.1, 1.16, 2.42
0.0, -0.298, 2012-05-03 01:00:00, 106.1, 1.216, 2.42
0.0, -0.297, 2012-05-03 01:59:59, 106.1, 1.2, 2.42
0.0, -0.293, 2012-05-03 03:00:00, 106.0, 1.105, 2.42
0.0, -0.299, 2012-05-03 04:00:00, 105.9, 1.145, 2.42
0.0, -0.29, 2012-05-03 04:59:59, 105.8, 1.203, 1.409
0.0, -0.288, 2012-05-03 06:00:00, 105.8, 1.143, 1.434
0.0, -0.287, 2012-05-03 07:00:00, 105.8, 0.958, 1.455
0.0, -0.297, 2012-05-03 07:59:59, 105.8, 1.533, 1.465
0.0, -0.295, 2012-05-03 09:00:00, 105.9, 2.108, 1.48
0.0, -0.3, 2012-05-03 10:00:00, 106.0, 1.938, 1.485
0.0, -0.307, 2012-05-03 10:59:59, 106.0, 1.775, 1.485
0.0, -0.299, 2012-05-03 12:00:00, 106.0, 1.739, 1.483
0.0, -0.31, 2012-05-03 13:00:00, 106.0, 1.9, 1.481
0.0, -0.309, 2012-05-03 13:59:59, 106.0, 1.648, 1.473
0.0, -0.31, 2012-05-03 15:00:00, 106.0, 1.137, 1.476
0.0, -0.303, 2012-05-03 16:00:00, 106.0, 1.054, 1.486
0.0, -0.302, 2012-05-03 16:59:59, 106.0, 1.287, 1.488
0.0, -0.309, 2012-05-03 18:00:00, 106.0, 0.539, 1.484
0.0, -0.311, 2012-05-03 19:00:00, 106.0, 0.949, 1.485
0.0, -0.308, 2012-05-03 19:59:59, 106.0, 0.856, 1.482
0.0, -0.3, 2012-05-03 21:00:00, 106.0, 0.405, 1.478
0.0, -0.304, 2012-05-03 22:00:00, 106.0, 0.651, 1.481
0.0, -0.292, 2012-05-03 22:59:59, 106.0, 0.713, 1.925
0.0, -0.306, 2012-05-04 00:00:00, 106.0, 0.764, 2.42
0.0, -0.3, 2012-05-04 01:00:00, 106.0, 0.468, 2.42
0.0, -0.291, 2012-05-04 01:59:59, 106.0, 0.168, 2.42
0.0, -0.286, 2012-05-04 03:00:00, 106.0, 0.543, 2.42
0.0, -0.294, 2012-05-04 04:00:00, 106.0, 0.03, 2.42
0.0, -0.299, 2012-05-04 04:59:59, 106.0, 1.348, 2.42
0.0, -0.296, 2012-05-04 06:00:00, 106.0, 1.9, 2.42
0.0, -0.296, 2012-05-04 07:00:00, 106.0, 2.217, 1.458
0.0, -0.292, 2012-05-04 07:59:59, 106.0, 2.368, 1.5
0.0, -0.303, 2012-05-04 09:00:00, 106.0, 2.018, 1.482
0.0, -0.305, 2012-05-04 10:00:00, 106.0, 2.455, 1.474
0.0, -0.297, 2012-05-04 10:59:59, 106.0, 1.894, 1.486
0.0, -0.295, 2012-05-04 12:00:00, 106.0, 1.877, 1.535
0.0, -0.297, 2012-05-04 13:00:00, 106.1, 2.157, 1.509
0.0, -0.293, 2012-05-04 13:59:59, 106.1, 0.722, 1.499
