WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 17.4, 52.5,45.09,2018-07-16 00:00:00,17.38,29
None, 17.4, 45.1,52.89,2018-07-16 01:00:00,15.45,29
None, 15.5, 52.9,64.34,2018-07-16 02:00:00,13.16,29
None, 13.2, 64.3,72.73,2018-07-16 03:00:00,11.57,29
None, 11.6, 72.7,74.36,2018-07-16 04:00:00,10.97,29
None, 11.0, 74.4,77.05,2018-07-16 05:00:00,10.05,29
None, 10.1, 77.1,70.47,2018-07-16 06:00:00,11.7,29
None, 11.7, 70.5,58.71,2018-07-16 07:00:00,15.27,29
None, 15.3, 58.7,50.88,2018-07-16 08:00:00,18.44,29
None, 18.4, 50.9,38.96,2018-07-16 09:00:00,21.9,29
None, 21.9, 39.0,35.44,2018-07-16 10:00:00,23.55,29
None, 23.6, 35.4,32.27,2018-07-16 11:00:00,25.15,29
None, 25.2, 32.3,30.33,2018-07-16 12:00:00,26.77,29
None, 26.8, 30.3,26.98,2018-07-16 13:00:00,27.59,29
None, 27.6, 27.0,26.26,2018-07-16 14:00:00,28.68,29
None, 28.7, 26.3,24.06,2018-07-16 15:00:00,30.06,29
None, 30.1, 24.1,22.57,2018-07-16 16:00:00,30.61,29
None, 30.6, 22.6,21.72,2018-07-16 17:00:00,30.97,29
None, 31.0, 21.7,22.61,2018-07-16 18:00:00,30.66,29
None, 30.7, 22.6,25.73,2018-07-16 19:00:00,29.42,29
None, 29.4, 25.7,30.47,2018-07-16 20:00:00,28.1,29
None, 28.1, 30.5,37.97,2018-07-16 21:00:00,23.89,29
None, 23.9, 38.0,48.33,2018-07-16 22:00:00,20.68,29
None, 20.7, 48.3,55.29,2018-07-16 23:00:00,19.26,29
None, 19.3, 55.3,54.51,2018-07-17 00:00:00,19.01,29
None, 19.0, 54.5,60.95,2018-07-17 01:00:00,17.89,29
None, 17.9, 61.0,68.16,2018-07-17 02:00:00,16.41,29
None, 16.4, 68.2,67.29,2018-07-17 03:00:00,15.68,29
None, 15.7, 67.3,73.13,2018-07-17 04:00:00,14.02,29
None, 14.0, 73.1,74.91,2018-07-17 05:00:00,13.48,29
None, 13.5, 74.9,72.24,2018-07-17 06:00:00,14.5,29
None, 14.5, 72.2,63.17,2018-07-17 07:00:00,17.34,29
None, 17.3, 63.2,56.97,2018-07-17 08:00:00,19.91,29
None, 19.9, 57.0,42.16,2018-07-17 09:00:00,23.36,29
None, 23.4, 42.2,39.31,2018-07-17 10:00:00,23.83,29
None, 23.8, 39.3,40.0,2018-07-17 11:00:00,23.98,29
None, 24.0, 40.0,41.07,2018-07-17 12:00:00,23.87,29
None, 23.9, 41.1,39.28,2018-07-17 13:00:00,24.99,29
None, 25.0, 39.3,39.88,2018-07-17 14:00:00,24.61,29
None, 24.6, 39.9,42.32,2018-07-17 15:00:00,24.23,29
None, 24.2, 42.3,45.99,2018-07-17 16:00:00,23.64,29
None, 23.6, 46.0,42.87,2018-07-17 17:00:00,24.41,29
None, 24.4, 42.9,48.59,2018-07-17 18:00:00,23.44,29
None, 23.4, 48.6,50.34,2018-07-17 19:00:00,23.29,29
None, 23.3, 50.3,51.57,2018-07-17 20:00:00,23.07,29
None, 23.1, 51.6,60.33,2018-07-17 21:00:00,20.78,29
None, 20.8, 60.3,74.16,2018-07-17 22:00:00,18.0,29
None, 18.0, 74.2,80.5,2018-07-17 23:00:00,16.3,29
None, 16.3, 80.5,84.9,2018-07-18 00:00:00,15.23,29
