TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
8.9, None,33.0, None,2020-05-13 00:00:00, None,20
7.5, None,41.5, None,2020-05-13 01:00:00, None,20
6.2, None,50.3, None,2020-05-13 02:00:00, None,20
5.4, None,57.4, None,2020-05-13 03:00:00, None,20
4.3, None,58.5, None,2020-05-13 04:00:00, None,20
3.6, None,64.2, None,2020-05-13 05:00:00, None,20
4.2, None,61.8, None,2020-05-13 06:00:00, None,20
5.4, None,54.1, None,2020-05-13 07:00:00, None,20
9.1, None,45.3, None,2020-05-13 08:00:00, None,20
11.7, None,39.0, None,2020-05-13 09:00:00, None,20
14.0, None,33.7, None,2020-05-13 10:00:00, None,20
16.8, None,27.5, None,2020-05-13 11:00:00, None,20
19.9, None,20.2, None,2020-05-13 12:00:00, None,20
21.9, None,15.7, None,2020-05-13 13:00:00, None,20
22.5, None,13.7, None,2020-05-13 14:00:00, None,20
22.9, None,13.2, None,2020-05-13 15:00:00, None,20
21.2, None,21.1, None,2020-05-13 16:00:00, None,20
17.6, None,31.8, None,2020-05-13 17:00:00, None,20
14.0, None,39.3, None,2020-05-13 18:00:00, None,20
11.8, None,42.8, None,2020-05-13 19:00:00, None,20
9.7, None,49.4, None,2020-05-13 20:00:00, None,20
7.0, None,58.7, None,2020-05-13 21:00:00, None,20
4.9, None,67.3, None,2020-05-13 22:00:00, None,20
3.6, None,69.4, None,2020-05-13 23:00:00, None,20
3.1, None,65.9, None,2020-05-14 00:00:00, None,20
2.2, None,66.4, None,2020-05-14 01:00:00, None,20
1.8, None,69.3, None,2020-05-14 02:00:00, None,20
1.4, None,67.7, None,2020-05-14 03:00:00, None,20
1.0, None,67.7, None,2020-05-14 04:00:00, None,20
0.8, None,70.7, None,2020-05-14 05:00:00, None,20
0.9, None,70.7, None,2020-05-14 06:00:00, None,20
1.1, None,69.5, None,2020-05-14 07:00:00, None,20
1.0, None,72.4, None,2020-05-14 08:00:00, None,20
1.0, None,68.5, None,2020-05-14 09:00:00, None,20
0.2, None,82.4, None,2020-05-14 10:00:00, None,20
1.1, None,85.0, None,2020-05-14 11:00:00, None,20
3.7, None,70.9, None,2020-05-14 12:00:00, None,20
5.6, None,58.6, None,2020-05-14 13:00:00, None,20
5.9, None,54.2, None,2020-05-14 14:00:00, None,20
5.9, None,54.1, None,2020-05-14 15:00:00, None,20
6.3, None,54.6, None,2020-05-14 16:00:00, None,20
6.7, None,53.8, None,2020-05-14 17:00:00, None,20
7.3, None,53.2, None,2020-05-14 18:00:00, None,20
7.3, None,53.7, None,2020-05-14 19:00:00, None,20
6.5, None,57.7, None,2020-05-14 20:00:00, None,20
5.5, None,61.8, None,2020-05-14 21:00:00, None,20
5.3, None,62.4, None,2020-05-14 22:00:00, None,20
4.8, None,69.8, None,2020-05-14 23:00:00, None,20
4.0, None,77.1, None,2020-05-15 00:00:00, None,20
4.0, None,78.1, None,2020-05-15 01:00:00, None,20
4.1, None,78.0, None,2020-05-15 02:00:00, None,20
4.1, None,74.3, None,2020-05-15 03:00:00, None,20
4.0, None,73.6, None,2020-05-15 04:00:00, None,20
3.7, None,77.2, None,2020-05-15 05:00:00, None,20
4.0, None,79.4, None,2020-05-15 06:00:00, None,20
4.4, None,78.4, None,2020-05-15 07:00:00, None,20
5.4, None,75.1, None,2020-05-15 08:00:00, None,20
6.6, None,71.7, None,2020-05-15 09:00:00, None,20
8.2, None,65.0, None,2020-05-15 10:00:00, None,20
9.4, None,60.1, None,2020-05-15 11:00:00, None,20
9.9, None,57.3, None,2020-05-15 12:00:00, None,20
10.7, None,54.3, None,2020-05-15 13:00:00, None,20
11.3, None,51.9, None,2020-05-15 14:00:00, None,20
11.7, None,51.5, None,2020-05-15 15:00:00, None,20
12.4, None,50.5, None,2020-05-15 16:00:00, None,20
12.9, None,48.2, None,2020-05-15 17:00:00, None,20
13.1, None,48.5, None,2020-05-15 18:00:00, None,20
12.8, None,49.9, None,2020-05-15 19:00:00, None,20
11.8, None,53.3, None,2020-05-15 20:00:00, None,20
10.9, None,56.9, None,2020-05-15 21:00:00, None,20
10.5, None,58.8, None,2020-05-15 22:00:00, None,20
9.9, None,62.4, None,2020-05-15 23:00:00, None,20
9.1, None,66.5, None,2020-05-16 00:00:00, None,20
8.2, None,70.4, None,2020-05-16 01:00:00, None,20
7.5, None,73.0, None,2020-05-16 02:00:00, None,20
6.2, None,77.6, None,2020-05-16 03:00:00, None,20
5.4, None,82.7, None,2020-05-16 04:00:00, None,20
5.2, None,84.4, None,2020-05-16 05:00:00, None,20
5.3, None,84.7, None,2020-05-16 06:00:00, None,20
6.3, None,80.3, None,2020-05-16 07:00:00, None,20
9.3, None,69.2, None,2020-05-16 08:00:00, None,20
12.4, None,60.3, None,2020-05-16 09:00:00, None,20
15.5, None,51.6, None,2020-05-16 10:00:00, None,20
17.3, None,42.1, None,2020-05-16 11:00:00, None,20
16.8, None,43.5, None,2020-05-16 12:00:00, None,20
17.6, None,39.1, None,2020-05-16 13:00:00, None,20
18.0, None,39.8, None,2020-05-16 14:00:00, None,20
18.0, None,38.9, None,2020-05-16 15:00:00, None,20
17.8, None,35.9, None,2020-05-16 16:00:00, None,20
18.8, None,30.7, None,2020-05-16 17:00:00, None,20
19.2, None,29.9, None,2020-05-16 18:00:00, None,20
18.1, None,31.1, None,2020-05-16 19:00:00, None,20
16.7, None,38.0, None,2020-05-16 20:00:00, None,20
15.4, None,41.9, None,2020-05-16 21:00:00, None,20
14.2, None,49.1, None,2020-05-16 22:00:00, None,20
13.1, None,54.6, None,2020-05-16 23:00:00, None,20
12.2, None,61.5, None,2020-05-17 00:00:00, None,20
11.6, None,64.0, None,2020-05-17 01:00:00, None,20
10.6, None,70.1, None,2020-05-17 02:00:00, None,20
9.2, None,80.9, None,2020-05-17 03:00:00, None,20
8.0, None,82.7, None,2020-05-17 04:00:00, None,20
7.3, None,83.7, None,2020-05-17 05:00:00, None,20
6.4, None,85.5, None,2020-05-17 06:00:00, None,20
5.5, None,87.5, None,2020-05-17 07:00:00, None,20
4.5, None,88.2, None,2020-05-17 08:00:00, None,20
4.1, None,88.7, None,2020-05-17 09:00:00, None,20
4.3, None,88.3, None,2020-05-17 10:00:00, None,20
4.8, None,87.6, None,2020-05-17 11:00:00, None,20
5.3, None,86.4, None,2020-05-17 12:00:00, None,20
5.3, None,85.7, None,2020-05-17 13:00:00, None,20
5.5, None,86.0, None,2020-05-17 14:00:00, None,20
5.8, None,87.6, None,2020-05-17 15:00:00, None,20
6.1, None,89.0, None,2020-05-17 16:00:00, None,20
6.3, None,89.1, None,2020-05-17 17:00:00, None,20
6.1, None,93.1, None,2020-05-17 18:00:00, None,20
6.0, None,96.0, None,2020-05-17 19:00:00, None,20
5.6, None,96.7, None,2020-05-17 20:00:00, None,20
5.0, None,96.9, None,2020-05-17 21:00:00, None,20
4.8, None,96.5, None,2020-05-17 22:00:00, None,20
4.5, None,94.9, None,2020-05-17 23:00:00, None,20
4.3, None,95.2, None,2020-05-18 00:00:00, None,20
4.1, None,95.5, None,2020-05-18 01:00:00, None,20
4.0, None,95.8, None,2020-05-18 02:00:00, None,20
4.0, None,95.7, None,2020-05-18 03:00:00, None,20
4.0, None,95.4, None,2020-05-18 04:00:00, None,20
