station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, 8.24, 96.5, None, None, 18.67, 14.82, 218.4, None, None, None, None, None, None, 8.0, 959.0, None, None, None, 2020-01-01 00:00:00, None, 0.091, None
None, 8.14, 94.6, None, None, 18.29, 15.77, 216.8, None, None, None, None, None, None, 7.0, 959.0, None, None, None, 2020-01-01 01:00:00, None, 0.033, None
None, 8.41, 92.2, None, None, 19.26, 14.47, 210.0, None, None, None, None, None, None, 7.0, 960.0, None, None, None, 2020-01-01 02:00:00, None, 0.125, None
None, 8.05, 95.1, None, None, 18.74, 12.35, 208.4, None, None, None, None, None, None, 7.0, 961.0, None, None, None, 2020-01-01 03:00:00, None, 0.102, None
None, 7.918, 92.3, None, None, 16.53, 11.55, 207.1, None, None, None, None, None, None, 7.0, 961.0, None, None, None, 2020-01-01 04:00:00, None, -0.021, None
None, 7.935, 85.0, None, None, 16.56, 13.76, 207.5, None, None, None, None, None, None, 6.0, 961.0, None, None, None, 2020-01-01 05:00:00, None, -0.122, None
None, 7.55, 83.4, None, None, 17.51, 15.63, 212.0, None, None, None, None, None, None, 5.0, 961.0, None, None, None, 2020-01-01 06:00:00, None, -0.074, None
None, 7.594, 84.3, None, None, 20.9, 13.24, 216.2, None, None, None, None, None, None, 5.0, 962.0, None, None, None, 2020-01-01 07:00:00, None, 0.052, None
None, 6.436, 91.8, None, None, 19.03, 9.59, 218.6, None, None, None, None, None, None, 5.0, 964.0, None, None, None, 2020-01-01 08:00:00, None, -0.092, None
None, 7.121, 85.1, None, None, 22.04, 10.42, 209.9, None, None, None, None, None, None, 5.0, 964.0, None, None, None, 2020-01-01 09:00:00, None, -0.035, None
None, 7.969, 81.3, None, None, 19.63, 11.24, 223.5, None, None, None, None, None, None, 5.0, 966.0, None, None, None, 2020-01-01 10:00:00, None, 0.247, None
None, 9.02, 76.93, None, None, 25.24, 11.14, 227.0, None, None, None, None, None, None, 5.0, 966.0, None, None, None, 2020-01-01 11:00:00, None, 0.296, None
None, 10.32, 71.23, None, None, 27.49, 11.14, 226.7, None, None, None, None, None, None, 5.0, 967.0, None, None, None, 2020-01-01 12:00:00, None, 0.337, None
None, 10.15, 74.22, None, None, 23.18, 13.49, 224.7, None, None, None, None, None, None, 6.0, 966.0, None, None, None, 2020-01-01 13:00:00, None, 0.33, None
None, 9.73, 77.49, None, None, 20.18, 11.84, 200.0, None, None, None, None, None, None, 6.0, 967.0, None, None, None, 2020-01-01 14:00:00, None, 0.337, None
None, 8.09, 81.5, None, None, 25.02, 10.68, 210.2, None, None, None, None, None, None, 5.0, 967.0, None, None, None, 2020-01-01 15:00:00, None, 0.033, None
None, 6.629, 88.9, None, None, 21.22, 8.52, 202.4, None, None, None, None, None, None, 5.0, 968.0, None, None, None, 2020-01-01 16:00:00, None, -0.076, None
None, 6.333, 83.2, None, None, 16.77, 10.04, 197.3, None, None, None, None, None, None, 4.0, 968.0, None, None, None, 2020-01-01 17:00:00, None, 0.005, None
None, 5.79, 82.2, None, None, 20.82, 10.47, 212.9, None, None, None, None, None, None, 3.0, 968.0, None, None, None, 2020-01-01 18:00:00, None, 0.003, None
None, 5.627, 74.01, None, None, 28.26, 9.04, 204.5, None, None, None, None, None, None, 1.0, 969.0, None, None, None, 2020-01-01 19:00:00, None, 0.022, None
None, 5.443, 70.02, None, None, 31.18, 8.98, 203.0, None, None, None, None, None, None, 0.0, 970.0, None, None, None, 2020-01-01 20:00:00, None, -0.079, None
None, 4.615, 71.18, None, None, 35.08, 8.74, 203.8, None, None, None, None, None, None, 0.0, 971.0, None, None, None, 2020-01-01 21:00:00, None, -0.046, None
None, 4.398, 71.89, None, None, 26.86, 8.36, 210.4, None, None, None, None, None, None, 0.0, 972.0, None, None, None, 2020-01-01 22:00:00, None, -0.068, None
None, 3.285, 80.1, None, None, 21.6, 8.64, 212.6, None, None, None, None, None, None, 0.0, 973.0, None, None, None, 2020-01-01 23:00:00, None, -0.04, None
None, 3.085, 80.6, None, None, 24.07, 7.152, 225.8, None, None, None, None, None, None, 0.0, 974.0, None, None, None, 2020-01-02 00:00:00, None, -0.027, None
None, 1.937, 83.4, None, None, 56.31, 3.984, 266.1, None, None, None, None, None, None, -1.0, 975.0, None, None, None, 2020-01-02 01:00:00, None, -0.024, None
None, 1.851, 79.95, None, None, 35.67, 1.339, 356.4, None, None, None, None, None, None, -1.0, 975.0, None, None, None, 2020-01-02 02:00:00, None, -0.346, None
None, 2.923, 80.4, None, None, 50.76, 1.801, 213.7, None, None, None, None, None, None, 0.0, 977.0, None, None, None, 2020-01-02 07:00:00, None, 0.033, None
None, 3.082, 79.58, None, None, 36.25, 3.386, 241.8, None, None, None, None, None, None, 0.0, 977.0, None, None, None, 2020-01-02 08:00:00, None, 0.039, None
None, 2.945, 82.5, None, None, 56.86, 1.252, 316.6, None, None, None, None, None, None, 0.0, 977.0, None, None, None, 2020-01-02 09:00:00, None, -0.138, None
None, 2.501, 92.6, None, None, 63.16, 1.387, 266.4, None, None, None, None, None, None, 1.0, 978.0, None, None, None, 2020-01-02 10:00:00, None, 0.089, None
None, 2.394, 93.4, None, None, 71.6, 0.675, 261.6, None, None, None, None, None, None, 1.0, 977.0, None, None, None, 2020-01-02 11:00:00, None, 0.039, None
None, 1.532, 95.8, None, None, 51.05, 1.091, 84.1, None, None, None, None, None, None, 1.0, 977.0, None, None, None, 2020-01-02 12:00:00, None, -0.093, None
None, 1.4, 98.1, None, None, 36.58, 1.861, 42.9, None, None, None, None, None, None, 1.0, 976.0, None, None, None, 2020-01-02 13:00:00, None, 0.053, None
None, 1.2, 99.0, None, None, 21.15, 3.854, 53.41, None, None, None, None, None, None, 1.0, 974.0, None, None, None, 2020-01-02 14:00:00, None, -0.03, None
