station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
95.1, None, None, None, 0.246, 146.1, None, None, -2.0, 948.0, None, None, None, None, None, 28.5, None, None, -1.523, None, None, None, None, 25.62, None, None, None, None, None, 2020-01-01 00:00:00, None
92.6, None, None, None, 0.4, 137.6, None, None, -3.0, 947.0, None, None, None, None, None, 28.46, None, None, -2.558, None, None, None, None, 23.66, None, None, None, None, None, 2020-01-01 01:00:00, None
93.3, None, None, None, 0.106, 158.7, None, None, -4.0, 947.0, None, None, None, None, None, 28.55, None, None, -3.53, None, None, None, None, 40.94, None, None, None, None, None, 2020-01-01 02:00:00, None
95.4, None, None, None, 0.032, 70.8, None, None, -5.0, 945.0, None, None, None, None, None, 28.44, None, None, -4.507, None, None, None, None, 61.48, None, None, None, None, None, 2020-01-01 03:00:00, None
97.4, None, None, None, 0.095, 47.19, None, None, -5.0, 945.0, None, None, None, None, None, 28.43, None, None, -4.855, None, None, None, None, 16.37, None, None, None, None, None, 2020-01-01 04:00:00, None
96.4, None, None, None, 0.174, 40.81, None, None, -6.0, 944.0, None, None, None, None, None, 28.4, None, None, -5.897, None, None, None, None, 7.65, None, None, None, None, None, 2020-01-01 05:00:00, None
95.7, None, None, None, 1.106, 40.86, None, None, -7.0, 943.0, None, None, None, None, None, 28.37, None, None, -6.336, None, None, None, None, 5.142, None, None, None, None, None, 2020-01-01 06:00:00, None
96.3, None, None, None, 3.565, 39.1, None, None, -6.0, 943.0, None, None, None, None, None, 28.46, None, None, -6.061, None, None, None, None, 4.975, None, None, None, None, None, 2020-01-01 07:00:00, None
95.8, None, None, None, 0.184, 37.57, None, None, -7.0, 943.0, None, None, None, None, None, 28.37, None, None, -6.455, None, None, None, None, 5.134, None, None, None, None, None, 2020-01-01 08:00:00, None
97.0, None, None, None, 0.082, 47.28, None, None, -6.0, 943.0, None, None, None, None, None, 28.56, None, None, -5.66, None, None, None, None, 11.0, None, None, None, None, None, 2020-01-01 09:00:00, None
97.8, None, None, None, 0.085, 48.84, None, None, -5.0, 943.0, None, None, None, None, None, 28.53, None, None, -4.879, None, None, None, None, 14.58, None, None, None, None, None, 2020-01-01 10:00:00, None
98.2, None, None, None, 0.068, 82.3, None, None, -4.0, 943.0, None, None, None, None, None, 29.11, None, None, -3.943, None, None, None, None, 14.35, None, None, None, None, None, 2020-01-01 11:00:00, None
97.4, None, None, None, 0.062, 69.48, None, None, -3.0, 944.0, None, None, None, None, None, 29.3, None, None, -3.146, None, None, None, None, 28.57, None, None, None, None, None, 2020-01-01 12:00:00, None
93.6, None, None, None, 0.114, 55.99, None, None, -2.0, 945.0, None, None, None, None, None, 29.15, None, None, -1.631, None, None, None, None, 46.31, None, None, None, None, None, 2020-01-01 13:00:00, None
94.7, None, None, None, 1.084, 303.3, None, None, -1.0, 945.0, None, None, None, None, None, 30.09, None, None, -0.415, None, None, None, None, 40.68, None, None, None, None, None, 2020-01-01 14:00:00, None
91.7, None, None, None, 0.979, 324.1, None, None, -3.0, 949.0, None, None, None, None, None, 29.37, None, None, -2.251, None, None, None, None, 38.02, None, None, None, None, None, 2020-01-01 17:00:00, None
93.3, None, None, None, 1.492, 350.3, None, None, -4.0, 951.0, None, None, None, None, None, 29.41, None, None, -3.531, None, None, None, None, 29.09, None, None, None, None, None, 2020-01-01 18:00:00, None
95.2, None, None, None, 4.34, 308.4, None, None, -2.0, 952.0, None, None, None, None, None, 29.32, None, None, -1.182, None, None, None, None, 25.46, None, None, None, None, None, 2020-01-01 19:00:00, None
96.6, None, None, None, 2.338, 324.4, None, None, -2.0, 953.0, None, None, None, None, None, 28.74, None, None, -1.296, None, None, None, None, 31.81, None, None, None, None, None, 2020-01-01 20:00:00, None
94.0, None, None, None, 3.261, 355.5, None, None, -4.0, 955.0, None, None, None, None, None, 26.96, None, None, -3.703, None, None, None, None, 24.86, None, None, None, None, None, 2020-01-01 21:00:00, None
98.2, None, None, None, 2.343, 323.0, None, None, -3.0, 956.0, None, None, None, None, None, 29.73, None, None, -2.33, None, None, None, None, 38.85, None, None, None, None, None, 2020-01-01 22:00:00, None
88.5, None, None, None, 0.875, 339.1, None, None, -5.0, 956.0, None, None, None, None, None, 29.75, None, None, -3.166, None, None, None, None, 33.17, None, None, None, None, None, 2020-01-01 23:00:00, None
85.3, None, None, None, 0.654, 349.6, None, None, -6.0, 957.0, None, None, None, None, None, 29.25, None, None, -4.35, None, None, None, None, 47.1, None, None, None, None, None, 2020-01-02 00:00:00, None
