station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth, stn_pres
None, -0.489, 95.3, None, None, None, None, None, -1.0, None, None, 2020-01-06 18:00:00, None, None
None, -0.481, 95.4, None, None, None, None, None, -1.0, None, None, 2020-01-06 19:00:00, None, None
None, -0.394, 95.4, None, None, None, None, None, -1.0, None, None, 2020-01-06 20:00:00, None, None
None, -0.461, 95.3, None, None, None, None, None, -1.0, None, None, 2020-01-06 21:00:00, None, None
None, -0.497, 95.6, None, None, None, None, None, -1.0, None, None, 2020-01-06 22:00:00, None, None
None, -0.485, 95.6, None, None, None, None, None, -1.0, None, None, 2020-01-06 23:00:00, None, None
None, -0.343, 95.7, None, None, None, None, None, -1.0, None, None, 2020-01-07 00:00:00, None, None
None, -0.275, 95.7, None, None, None, None, None, -1.0, None, None, 2020-01-07 01:00:00, None, None
None, -0.208, 95.5, None, None, None, None, None, -1.0, None, None, 2020-01-07 02:00:00, None, None
None, -0.283, 95.6, None, None, None, None, None, -1.0, None, None, 2020-01-07 03:00:00, None, None
None, -0.062, 95.4, None, None, None, None, None, -1.0, None, None, 2020-01-07 04:00:00, None, None
None, 0.001, 95.2, None, None, None, None, None, -1.0, None, None, 2020-01-07 05:00:00, None, None
None, 0.254, 95.1, None, None, None, None, None, -1.0, None, None, 2020-01-07 06:00:00, None, None
None, 0.128, 95.3, None, None, None, None, None, -1.0, None, None, 2020-01-07 07:00:00, None, None
None, 0.128, 95.5, None, None, None, None, None, -1.0, None, None, 2020-01-07 08:00:00, None, None
None, 0.381, 95.9, None, None, None, None, None, 0.0, None, None, 2020-01-07 09:00:00, None, None
None, 0.629, 95.1, None, None, None, None, None, 0.0, None, None, 2020-01-07 10:00:00, None, None
None, 0.894, 94.3, None, None, None, None, None, 0.0, None, None, 2020-01-07 11:00:00, None, None
None, 1.216, 94.2, None, None, None, None, None, 0.0, None, None, 2020-01-07 12:00:00, None, None
None, 1.521, 93.7, None, None, None, None, None, 0.0, None, None, 2020-01-07 13:00:00, None, None
None, 1.604, 93.4, None, None, None, None, None, 1.0, None, None, 2020-01-07 14:00:00, None, None
None, 1.55, 93.8, None, None, None, None, None, 1.0, None, None, 2020-01-07 15:00:00, None, None
None, 1.518, 94.7, None, None, None, None, None, 1.0, None, None, 2020-01-07 16:00:00, None, None
None, 1.685, 95.6, None, None, None, None, None, 1.0, None, None, 2020-01-07 17:00:00, None, None
None, 1.173, 95.7, None, None, None, None, None, 0.0, None, None, 2020-01-07 18:00:00, None, None
None, 0.905, 96.5, None, None, None, None, None, 0.0, None, None, 2020-01-07 19:00:00, None, None
None, 0.705, 96.7, None, None, None, None, None, 0.0, None, None, 2020-01-07 20:00:00, None, None
None, 0.555, 97.1, None, None, None, None, None, 0.0, None, None, 2020-01-07 21:00:00, None, None
None, 0.309, 97.3, None, None, None, None, None, 0.0, None, None, 2020-01-07 22:00:00, None, None
None, 0.211, 97.5, None, None, None, None, None, 0.0, None, None, 2020-01-07 23:00:00, None, None
None, 0.155, 97.4, None, None, None, None, None, 0.0, None, None, 2020-01-08 00:00:00, None, None
None, -0.315, 97.5, None, None, None, None, None, -1.0, None, None, 2020-01-08 01:00:00, None, None
None, -0.256, 97.6, None, None, None, None, None, 0.0, None, None, 2020-01-08 02:00:00, None, None
None, 0.57, 97.8, None, None, None, None, None, 0.0, None, None, 2020-01-08 03:00:00, None, None
None, 0.412, 97.5, None, None, None, None, None, 0.0, None, None, 2020-01-08 04:00:00, None, None
None, 0.116, 97.4, None, None, None, None, None, 0.0, None, None, 2020-01-08 05:00:00, None, None
None, 0.242, 97.5, None, None, None, None, None, 0.0, None, None, 2020-01-08 06:00:00, None, None
None, 0.139, 97.4, None, None, None, None, None, 0.0, None, None, 2020-01-08 07:00:00, None, None
None, -0.351, 97.5, None, None, None, None, None, 0.0, None, None, 2020-01-08 08:00:00, None, None
None, -0.319, 97.6, None, None, None, None, None, -1.0, None, None, 2020-01-08 09:00:00, None, None
0.0, 0.905, 94.1, 1.1, 94.0, 0.0, 0.9, -0.4, 0.0, 0.0, 0.0, 2020-01-08 11:00:00, -6999.0, None
0.2, 1.859, 77.26, 1.8, 77.0, -2.0, 1.9, -0.4, -2.0, 0.2, 0.0, 2020-01-08 12:00:00, -6999.0, None
0.2, 2.234, 76.64, 2.2, 77.0, -1.0, 2.2, -0.4, -1.0, 0.0, 0.0, 2020-01-08 13:00:00, -6999.0, None
0.2, 2.293, 64.49, 2.5, 64.0, -4.0, 2.3, -0.4, -4.0, 0.0, 0.0, 2020-01-08 14:00:00, -6999.0, None
0.2, 2.151, 58.3, 2.5, 58.0, -5.0, 2.2, -0.4, -5.0, 0.0, 0.0, 2020-01-08 15:00:00, -6999.0, None
0.2, 1.495, 60.96, 2.5, 61.0, -5.0, 1.5, -0.4, -5.0, 0.0, 0.0, 2020-01-08 16:00:00, -6999.0, None
0.2, 0.135, 59.6, 2.5, 60.0, -7.0, 0.1, -0.6, -7.0, 0.0, 0.0, 2020-01-08 17:00:00, -6999.0, None
0.2, -1.078, 76.44, 2.5, 76.0, -4.0, -1.1, -1.2, -4.0, 0.0, 0.0, 2020-01-08 18:00:00, -6999.0, None
0.2, -2.48, 80.1, -1.1, 80.0, -5.0, -2.5, -2.5, -5.0, 0.0, 0.0, 2020-01-08 19:00:00, -6999.0, None
0.2, -2.955, 79.35, -1.1, 79.0, -6.0, -3.0, -3.0, -6.0, 0.0, 0.0, 2020-01-08 20:00:00, -6999.0, None
0.2, -3.869, 80.3, -1.1, 80.0, -6.0, -3.9, -3.9, -6.0, 0.0, 0.0, 2020-01-08 21:00:00, -6999.0, None
0.2, -5.215, 82.2, -1.1, 82.0, -8.0, -5.2, -5.1, -8.0, 0.0, 0.0, 2020-01-08 22:00:00, -6999.0, None
0.2, -5.905, 81.5, -1.1, 82.0, -8.0, -5.9, -6.0, -8.0, 0.0, 0.0, 2020-01-08 23:00:00, -6999.0, None
0.2, -6.577, 87.9, -1.1, 88.0, -8.0, -6.6, -6.8, -8.0, 0.0, 0.0, 2020-01-09 00:00:00, -6999.0, None
0.2, -6.157, 83.2, -1.1, 83.0, -8.0, -6.2, -6.8, -8.0, 0.0, 0.0, 2020-01-09 01:00:00, -6999.0, None
0.2, -7.058, 85.6, -1.1, 86.0, -9.0, -7.1, -7.1, -9.0, 0.0, 0.0, 2020-01-09 02:00:00, -6999.0, None
0.2, -7.632, 87.2, -1.1, 87.0, -9.0, -7.6, -7.9, -9.0, 0.0, 0.0, 2020-01-09 03:00:00, -6999.0, None
0.2, -8.02, 85.8, -1.1, 86.0, -10.0, -8.0, -8.1, -10.0, 0.0, 0.0, 2020-01-09 04:00:00, -6999.0, None
0.2, -7.992, 83.8, -1.1, 84.0, -10.0, -8.0, -8.2, -10.0, 0.0, 0.0, 2020-01-09 05:00:00, -6999.0, None
0.2, -7.66, 80.9, -1.1, 81.0, -10.0, -7.7, -8.2, -10.0, 0.0, 0.0, 2020-01-09 06:00:00, -6999.0, None
0.2, -7.905, 82.2, -7.6, 82.0, -10.0, -7.9, -7.9, -10.0, 0.1, 0.0, 2020-01-09 07:00:00, -6999.0, None
0.5, -7.727, 88.3, -7.6, 88.0, -9.0, -7.7, -8.0, -9.0, 0.3, 0.0, 2020-01-09 08:00:00, -6999.0, None
0.5, -7.505, 87.0, -7.3, 87.0, -9.0, -7.5, -8.0, -9.0, 0.1, 0.0, 2020-01-09 09:00:00, -6999.0, None
None, -6.564, 83.2, None, None, None, None, None, -8.0, None, None, 2020-01-09 10:00:00, None, None
0.5, -6.046, 81.9, -6.1, 82.0, -8.0, -6.0, -8.0, -8.0, 0.0, 0.0, 2020-01-09 11:00:00, -6999.0, None
0.3, -5.589, 79.97, -5.4, 80.0, -8.0, -5.6, -8.0, -8.0, 0.0, 0.0, 2020-01-09 12:00:00, -6999.0, None
0.3, -4.996, 84.9, -5.1, 85.0, -7.0, -5.0, -8.0, -7.0, 0.0, 0.0, 2020-01-09 13:00:00, -6999.0, None
0.3, -3.624, 80.1, -3.5, 80.0, -6.0, -3.6, -8.0, -6.0, 0.0, 0.0, 2020-01-09 14:00:00, -6999.0, None
0.3, -3.184, 76.9, -3.2, 77.0, -6.0, -3.2, -8.0, -6.0, 0.0, 0.0, 2020-01-09 15:00:00, -6999.0, None
0.3, -3.816, 81.7, -3.2, 82.0, -6.0, -3.8, -8.0, -6.0, 0.0, 0.0, 2020-01-09 16:00:00, -6999.0, None
0.3, -5.162, 86.4, -3.2, 86.0, -7.0, -5.2, -8.0, -7.0, 0.0, 0.0, 2020-01-09 17:00:00, -6999.0, None
0.3, -6.929, 90.3, -3.2, 90.0, -8.0, -6.9, -8.0, -8.0, 0.0, 0.0, 2020-01-09 18:00:00, -6999.0, None
0.3, -7.193, 92.2, -6.7, 92.0, -8.0, -7.2, -7.6, -8.0, 0.0, 0.0, 2020-01-09 19:00:00, -6999.0, None
0.3, -7.743, 91.9, -6.7, 92.0, -9.0, -7.7, -7.8, -9.0, 0.0, 0.0, 2020-01-09 20:00:00, -6999.0, None
0.3, -8.46, 92.2, -6.7, 92.0, -9.0, -8.5, -8.6, -9.0, 0.0, 0.0, 2020-01-09 21:00:00, -6999.0, None
0.3, -9.13, 92.1, -6.7, 92.0, -10.0, -9.1, -9.2, -10.0, 0.0, 0.0, 2020-01-09 22:00:00, -6999.0, None
0.3, -8.87, 91.7, -6.7, 92.0, -10.0, -8.9, -9.3, -10.0, 0.0, 0.0, 2020-01-09 23:00:00, -6999.0, None
0.3, -9.66, 91.2, -6.7, 91.0, -11.0, -9.7, -9.9, -11.0, 0.0, 0.0, 2020-01-10 00:00:00, -6999.0, None
0.3, -9.5, 91.1, -6.7, 91.0, -10.0, -9.5, -9.9, -10.0, 0.0, 0.0, 2020-01-10 01:00:00, -6999.0, None
0.3, -8.78, 90.4, -6.7, 90.0, -10.0, -8.8, -9.9, -10.0, 0.0, 0.0, 2020-01-10 02:00:00, -6999.0, None
0.3, -8.28, 90.9, -6.7, 91.0, -9.0, -8.3, -9.9, -9.0, 0.0, 0.0, 2020-01-10 03:00:00, -6999.0, None
0.3, -7.647, 91.2, -6.7, 91.0, -9.0, -7.6, -9.9, -9.0, 0.0, 0.0, 2020-01-10 04:00:00, -6999.0, None
1.1, -6.406, 92.7, -6.3, 93.0, -7.0, -6.4, -9.9, -7.0, 0.8, 1.0, 2020-01-10 05:00:00, -6999.0, None
1.1, -5.995, 89.7, -5.8, 90.0, -7.0, -6.0, -9.9, -7.0, 0.1, 0.0, 2020-01-10 06:00:00, -6999.0, None
1.1, -5.778, 88.9, -5.7, 89.0, -7.0, -5.8, -6.0, -7.0, 0.0, 0.0, 2020-01-10 07:00:00, -6999.0, None
0.8, -5.019, 86.9, -5.0, 87.0, -7.0, -5.0, -6.0, -7.0, 0.0, 0.0, 2020-01-10 08:00:00, -6999.0, None
0.8, -4.229, 85.3, -4.2, 85.0, -6.0, -4.2, -6.0, -6.0, 0.0, 0.0, 2020-01-10 09:00:00, -6999.0, None
0.8, -3.43, 81.5, -3.4, 82.0, -6.0, -3.4, -6.0, -6.0, 0.0, 0.0, 2020-01-10 10:00:00, -6999.0, None
0.8, -2.085, 79.25, -2.1, 79.0, -5.0, -2.1, -6.0, -5.0, 0.0, 0.0, 2020-01-10 11:00:00, -6999.0, None
0.8, -0.162, 67.35, -0.1, 67.0, -5.0, -0.2, -6.0, -5.0, 0.0, 0.0, 2020-01-10 12:00:00, -6999.0, None
0.8, 1.139, 59.81, 1.1, 60.0, -6.0, 1.1, -6.0, -6.0, 0.0, 0.0, 2020-01-10 13:00:00, -6999.0, None
0.8, 0.819, 64.82, 1.4, 65.0, -5.0, 0.8, -6.0, -5.0, 0.0, 0.0, 2020-01-10 14:00:00, -6999.0, None
0.8, 0.736, 68.85, 1.4, 69.0, -4.0, 0.7, -6.0, -4.0, 0.0, 0.0, 2020-01-10 15:00:00, -6999.0, None
0.8, 0.724, 65.17, 1.4, 65.0, -5.0, 0.7, -6.0, -5.0, 0.0, 0.0, 2020-01-10 16:00:00, -6999.0, None
0.8, -0.548, 73.69, 1.4, 74.0, -4.0, -0.5, -6.0, -4.0, 0.0, 0.0, 2020-01-10 17:00:00, -6999.0, None
0.8, -0.987, 75.43, 1.4, 75.0, -4.0, -1.0, -6.0, -4.0, 0.0, 0.0, 2020-01-10 18:00:00, -6999.0, None
0.8, -2.178, 80.3, -0.9, 80.0, -5.0, -2.2, -2.2, -5.0, 0.0, 0.0, 2020-01-10 19:00:00, -6999.0, None
0.8, -2.484, 80.8, -0.9, 81.0, -5.0, -2.5, -2.5, -5.0, 0.0, 0.0, 2020-01-10 20:00:00, -6999.0, None
0.8, -2.213, 80.4, -0.9, 80.0, -5.0, -2.2, -2.7, -5.0, 0.0, 0.0, 2020-01-10 21:00:00, -6999.0, None
0.8, -1.653, 76.15, -0.9, 76.0, -5.0, -1.7, -2.7, -5.0, 0.0, 0.0, 2020-01-10 22:00:00, -6999.0, None
0.8, -1.606, 77.68, -0.9, 78.0, -5.0, -1.6, -2.7, -5.0, 0.0, 0.0, 2020-01-10 23:00:00, -6999.0, None
0.8, -2.555, 79.57, -0.9, 80.0, -5.0, -2.6, -2.7, -5.0, 0.0, 0.0, 2020-01-11 00:00:00, -6999.0, None
0.8, -3.349, 81.1, -0.9, 81.0, -6.0, -3.3, -3.4, -6.0, 0.0, 0.0, 2020-01-11 01:00:00, -6999.0, None
0.8, -3.911, 83.0, -0.9, 83.0, -6.0, -3.9, -4.0, -6.0, 0.0, 0.0, 2020-01-11 02:00:00, -6999.0, None
0.8, -4.001, 84.5, -0.9, 85.0, -6.0, -4.0, -4.1, -6.0, 0.0, 0.0, 2020-01-11 03:00:00, -6999.0, None
0.8, -4.216, 88.7, -0.9, 89.0, -6.0, -4.2, -4.3, -6.0, 0.1, 0.0, 2020-01-11 04:00:00, -6999.0, None
0.0, -4.427, 88.9, -0.9, 89.0, -6.0, -4.4, -4.4, -6.0, 0.0, 0.0, 2020-01-11 05:00:00, -6999.0, None
0.0, -4.309, 88.2, -0.9, 88.0, -6.0, -4.3, -4.5, -6.0, 0.0, 0.0, 2020-01-11 06:00:00, -6999.0, None
