station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
78.3, None, None, None, 4.821, 93.4, None, None, -8.0, None, None, None, None, None, None, None, None, None, -5.468, None, None, None, None, 13.14, None, None, None, None, 2020-01-01 00:00:00, None
79.7, None, None, None, 4.649, 100.4, None, None, -8.0, None, None, None, None, None, None, None, None, None, -5.146, None, None, None, None, 12.16, None, None, None, None, 2020-01-01 01:00:00, None
80.5, None, None, None, 4.262, 103.4, None, None, -7.0, None, None, None, None, None, None, None, None, None, -4.72, None, None, None, None, 13.7, None, None, None, None, 2020-01-01 02:00:00, None
79.5, None, None, None, 4.424, 94.9, None, None, -7.0, None, None, None, None, None, None, None, None, None, -4.824, None, None, None, None, 12.03, None, None, None, None, 2020-01-01 03:00:00, None
79.4, None, None, None, 4.52, 86.7, None, None, -8.0, None, None, None, None, None, None, None, None, None, -4.947, None, None, None, None, 11.15, None, None, None, None, 2020-01-01 04:00:00, None
80.8, None, None, None, 4.426, 90.7, None, None, -7.0, None, None, None, None, None, None, None, None, None, -4.57, None, None, None, None, 8.37, None, None, None, None, 2020-01-01 05:00:00, None
81.5, None, None, None, 4.244, 90.4, None, None, -7.0, None, None, None, None, None, None, None, None, None, -4.165, None, None, None, None, 9.88, None, None, None, None, 2020-01-01 06:00:00, None
82.0, None, None, None, 3.42, 90.3, None, None, -6.0, None, None, None, None, None, None, None, None, None, -3.836, None, None, None, None, 10.72, None, None, None, None, 2020-01-01 07:00:00, None
82.5, None, None, None, 1.942, 89.0, None, None, -6.0, None, None, None, None, None, None, None, None, None, -3.461, None, None, None, None, 15.67, None, None, None, None, 2020-01-01 08:00:00, None
82.8, None, None, None, 0.147, 126.8, None, None, -5.0, None, None, None, None, None, None, None, None, None, -3.255, None, None, None, None, 28.15, None, None, None, None, 2020-01-01 09:00:00, None
