station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth
None, -0.276, 57.82, None, None, 53.97, 3.289, 31.69, None, None, None, None, -7.0, None, None, None, None, 2020-01-02 14:00:00, None
None, -0.419, 61.71, None, None, 63.88, 1.918, 19.09, None, None, None, None, -6.0, None, None, None, None, 2020-01-02 15:00:00, None
None, -1.087, 72.2, None, None, 47.49, 4.157, 108.4, None, None, None, None, -5.0, None, None, None, None, 2020-01-02 16:00:00, None
None, -2.042, 87.0, None, None, 21.15, 3.216, 99.4, None, None, None, None, -4.0, None, None, None, None, 2020-01-02 17:00:00, None
None, -2.328, 92.4, None, None, 57.86, 2.204, 286.0, None, None, None, None, -4.0, None, None, None, None, 2020-01-02 18:00:00, None
None, -2.243, 91.9, None, None, 74.48, 2.181, 64.76, None, None, None, None, -4.0, None, None, None, None, 2020-01-02 19:00:00, None
None, -2.713, 94.7, None, None, 36.46, 1.769, 329.6, None, None, None, None, -3.0, None, None, None, None, 2020-01-02 20:00:00, None
None, -2.554, 95.7, None, None, 41.09, 1.331, 294.7, None, None, None, None, -3.0, None, None, None, None, 2020-01-02 21:00:00, None
None, -2.753, 95.8, None, None, 47.33, 1.024, 334.4, None, None, None, None, -3.0, None, None, None, None, 2020-01-02 22:00:00, None
None, -3.044, 96.2, None, None, 48.46, 1.202, 343.7, None, None, None, None, -3.0, None, None, None, None, 2020-01-02 23:00:00, None
None, -3.096, 96.2, None, None, 42.81, 2.482, 304.2, None, None, None, None, -4.0, None, None, None, None, 2020-01-03 00:00:00, None
None, -2.893, 96.3, None, None, 32.38, 2.585, 298.9, None, None, None, None, -4.0, None, None, None, None, 2020-01-03 01:00:00, None
None, -3.003, 96.3, None, None, 38.54, 2.312, 304.0, None, None, None, None, -3.0, None, None, None, None, 2020-01-03 02:00:00, None
None, -2.802, 96.1, None, None, 54.85, 1.283, 263.6, None, None, None, None, -4.0, None, None, None, None, 2020-01-03 03:00:00, None
None, -0.085, 95.2, None, None, 43.46, 2.285, 224.3, None, None, None, None, -1.0, None, None, None, None, 2020-01-03 04:00:00, None
None, 2.078, 94.3, None, None, 66.21, 3.386, 202.7, None, None, None, None, 1.0, None, None, None, None, 2020-01-03 05:00:00, None
None, 2.599, 87.5, None, None, 33.22, 6.356, 125.2, None, None, None, None, 1.0, None, None, None, None, 2020-01-03 06:00:00, None
None, 2.674, 88.2, None, None, 53.97, 4.641, 143.8, None, None, None, None, 1.0, None, None, None, None, 2020-01-03 07:00:00, None
None, 3.052, 90.3, None, None, 53.34, 5.798, 140.7, None, None, None, None, 2.0, None, None, None, None, 2020-01-03 08:00:00, None
None, 4.778, 77.4, None, None, 39.82, 8.63, 100.3, None, None, None, None, 1.0, None, None, None, None, 2020-01-03 09:00:00, None
None, 6.167, 63.43, None, None, 36.59, 11.17, 96.7, None, None, None, None, 0.0, None, None, None, None, 2020-01-03 10:00:00, None
None, 7.464, 57.19, None, None, 20.68, 15.25, 104.9, None, None, None, None, 0.0, None, None, None, None, 2020-01-03 11:00:00, None
None, 8.03, 52.22, None, None, 19.88, 17.56, 105.0, None, None, None, None, -1.0, None, None, None, None, 2020-01-03 12:00:00, None
None, 7.747, 54.74, None, None, 16.49, 17.64, 107.1, None, None, None, None, -1.0, None, None, None, None, 2020-01-03 13:00:00, None
None, 8.62, 49.48, None, None, 20.35, 13.72, 109.5, None, None, None, None, -2.0, None, None, None, None, 2020-01-03 14:00:00, None
None, 7.894, 51.6, None, None, 24.88, 10.21, 112.8, None, None, None, None, -2.0, None, None, None, None, 2020-01-03 15:00:00, None
None, 6.775, 51.8, None, None, 25.17, 9.0, 118.7, None, None, None, None, -2.0, None, None, None, None, 2020-01-03 16:00:00, None
None, 5.504, 52.55, None, None, 55.22, 4.297, 150.9, None, None, None, None, -4.0, None, None, None, None, 2020-01-03 17:00:00, None
None, 4.196, 57.63, None, None, 44.25, 1.842, 187.8, None, None, None, None, -3.0, None, None, None, None, 2020-01-03 18:00:00, None
None, 7.578, 47.29, None, None, 64.76, 8.32, 127.5, None, None, None, None, -3.0, None, None, None, None, 2020-01-03 19:00:00, None
None, 8.2, 51.39, None, None, 17.31, 15.52, 107.6, None, None, None, None, -1.0, None, None, None, None, 2020-01-03 20:00:00, None
None, 6.946, 56.03, None, None, 22.11, 12.15, 111.7, None, None, None, None, -1.0, None, None, None, None, 2020-01-03 21:00:00, None
None, 6.457, 61.34, None, None, 37.06, 7.78, 115.0, None, None, None, None, -1.0, None, None, None, None, 2020-01-03 22:00:00, None
None, 5.184, 69.13, None, None, 53.47, 4.892, 128.3, None, None, None, None, 0.0, None, None, None, None, 2020-01-03 23:00:00, None
None, 2.501, 91.2, None, None, 41.3, 7.559, 100.8, None, None, None, None, 2.0, None, None, None, None, 2020-01-04 00:00:00, None
None, 2.176, 91.6, None, None, 15.23, 12.54, 106.2, None, None, None, None, 1.0, None, None, None, None, 2020-01-04 01:00:00, None
None, 2.17, 86.0, None, None, 14.11, 12.15, 107.4, None, None, None, None, 0.0, None, None, None, None, 2020-01-04 02:00:00, None
None, 1.354, 89.3, None, None, 36.91, 7.775, 109.8, None, None, None, None, -1.0, None, None, None, None, 2020-01-04 03:00:00, None
None, 1.279, 86.8, None, None, 21.66, 6.777, 114.3, None, None, None, None, -1.0, None, None, None, None, 2020-01-04 04:00:00, None
None, 0.467, 85.4, None, None, 39.01, 7.911, 96.1, None, None, None, None, -2.0, None, None, None, None, 2020-01-04 05:00:00, None
None, -0.399, 78.22, None, None, 48.29, 8.04, 95.6, None, None, None, None, -3.0, None, None, None, None, 2020-01-04 06:00:00, None
None, -1.239, 76.95, None, None, 32.07, 8.65, 103.4, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 07:00:00, None
None, -1.113, 65.65, None, None, 57.3, 7.485, 81.3, None, None, None, None, -6.0, None, None, None, None, 2020-01-04 08:00:00, None
None, -1.386, 65.49, None, None, 67.19, 6.297, 61.13, None, None, None, None, -7.0, None, None, None, None, 2020-01-04 09:00:00, None
None, -0.772, 58.63, None, None, 66.97, 4.45, 81.4, None, None, None, None, -7.0, None, None, None, None, 2020-01-04 10:00:00, None
None, 0.166, 53.39, None, None, 76.71, 4.921, 122.3, None, None, None, None, -8.0, None, None, None, None, 2020-01-04 11:00:00, None
None, 0.018, 56.77, None, None, 67.17, 6.892, 300.2, None, None, None, None, -7.0, None, None, None, None, 2020-01-04 12:00:00, None
None, 0.515, 62.48, None, None, 54.47, 5.261, 92.6, None, None, None, None, -6.0, None, None, None, None, 2020-01-04 13:00:00, None
None, 0.388, 61.38, None, None, 54.91, 5.059, 97.9, None, None, None, None, -6.0, None, None, None, None, 2020-01-04 14:00:00, None
None, 0.022, 62.66, None, None, 64.19, 4.972, 116.2, None, None, None, None, -6.0, None, None, None, None, 2020-01-04 15:00:00, None
None, -1.192, 80.0, None, None, 30.23, 6.897, 118.3, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 16:00:00, None
None, -0.848, 72.62, None, None, 27.04, 5.48, 107.8, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 17:00:00, None
None, -1.537, 77.35, None, None, 28.93, 6.368, 116.9, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 18:00:00, None
None, -1.658, 77.43, None, None, 14.89, 8.72, 110.4, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 19:00:00, None
None, -1.31, 75.06, None, None, 15.5, 8.3, 113.5, None, None, None, None, -5.0, None, None, None, None, 2020-01-04 20:00:00, None
None, -1.382, 73.94, None, None, 17.29, 9.4, 116.4, None, None, None, None, -5.0, None, None, None, None, 2020-01-04 21:00:00, None
None, -0.757, 70.1, None, None, 15.42, 10.63, 112.9, None, None, None, None, -5.0, None, None, None, None, 2020-01-04 22:00:00, None
None, -0.607, 69.68, None, None, 18.09, 10.03, 115.0, None, None, None, None, -5.0, None, None, None, None, 2020-01-04 23:00:00, None
None, -0.531, 68.33, None, None, 15.43, 12.78, 112.8, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 00:00:00, None
None, 0.062, 66.87, None, None, 15.19, 12.28, 111.0, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 01:00:00, None
None, -0.28, 68.1, None, None, 20.17, 8.4, 113.9, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 02:00:00, None
None, -0.598, 67.95, None, None, 21.76, 10.35, 115.8, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 03:00:00, None
None, -0.961, 70.63, None, None, 56.6, 7.772, 111.8, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 04:00:00, None
None, -1.664, 71.86, None, None, 62.94, 5.09, 128.9, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 05:00:00, None
None, -1.099, 67.6, None, None, 58.31, 2.693, 232.0, None, None, None, None, -6.0, None, None, None, None, 2020-01-05 06:00:00, None
None, -1.461, 67.58, None, None, 40.62, 2.842, 227.8, None, None, None, None, -6.0, None, None, None, None, 2020-01-05 07:00:00, None
None, -3.113, 74.41, None, None, 39.0, 3.707, 235.3, None, None, None, None, -7.0, None, None, None, None, 2020-01-05 08:00:00, None
None, -2.648, 71.71, None, None, 31.99, 4.2, 229.3, None, None, None, None, -6.0, None, None, None, None, 2020-01-05 09:00:00, None
None, -1.778, 67.34, None, None, 47.92, 3.326, 224.2, None, None, None, None, -6.0, None, None, None, None, 2020-01-05 10:00:00, None
None, 0.42, 58.62, None, None, 63.54, 3.019, 260.5, None, None, None, None, -6.0, None, None, None, None, 2020-01-05 11:00:00, None
None, 1.235, 56.74, None, None, 65.57, 3.726, 140.2, None, None, None, None, -6.0, None, None, None, None, 2020-01-05 12:00:00, None
None, 1.565, 57.12, None, None, 48.97, 5.881, 117.7, None, None, None, None, -6.0, None, None, None, None, 2020-01-05 13:00:00, None
None, 1.831, 64.86, None, None, 39.07, 8.17, 110.9, None, None, None, None, -4.0, None, None, None, None, 2020-01-05 14:00:00, None
None, 1.233, 73.68, None, None, 26.34, 11.04, 107.2, None, None, None, None, -3.0, None, None, None, None, 2020-01-05 15:00:00, None
None, 0.464, 60.09, None, None, 25.33, 12.97, 99.3, None, None, None, None, -6.0, None, None, None, None, 2020-01-05 16:00:00, None
None, -0.716, 72.18, None, None, 48.74, 7.208, 54.75, None, None, None, None, -4.0, None, None, None, None, 2020-01-05 17:00:00, None
None, -1.334, 68.89, None, None, 30.22, 11.46, 98.4, None, None, None, None, -6.0, None, None, None, None, 2020-01-05 18:00:00, None
None, -1.62, 63.12, None, None, 25.14, 11.72, 108.1, None, None, None, None, -7.0, None, None, None, None, 2020-01-05 19:00:00, None
None, -1.658, 57.1, None, None, 40.13, 8.9, 113.7, None, None, None, None, -9.0, None, None, None, None, 2020-01-05 20:00:00, None
None, -2.216, 57.2, None, None, 52.21, 7.718, 92.9, None, None, None, None, -8.0, None, None, None, None, 2020-01-05 21:00:00, None
None, -2.727, 59.86, None, None, 58.45, 3.752, 97.6, None, None, None, None, -8.0, None, None, None, None, 2020-01-05 22:00:00, None
None, -2.938, 61.06, None, None, 54.71, 3.829, 115.5, None, None, None, None, -9.0, None, None, None, None, 2020-01-05 23:00:00, None
None, -2.922, 62.98, None, None, 38.53, 3.457, 134.0, None, None, None, None, -9.0, None, None, None, None, 2020-01-06 00:00:00, None
None, -2.872, 76.97, None, None, 21.01, 6.461, 118.4, None, None, None, None, -5.0, None, None, None, None, 2020-01-06 01:00:00, None
None, -2.654, 79.8, None, None, 41.97, 3.412, 100.2, None, None, None, None, -5.0, None, None, None, None, 2020-01-06 02:00:00, None
None, -2.577, 81.2, None, None, 46.33, 2.785, 148.5, None, None, None, None, -5.0, None, None, None, None, 2020-01-06 03:00:00, None
None, -2.798, 81.1, None, None, 44.6, 3.246, 216.1, None, None, None, None, -5.0, None, None, None, None, 2020-01-06 04:00:00, None
None, -2.47, 81.0, None, None, 38.21, 3.429, 227.0, None, None, None, None, -5.0, None, None, None, None, 2020-01-06 05:00:00, None
None, -2.593, 84.1, None, None, 66.8, 2.25, 230.2, None, None, None, None, -5.0, None, None, None, None, 2020-01-06 06:00:00, None
None, -3.063, 91.4, None, None, 67.89, 1.541, 41.11, None, None, None, None, -4.0, None, None, None, None, 2020-01-06 07:00:00, None
None, -3.214, 93.1, None, None, 74.06, 0.502, 95.0, None, None, None, None, -4.0, None, None, None, None, 2020-01-06 08:00:00, None
None, -3.382, 93.7, None, None, 37.09, 0.606, 314.6, None, None, None, None, -5.0, None, None, None, None, 2020-01-06 09:00:00, None
None, -3.502, 94.1, None, None, 27.44, 1.21, 321.1, None, None, None, None, -4.0, None, None, None, None, 2020-01-06 10:00:00, None
None, -3.465, 93.7, None, None, 37.74, 1.409, 319.3, None, None, None, None, -4.0, None, None, None, None, 2020-01-06 11:00:00, None
None, -2.825, 92.7, None, None, 32.8, 0.579, 321.8, None, None, None, None, -4.0, None, None, None, None, 2020-01-06 12:00:00, None
None, -2.887, 93.2, None, None, 32.7, 1.285, 343.2, None, None, None, None, -4.0, None, None, None, None, 2020-01-06 13:00:00, None
None, -2.193, 91.3, None, None, 51.28, 1.85, 99.5, None, None, None, None, -4.0, None, None, None, None, 2020-01-06 14:00:00, None
None, -1.302, 89.7, None, None, 53.85, 1.649, 16.26, None, None, None, None, -3.0, None, None, None, None, 2020-01-06 15:00:00, None
None, -1.386, 92.0, None, None, 67.76, 1.279, 29.92, None, None, None, None, -2.0, None, None, None, None, 2020-01-06 16:00:00, None
None, -1.441, 90.6, None, None, 71.68, 1.831, 59.39, None, None, None, None, -2.0, None, None, None, None, 2020-01-06 17:00:00, None
None, -1.732, 92.8, None, None, 57.61, 1.428, 58.23, None, None, None, None, -3.0, None, None, None, None, 2020-01-06 18:00:00, None
None, -2.066, 94.0, None, None, 41.45, 0.895, 109.9, None, None, None, None, -3.0, None, None, None, None, 2020-01-06 19:00:00, None
None, -2.288, 93.8, None, None, 44.64, 1.474, 127.5, None, None, None, None, -3.0, None, None, None, None, 2020-01-06 20:00:00, None
None, -2.599, 93.4, None, None, 28.77, 0.825, 111.4, None, None, None, None, -3.0, None, None, None, None, 2020-01-06 21:00:00, None
None, -2.782, 94.3, None, None, 68.65, 1.019, 350.9, None, None, None, None, -3.0, None, None, None, None, 2020-01-06 22:00:00, None
None, -3.01, 95.3, None, None, 52.51, 1.243, 323.3, None, None, None, None, -3.0, None, None, None, None, 2020-01-06 23:00:00, None
None, -3.259, 96.0, None, None, 49.75, 0.953, 308.0, None, None, None, None, -4.0, None, None, None, None, 2020-01-07 00:00:00, None
None, -2.869, 96.3, None, None, 50.72, 0.524, 31.84, None, None, None, None, -3.0, None, None, None, None, 2020-01-07 01:00:00, None
None, -3.06, 96.3, None, None, 45.88, 0.328, 360.0, None, None, None, None, -3.0, None, None, None, None, 2020-01-07 02:00:00, None
None, -2.98, 96.2, None, None, 23.37, 0.756, 301.9, None, None, None, None, -3.0, None, None, None, None, 2020-01-07 03:00:00, None
None, -3.144, 96.1, None, None, 52.57, 0.578, 345.0, None, None, None, None, -4.0, None, None, None, None, 2020-01-07 04:00:00, None
None, -3.346, 95.9, None, None, 51.67, 0.232, 342.8, None, None, None, None, -4.0, None, None, None, None, 2020-01-07 05:00:00, None
None, -3.58, 95.5, None, None, 57.65, 0.0, 329.8, None, None, None, None, -4.0, None, None, None, None, 2020-01-07 06:00:00, None
None, -3.315, 95.7, None, None, 37.3, 0.0, 278.7, None, None, None, None, -3.0, None, None, None, None, 2020-01-07 07:00:00, None
None, -3.661, 95.4, None, None, 56.31, 0.0, 250.6, None, None, None, None, -4.0, None, None, None, None, 2020-01-07 08:00:00, None
None, -3.624, 95.1, None, None, 54.87, 0.0, 156.5, None, None, None, None, -4.0, None, None, None, None, 2020-01-07 09:00:00, None
None, -3.207, 95.2, None, None, 49.14, 0.262, 335.1, None, None, None, None, -3.0, None, None, None, None, 2020-01-07 10:00:00, None
None, 0.095, 96.7, None, None, 66.6, 0.643, 324.6, None, None, None, None, 0.0, None, None, None, None, 2020-01-07 11:00:00, None
None, 2.886, 85.6, None, None, 42.56, 4.281, 229.7, None, None, None, None, 1.0, None, None, None, None, 2020-01-07 12:00:00, None
None, 3.894, 84.7, None, None, 52.73, 3.224, 192.3, None, None, None, None, 1.0, None, None, None, None, 2020-01-07 13:00:00, None
None, 4.526, 83.0, None, None, 55.09, 3.827, 159.1, None, None, None, None, 2.0, None, None, None, None, 2020-01-07 14:00:00, None
None, 3.889, 85.1, None, None, 51.21, 4.183, 191.0, None, None, None, None, 2.0, None, None, None, None, 2020-01-07 15:00:00, None
None, 2.951, 87.7, None, None, 54.63, 3.177, 148.2, None, None, None, None, 1.0, None, None, None, None, 2020-01-07 16:00:00, None
None, 3.065, 86.1, None, None, 43.39, 6.051, 134.5, None, None, None, None, 1.0, None, None, None, None, 2020-01-07 17:00:00, None
None, 3.073, 84.9, None, None, 49.91, 2.017, 195.9, None, None, None, None, 1.0, None, None, None, None, 2020-01-07 18:00:00, None
None, 1.649, 89.5, None, None, 48.67, 3.231, 206.9, None, None, None, None, 0.0, None, None, None, None, 2020-01-07 19:00:00, None
None, 2.357, 85.8, None, None, 38.38, 3.239, 190.3, None, None, None, None, 0.0, None, None, None, None, 2020-01-07 20:00:00, None
None, 3.196, 79.44, None, None, 36.37, 4.555, 140.8, None, None, None, None, 0.0, None, None, None, None, 2020-01-07 21:00:00, None
None, 2.377, 84.3, None, None, 51.09, 3.155, 146.2, None, None, None, None, 0.0, None, None, None, None, 2020-01-07 22:00:00, None
None, 2.817, 79.84, None, None, 33.93, 8.7, 115.2, None, None, None, None, -1.0, None, None, None, None, 2020-01-07 23:00:00, None
None, 2.393, 79.57, None, None, 57.3, 4.933, 128.5, None, None, None, None, -1.0, None, None, None, None, 2020-01-08 00:00:00, None
None, 1.363, 83.0, None, None, 18.79, 7.2, 123.5, None, None, None, None, -1.0, None, None, None, None, 2020-01-08 01:00:00, None
None, 0.921, 84.1, None, None, 27.07, 8.17, 123.0, None, None, None, None, -1.0, None, None, None, None, 2020-01-08 02:00:00, None
None, 1.339, 72.7, None, None, 21.01, 10.0, 116.6, None, None, None, None, -3.0, None, None, None, None, 2020-01-08 03:00:00, None
None, 0.941, 71.44, None, None, 26.79, 8.76, 96.6, None, None, None, None, -4.0, None, None, None, None, 2020-01-08 04:00:00, None
None, 0.05, 76.7, None, None, 46.77, 4.78, 53.25, None, None, None, None, -3.0, None, None, None, None, 2020-01-08 05:00:00, None
None, -0.572, 76.99, None, None, 43.26, 7.436, 88.8, None, None, None, None, -3.0, None, None, None, None, 2020-01-08 06:00:00, None
None, -0.974, 75.49, None, None, 58.44, 3.812, 47.48, None, None, None, None, -4.0, None, None, None, None, 2020-01-08 07:00:00, None
None, -3.334, 92.6, None, None, 50.86, 4.11, 284.8, None, None, None, None, -4.0, None, None, None, None, 2020-01-08 08:00:00, None
None, -3.549, 82.4, None, None, 60.0, 5.165, 36.46, None, None, None, None, -6.0, None, None, None, None, 2020-01-08 09:00:00, None
0.7, -4.654, 92.7, -0.5, 11.9, 46.72, 4.208, 32.06, -5.0, 4.2, -4.7, -4.7, -5.0, 0.4, 32.0, 0.0, 93.0, 2020-01-08 11:00:00, -6999.0
1.1, -4.786, 91.3, -0.5, 15.5, 30.75, 7.375, 51.03, -5.0, 7.4, -4.8, -5.2, -5.0, 0.4, 51.0, 0.0, 91.0, 2020-01-08 12:00:00, -6999.0
1.1, -4.776, 84.6, -0.5, 11.7, 22.45, 6.257, 62.46, -7.0, 6.3, -4.8, -5.2, -7.0, 0.1, 62.0, 0.0, 85.0, 2020-01-08 13:00:00, -6999.0
1.1, -5.141, 89.5, -0.5, 12.6, 24.41, 4.937, 57.67, -7.0, 4.9, -5.1, -5.2, -7.0, 0.1, 58.0, 0.0, 90.0, 2020-01-08 14:00:00, -6999.0
1.1, -4.619, 82.0, -0.5, 9.4, 35.72, 3.022, 42.57, -7.0, 3.0, -4.6, -5.3, -7.0, 0.0, 43.0, 0.0, 82.0, 2020-01-08 15:00:00, -6999.0
1.1, -5.266, 83.8, -0.5, 4.4, 43.2, 1.119, 325.3, -8.0, 1.1, -5.3, -5.3, -8.0, 0.0, 325.0, 0.0, 84.0, 2020-01-08 16:00:00, -6999.0
1.1, -5.96, 87.2, -0.5, 3.1, 30.94, 0.703, 230.3, -8.0, 0.7, -6.0, -6.0, -8.0, 0.0, 230.0, 0.0, 87.0, 2020-01-08 17:00:00, -6999.0
1.1, -6.185, 88.7, -0.5, 2.5, 31.32, 0.632, 198.1, -8.0, 0.6, -6.2, -6.4, -8.0, 0.0, 198.0, 0.0, 89.0, 2020-01-08 18:00:00, -6999.0
1.1, -6.153, 88.8, -5.8, 4.4, 24.66, 0.81, 180.9, -8.0, 0.8, -6.2, -6.5, -8.0, 0.0, 181.0, 0.0, 89.0, 2020-01-08 19:00:00, -6999.0
1.1, -7.382, 89.1, -5.8, 5.1, 33.95, 1.286, 168.1, -9.0, 1.3, -7.4, -7.4, -9.0, 0.0, 168.0, 0.0, 89.0, 2020-01-08 20:00:00, -6999.0
1.1, -8.91, 90.0, -5.8, 2.3, 38.21, 0.887, 184.3, -10.0, 0.9, -8.9, -9.1, -10.0, 0.0, 184.0, 0.0, 90.0, 2020-01-08 21:00:00, -6999.0
1.1, -10.3, 90.1, -5.8, 4.0, 47.45, 1.133, 161.6, -12.0, 1.1, -10.3, -10.4, -12.0, 0.0, 162.0, 0.0, 90.0, 2020-01-08 22:00:00, -6999.0
1.1, -11.33, 88.8, -5.8, 4.0, 53.84, 0.662, 173.5, -13.0, 0.7, -11.3, -11.3, -13.0, 0.0, 174.0, 0.0, 89.0, 2020-01-08 23:00:00, -6999.0
1.1, -11.44, 89.8, -5.8, 4.8, 74.05, 1.429, 178.3, -12.0, 1.4, -11.4, -12.5, -12.0, 0.0, 178.0, 0.0, 90.0, 2020-01-09 00:00:00, -6999.0
1.1, -11.9, 89.0, -5.8, 3.8, 63.35, 0.786, 150.7, -13.0, 0.8, -11.9, -12.8, -13.0, 0.0, 151.0, 0.0, 89.0, 2020-01-09 01:00:00, -6999.0
