station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, None, 0.486, 138.7, None, None, None, 992.0, None, None, None, None, None, 61.22, None, None, -1.257, None, None, None, None, 61.95, None, None, None, None, None, 2020-01-01 00:00:00, None
None, None, None, None, 0.42, 74.2, None, None, None, 992.0, None, None, None, None, None, 61.16, None, None, -1.056, None, None, None, None, 61.73, None, None, None, None, None, 2020-01-01 01:00:00, None
None, None, None, None, 0.178, 23.76, None, None, None, 992.0, None, None, None, None, None, 61.16, None, None, -0.941, None, None, None, None, 73.0, None, None, None, None, None, 2020-01-01 02:00:00, None
None, None, None, None, 0.604, 130.9, None, None, None, 992.0, None, None, None, None, None, 60.85, None, None, -1.066, None, None, None, None, 57.69, None, None, None, None, None, 2020-01-01 03:00:00, None
None, None, None, None, 0.139, 160.7, None, None, None, 992.0, None, None, None, None, None, 60.98, None, None, -0.71, None, None, None, None, 74.6, None, None, None, None, None, 2020-01-01 04:00:00, None
None, None, None, None, 0.023, 250.9, None, None, None, 992.0, None, None, None, None, None, 61.08, None, None, -0.403, None, None, None, None, 79.6, None, None, None, None, None, 2020-01-01 05:00:00, None
None, None, None, None, 0.514, 93.5, None, None, None, 992.0, None, None, None, None, None, 61.18, None, None, -0.09, None, None, None, None, 46.43, None, None, None, None, None, 2020-01-01 06:00:00, None
None, None, None, None, 0.662, 114.0, None, None, None, 992.0, None, None, None, None, None, 59.16, None, None, -0.083, None, None, None, None, 4.975, None, None, None, None, None, 2020-01-01 07:00:00, None
None, None, None, None, 0.279, 110.5, None, None, None, 992.0, None, None, None, None, None, 59.53, None, None, -0.065, None, None, None, None, 37.33, None, None, None, None, None, 2020-01-01 08:00:00, None
None, None, None, None, 0.097, 56.65, None, None, None, 992.0, None, None, None, None, None, 59.94, None, None, -0.045, None, None, None, None, 68.85, None, None, None, None, None, 2020-01-01 09:00:00, None
None, None, None, None, 0.284, 303.8, None, None, None, 993.0, None, None, None, None, None, 61.37, None, None, 0.146, None, None, None, None, 36.21, None, None, None, None, None, 2020-01-01 10:00:00, None
None, None, None, None, 0.548, 345.6, None, None, None, 995.0, None, None, None, None, None, 61.23, None, None, 1.803, None, None, None, None, 52.66, None, None, None, None, None, 2020-01-01 11:00:00, None
None, None, None, None, 4.323, 273.9, None, None, None, 995.0, None, None, None, None, None, 60.77, None, None, 3.243, None, None, None, None, 30.34, None, None, None, None, None, 2020-01-01 12:00:00, None
None, None, None, None, 8.72, 281.2, None, None, None, 997.0, None, None, None, None, None, 60.82, None, None, 2.19, None, None, None, None, 30.31, None, None, None, None, None, 2020-01-01 13:00:00, None
None, None, None, None, 4.639, 307.8, None, None, None, 999.0, None, None, None, None, None, 60.83, None, None, 1.922, None, None, None, None, 34.74, None, None, None, None, None, 2020-01-01 14:00:00, None
None, None, None, None, 3.42, 281.8, None, None, None, 1000.0, None, None, None, None, None, 60.71, None, None, 1.309, None, None, None, None, 37.56, None, None, None, None, None, 2020-01-01 15:00:00, None
None, None, None, None, 2.748, 276.7, None, None, None, 1000.0, None, None, None, None, None, 60.74, None, None, 1.384, None, None, None, None, 39.22, None, None, None, None, None, 2020-01-01 16:00:00, None
None, None, None, None, 1.391, 108.8, None, None, None, 1001.0, None, None, None, None, None, 60.35, None, None, 0.32, None, None, None, None, 49.6, None, None, None, None, None, 2020-01-01 17:00:00, None
None, None, None, None, 5.045, 288.8, None, None, None, 1003.0, None, None, None, None, None, 59.71, None, None, 0.424, None, None, None, None, 38.67, None, None, None, None, None, 2020-01-01 18:00:00, None
None, None, None, None, 3.855, 302.1, None, None, None, 1003.0, None, None, None, None, None, 59.52, None, None, 0.26, None, None, None, None, 35.45, None, None, None, None, None, 2020-01-01 19:00:00, None
None, None, None, None, 1.952, 298.9, None, None, None, 1004.0, None, None, None, None, None, 59.78, None, None, 0.156, None, None, None, None, 47.19, None, None, None, None, None, 2020-01-01 20:00:00, None
None, None, None, None, 2.429, 297.7, None, None, None, 1005.0, None, None, None, None, None, 59.17, None, None, 0.164, None, None, None, None, 46.89, None, None, None, None, None, 2020-01-01 21:00:00, None
None, None, None, None, 2.224, 285.9, None, None, None, 1005.0, None, None, None, None, None, 59.42, None, None, 0.876, None, None, None, None, 43.92, None, None, None, None, None, 2020-01-01 22:00:00, None
None, None, None, None, 4.834, 303.2, None, None, None, 1007.0, None, None, None, None, None, 59.07, None, None, 0.021, None, None, None, None, 33.36, None, None, None, None, None, 2020-01-01 23:00:00, None
None, None, None, None, 4.068, 308.0, None, None, None, 1008.0, None, None, None, None, None, 58.94, None, None, 0.318, None, None, None, None, 35.38, None, None, None, None, None, 2020-01-02 00:00:00, None
None, None, None, None, 4.888, 335.7, None, None, None, 1009.0, None, None, None, None, None, 58.75, None, None, -0.284, None, None, None, None, 32.76, None, None, None, None, None, 2020-01-02 01:00:00, None
None, None, None, None, 2.923, 334.6, None, None, None, 1009.0, None, None, None, None, None, 58.97, None, None, -0.416, None, None, None, None, 39.75, None, None, None, None, None, 2020-01-02 02:00:00, None
None, None, None, None, 0.521, 181.1, None, None, None, 1013.0, None, None, None, None, None, 55.55, None, None, -1.44, None, None, None, None, 52.72, None, None, None, None, None, 2020-01-02 07:00:00, None
None, None, None, None, 0.204, 89.3, None, None, None, 1013.0, None, None, None, None, None, 56.18, None, None, -1.354, None, None, None, None, 51.47, None, None, None, None, None, 2020-01-02 08:00:00, None
None, None, None, None, 0.17, 318.6, None, None, None, 1013.0, None, None, None, None, None, 57.85, None, None, -1.785, None, None, None, None, 59.79, None, None, None, None, None, 2020-01-02 09:00:00, None
None, None, None, None, 0.146, 355.4, None, None, None, 1015.0, None, None, None, None, None, 58.12, None, None, -1.987, None, None, None, None, 61.17, None, None, None, None, None, 2020-01-02 10:00:00, None
None, None, None, None, 0.295, 321.5, None, None, None, 1015.0, None, None, None, None, None, 58.28, None, None, -2.238, None, None, None, None, 57.34, None, None, None, None, None, 2020-01-02 11:00:00, None
None, None, None, None, 0.427, 357.2, None, None, None, 1015.0, None, None, None, None, None, 58.4, None, None, -0.502, None, None, None, None, 44.07, None, None, None, None, None, 2020-01-02 12:00:00, None
None, None, None, None, 0.704, 191.2, None, None, None, 1015.0, None, None, None, None, None, 58.56, None, None, -0.389, None, None, None, None, 49.78, None, None, None, None, None, 2020-01-02 13:00:00, None
