station_observations
air_temp, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, min_air_temp_snc_last_reset, time, dwpt_temp
None, -2.655, 75.16, None, None, None, 2020-03-26 04:00:00, None
None, -3.147, 77.14, None, None, None, 2020-03-26 05:00:00, None
None, -3.152, 77.32, None, None, None, 2020-03-26 06:00:00, None
None, -0.423, 68.14, None, None, None, 2020-03-26 07:00:00, None
1.5, 1.518, 55.77, 1.6, 56.0, -3.4, 2020-03-26 08:00:00, -7.0
2.2, 2.242, 55.96, 2.1, 56.0, -3.4, 2020-03-26 09:00:00, -6.0
2.3, 2.319, 56.03, 2.8, 56.0, -3.4, 2020-03-26 10:00:00, -6.0
2.6, 2.631, 55.41, 2.9, 55.0, -3.4, 2020-03-26 11:00:00, -5.0
3.8, 3.788, 49.25, 3.9, 49.0, -3.4, 2020-03-26 12:00:00, -6.0
4.3, 4.253, 49.05, 4.8, 49.0, -3.4, 2020-03-26 13:00:00, -5.0
4.7, 4.742, 47.04, 4.9, 47.0, -3.4, 2020-03-26 14:00:00, -6.0
4.4, 4.366, 48.67, 4.9, 49.0, -3.4, 2020-03-26 15:00:00, -6.0
4.7, 4.697, 48.68, 4.9, 49.0, -3.4, 2020-03-26 16:00:00, -5.0
4.6, 4.554, 50.31, 4.9, 50.0, -3.4, 2020-03-26 17:00:00, -5.0
3.3, 3.254, 54.15, 4.9, 54.0, -3.4, 2020-03-26 18:00:00, -5.0
2.7, 2.727, 57.34, 3.3, 57.0, 2.7, 2020-03-26 19:00:00, -5.0
2.6, 2.562, 57.48, 3.3, 57.0, 2.5, 2020-03-26 20:00:00, -5.0
2.2, 2.153, 61.7, 3.3, 62.0, 2.1, 2020-03-26 21:00:00, -4.0
2.2, 2.152, 61.29, 3.3, 61.0, 2.0, 2020-03-26 22:00:00, -4.0
2.2, 2.227, 60.84, 3.3, 61.0, 2.0, 2020-03-26 23:00:00, -5.0
2.4, 2.402, 57.15, 3.3, 57.0, 2.0, 2020-03-27 00:00:00, -5.0
2.3, 2.342, 59.15, 3.3, 59.0, 2.0, 2020-03-27 01:00:00, -5.0
2.4, 2.357, 58.26, 3.3, 58.0, 2.0, 2020-03-27 02:00:00, -5.0
2.1, 2.069, 58.35, 3.3, 58.0, 2.0, 2020-03-27 03:00:00, -5.0
2.0, 2.017, 58.84, 3.3, 59.0, 1.8, 2020-03-27 04:00:00, -5.0
2.3, 2.275, 59.62, 3.3, 60.0, 1.8, 2020-03-27 05:00:00, -5.0
2.1, 2.109, 59.87, 3.3, 60.0, 1.8, 2020-03-27 06:00:00, -5.0
2.1, 2.148, 60.54, 2.2, 61.0, 1.9, 2020-03-27 07:00:00, -5.0
2.8, 2.759, 57.45, 2.8, 57.0, 1.9, 2020-03-27 08:00:00, -5.0
3.3, 3.261, 55.69, 3.3, 56.0, 1.9, 2020-03-27 09:00:00, -5.0
4.4, 4.403, 53.41, 4.4, 53.0, 1.9, 2020-03-27 10:00:00, -4.0
4.5, 4.462, 54.12, 4.4, 54.0, 1.9, 2020-03-27 11:00:00, -4.0
5.4, 5.385, 49.23, 5.4, 49.0, 1.9, 2020-03-27 12:00:00, -4.0
6.0, 5.966, 47.81, 6.1, 48.0, 1.9, 2020-03-27 13:00:00, -4.0
6.1, 6.117, 48.0, 6.3, 48.0, 1.9, 2020-03-27 14:00:00, -4.0
5.9, 5.85, 49.18, 6.3, 49.0, 1.9, 2020-03-27 15:00:00, -4.0
5.7, 5.719, 50.49, 6.3, 50.0, 1.9, 2020-03-27 16:00:00, -4.0
5.7, 5.662, 52.38, 6.3, 52.0, 1.9, 2020-03-27 17:00:00, -3.0
5.3, 5.33, 53.24, 6.3, 53.0, 1.9, 2020-03-27 18:00:00, -3.0
4.6, 4.624, 57.25, 5.4, 57.0, 4.6, 2020-03-27 19:00:00, -3.0
4.4, 4.376, 58.95, 5.4, 59.0, 4.3, 2020-03-27 20:00:00, -3.0
4.2, 4.228, 60.7, 5.4, 61.0, 4.1, 2020-03-27 21:00:00, -3.0
4.1, 4.128, 62.47, 5.4, 62.0, 3.9, 2020-03-27 22:00:00, -3.0
3.6, 3.566, 66.11, 5.4, 66.0, 2.3, 2020-03-27 23:00:00, -2.0
3.8, 3.839, 66.4, 5.4, 66.0, 2.3, 2020-03-28 00:00:00, -2.0
4.3, 4.317, 63.67, 5.4, 64.0, 2.3, 2020-03-28 01:00:00, -2.0
4.7, 4.716, 62.03, 5.4, 62.0, 2.3, 2020-03-28 02:00:00, -2.0
5.0, 4.986, 60.61, 5.4, 61.0, 2.3, 2020-03-28 03:00:00, -2.0
4.6, 4.607, 63.18, 5.4, 63.0, 2.3, 2020-03-28 04:00:00, -2.0
4.8, 4.837, 61.2, 5.4, 61.0, 2.3, 2020-03-28 05:00:00, -2.0
1.6, 1.556, 75.59, 5.4, 76.0, 1.6, 2020-03-28 06:00:00, -2.0
3.7, 3.701, 73.49, 3.8, 73.0, 1.3, 2020-03-28 07:00:00, -1.0
4.6, 4.574, 68.94, 4.5, 69.0, 1.3, 2020-03-28 08:00:00, -1.0
5.1, 5.06, 66.66, 4.9, 67.0, 1.3, 2020-03-28 09:00:00, -1.0
5.3, 5.294, 69.47, 5.2, 69.0, 1.3, 2020-03-28 10:00:00, 0.0
5.3, 5.258, 71.11, 5.4, 71.0, 1.3, 2020-03-28 11:00:00, 0.0
5.7, 5.67, 65.17, 5.7, 65.0, 1.3, 2020-03-28 12:00:00, 0.0
6.2, 6.237, 59.71, 6.3, 60.0, 1.3, 2020-03-28 13:00:00, -1.0
6.6, 6.641, 58.75, 6.7, 59.0, 1.3, 2020-03-28 14:00:00, -1.0
7.4, 7.405, 55.96, 7.5, 56.0, 1.3, 2020-03-28 15:00:00, -1.0
8.8, 8.77, 50.51, 9.6, 51.0, 1.3, 2020-03-28 16:00:00, -1.0
8.4, 8.37, 53.16, 9.6, 53.0, 1.3, 2020-03-28 17:00:00, 0.0
7.9, 7.893, 54.44, 9.6, 54.0, 1.3, 2020-03-28 18:00:00, -1.0
6.7, 6.739, 58.79, 8.1, 59.0, 6.7, 2020-03-28 19:00:00, -1.0
5.4, 5.432, 64.8, 8.1, 65.0, 5.4, 2020-03-28 20:00:00, 0.0
5.2, 5.219, 66.87, 8.1, 67.0, 5.1, 2020-03-28 21:00:00, 0.0
4.8, 4.784, 69.1, 8.1, 69.0, 4.5, 2020-03-28 22:00:00, 0.0
4.8, 4.817, 66.06, 8.1, 66.0, 4.3, 2020-03-28 23:00:00, -1.0
3.3, 3.291, 85.6, 8.1, 86.0, 3.3, 2020-03-29 00:00:00, 1.0
2.1, 2.083, 95.0, 8.1, 95.0, 1.7, 2020-03-29 01:00:00, 1.0
1.6, 1.56, 97.0, 8.1, 97.0, 1.2, 2020-03-29 02:00:00, 1.0
1.3, 1.316, 96.8, 8.1, 97.0, 1.0, 2020-03-29 03:00:00, 1.0
1.3, 1.264, 97.1, 8.1, 97.0, 0.8, 2020-03-29 04:00:00, 1.0
0.9, 0.896, 97.3, 8.1, 97.0, 0.8, 2020-03-29 05:00:00, 1.0
0.7, 0.702, 97.8, 8.1, 98.0, 0.6, 2020-03-29 06:00:00, 0.0
1.1, 1.074, 97.3, 1.5, 97.0, 0.7, 2020-03-29 07:00:00, 1.0
1.7, 1.744, 98.0, 1.6, 98.0, 0.7, 2020-03-29 08:00:00, 2.0
3.4, 3.36, 92.8, 3.4, 93.0, 0.7, 2020-03-29 09:00:00, 2.0
3.8, 3.824, 85.5, 5.7, 86.0, 0.7, 2020-03-29 10:00:00, 2.0
4.2, 4.243, 67.86, 5.7, 68.0, 0.7, 2020-03-29 11:00:00, -1.0
5.3, 5.305, 54.1, 5.7, 54.0, 0.7, 2020-03-29 12:00:00, -3.0
5.8, 5.835, 52.35, 6.3, 52.0, 0.7, 2020-03-29 13:00:00, -3.0
4.5, 4.505, 54.47, 6.3, 54.0, 0.7, 2020-03-29 14:00:00, -4.0
5.8, 5.764, 46.17, 6.3, 46.0, 0.7, 2020-03-29 15:00:00, -5.0
5.7, 5.705, 50.78, 6.3, 51.0, 0.7, 2020-03-29 16:00:00, -4.0
5.3, 5.257, 52.31, 6.3, 52.0, 0.7, 2020-03-29 17:00:00, -4.0
4.9, 4.905, 50.04, 6.3, 50.0, 0.7, 2020-03-29 18:00:00, -5.0
4.3, 4.306, 54.53, 4.9, 55.0, 4.2, 2020-03-29 19:00:00, -4.0
2.8, 2.849, 59.78, 4.9, 60.0, 2.3, 2020-03-29 20:00:00, -3.0
0.4, 0.396, 75.55, 4.9, 76.0, 0.4, 2020-03-29 21:00:00, -4.0
-0.1, -0.147, 79.41, 4.9, 79.0, -0.5, 2020-03-29 22:00:00, -3.0
1.1, 1.129, 71.49, 4.9, 71.0, -0.6, 2020-03-29 23:00:00, -3.0
2.6, 2.591, 57.2, 4.9, 57.0, -0.6, 2020-03-30 00:00:00, -5.0
2.6, 2.636, 52.91, 4.9, 53.0, -0.6, 2020-03-30 01:00:00, -6.0
3.1, 3.119, 50.88, 4.9, 51.0, -0.6, 2020-03-30 02:00:00, -6.0
None, 1.934, 53.66, None, None, None, 2020-03-30 03:00:00, None
None, 0.008, 66.64, None, None, None, 2020-03-30 04:00:00, None
None, -0.547, 71.61, None, None, None, 2020-03-30 05:00:00, None
None, 2.267, 58.58, None, None, None, 2020-03-30 06:00:00, None
1.2, 1.246, 72.45, 2.2, 72.0, 1.2, 2020-03-30 07:00:00, -3.0
3.2, 3.195, 53.99, 3.2, 54.0, 0.8, 2020-03-30 08:00:00, -5.0
-0.1, -0.107, 91.1, 3.6, 91.0, -0.1, 2020-03-30 09:00:00, -1.0
0.3, 0.266, 74.45, 3.6, 74.0, -0.5, 2020-03-30 10:00:00, -3.0
2.6, 2.586, 64.78, 3.6, 65.0, -0.5, 2020-03-30 11:00:00, -3.0
3.5, 3.523, 53.6, 3.6, 54.0, -0.5, 2020-03-30 12:00:00, -5.0
3.4, 3.356, 48.3, 3.8, 48.0, -0.5, 2020-03-30 13:00:00, -6.0
3.9, 3.911, 44.66, 4.3, 45.0, -0.5, 2020-03-30 14:00:00, -7.0
4.0, 4.033, 49.02, 4.7, 49.0, -0.5, 2020-03-30 15:00:00, -6.0
3.6, 3.598, 51.33, 4.7, 51.0, -0.5, 2020-03-30 16:00:00, -5.0
3.6, 3.629, 49.97, 4.7, 50.0, -0.5, 2020-03-30 17:00:00, -6.0
1.5, 1.485, 66.87, 4.7, 67.0, -0.5, 2020-03-30 18:00:00, -4.0
1.1, 1.125, 59.57, 1.9, 60.0, 1.0, 2020-03-30 19:00:00, -6.0
1.1, 1.065, 55.84, 1.9, 56.0, 1.0, 2020-03-30 20:00:00, -7.0
0.7, 0.694, 56.82, 1.9, 57.0, 0.7, 2020-03-30 21:00:00, -7.0
-0.5, -0.514, 64.59, 1.9, 65.0, -1.0, 2020-03-30 22:00:00, -6.0
-0.7, -0.66, 63.42, 1.9, 63.0, -1.8, 2020-03-30 23:00:00, -6.0
-1.4, -1.354, 66.44, 1.9, 66.0, -1.9, 2020-03-31 00:00:00, -6.0
-1.8, -1.758, 70.4, 1.9, 70.0, -1.9, 2020-03-31 01:00:00, -6.0
-1.2, -1.247, 67.24, 1.9, 67.0, -2.4, 2020-03-31 02:00:00, -6.0
-1.9, -1.925, 74.15, 1.9, 74.0, -2.4, 2020-03-31 03:00:00, -5.0
-2.5, -2.52, 74.71, 1.9, 75.0, -2.6, 2020-03-31 04:00:00, -6.0
-2.8, -2.824, 75.9, 1.9, 76.0, -3.0, 2020-03-31 05:00:00, -6.0
-3.0, -3.003, 76.02, 1.9, 76.0, -3.1, 2020-03-31 06:00:00, -6.0
-3.5, -3.525, 77.47, -3.0, 77.0, -3.6, 2020-03-31 07:00:00, -7.0
-2.0, -2.007, 70.23, -2.0, 70.0, -3.7, 2020-03-31 08:00:00, -6.0
-0.7, -0.707, 63.33, -0.7, 63.0, -3.7, 2020-03-31 09:00:00, -6.0
1.0, 1.001, 55.25, 1.4, 55.0, -3.7, 2020-03-31 10:00:00, -7.0
1.7, 1.704, 54.52, 2.3, 55.0, -3.7, 2020-03-31 11:00:00, -6.0
3.4, 3.362, 49.85, 3.2, 50.0, -3.7, 2020-03-31 12:00:00, -6.0
0.6, 0.642, 70.64, 3.4, 71.0, -3.7, 2020-03-31 13:00:00, -4.0
0.1, 0.08, 81.6, 3.4, 82.0, -3.7, 2020-03-31 14:00:00, -3.0
-0.3, -0.309, 80.7, 3.4, 81.0, -3.7, 2020-03-31 15:00:00, -3.0
1.5, 1.462, 61.0, 3.4, 61.0, -3.7, 2020-03-31 16:00:00, -5.0
1.4, 1.441, 65.35, 3.4, 65.0, -3.7, 2020-03-31 17:00:00, -4.0
0.9, 0.86, 59.98, 3.4, 60.0, -3.7, 2020-03-31 18:00:00, -6.0
0.2, 0.244, 60.36, 1.1, 60.0, 0.2, 2020-03-31 19:00:00, -7.0
-0.9, -0.859, 55.0, 1.1, 55.0, -0.8, 2020-03-31 20:00:00, -8.0
-2.2, -2.207, 58.86, 1.1, 59.0, -2.1, 2020-03-31 21:00:00, -8.0
-2.9, -2.857, 60.51, 1.1, 61.0, -3.0, 2020-03-31 22:00:00, -9.0
-3.7, -3.693, 61.33, 1.1, 61.0, -3.7, 2020-03-31 23:00:00, -9.0
-4.6, -4.619, 61.55, 1.1, 62.0, -4.7, 2020-04-01 00:00:00, -10.0
-5.2, -5.207, 59.88, 1.1, 60.0, -5.3, 2020-04-01 01:00:00, -11.0
-5.7, -5.705, 59.92, 1.1, 60.0, -5.7, 2020-04-01 02:00:00, -12.0
-6.2, -6.169, 58.44, 1.1, 58.0, -6.2, 2020-04-01 03:00:00, -12.0
-6.8, -6.796, 60.57, 1.1, 61.0, -6.8, 2020-04-01 04:00:00, -12.0
-7.1, -7.149, 59.61, 1.1, 60.0, -7.2, 2020-04-01 05:00:00, -13.0
-7.4, -7.418, 60.18, 1.1, 60.0, -7.5, 2020-04-01 06:00:00, -13.0
-7.8, -7.752, 58.52, -7.4, 59.0, -7.7, 2020-04-01 07:00:00, -14.0
-8.2, -8.24, 57.23, -7.4, 57.0, -8.3, 2020-04-01 08:00:00, -15.0
-7.3, -7.319, 52.77, -7.1, 53.0, -8.3, 2020-04-01 09:00:00, -15.0
-6.4, -6.418, 50.09, -5.5, 50.0, -8.3, 2020-04-01 10:00:00, -14.0
-5.1, -5.084, 46.47, -4.5, 46.0, -8.3, 2020-04-01 11:00:00, -13.0
-4.4, -4.379, 44.75, -4.3, 45.0, -8.3, 2020-04-01 12:00:00, -14.0
-3.8, -3.782, 41.81, -2.9, 42.0, -8.3, 2020-04-01 13:00:00, -13.0
-2.6, -2.581, 38.69, -2.2, 39.0, -8.3, 2020-04-01 14:00:00, -13.0
-2.0, -1.981, 36.08, -1.7, 36.0, -8.3, 2020-04-01 15:00:00, -13.0
-0.9, -0.926, 34.0, -0.7, 34.0, -8.3, 2020-04-01 16:00:00, -13.0
-0.8, -0.816, 32.55, -0.3, 33.0, -8.3, 2020-04-01 17:00:00, -14.0
-1.3, -1.311, 33.55, -0.3, 34.0, -8.3, 2020-04-01 18:00:00, -14.0
-1.9, -1.914, 34.72, -1.1, 35.0, -1.8, 2020-04-01 19:00:00, -14.0
-3.4, -3.44, 40.47, -1.1, 40.0, -3.4, 2020-04-01 20:00:00, -14.0
-6.2, -6.191, 54.64, -1.1, 55.0, -6.2, 2020-04-01 21:00:00, -13.0
-7.5, -7.502, 60.62, -1.1, 61.0, -7.6, 2020-04-01 22:00:00, -13.0
-8.3, -8.34, 63.88, -1.1, 64.0, -8.4, 2020-04-01 23:00:00, -13.0
-8.8, -8.78, 63.03, -1.1, 63.0, -8.9, 2020-04-02 00:00:00, -14.0
-10.0, -9.98, 71.8, -1.1, 72.0, -10.0, 2020-04-02 01:00:00, -14.0
-10.1, -10.12, 71.75, -1.1, 72.0, -10.2, 2020-04-02 02:00:00, -14.0
-10.4, -10.36, 72.09, -1.1, 72.0, -10.4, 2020-04-02 03:00:00, -14.0
-10.8, -10.83, 73.5, -1.1, 74.0, -10.9, 2020-04-02 04:00:00, -14.0
-10.9, -10.94, 73.6, -1.1, 74.0, -11.1, 2020-04-02 05:00:00, -14.0
-11.5, -11.54, 76.78, -1.1, 77.0, -11.7, 2020-04-02 06:00:00, -15.0
-11.7, -11.72, 77.73, -11.6, 78.0, -12.2, 2020-04-02 07:00:00, -14.0
-9.5, -9.52, 66.3, -9.3, 66.0, -12.2, 2020-04-02 08:00:00, -14.0
-8.4, -8.36, 59.65, -7.8, 60.0, -12.2, 2020-04-02 09:00:00, -14.0
-6.4, -6.379, 51.32, -6.0, 51.0, -12.2, 2020-04-02 10:00:00, -14.0
-3.1, -3.061, 40.32, -3.2, 40.0, -12.2, 2020-04-02 11:00:00, -13.0
-2.1, -2.072, 41.13, -1.9, 41.0, -12.2, 2020-04-02 12:00:00, -12.0
-0.6, -0.619, 37.14, 0.1, 37.0, -12.2, 2020-04-02 13:00:00, -12.0
1.1, 1.07, 50.03, 1.1, 50.0, -12.2, 2020-04-02 14:00:00, -8.0
1.7, 1.681, 48.42, 2.1, 48.0, -12.2, 2020-04-02 15:00:00, -8.0
1.8, 1.803, 44.17, 2.3, 44.0, -12.2, 2020-04-02 16:00:00, -9.0
1.8, 1.766, 45.11, 2.3, 45.0, -12.2, 2020-04-02 17:00:00, -9.0
1.8, 1.79, 43.64, 2.3, 44.0, -12.2, 2020-04-02 18:00:00, -9.0
1.5, 1.476, 47.21, 2.0, 47.0, 1.2, 2020-04-02 19:00:00, -9.0
0.0, -0.041, 54.18, 2.0, 54.0, -0.2, 2020-04-02 20:00:00, -8.0
-0.5, -0.516, 55.77, 2.0, 56.0, -0.6, 2020-04-02 21:00:00, -7.0
-0.7, -0.687, 57.79, 2.0, 58.0, -0.9, 2020-04-02 22:00:00, -7.0
-1.3, -1.328, 64.56, 2.0, 65.0, -1.4, 2020-04-02 23:00:00, -6.0
-1.0, -1.045, 61.02, 2.0, 61.0, -1.4, 2020-04-03 00:00:00, -7.0
-1.5, -1.544, 63.14, 2.0, 63.0, -1.6, 2020-04-03 01:00:00, -7.0
-2.6, -2.558, 66.77, 2.0, 67.0, -2.8, 2020-04-03 02:00:00, -7.0
-2.6, -2.594, 67.77, 2.0, 68.0, -3.6, 2020-04-03 03:00:00, -7.0
-2.0, -2.02, 66.18, 2.0, 66.0, -3.6, 2020-04-03 04:00:00, -7.0
-1.7, -1.651, 63.83, 2.0, 64.0, -3.6, 2020-04-03 05:00:00, -7.0
-1.4, -1.394, 59.52, 2.0, 60.0, -3.6, 2020-04-03 06:00:00, -7.0
-2.1, -2.083, 63.1, -1.4, 63.0, -2.0, 2020-04-03 07:00:00, -7.0
-1.4, -1.425, 60.69, -1.1, 61.0, -2.2, 2020-04-03 08:00:00, -7.0
0.2, 0.231, 55.31, 0.5, 55.0, -2.2, 2020-04-03 09:00:00, -7.0
0.7, 0.698, 54.7, 1.0, 55.0, -2.2, 2020-04-03 10:00:00, -7.0
-0.5, -0.479, 54.45, 1.9, 54.0, -2.2, 2020-04-03 11:00:00, -8.0
-3.9, -3.942, 81.5, 1.9, 82.0, -3.8, 2020-04-03 12:00:00, -6.0
-5.1, -5.068, 89.3, 1.9, 89.0, -5.6, 2020-04-03 13:00:00, -7.0
-5.1, -5.086, 87.8, 1.9, 88.0, -5.6, 2020-04-03 14:00:00, -7.0
-4.2, -4.244, 82.9, 1.9, 83.0, -5.6, 2020-04-03 15:00:00, -6.0
None, -4.086, 86.2, None, None, None, 2020-04-03 16:00:00, None
None, -4.118, 82.2, None, None, None, 2020-04-03 17:00:00, None
-3.6, -3.568, 72.21, 1.9, 72.0, -5.6, 2020-04-03 18:00:00, -8.0
-4.4, -4.421, 80.7, -2.9, 81.0, -4.4, 2020-04-03 19:00:00, -7.0
-6.0, -5.978, 88.7, -2.9, 89.0, -6.1, 2020-04-03 20:00:00, -8.0
-5.2, -5.245, 86.3, -2.9, 86.0, -6.1, 2020-04-03 21:00:00, -7.0
-6.0, -5.965, 80.2, -2.9, 80.0, -6.1, 2020-04-03 22:00:00, -9.0
-7.1, -7.093, 86.8, -2.9, 87.0, -7.0, 2020-04-03 23:00:00, -9.0
-7.2, -7.185, 87.7, -2.9, 88.0, -7.3, 2020-04-04 00:00:00, -9.0
-7.1, -7.069, 86.6, -2.9, 87.0, -7.3, 2020-04-04 01:00:00, -9.0
-7.7, -7.668, 86.9, -2.9, 87.0, -7.8, 2020-04-04 02:00:00, -9.0
-7.7, -7.732, 87.6, -2.9, 88.0, -7.9, 2020-04-04 03:00:00, -9.0
-7.7, -7.676, 86.4, -2.9, 86.0, -7.9, 2020-04-04 04:00:00, -9.0
-8.5, -8.46, 80.8, -2.9, 81.0, -8.4, 2020-04-04 05:00:00, -11.0
-8.5, -8.5, 83.9, -2.9, 84.0, -8.5, 2020-04-04 06:00:00, -11.0
-8.2, -8.24, 82.8, -8.1, 83.0, -8.5, 2020-04-04 07:00:00, -11.0
-7.8, -7.779, 78.23, -7.7, 78.0, -8.5, 2020-04-04 08:00:00, -11.0
-6.7, -6.685, 74.95, -6.5, 75.0, -8.5, 2020-04-04 09:00:00, -10.0
-5.7, -5.691, 69.74, -5.6, 70.0, -8.5, 2020-04-04 10:00:00, -10.0
-3.9, -3.947, 61.77, -4.0, 62.0, -8.5, 2020-04-04 11:00:00, -9.0
-2.3, -2.254, 56.97, -2.3, 57.0, -8.5, 2020-04-04 12:00:00, -9.0
None, -1.437, 51.59, None, None, None, 2020-04-04 13:00:00, None
None, 0.48, 47.37, None, None, None, 2020-04-04 14:00:00, None
1.0, 0.959, 46.06, 1.0, 46.0, -8.5, 2020-04-04 15:00:00, -9.0
1.6, 1.605, 41.88, 2.0, 42.0, -8.5, 2020-04-04 16:00:00, -10.0
1.7, 1.722, 39.33, 2.4, 39.0, -8.5, 2020-04-04 17:00:00, -11.0
1.7, 1.748, 40.93, 2.4, 41.0, -8.5, 2020-04-04 18:00:00, -10.0
1.0, 1.036, 45.79, 1.9, 46.0, 0.8, 2020-04-04 19:00:00, -9.0
None, -1.786, 66.82, None, None, None, 2020-04-04 20:00:00, None
-1.7, -1.658, 68.57, 1.9, 69.0, -1.9, 2020-04-04 21:00:00, -6.0
-1.8, -1.786, 65.75, 1.9, 66.0, -2.1, 2020-04-04 22:00:00, -6.0
-2.4, -2.401, 68.59, 1.9, 69.0, -2.5, 2020-04-04 23:00:00, -7.0
-3.4, -3.427, 70.84, 1.9, 71.0, -3.4, 2020-04-05 00:00:00, -7.0
-4.4, -4.378, 72.46, 1.9, 72.0, -4.4, 2020-04-05 01:00:00, -8.0
-5.1, -5.121, 76.36, 1.9, 76.0, -5.3, 2020-04-05 02:00:00, -8.0
None, -5.309, 77.59, None, None, None, 2020-04-05 03:00:00, None
None, -6.019, 79.8, None, None, None, 2020-04-05 04:00:00, None
None, -5.848, 80.0, None, None, None, 2020-04-05 05:00:00, None
None, -6.157, 82.0, None, None, None, 2020-04-05 06:00:00, None
None, -6.681, 82.0, None, None, None, 2020-04-05 07:00:00, None
None, -4.254, 73.84, None, None, None, 2020-04-05 08:00:00, None
-3.1, -3.05, 66.21, -2.9, 66.0, -6.7, 2020-04-05 09:00:00, -8.0
-1.2, -1.247, 55.7, -1.2, 56.0, -6.7, 2020-04-05 10:00:00, -8.0
0.1, 0.078, 49.74, 0.3, 50.0, -6.7, 2020-04-05 11:00:00, -9.0
1.1, 1.122, 43.91, 1.6, 44.0, -6.7, 2020-04-05 12:00:00, -10.0
2.3, 2.283, 41.37, 2.2, 41.0, -6.7, 2020-04-05 13:00:00, -10.0
2.5, 2.517, 40.57, 3.0, 41.0, -6.7, 2020-04-05 14:00:00, -9.0
3.5, 3.503, 40.95, 3.5, 41.0, -6.7, 2020-04-05 15:00:00, -9.0
3.8, 3.839, 40.59, 4.0, 41.0, -6.7, 2020-04-05 16:00:00, -8.0
3.9, 3.854, 39.92, 4.2, 40.0, -6.7, 2020-04-05 17:00:00, -9.0
3.8, 3.756, 41.68, 4.2, 42.0, -6.7, 2020-04-05 18:00:00, -8.0
1.9, 1.894, 54.46, 3.8, 54.0, 1.8, 2020-04-05 19:00:00, -7.0
0.4, 0.426, 72.61, 3.8, 73.0, 0.5, 2020-04-05 20:00:00, -4.0
-0.4, -0.353, 68.21, 3.8, 68.0, -0.5, 2020-04-05 21:00:00, -5.0
-0.9, -0.881, 72.82, 3.8, 73.0, -1.0, 2020-04-05 22:00:00, -5.0
-1.2, -1.219, 70.62, 3.8, 71.0, -1.7, 2020-04-05 23:00:00, -5.0
-1.6, -1.592, 74.59, 3.8, 75.0, -1.7, 2020-04-06 00:00:00, -5.0
-1.9, -1.893, 71.4, 3.8, 71.0, -2.1, 2020-04-06 01:00:00, -6.0
-2.2, -2.234, 70.91, 3.8, 71.0, -2.2, 2020-04-06 02:00:00, -6.0
-3.1, -3.062, 72.98, 3.8, 73.0, -3.1, 2020-04-06 03:00:00, -7.0
-3.2, -3.182, 77.17, 3.8, 77.0, -3.2, 2020-04-06 04:00:00, -6.0
-3.9, -3.865, 78.09, 3.8, 78.0, -3.9, 2020-04-06 05:00:00, -7.0
-5.0, -4.972, 82.7, 3.8, 83.0, -5.0, 2020-04-06 06:00:00, -7.0
-5.7, -5.682, 84.7, -4.9, 85.0, -5.9, 2020-04-06 07:00:00, -8.0
-2.9, -2.943, 71.78, -3.0, 72.0, -5.9, 2020-04-06 08:00:00, -7.0
-1.4, -1.415, 67.41, -1.4, 67.0, -5.9, 2020-04-06 09:00:00, -6.0
1.1, 1.095, 57.15, 1.0, 57.0, -5.9, 2020-04-06 10:00:00, -7.0
4.7, 4.673, 45.5, 4.6, 46.0, -5.9, 2020-04-06 11:00:00, -6.0
6.9, 6.853, 38.35, 6.7, 38.0, -5.9, 2020-04-06 12:00:00, -6.0
7.0, 7.016, 37.82, 7.4, 38.0, -5.9, 2020-04-06 13:00:00, -6.0
7.1, 7.055, 39.77, 7.6, 40.0, -5.9, 2020-04-06 14:00:00, -5.0
7.5, 7.531, 42.08, 7.7, 42.0, -5.9, 2020-04-06 15:00:00, -4.0
7.5, 7.483, 41.75, 7.8, 42.0, -5.9, 2020-04-06 16:00:00, -5.0
7.5, 7.455, 44.48, 7.8, 44.0, -5.9, 2020-04-06 17:00:00, -4.0
6.3, 6.311, 46.25, 7.8, 46.0, -5.9, 2020-04-06 18:00:00, -4.0
5.7, 5.721, 49.0, 6.3, 49.0, 5.6, 2020-04-06 19:00:00, -4.0
4.7, 4.703, 52.54, 6.3, 53.0, 4.7, 2020-04-06 20:00:00, -4.0
4.4, 4.432, 52.81, 6.3, 53.0, 4.4, 2020-04-06 21:00:00, -4.0
3.9, 3.866, 55.76, 6.3, 56.0, 3.2, 2020-04-06 22:00:00, -4.0
4.1, 4.05, 53.25, 6.3, 53.0, 3.0, 2020-04-06 23:00:00, -4.0
4.0, 4.021, 53.54, 6.3, 54.0, 3.0, 2020-04-07 00:00:00, -4.0
3.8, 3.785, 54.64, 6.3, 55.0, 3.0, 2020-04-07 01:00:00, -4.0
3.4, 3.432, 55.29, 6.3, 55.0, 2.3, 2020-04-07 02:00:00, -5.0
3.6, 3.56, 56.28, 6.3, 56.0, 2.3, 2020-04-07 03:00:00, -4.0
3.4, 3.436, 57.53, 6.3, 58.0, 2.3, 2020-04-07 04:00:00, -4.0
3.0, 2.988, 60.38, 6.3, 60.0, 2.3, 2020-04-07 05:00:00, -4.0
2.0, 2.021, 65.39, 6.3, 65.0, 1.2, 2020-04-07 06:00:00, -4.0
3.3, 3.286, 57.6, 3.3, 58.0, 1.9, 2020-04-07 07:00:00, -4.0
