station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth
None, -0.502, 71.49, None, None, None, None, None, -5.0, None, None, 2020-01-01 00:00:00, None
None, -0.447, 71.52, None, None, None, None, None, -4.0, None, None, 2020-01-01 01:00:00, None
None, -0.313, 71.56, None, None, None, None, None, -4.0, None, None, 2020-01-01 02:00:00, None
None, -0.139, 71.65, None, None, None, None, None, -4.0, None, None, 2020-01-01 03:00:00, None
None, 0.034, 71.69, None, None, None, None, None, -4.0, None, None, 2020-01-01 04:00:00, None
None, 0.311, 71.71, None, None, None, None, None, -4.0, None, None, 2020-01-01 05:00:00, None
None, 0.469, 71.9, None, None, None, None, None, -4.0, None, None, 2020-01-01 06:00:00, None
None, 0.627, 72.5, None, None, None, None, None, -4.0, None, None, 2020-01-01 07:00:00, None
None, 0.788, 72.6, None, None, None, None, None, -4.0, None, None, 2020-01-01 08:00:00, None
None, 1.128, 72.91, None, None, None, None, None, -3.0, None, None, 2020-01-01 09:00:00, None
None, 1.515, 73.07, None, None, None, None, None, -3.0, None, None, 2020-01-01 10:00:00, None
None, 2.413, 72.2, None, None, None, None, None, -2.0, None, None, 2020-01-01 11:00:00, None
None, 2.392, 72.1, None, None, None, None, None, -2.0, None, None, 2020-01-01 12:00:00, None
None, 2.74, 72.15, None, None, None, None, None, -2.0, None, None, 2020-01-01 13:00:00, None
None, 2.934, 72.06, None, None, None, None, None, -2.0, None, None, 2020-01-01 14:00:00, None
None, 2.635, 72.04, None, None, None, None, None, -2.0, None, None, 2020-01-01 15:00:00, None
None, 2.322, 71.96, None, None, None, None, None, -2.0, None, None, 2020-01-01 16:00:00, None
None, 2.256, 71.94, None, None, None, None, None, -2.0, None, None, 2020-01-01 17:00:00, None
