station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
None, None, None, None, 4.632, 101.1, None, None, None, None, None, None, None, None, None, 84.6, None, -5.72, None, None, None, None, 39.22, None, None, None, None, None, 2020-01-02 01:00:00, None
None, None, None, None, 5.308, 125.0, None, None, None, None, None, None, None, None, None, 84.3, None, -5.884, None, None, None, None, 32.38, None, None, None, None, None, 2020-01-02 02:00:00, None
None, None, None, None, 3.805, 94.5, None, None, None, None, None, None, None, None, None, 81.0, None, -8.17, None, None, None, None, 20.86, None, None, None, None, None, 2020-01-02 07:00:00, None
None, None, None, None, 4.041, 64.04, None, None, None, None, None, None, None, None, None, 79.0, None, -8.16, None, None, None, None, 16.97, None, None, None, None, None, 2020-01-02 08:00:00, None
None, None, None, None, 1.938, 33.9, None, None, None, None, None, None, None, None, None, 75.2, None, -8.81, None, None, None, None, 37.65, None, None, None, None, None, 2020-01-02 09:00:00, None
None, None, None, None, 2.995, 276.6, None, None, None, None, None, None, None, None, None, 74.4, None, -8.15, None, None, None, None, 25.36, None, None, None, None, None, 2020-01-02 10:00:00, None
None, None, None, None, 3.389, 275.0, None, None, None, None, None, None, None, None, None, 80.3, None, -7.63, None, None, None, None, 18.27, None, None, None, None, None, 2020-01-02 11:00:00, None
None, None, None, None, 3.235, 264.9, None, None, None, None, None, None, None, None, None, 84.2, None, -6.755, None, None, None, None, 11.4, None, None, None, None, None, 2020-01-02 12:00:00, None
None, None, None, None, 5.652, 270.3, None, None, None, None, None, None, None, None, None, 84.1, None, -6.719, None, None, None, None, 10.89, None, None, None, None, None, 2020-01-02 13:00:00, None
None, None, None, None, 5.893, 286.4, None, None, None, None, None, None, None, None, None, 85.1, None, -8.17, None, None, None, None, 22.24, None, None, None, None, None, 2020-01-02 14:00:00, None
None, None, None, None, 5.545, 283.9, None, None, None, None, None, None, None, None, None, 84.6, None, -8.16, None, None, None, None, 32.61, None, None, None, None, None, 2020-01-02 15:00:00, None
None, None, None, None, 7.06, 297.3, None, None, None, None, None, None, None, None, None, 84.6, None, -7.95, None, None, None, None, 33.54, None, None, None, None, None, 2020-01-02 16:00:00, None
None, None, None, None, 7.22, 289.5, None, None, None, None, None, None, None, None, None, 85.4, None, -7.49, None, None, None, None, 40.56, None, None, None, None, None, 2020-01-02 17:00:00, None
None, None, None, None, 10.4, 311.0, None, None, None, None, None, None, None, None, None, 84.4, None, -7.28, None, None, None, None, 30.1, None, None, None, None, None, 2020-01-02 18:00:00, None
None, None, None, None, 9.54, 339.4, None, None, None, None, None, None, None, None, None, 83.6, None, -7.18, None, None, None, None, 30.26, None, None, None, None, None, 2020-01-02 19:00:00, None
None, None, None, None, 15.79, 320.1, None, None, None, None, None, None, None, None, None, 81.1, None, -6.993, None, None, None, None, 28.31, None, None, None, None, None, 2020-01-02 20:00:00, None
None, None, None, None, 22.43, 320.2, None, None, None, None, None, None, None, None, None, 80.3, None, -6.876, None, None, None, None, 19.31, None, None, None, None, None, 2020-01-02 21:00:00, None
None, None, None, None, 21.69, 319.0, None, None, None, None, None, None, None, None, None, 80.0, None, -6.993, None, None, None, None, 22.87, None, None, None, None, None, 2020-01-02 22:00:00, None
None, None, None, None, 26.6, 319.0, None, None, None, None, None, None, None, None, None, 79.7, None, -6.876, None, None, None, None, 19.57, None, None, None, None, None, 2020-01-02 23:00:00, None
None, None, None, None, 23.16, 319.8, None, None, None, None, None, None, None, None, None, 79.4, None, -6.622, None, None, None, None, 23.06, None, None, None, None, None, 2020-01-03 00:00:00, None
None, None, None, None, 13.43, 314.2, None, None, None, None, None, None, None, None, None, 79.4, None, -6.68, None, None, None, None, 34.29, None, None, None, None, None, 2020-01-03 01:00:00, None
None, None, None, None, 13.73, 304.9, None, None, None, None, None, None, None, None, None, 79.2, None, -6.778, None, None, None, None, 27.98, None, None, None, None, None, 2020-01-03 02:00:00, None
None, None, None, None, 9.35, 295.2, None, None, None, None, None, None, None, None, None, 79.4, None, -6.651, None, None, None, None, 36.87, None, None, None, None, None, 2020-01-03 03:00:00, None
None, None, None, None, 10.31, 289.7, None, None, None, None, None, None, None, None, None, 79.2, None, -6.534, None, None, None, None, 31.5, None, None, None, None, None, 2020-01-03 04:00:00, None
None, None, None, None, 12.25, 287.8, None, None, None, None, None, None, None, None, None, 78.7, None, -6.603, None, None, None, None, 30.0, None, None, None, None, None, 2020-01-03 05:00:00, None
None, None, None, None, 9.37, 270.9, None, None, None, None, None, None, None, None, None, 79.3, None, -6.126, None, None, None, None, 36.42, None, None, None, None, None, 2020-01-03 06:00:00, None
None, None, None, None, 7.14, 291.0, None, None, None, None, None, None, None, None, None, 77.7, None, -6.03, None, None, None, None, 44.42, None, None, None, None, None, 2020-01-03 08:00:00, None
None, None, None, None, 6.613, 303.8, None, None, None, None, None, None, None, None, None, 76.6, None, -5.749, None, None, None, None, 42.03, None, None, None, None, None, 2020-01-03 09:00:00, None
None, None, None, None, 9.19, 284.4, None, None, None, None, None, None, None, None, None, 78.5, None, -5.894, None, None, None, None, 36.84, None, None, None, None, None, 2020-01-03 10:00:00, None
None, None, None, None, 12.99, 287.7, None, None, None, None, None, None, None, None, None, 77.1, None, -5.653, None, None, None, None, 29.32, None, None, None, None, None, 2020-01-03 11:00:00, None
None, None, None, None, 13.27, 268.7, None, None, None, None, None, None, None, None, None, 79.9, None, -5.749, None, None, None, None, 25.72, None, None, None, None, None, 2020-01-03 12:00:00, None
None, None, None, None, 8.16, 270.6, None, None, None, None, None, None, None, None, None, 82.8, None, -5.585, None, None, None, None, 37.01, None, None, None, None, None, 2020-01-03 13:00:00, None
None, None, None, None, 9.01, 261.9, None, None, None, None, None, None, None, None, None, 85.2, None, -5.479, None, None, None, None, 32.98, None, None, None, None, None, 2020-01-03 14:00:00, None
None, None, None, None, 10.82, 270.0, None, None, None, None, None, None, None, None, None, 86.6, None, -5.114, None, None, None, None, 31.09, None, None, None, None, None, 2020-01-03 15:00:00, None
None, None, None, None, 9.96, 275.4, None, None, None, None, None, None, None, None, None, 88.0, None, -4.989, None, None, None, None, 31.09, None, None, None, None, None, 2020-01-03 16:00:00, None
None, None, None, None, 10.58, 274.7, None, None, None, None, None, None, None, None, None, 88.4, None, -4.778, None, None, None, None, 26.27, None, None, None, None, None, 2020-01-03 17:00:00, None
None, None, None, None, 5.637, 256.3, None, None, None, None, None, None, None, None, None, 88.5, None, -4.709, None, None, None, None, 29.84, None, None, None, None, None, 2020-01-03 18:00:00, None
None, None, None, None, 5.818, 266.8, None, None, None, None, None, None, None, None, None, 93.8, None, -4.508, None, None, None, None, 21.28, None, None, None, None, None, 2020-01-03 19:00:00, None
None, None, None, None, 2.043, 66.31, None, None, None, None, None, None, None, None, None, 95.5, None, -5.931, None, None, None, None, 71.6, None, None, None, None, None, 2020-01-03 20:00:00, None
None, None, None, None, 22.76, 78.7, None, None, None, None, None, None, None, None, None, 95.8, None, -4.069, None, None, None, None, 19.45, None, None, None, None, None, 2020-01-03 21:00:00, None
None, None, None, None, 15.32, 119.0, None, None, None, None, None, None, None, None, None, None, None, -4.344, None, None, None, None, 23.89, None, None, None, None, None, 2020-01-03 22:00:00, None
None, None, None, None, 18.94, 116.8, None, None, None, None, None, None, None, None, None, None, None, -5.119, None, None, None, None, 27.11, None, None, None, None, None, 2020-01-03 23:00:00, None
None, None, None, None, 16.95, 101.2, None, None, None, None, None, None, None, None, None, 107.0, None, -5.439, None, None, None, None, 34.8, None, None, None, None, None, 2020-01-04 00:00:00, None
None, None, None, None, 14.46, 92.3, None, None, None, None, None, None, None, None, None, None, None, -6.068, None, None, None, None, 34.03, None, None, None, None, None, 2020-01-04 01:00:00, None
None, None, None, None, 13.12, 114.7, None, None, None, None, None, None, None, None, None, None, None, -6.369, None, None, None, None, 27.3, None, None, None, None, None, 2020-01-04 02:00:00, None
None, None, None, None, 11.11, 141.9, None, None, None, None, None, None, None, None, None, None, None, -5.904, None, None, None, None, 17.85, None, None, None, None, None, 2020-01-04 03:00:00, None
None, None, None, None, 11.37, 159.0, None, None, None, None, None, None, None, None, None, None, None, -5.566, None, None, None, None, 10.99, None, None, None, None, None, 2020-01-04 04:00:00, None
None, None, None, None, 7.1, 112.7, None, None, None, None, None, None, None, None, None, None, None, -5.152, None, None, None, None, 22.54, None, None, None, None, None, 2020-01-04 05:00:00, None
None, None, None, None, 7.85, 82.3, None, None, None, None, None, None, None, None, None, 105.5, None, -4.836, None, None, None, None, 11.24, None, None, None, None, None, 2020-01-04 06:00:00, None
None, None, None, None, 2.227, 61.99, None, None, None, None, None, None, None, None, None, None, None, -4.912, None, None, None, None, 60.19, None, None, None, None, None, 2020-01-04 07:00:00, None
None, None, None, None, 4.413, 28.8, None, None, None, None, None, None, None, None, None, None, None, -4.922, None, None, None, None, 32.98, None, None, None, None, None, 2020-01-04 08:00:00, None
None, None, None, None, 5.568, 320.6, None, None, None, None, None, None, None, None, None, None, None, -4.835, None, None, None, None, 36.47, None, None, None, None, None, 2020-01-04 09:00:00, None
None, None, None, None, 4.345, 359.3, None, None, None, None, None, None, None, None, None, None, None, -4.481, None, None, None, None, 42.55, None, None, None, None, None, 2020-01-04 10:00:00, None
None, None, None, None, 9.38, 92.1, None, None, None, None, None, None, None, None, None, None, None, -4.392, None, None, None, None, 31.59, None, None, None, None, None, 2020-01-04 11:00:00, None
None, None, None, None, 11.9, 68.77, None, None, None, None, None, None, None, None, None, None, None, -4.231, None, None, None, None, 20.56, None, None, None, None, None, 2020-01-04 12:00:00, None
None, None, None, None, 17.84, 45.81, None, None, None, None, None, None, None, None, None, None, None, -4.443, None, None, None, None, 16.99, None, None, None, None, None, 2020-01-04 13:00:00, None
None, None, None, None, 22.62, 43.88, None, None, None, None, None, None, None, None, None, 109.9, None, -4.338, None, None, None, None, 20.94, None, None, None, None, None, 2020-01-04 14:00:00, None
None, None, None, None, 11.78, 51.23, None, None, None, None, None, None, None, None, None, None, None, -4.147, None, None, None, None, 20.96, None, None, None, None, None, 2020-01-04 15:00:00, None
None, None, None, None, 12.07, 52.44, None, None, None, None, None, None, None, None, None, 111.4, None, -4.071, None, None, None, None, 27.33, None, None, None, None, None, 2020-01-04 16:00:00, None
None, None, None, None, 16.49, 42.72, None, None, None, None, None, None, None, None, None, 111.0, None, -4.023, None, None, None, None, 16.35, None, None, None, None, None, 2020-01-04 17:00:00, None
None, None, None, None, 15.27, 35.45, None, None, None, None, None, None, None, None, None, 110.8, None, -3.927, None, None, None, None, 18.37, None, None, None, None, None, 2020-01-04 18:00:00, None
None, None, None, None, 13.24, 18.43, None, None, None, None, None, None, None, None, None, 111.2, None, -3.766, None, None, None, None, 23.2, None, None, None, None, None, 2020-01-04 19:00:00, None
None, None, None, None, 7.91, 325.7, None, None, None, None, None, None, None, None, None, 111.1, None, -3.718, None, None, None, None, 41.0, None, None, None, None, None, 2020-01-04 20:00:00, None
None, None, None, None, 7.22, 344.7, None, None, None, None, None, None, None, None, None, 110.5, None, -3.737, None, None, None, None, 32.99, None, None, None, None, None, 2020-01-04 21:00:00, None
None, None, None, None, 15.0, 341.7, None, None, None, None, None, None, None, None, None, 112.5, None, -3.67, None, None, None, None, 17.93, None, None, None, None, None, 2020-01-04 22:00:00, None
None, None, None, None, 11.34, 332.3, None, None, None, None, None, None, None, None, None, 112.4, None, -3.575, None, None, None, None, 25.37, None, None, None, None, None, 2020-01-04 23:00:00, None
None, None, None, None, 65.93, 264.9, None, None, None, None, None, None, None, None, None, 121.9, None, -3.861, None, None, None, None, 15.77, None, None, None, None, None, 2020-01-05 00:00:00, None
None, None, None, None, 230.0, 262.7, None, None, None, None, None, None, None, None, None, 133.5, None, -3.937, None, None, None, None, 32.3, None, None, None, None, None, 2020-01-05 01:00:00, None
None, None, None, None, 13.23, 89.6, None, None, None, None, None, None, None, None, None, 137.4, None, -4.711, None, None, None, None, 31.38, None, None, None, None, None, 2020-01-05 02:00:00, None
None, None, None, None, 19.13, 92.0, None, None, None, None, None, None, None, None, None, 139.7, None, -4.854, None, None, None, None, 29.06, None, None, None, None, None, 2020-01-05 03:00:00, None
None, None, None, None, 36.55, 103.8, None, None, None, None, None, None, None, None, None, None, None, -4.948, None, None, None, None, 29.73, None, None, None, None, None, 2020-01-05 04:00:00, None
None, None, None, None, 15.42, 88.4, None, None, None, None, None, None, None, None, None, None, None, -5.537, None, None, None, None, 20.5, None, None, None, None, None, 2020-01-05 05:00:00, None
None, None, None, None, 12.94, 66.67, None, None, None, None, None, None, None, None, None, None, None, -5.537, None, None, None, None, 20.42, None, None, None, None, None, 2020-01-05 06:00:00, None
None, None, None, None, 15.39, 25.76, None, None, None, None, None, None, None, None, None, None, None, -5.469, None, None, None, None, 21.78, None, None, None, None, None, 2020-01-05 07:00:00, None
None, None, None, None, 17.52, 62.48, None, None, None, None, None, None, None, None, None, 141.8, None, -5.104, None, None, None, None, 32.53, None, None, None, None, None, 2020-01-05 08:00:00, None
None, None, None, None, 27.36, 86.5, None, None, None, None, None, None, None, None, None, None, None, -5.518, None, None, None, None, 33.2, None, None, None, None, None, 2020-01-05 09:00:00, None
None, None, None, None, 27.84, 95.0, None, None, None, None, None, None, None, None, None, 145.8, None, -5.421, None, None, None, None, 30.4, None, None, None, None, None, 2020-01-05 10:00:00, None
None, None, None, None, 13.75, 113.1, None, None, None, None, None, None, None, None, None, None, None, -5.296, None, None, None, None, 26.82, None, None, None, None, None, 2020-01-05 11:00:00, None
None, None, None, None, 15.05, 90.5, None, None, None, None, None, None, None, None, None, None, None, -5.604, None, None, None, None, 24.36, None, None, None, None, None, 2020-01-05 12:00:00, None
None, None, None, None, 16.55, 82.9, None, None, None, None, None, None, None, None, None, None, None, -5.372, None, None, None, None, 21.21, None, None, None, None, None, 2020-01-05 13:00:00, None
None, None, None, None, 58.02, 85.2, None, None, None, None, None, None, None, None, None, None, None, -5.469, None, None, None, None, 28.24, None, None, None, None, None, 2020-01-05 14:00:00, None
None, None, None, None, 145.7, 79.6, None, None, None, None, None, None, None, None, None, None, None, -5.749, None, None, None, None, 23.86, None, None, None, None, None, 2020-01-05 15:00:00, None
None, None, None, None, 284.5, 76.6, None, None, None, None, None, None, None, None, None, None, None, -5.441, None, None, None, None, 30.43, None, None, None, None, None, 2020-01-05 16:00:00, None
None, None, None, None, 86.3, 88.0, None, None, None, None, None, None, None, None, None, None, None, -5.248, None, None, None, None, 26.65, None, None, None, None, None, 2020-01-05 17:00:00, None
None, None, None, None, 8.08, 108.4, None, None, None, None, None, None, None, None, None, None, None, -5.114, None, None, None, None, 28.07, None, None, None, None, None, 2020-01-05 18:00:00, None
None, None, None, None, 7.5, 91.4, None, None, None, None, None, None, None, None, None, None, None, -5.094, None, None, None, None, 25.43, None, None, None, None, None, 2020-01-05 19:00:00, None
None, None, None, None, 7.3, 88.7, None, None, None, None, None, None, None, None, None, None, None, -5.027, None, None, None, None, 18.91, None, None, None, None, None, 2020-01-05 20:00:00, None
None, None, None, None, 6.788, 90.4, None, None, None, None, None, None, None, None, None, None, None, -4.883, None, None, None, None, 20.35, None, None, None, None, None, 2020-01-05 21:00:00, None
None, None, None, None, 5.215, 114.6, None, None, None, None, None, None, None, None, None, None, None, -4.701, None, None, None, None, 26.08, None, None, None, None, None, 2020-01-05 22:00:00, None
None, None, None, None, 6.001, 97.3, None, None, None, None, None, None, None, None, None, None, None, -4.794, None, None, None, None, 22.73, None, None, None, None, None, 2020-01-05 23:00:00, None
None, None, None, None, 6.208, 105.2, None, None, None, None, None, None, None, None, None, None, None, -5.017, None, None, None, None, 23.6, None, None, None, None, None, 2020-01-06 00:00:00, None
None, None, None, None, 3.642, 101.0, None, None, None, None, None, None, None, None, None, None, None, -4.835, None, None, None, None, 31.37, None, None, None, None, None, 2020-01-06 01:00:00, None
None, None, None, None, 4.141, 134.2, None, None, None, None, None, None, None, None, None, None, None, -4.845, None, None, None, None, 18.1, None, None, None, None, None, 2020-01-06 02:00:00, None
None, None, None, None, 0.298, 138.7, None, None, None, None, None, None, None, None, None, None, None, -4.988, None, None, None, None, 33.93, None, None, None, None, None, 2020-01-06 03:00:00, None
None, None, None, None, 3.339, 121.9, None, None, None, None, None, None, None, None, None, None, None, -5.123, None, None, None, None, 32.84, None, None, None, None, None, 2020-01-06 04:00:00, None
None, None, None, None, 3.194, 152.2, None, None, None, None, None, None, None, None, None, None, None, -5.133, None, None, None, None, 17.75, None, None, None, None, None, 2020-01-06 05:00:00, None
None, None, None, None, 0.353, 204.6, None, None, None, None, None, None, None, None, None, None, None, -5.315, None, None, None, None, 0.183, None, None, None, None, None, 2020-01-06 06:00:00, None
None, None, None, None, 0.353, 204.7, None, None, None, None, None, None, None, None, None, None, None, -5.267, None, None, None, None, 0.143, None, None, None, None, None, 2020-01-06 07:00:00, None
None, None, None, None, 0.353, 204.8, None, None, None, None, None, None, None, None, None, None, None, -5.489, None, None, None, None, 0.252, None, None, None, None, None, 2020-01-06 08:00:00, None
None, None, None, None, 0.353, 204.8, None, None, None, None, None, None, None, None, None, None, None, -5.72, None, None, None, None, 0.229, None, None, None, None, None, 2020-01-06 09:00:00, None
None, None, None, None, 0.364, 205.1, None, None, None, None, None, None, None, None, None, None, None, -4.663, None, None, None, None, 0.253, None, None, None, None, None, 2020-01-06 10:00:00, None
None, None, None, None, 0.357, 205.2, None, None, None, None, None, None, None, None, None, None, None, -1.662, None, None, None, None, 0.213, None, None, None, None, None, 2020-01-06 11:00:00, None
None, None, None, None, 0.32, 353.7, None, None, None, None, None, None, None, None, None, None, None, -3.985, None, None, None, None, 24.33, None, None, None, None, None, 2020-01-06 12:00:00, None
None, None, None, None, 0.353, 354.5, None, None, None, None, None, None, None, None, None, None, None, -4.128, None, None, None, None, 0.105, None, None, None, None, None, 2020-01-06 13:00:00, None
None, None, None, None, 0.353, 354.5, None, None, None, None, None, None, None, None, None, 146.3, None, -4.567, None, None, None, None, 0.143, None, None, None, None, None, 2020-01-06 14:00:00, None
None, None, None, None, 0.353, 354.5, None, None, None, None, None, None, None, None, None, None, None, -4.251, None, None, None, None, 0.105, None, None, None, None, None, 2020-01-06 15:00:00, None
None, None, None, None, 0.353, 354.5, None, None, None, None, None, None, None, None, None, 154.3, None, -5.315, None, None, None, None, 0.202, None, None, None, None, None, 2020-01-06 16:00:00, None
None, None, None, None, 0.353, 354.5, None, None, None, None, None, None, None, None, None, 153.9, None, -5.585, None, None, None, None, 0.225, None, None, None, None, None, 2020-01-06 17:00:00, None
None, None, None, None, 0.31, 347.0, None, None, None, None, None, None, None, None, None, 153.6, None, -5.971, None, None, None, None, 28.1, None, None, None, None, None, 2020-01-06 18:00:00, None
None, None, None, None, 5.107, 257.4, None, None, None, None, None, None, None, None, None, 153.1, None, -6.272, None, None, None, None, 9.43, None, None, None, None, None, 2020-01-06 19:00:00, None
None, None, None, None, 5.885, 255.1, None, None, None, None, None, None, None, None, None, 152.5, None, -6.661, None, None, None, None, 9.41, None, None, None, None, None, 2020-01-06 20:00:00, None
None, None, None, None, 3.307, 257.8, None, None, None, None, None, None, None, None, None, 152.4, None, -7.31, None, None, None, None, 8.97, None, None, None, None, None, 2020-01-06 21:00:00, None
None, None, None, None, 2.135, 244.8, None, None, None, None, None, None, None, None, None, 151.8, None, -7.61, None, None, None, None, 9.02, None, None, None, None, None, 2020-01-06 22:00:00, None
None, None, None, None, 5.155, 264.1, None, None, None, None, None, None, None, None, None, 151.4, None, -7.85, None, None, None, None, 11.83, None, None, None, None, None, 2020-01-06 23:00:00, None
None, None, None, None, 6.436, 259.6, None, None, None, None, None, None, None, None, None, 151.0, None, -7.97, None, None, None, None, 13.94, None, None, None, None, None, 2020-01-07 00:00:00, None
None, None, None, None, 7.66, 263.8, None, None, None, None, None, None, None, None, None, 150.5, None, -8.23, None, None, None, None, 9.93, None, None, None, None, None, 2020-01-07 01:00:00, None
None, None, None, None, 9.46, 264.8, None, None, None, None, None, None, None, None, None, 150.5, None, -8.05, None, None, None, None, 15.89, None, None, None, None, None, 2020-01-07 02:00:00, None
None, None, None, None, 8.73, 261.1, None, None, None, None, None, None, None, None, None, 150.2, None, -8.14, None, None, None, None, 15.57, None, None, None, None, None, 2020-01-07 03:00:00, None
None, None, None, None, 8.06, 261.2, None, None, None, None, None, None, None, None, None, 149.4, None, -8.32, None, None, None, None, 24.72, None, None, None, None, None, 2020-01-07 04:00:00, None
None, None, None, None, 7.49, 271.0, None, None, None, None, None, None, None, None, None, 149.5, None, -8.67, None, None, None, None, 26.92, None, None, None, None, None, 2020-01-07 05:00:00, None
None, None, None, None, 11.3, 272.6, None, None, None, None, None, None, None, None, None, 149.1, None, -8.35, None, None, None, None, 21.66, None, None, None, None, None, 2020-01-07 06:00:00, None
None, None, None, None, 12.06, 264.7, None, None, None, None, None, None, None, None, None, 148.6, None, -8.59, None, None, None, None, 20.32, None, None, None, None, None, 2020-01-07 07:00:00, None
None, None, None, None, 12.18, 263.4, None, None, None, None, None, None, None, None, None, 147.4, None, -8.66, None, None, None, None, 20.78, None, None, None, None, None, 2020-01-07 08:00:00, None
None, None, None, None, 10.52, 274.5, None, None, None, None, None, None, None, None, None, 147.5, None, -9.06, None, None, None, None, 26.77, None, None, None, None, None, 2020-01-07 09:00:00, None
None, None, None, None, 9.24, 288.6, None, None, None, None, None, None, None, None, None, None, None, -8.91, None, None, None, None, 29.58, None, None, None, None, None, 2020-01-07 10:00:00, None
None, None, None, None, 9.39, 266.2, None, None, None, None, None, None, None, None, None, 141.7, None, -8.15, None, None, None, None, 31.24, None, None, None, None, None, 2020-01-07 11:00:00, None
None, None, None, None, 8.49, 259.8, None, None, None, None, None, None, None, None, None, 142.3, None, -7.38, None, None, None, None, 30.08, None, None, None, None, None, 2020-01-07 12:00:00, None
