station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
69.45, None, None, None, 18.73, 66.22, None, None, -9.0, None, None, None, None, None, None, None, None, None, -4.328, None, None, None, None, 14.18, None, None, None, None, 2020-01-01 00:00:00, None
69.63, None, None, None, 14.16, 64.78, None, None, -8.0, None, None, None, None, None, None, None, None, None, -4.223, None, None, None, None, 15.14, None, None, None, None, 2020-01-01 01:00:00, None
69.83, None, None, None, 14.67, 60.57, None, None, -8.0, None, None, None, None, None, None, None, None, None, -4.143, None, None, None, None, 11.53, None, None, None, None, 2020-01-01 02:00:00, None
71.4, None, None, None, 17.18, 65.11, None, None, -8.0, None, None, None, None, None, None, None, None, None, -3.737, None, None, None, None, 11.66, None, None, None, None, 2020-01-01 03:00:00, None
71.7, None, None, None, 12.14, 70.7, None, None, -7.0, None, None, None, None, None, None, None, None, None, -3.437, None, None, None, None, 13.4, None, None, None, None, 2020-01-01 04:00:00, None
70.7, None, None, None, 10.22, 68.03, None, None, -8.0, None, None, None, None, None, None, None, None, None, -3.572, None, None, None, None, 10.61, None, None, None, None, 2020-01-01 05:00:00, None
71.6, None, None, None, 8.27, 68.05, None, None, -7.0, None, None, None, None, None, None, None, None, None, -3.378, None, None, None, None, 10.03, None, None, None, None, 2020-01-01 06:00:00, None
72.5, None, None, None, 3.777, 64.32, None, None, -7.0, None, None, None, None, None, None, None, None, None, -2.847, None, None, None, None, 16.37, None, None, None, None, 2020-01-01 07:00:00, None
72.8, None, None, None, 2.751, 56.56, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.47, None, None, None, None, 27.71, None, None, None, None, 2020-01-01 08:00:00, None
72.7, None, None, None, 1.128, 84.0, None, None, -6.0, None, None, None, None, None, None, None, None, None, -2.326, None, None, None, None, 66.6, None, None, None, None, 2020-01-01 09:00:00, None
73.6, None, None, None, 5.544, 202.4, None, None, -5.0, None, None, None, None, None, None, None, None, None, -1.192, None, None, None, None, 32.6, None, None, None, None, 2020-01-01 10:00:00, None
73.6, None, None, None, 4.743, 199.1, None, None, -5.0, None, None, None, None, None, None, None, None, None, -0.979, None, None, None, None, 44.72, None, None, None, None, 2020-01-01 11:00:00, None
73.6, None, None, None, 4.682, 195.0, None, None, -4.0, None, None, None, None, None, None, None, None, None, -0.652, None, None, None, None, 46.19, None, None, None, None, 2020-01-01 12:00:00, None
73.6, None, None, None, 7.18, 188.1, None, None, -4.0, None, None, None, None, None, None, None, None, None, -0.307, None, None, None, None, 36.67, None, None, None, None, 2020-01-01 13:00:00, None
73.5, None, None, None, 6.654, 187.2, None, None, -4.0, None, None, None, None, None, None, None, None, None, -0.375, None, None, None, None, 38.57, None, None, None, None, 2020-01-01 14:00:00, None
73.5, None, None, None, 4.659, 187.2, None, None, -4.0, None, None, None, None, None, None, None, None, None, -0.393, None, None, None, None, 49.0, None, None, None, None, 2020-01-01 15:00:00, None
73.7, None, None, None, 1.861, 177.0, None, None, -4.0, None, None, None, None, None, None, None, None, None, -0.237, None, None, None, None, 64.19, None, None, None, None, 2020-01-01 16:00:00, None
73.9, None, None, None, 4.251, 186.6, None, None, -4.0, None, None, None, None, None, None, None, None, None, -0.22, None, None, None, None, 50.08, None, None, None, None, 2020-01-01 17:00:00, None
74.0, None, None, None, 4.915, 199.6, None, None, -4.0, None, None, None, None, None, None, None, None, None, -0.25, None, None, None, None, 43.04, None, None, None, None, 2020-01-01 18:00:00, None
74.1, None, None, None, 3.192, 209.7, None, None, -4.0, None, None, None, None, None, None, None, None, None, -0.315, None, None, None, None, 45.39, None, None, None, None, 2020-01-01 19:00:00, None
74.2, None, None, None, 1.654, 179.4, None, None, -4.0, None, None, None, None, None, None, None, None, None, -0.488, None, None, None, None, 62.93, None, None, None, None, 2020-01-01 20:00:00, None
74.2, None, None, None, 0.644, 217.4, None, None, -4.0, None, None, None, None, None, None, None, None, None, -0.777, None, None, None, None, 73.4, None, None, None, None, 2020-01-01 21:00:00, None
74.3, None, None, None, 0.43, 149.6, None, None, -4.0, None, None, None, None, None, None, None, None, None, -0.968, None, None, None, None, 75.8, None, None, None, None, 2020-01-01 22:00:00, None
