station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_DIRECTION1, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, None, -1.709, 93.6, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None, 2020-01-04 01:00:00, None, None, 58.05
None, None, -1.804, 93.6, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None, 2020-01-04 02:00:00, None, None, 58.78
None, None, -2.336, 93.4, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None, 2020-01-04 03:00:00, None, None, 58.46
None, None, -2.622, 93.2, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None, 2020-01-04 04:00:00, None, None, 58.04
None, None, -2.912, 93.1, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 05:00:00, None, None, 57.21
None, None, -3.295, 92.7, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 06:00:00, None, None, 59.7
None, None, -3.413, 92.7, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 07:00:00, None, None, 59.7
None, None, -3.533, 92.6, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 08:00:00, None, None, 60.59
None, None, -3.583, 92.4, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-04 09:00:00, None, None, 59.83
None, None, -3.486, 92.4, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 10:00:00, None, None, 60.78
None, None, -3.24, 92.1, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 11:00:00, None, None, 60.69
None, None, -2.86, 91.5, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 12:00:00, None, None, 60.43
None, None, -2.272, 91.7, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None, 2020-01-04 13:00:00, None, None, 60.08
None, None, -2.473, 91.6, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 14:00:00, None, None, 59.55
None, None, -2.623, 91.7, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 15:00:00, None, None, 59.5
None, None, -2.841, 92.0, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 16:00:00, None, None, 59.39
None, None, -3.15, 92.2, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, 2020-01-04 17:00:00, None, None, 57.69
None, None, -3.69, 91.9, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-04 18:00:00, None, None, 57.5
None, None, -4.219, 91.9, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-04 19:00:00, None, None, 57.64
None, None, -4.635, 91.6, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-04 20:00:00, None, None, 57.63
None, None, -4.994, 91.7, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-04 21:00:00, None, None, 57.74
None, None, -4.848, 91.6, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-04 22:00:00, None, None, 57.66
None, None, -4.501, 91.8, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-04 23:00:00, None, None, 57.56
None, None, -4.021, 92.0, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 00:00:00, None, None, 57.47
None, None, -4.161, 91.9, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 01:00:00, None, None, 57.47
None, None, -3.434, 92.3, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, 2020-01-05 02:00:00, None, None, 57.53
None, None, -2.095, 89.9, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None, 2020-01-05 03:00:00, None, None, 58.02
None, None, -2.955, 91.6, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, 2020-01-05 04:00:00, None, None, 57.92
None, None, -2.416, 92.2, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None, 2020-01-05 05:00:00, None, None, 57.65
None, None, -2.076, 91.9, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None, 2020-01-05 06:00:00, None, None, 57.65
None, None, -2.149, 92.4, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None, 2020-01-05 07:00:00, None, None, 58.74
None, None, -3.053, 92.6, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, 2020-01-05 08:00:00, None, None, 58.57
None, None, -3.592, 92.1, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 09:00:00, None, None, 57.35
None, None, -4.556, 90.7, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-05 10:00:00, None, None, 57.97
None, None, -4.056, 87.3, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-05 11:00:00, None, None, 58.25
None, None, -3.535, 89.3, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 12:00:00, None, None, 58.25
None, None, -3.181, 87.6, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 13:00:00, None, None, 58.33
None, None, -3.147, 89.8, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, 2020-01-05 14:00:00, None, None, 57.79
None, None, -3.584, 90.8, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 15:00:00, None, None, 57.69
None, None, -3.778, 91.1, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 16:00:00, None, None, 57.78
None, None, -3.972, 91.7, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 17:00:00, None, None, 56.68
None, None, -4.008, 91.6, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 18:00:00, None, None, 57.75
None, None, -4.021, 91.7, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 19:00:00, None, None, 57.11
None, None, -4.021, 91.8, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 20:00:00, None, None, 59.1
None, None, -4.079, 91.7, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 21:00:00, None, None, 59.71
None, None, -4.167, 91.8, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 22:00:00, None, None, 59.5
None, None, -4.264, 91.8, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-05 23:00:00, None, None, 60.05
None, None, -4.847, 91.3, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-06 00:00:00, None, None, 59.02
None, None, -5.529, 90.7, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, 2020-01-06 01:00:00, None, None, 58.95
None, None, -5.673, 89.6, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, 2020-01-06 02:00:00, None, None, 58.76
None, None, -5.626, 85.2, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, 2020-01-06 03:00:00, None, None, 58.72
None, None, -5.517, 84.6, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, 2020-01-06 04:00:00, None, None, 58.55
None, None, -5.253, 86.7, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, 2020-01-06 05:00:00, None, None, 58.63
None, None, -5.174, 85.3, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, 2020-01-06 06:00:00, None, None, 58.41
None, None, -4.994, 84.4, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, 2020-01-06 07:00:00, None, None, 58.57
None, None, -5.042, 84.2, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, 2020-01-06 08:00:00, None, None, 58.46
None, None, -5.091, 85.9, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, 2020-01-06 09:00:00, None, None, 58.55
None, None, -4.605, 86.9, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-06 10:00:00, None, None, 58.16
None, None, -4.32, 88.0, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-06 11:00:00, None, None, 57.54
None, None, -3.798, 87.7, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-06 12:00:00, None, None, 57.8
None, None, -2.886, 86.1, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-06 13:00:00, None, None, 57.14
None, None, -3.731, 87.5, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-06 14:00:00, None, None, 57.04
None, None, -4.167, 89.4, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-06 15:00:00, None, None, 56.92
None, None, -4.653, 90.3, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-06 16:00:00, None, None, 56.66
None, None, -5.425, 90.5, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, 2020-01-06 17:00:00, None, None, 56.2
None, None, -6.112, 89.9, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, 2020-01-06 18:00:00, None, None, 55.92
None, None, -6.52, 89.5, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None, 2020-01-06 19:00:00, None, None, 55.45
None, None, -5.949, 85.9, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None, 2020-01-06 20:00:00, None, None, 55.66
None, None, -5.809, 81.3, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None, 2020-01-06 21:00:00, None, None, 55.86
None, None, -5.946, 79.25, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None, 2020-01-06 22:00:00, None, None, 55.67
None, None, -6.147, 80.2, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None, 2020-01-06 23:00:00, None, None, 55.74
None, None, -6.013, 81.0, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None, 2020-01-07 00:00:00, None, None, 55.74
None, None, -5.352, 82.1, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None, 2020-01-07 01:00:00, None, None, 55.65
None, None, -6.199, 88.8, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None, 2020-01-07 02:00:00, None, None, 56.15
None, None, -5.569, 89.8, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, 2020-01-07 03:00:00, None, None, 56.39
None, None, -5.187, 90.0, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-07 04:00:00, None, None, 56.33
None, None, -4.751, 89.5, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-07 05:00:00, None, None, 56.55
None, None, -4.285, 90.1, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-07 06:00:00, None, None, 57.2
None, None, -3.827, 90.4, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-07 07:00:00, None, None, 58.89
None, None, -3.778, 90.9, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-07 08:00:00, None, None, 59.63
None, None, -3.924, 90.3, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-07 09:00:00, None, None, 63.05
None, None, -3.972, 89.4, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-07 10:00:00, None, None, 64.34
None, None, -3.729, 90.4, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-07 11:00:00, None, None, 63.95
None, None, -4.118, 90.5, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-07 12:00:00, None, None, 64.09
None, None, -4.07, 90.9, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-07 13:00:00, None, None, 64.67
None, None, -3.583, 90.4, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-07 14:00:00, None, None, 63.33
None, None, -3.98, 90.6, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-07 15:00:00, None, None, 62.48
None, None, -4.167, 91.0, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, 2020-01-07 16:00:00, None, None, 66.7
None, None, -4.492, 91.3, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-07 17:00:00, None, None, 66.73
None, None, -4.663, 91.4, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-07 18:00:00, None, None, 66.26
None, None, -4.744, 91.4, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-07 19:00:00, None, None, 67.14
None, None, -5.091, 91.8, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-07 20:00:00, None, None, 67.07
None, None, -4.995, 91.4, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-07 21:00:00, None, None, 67.35
None, None, -4.994, 91.2, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, 2020-01-07 22:00:00, None, None, 67.14
None, None, -5.675, 90.8, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, 2020-01-07 23:00:00, None, None, 67.12
None, None, -6.111, 90.5, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, 2020-01-08 00:00:00, None, None, 66.74
None, None, -6.74, 90.2, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None, 2020-01-08 01:00:00, None, None, 66.53
None, None, -6.966, 90.0, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None, 2020-01-08 02:00:00, None, None, 66.4
None, None, -7.16, 89.8, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None, 2020-01-08 03:00:00, None, None, 66.25
None, None, -7.343, 88.3, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None, 2020-01-08 04:00:00, None, None, 66.0
None, None, -7.261, 87.7, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None, 2020-01-08 05:00:00, None, None, 65.81
None, None, -7.842, 88.0, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None, 2020-01-08 06:00:00, None, None, 65.76
None, None, -8.68, 88.5, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None, 2020-01-08 07:00:00, None, None, 65.7
None, None, -8.91, 88.4, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None, 2020-01-08 08:00:00, None, None, 65.59
None, None, -8.73, 87.6, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None, 2020-01-08 09:00:00, None, None, 65.47
1.5, None, -7.05, 86.1, None, None, None, None, 0.0, None, -9.0, -7.1, -9.0, 0.0, -9.0, None, -7.1, 86.0, None, 2020-01-08 11:00:00, 65.0, None, 65.16
1.5, None, -5.945, 85.1, None, None, None, None, 0.0, None, -8.0, -5.9, -9.0, 0.0, -8.0, None, -5.8, 85.0, None, 2020-01-08 12:00:00, 65.0, None, 64.84
1.1, None, -5.526, 84.5, None, None, None, None, 0.0, None, -7.0, -5.5, -9.0, 0.0, -7.0, None, -5.3, 85.0, None, 2020-01-08 13:00:00, 65.0, None, 64.69
0.9, None, -5.344, 86.1, None, None, None, None, 0.0, None, -7.0, -5.3, -9.0, 0.1, -7.0, None, -5.2, 86.0, None, 2020-01-08 14:00:00, 65.0, None, 64.5
0.9, None, -5.537, 87.9, None, None, None, None, 0.0, None, -7.0, -5.5, -9.0, 0.0, -7.0, None, -5.2, 88.0, None, 2020-01-08 15:00:00, 65.0, None, 64.51
0.2, None, -5.733, 88.6, None, None, None, None, 0.0, None, -7.0, -5.7, -9.0, 0.0, -7.0, None, -5.2, 89.0, None, 2020-01-08 16:00:00, 64.0, None, 64.37
0.0, None, -6.21, 89.5, None, None, None, None, -1.0, None, -8.0, -6.2, -9.0, 0.0, -8.0, None, -5.2, 90.0, None, 2020-01-08 17:00:00, 64.0, None, 63.78
0.0, None, -6.501, 89.4, None, None, None, None, 0.0, None, -8.0, -6.5, -9.0, 0.0, -8.0, None, -5.2, 89.0, None, 2020-01-08 18:00:00, 63.0, None, 63.41
0.0, None, -6.795, 89.8, None, None, None, None, -1.0, None, -8.0, -6.8, -6.9, 0.0, -8.0, None, -6.5, 90.0, None, 2020-01-08 19:00:00, 63.0, None, 62.82
0.0, None, -6.433, 89.7, None, None, None, None, 1.0, None, -8.0, -6.4, -6.9, 0.0, -8.0, None, -6.4, 90.0, None, 2020-01-08 20:00:00, 63.0, None, 63.48
0.0, None, -7.113, 85.8, None, None, None, None, 0.0, None, -9.0, -7.1, -7.1, 0.0, -9.0, None, -6.4, 86.0, None, 2020-01-08 21:00:00, 63.0, None, 63.47
0.0, None, -7.038, 87.9, None, None, None, None, 0.0, None, -8.0, -7.0, -7.5, 0.0, -8.0, None, -6.4, 88.0, None, 2020-01-08 22:00:00, 63.0, None, 63.35
0.0, None, -6.918, 88.8, None, None, None, None, 1.0, None, -8.0, -6.9, -7.5, 0.0, -8.0, None, -6.4, 89.0, None, 2020-01-08 23:00:00, 64.0, None, 63.6
0.0, None, -6.846, 89.3, None, None, None, None, 0.0, None, -8.0, -6.8, -7.5, 0.0, -8.0, None, -6.4, 89.0, None, 2020-01-09 00:00:00, 64.0, None, 63.61
0.0, None, -6.737, 89.6, None, None, None, None, 0.0, None, -8.0, -6.7, -7.5, 0.0, -8.0, None, -6.4, 90.0, None, 2020-01-09 01:00:00, 64.0, None, 63.58
