station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, snwfl_amt_pst1hr, time, stn_pres
None, -4.755, 85.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 17:00:00, None
None, -5.264, 93.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 18:00:00, None
None, -5.175, 94.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 19:00:00, None
None, -4.768, 94.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 20:00:00, None
None, -4.57, 94.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 21:00:00, None
None, -4.43, 94.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 22:00:00, None
None, -4.295, 95.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-02 23:00:00, None
None, -4.077, 95.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 00:00:00, None
None, -3.911, 95.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 01:00:00, None
None, -3.704, 95.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 02:00:00, None
None, -3.544, 95.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 03:00:00, None
None, -3.27, 95.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 04:00:00, None
None, -3.137, 96.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 05:00:00, None
None, -2.728, 96.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 06:00:00, None
None, -2.216, 96.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 07:00:00, None
None, -2.173, 96.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 08:00:00, None
None, -1.552, 97.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 09:00:00, None
None, -0.328, 97.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 10:00:00, None
None, 0.873, 95.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 11:00:00, None
None, 3.558, 79.87, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 12:00:00, None
None, 5.32, 66.84, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 13:00:00, None
None, 5.624, 64.25, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 14:00:00, None
None, 6.051, 60.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 15:00:00, None
None, 6.183, 60.36, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 16:00:00, None
None, 6.753, 58.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 17:00:00, None
None, 6.265, 59.66, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 18:00:00, None
None, 5.583, 63.95, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 19:00:00, None
None, 5.456, 68.26, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 20:00:00, None
None, 5.769, 66.78, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 21:00:00, None
None, 5.107, 71.64, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 22:00:00, None
None, 4.205, 76.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 23:00:00, None
None, 3.698, 77.59, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 00:00:00, None
None, 3.098, 80.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 01:00:00, None
None, 2.292, 86.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 02:00:00, None
None, 1.907, 74.97, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 03:00:00, None
None, 1.444, 71.89, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 04:00:00, None
None, -0.875, 97.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 05:00:00, None
None, -1.029, 92.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 06:00:00, None
None, -1.374, 67.19, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 07:00:00, None
None, -1.668, 75.08, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 08:00:00, None
None, -0.795, 50.36, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 09:00:00, None
None, -0.751, 59.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 10:00:00, None
None, -0.035, 52.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 11:00:00, None
None, 0.437, 48.66, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 12:00:00, None
None, 0.856, 44.19, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 13:00:00, None
None, 1.254, 41.34, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 14:00:00, None
None, 1.04, 40.39, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 15:00:00, None
None, -0.332, 49.19, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 16:00:00, None
None, -1.318, 59.23, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 17:00:00, None
None, -1.956, 64.43, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 18:00:00, None
None, -2.072, 68.35, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 19:00:00, None
None, -2.837, 71.78, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 20:00:00, None
None, -1.957, 68.51, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 21:00:00, None
None, -2.021, 70.86, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 22:00:00, None
None, -2.546, 73.74, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 23:00:00, None
None, -2.502, 74.64, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 00:00:00, None
None, -2.367, 72.71, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 01:00:00, None
None, -3.372, 78.46, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 02:00:00, None
None, -3.4, 79.88, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 03:00:00, None
None, -3.077, 79.55, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 04:00:00, None
None, -3.091, 80.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 05:00:00, None
None, -3.024, 79.17, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 06:00:00, None
None, -2.119, 76.02, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 07:00:00, None
None, -1.512, 74.68, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 08:00:00, None
None, -0.744, 71.98, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 09:00:00, None
None, -0.158, 69.68, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 10:00:00, None
None, 0.805, 66.08, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 11:00:00, None
None, 1.764, 62.72, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 12:00:00, None
None, 2.325, 59.97, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 13:00:00, None
None, 3.585, 53.69, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 14:00:00, None
None, 2.811, 56.64, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 15:00:00, None
None, 0.107, 68.72, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 16:00:00, None
None, -2.059, 87.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 17:00:00, None
None, -2.574, 87.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 18:00:00, None
None, -3.668, 94.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 19:00:00, None
None, -3.854, 92.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 20:00:00, None
None, -3.497, 84.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 21:00:00, None
None, -4.188, 76.72, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 22:00:00, None
None, -3.78, 65.52, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 23:00:00, None
None, -4.134, 64.53, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 00:00:00, None
None, -3.89, 60.35, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 01:00:00, None
None, -4.672, 65.59, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 02:00:00, None
None, -5.401, 70.48, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 03:00:00, None
None, -5.165, 66.89, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 04:00:00, None
None, -6.325, 81.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 05:00:00, None
None, -5.491, 82.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 06:00:00, None
None, -5.466, 85.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 07:00:00, None
None, -6.016, 89.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 08:00:00, None
None, -6.103, 92.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 09:00:00, None
None, -5.729, 94.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 10:00:00, None
None, -5.315, 94.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 11:00:00, None
None, -4.801, 94.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 12:00:00, None
None, -4.571, 94.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 13:00:00, None
None, -4.381, 94.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 14:00:00, None
None, -3.761, 95.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 15:00:00, None
None, -4.214, 95.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 16:00:00, None
None, -3.992, 95.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 17:00:00, None
None, -4.158, 95.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 18:00:00, None
None, -4.436, 94.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 19:00:00, None
None, -4.343, 94.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 20:00:00, None
None, -4.255, 94.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 21:00:00, None
None, -4.26, 94.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 22:00:00, None
None, -4.159, 95.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 23:00:00, None
None, -4.144, 94.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 00:00:00, None
None, -4.23, 94.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 01:00:00, None
None, -4.21, 94.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 02:00:00, None
None, -4.157, 94.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 03:00:00, None
None, -4.165, 94.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 04:00:00, None
None, -4.177, 94.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 05:00:00, None
None, -4.258, 94.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 06:00:00, None
None, -4.644, 94.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 07:00:00, None
None, -4.283, 94.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 08:00:00, None
None, -4.393, 94.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 09:00:00, None
None, -4.003, 94.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 10:00:00, None
None, -3.77, 95.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 11:00:00, None
None, -3.134, 95.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 12:00:00, None
None, -3.019, 95.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 13:00:00, None
None, -2.451, 96.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 14:00:00, None
None, -1.731, 96.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 15:00:00, None
None, -1.797, 97.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 16:00:00, None
None, -1.823, 97.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 17:00:00, None
None, -1.889, 97.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 18:00:00, None
None, -1.884, 97.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 19:00:00, None
None, -1.737, 97.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 20:00:00, None
None, -1.547, 97.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 21:00:00, None
None, -1.626, 97.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 22:00:00, None
None, -1.379, 97.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 23:00:00, None
None, -1.861, 96.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 00:00:00, None
None, -1.912, 96.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 01:00:00, None
None, -3.302, 95.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 02:00:00, None
None, -4.025, 95.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 03:00:00, None
None, -4.346, 94.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 04:00:00, None
None, -5.409, 93.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 05:00:00, None
None, -6.139, 93.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 06:00:00, None
None, -6.639, 92.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 07:00:00, None
None, -6.981, 92.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 08:00:00, None
None, -6.949, 92.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 09:00:00, None
None, -6.534, 92.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 11:00:00, None
None, -5.387, 92.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 12:00:00, None
None, -5.562, 91.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 13:00:00, None
None, -5.546, 91.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 14:00:00, None
None, -5.98, 90.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 15:00:00, None
None, -6.965, 91.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 16:00:00, None
None, -7.314, 90.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 17:00:00, None
None, -8.07, 89.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 18:00:00, None
None, -9.57, 89.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 19:00:00, None
None, -9.44, 90.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 20:00:00, None
None, -10.03, 88.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 21:00:00, None
None, -10.33, 89.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 22:00:00, None
None, -10.53, 89.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 23:00:00, None
None, -10.55, 89.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 00:00:00, None
None, -9.96, 89.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 01:00:00, None
None, -10.28, 89.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 02:00:00, None
None, -10.44, 89.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 03:00:00, None
None, -10.94, 88.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 04:00:00, None
None, -10.72, 88.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 05:00:00, None
None, -9.38, 90.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 06:00:00, None
None, -9.48, 87.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 07:00:00, None
None, -8.99, 89.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 08:00:00, None
None, -8.49, 85.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 09:00:00, None
None, -6.258, 88.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 10:00:00, None
None, -6.611, 89.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 11:00:00, None
None, -6.329, 88.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 12:00:00, None
None, -5.943, 86.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 13:00:00, None
None, -4.799, 82.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 14:00:00, None
None, -5.602, 81.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 15:00:00, None
None, -6.465, 77.98, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 16:00:00, None
None, -8.1, 84.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 17:00:00, None
None, -8.54, 89.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 18:00:00, None
None, -9.29, 91.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 19:00:00, None
None, -9.12, 89.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 20:00:00, None
None, -8.84, 90.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 21:00:00, None
None, -8.78, 91.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 22:00:00, None
None, -8.5, 90.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-09 23:00:00, None
None, -8.71, 91.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 00:00:00, None
None, -8.67, 90.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 01:00:00, None
None, -8.24, 90.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 02:00:00, None
None, -9.05, 91.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 03:00:00, None
None, -8.09, 91.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 04:00:00, None
None, -8.42, 91.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 05:00:00, None
None, -7.823, 91.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 06:00:00, None
None, -7.7, 91.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 07:00:00, None
None, -7.38, 92.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 08:00:00, None
None, -6.704, 92.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 09:00:00, None
None, -6.021, 93.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 10:00:00, None
None, -4.774, 93.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 11:00:00, None
None, -3.819, 84.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 12:00:00, None
None, -3.797, 85.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 13:00:00, None
None, -3.427, 81.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 14:00:00, None
None, -3.615, 81.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 15:00:00, None
None, -3.438, 80.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 16:00:00, None
None, -3.512, 80.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 17:00:00, None
None, -4.433, 85.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 18:00:00, None
None, -4.547, 88.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 19:00:00, None
None, -4.575, 87.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 20:00:00, None
None, -4.107, 87.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 21:00:00, None
None, -4.574, 90.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 22:00:00, None
None, -4.865, 94.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-10 23:00:00, None
None, -4.807, 94.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-11 00:00:00, None
None, -4.677, 94.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-11 01:00:00, None
None, -4.809, 94.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-11 02:00:00, None
None, -4.729, 94.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-11 03:00:00, None
None, -4.772, 94.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-11 04:00:00, None
None, -4.69, 94.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-11 05:00:00, None
None, -4.88, 94.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-11 06:00:00, None
None, -4.988, 94.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-11 07:00:00, None
None, -4.93, 94.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-11 08:00:00, None
None, -4.944, 94.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-11 09:00:00, None
None, -4.802, 94.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-11 10:00:00, None
None, -4.554, 94.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-11 11:00:00, None
None, -4.229, 94.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-11 12:00:00, None
None, -3.642, 95.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-11 13:00:00, None
None, -3.651, 95.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2020-01-11 14:00:00, None
