station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW
None, 7.876, 64.67, None, None, None, None, None, 1.0, None, None, 2020-01-03 13:00:00, None, 3.407
None, 8.75, 58.04, None, None, None, None, None, 1.0, None, None, 2020-01-03 14:00:00, None, 2.854
None, 7.873, 68.66, None, None, None, None, None, 2.0, None, None, 2020-01-03 15:00:00, None, 1.997
None, 6.309, 84.3, None, None, None, None, None, 5.0, None, None, 2020-01-03 16:00:00, None, 1.934
None, 5.571, 88.1, None, None, None, None, None, 3.0, None, None, 2020-01-03 17:00:00, None, 1.702
None, 4.807, 92.8, None, None, None, None, None, 3.0, None, None, 2020-01-03 18:00:00, None, 1.086
None, 4.648, 93.3, None, None, None, None, None, 4.0, None, None, 2020-01-03 19:00:00, None, 1.189
None, 4.223, 93.0, None, None, None, None, None, 3.0, None, None, 2020-01-03 20:00:00, None, 0.537
None, 3.934, 93.2, None, None, None, None, None, 3.0, None, None, 2020-01-03 21:00:00, None, 1.178
None, 3.194, 96.9, None, None, None, None, None, 2.0, None, None, 2020-01-03 22:00:00, None, 0.551
None, 2.71, 97.8, None, None, None, None, None, 2.0, None, None, 2020-01-03 23:00:00, None, 0.796
None, 3.311, 93.1, None, None, None, None, None, 2.0, None, None, 2020-01-04 00:00:00, None, 0.363
None, 3.28, 90.7, None, None, None, None, None, 2.0, None, None, 2020-01-04 01:00:00, None, 0.838
None, 1.879, 95.3, None, None, None, None, None, 1.0, None, None, 2020-01-04 02:00:00, None, 0.829
None, 1.453, 93.2, None, None, None, None, None, 1.0, None, None, 2020-01-04 03:00:00, None, 1.242
None, 0.929, 96.9, None, None, None, None, None, 1.0, None, None, 2020-01-04 04:00:00, None, 1.04
None, 0.588, 93.1, None, None, None, None, None, -1.0, None, None, 2020-01-04 05:00:00, None, 0.855
None, -1.151, 95.0, None, None, None, None, None, -1.0, None, None, 2020-01-04 06:00:00, None, 0.879
None, -1.056, 93.2, None, None, None, None, None, -2.0, None, None, 2020-01-04 07:00:00, None, 1.058
None, -0.446, 81.2, None, None, None, None, None, -3.0, None, None, 2020-01-04 08:00:00, None, 0.774
None, -0.061, 78.76, None, None, None, None, None, -2.0, None, None, 2020-01-04 09:00:00, None, 0.883
None, 0.276, 73.69, None, None, None, None, None, -3.0, None, None, 2020-01-04 10:00:00, None, 0.899
None, 0.706, 76.48, None, None, None, None, None, -3.0, None, None, 2020-01-04 11:00:00, None, 0.914
None, 1.251, 73.84, None, None, None, None, None, -3.0, None, None, 2020-01-04 12:00:00, None, 0.65
None, 1.936, 64.73, None, None, None, None, None, -4.0, None, None, 2020-01-04 13:00:00, None, 0.831
None, 1.594, 71.35, None, None, None, None, None, -3.0, None, None, 2020-01-04 14:00:00, None, 0.768
None, 1.625, 69.1, None, None, None, None, None, -4.0, None, None, 2020-01-04 15:00:00, None, 0.834
None, 1.147, 70.57, None, None, None, None, None, -4.0, None, None, 2020-01-04 16:00:00, None, 0.772
None, 1.557, 66.9, None, None, None, None, None, -4.0, None, None, 2020-01-04 17:00:00, None, 0.896
None, 1.427, 67.32, None, None, None, None, None, -4.0, None, None, 2020-01-04 18:00:00, None, 0.719
None, 1.134, 71.2, None, None, None, None, None, -4.0, None, None, 2020-01-04 19:00:00, None, 0.705
None, -0.673, 84.6, None, None, None, None, None, -2.0, None, None, 2020-01-04 20:00:00, None, 0.869
None, -0.636, 86.3, None, None, None, None, None, -3.0, None, None, 2020-01-04 21:00:00, None, 0.937
None, -0.418, 84.8, None, None, None, None, None, -3.0, None, None, 2020-01-04 22:00:00, None, 0.994
None, -1.195, 89.2, None, None, None, None, None, -3.0, None, None, 2020-01-04 23:00:00, None, 1.205
None, -1.159, 88.5, None, None, None, None, None, -2.0, None, None, 2020-01-05 00:00:00, None, 1.024
None, -1.29, 88.7, None, None, None, None, None, -3.0, None, None, 2020-01-05 01:00:00, None, 1.165
None, -2.102, 92.2, None, None, None, None, None, -3.0, None, None, 2020-01-05 02:00:00, None, 1.274
None, -2.044, 92.6, None, None, None, None, None, -3.0, None, None, 2020-01-05 03:00:00, None, 1.145
None, -1.833, 91.8, None, None, None, None, None, -3.0, None, None, 2020-01-05 04:00:00, None, 1.106
None, -1.406, 89.9, None, None, None, None, None, -3.0, None, None, 2020-01-05 05:00:00, None, 1.28
None, -1.999, 93.0, None, None, None, None, None, -3.0, None, None, 2020-01-05 06:00:00, None, 1.219
None, -1.852, 93.0, None, None, None, None, None, -3.0, None, None, 2020-01-05 07:00:00, None, 1.224
None, -1.99, 92.2, None, None, None, None, None, -3.0, None, None, 2020-01-05 08:00:00, None, 1.277
None, -1.699, 90.0, None, None, None, None, None, -3.0, None, None, 2020-01-05 09:00:00, None, 1.333
None, -1.139, 91.3, None, None, None, None, None, -2.0, None, None, 2020-01-05 10:00:00, None, 1.28
None, -0.66, 89.8, None, None, None, None, None, -2.0, None, None, 2020-01-05 11:00:00, None, 1.14
None, -0.1, 90.2, None, None, None, None, None, -2.0, None, None, 2020-01-05 12:00:00, None, 1.191
None, 0.657, 91.6, None, None, None, None, None, 0.0, None, None, 2020-01-05 13:00:00, None, 1.166
None, 0.684, 91.7, None, None, None, None, None, 0.0, None, None, 2020-01-05 14:00:00, None, 1.126
None, 1.958, 88.2, None, None, None, None, None, 0.0, None, None, 2020-01-05 15:00:00, None, 1.237
None, 3.404, 59.46, None, None, None, None, None, -3.0, None, None, 2020-01-05 16:00:00, None, 1.257
None, 2.616, 53.79, None, None, None, None, None, -6.0, None, None, 2020-01-05 17:00:00, None, 1.284
None, 0.993, 56.13, None, None, None, None, None, -6.0, None, None, 2020-01-05 18:00:00, None, 1.371
None, 0.306, 59.98, None, None, None, None, None, -6.0, None, None, 2020-01-05 19:00:00, None, 1.089
None, -0.061, 61.21, None, None, None, None, None, -6.0, None, None, 2020-01-05 20:00:00, None, 1.123
None, 0.078, 60.12, None, None, None, None, None, -6.0, None, None, 2020-01-05 21:00:00, None, 1.165
None, -0.58, 63.27, None, None, None, None, None, -6.0, None, None, 2020-01-05 22:00:00, None, 0.998
None, 0.01, 57.78, None, None, None, None, None, -7.0, None, None, 2020-01-05 23:00:00, None, 1.248
None, 0.565, 56.87, None, None, None, None, None, -7.0, None, None, 2020-01-06 00:00:00, None, 1.117
None, 0.561, 56.1, None, None, None, None, None, -7.0, None, None, 2020-01-06 01:00:00, None, 1.034
None, -0.315, 66.27, None, None, None, None, None, -5.0, None, None, 2020-01-06 02:00:00, None, 0.58
None, -2.459, 79.48, None, None, None, None, None, -4.0, None, None, 2020-01-06 03:00:00, None, 0.479
None, -2.862, 81.1, None, None, None, None, None, -5.0, None, None, 2020-01-06 04:00:00, None, 0.627
None, -2.989, 82.4, None, None, None, None, None, -5.0, None, None, 2020-01-06 05:00:00, None, 0.794
None, -3.06, 84.5, None, None, None, None, None, -6.0, None, None, 2020-01-06 06:00:00, None, 1.18
None, -3.147, 85.6, None, None, None, None, None, -5.0, None, None, 2020-01-06 07:00:00, None, 0.995
None, -2.969, 86.9, None, None, None, None, None, -5.0, None, None, 2020-01-06 08:00:00, None, 0.975
None, -2.564, 86.9, None, None, None, None, None, -5.0, None, None, 2020-01-06 09:00:00, None, 1.023
None, -1.994, 83.0, None, None, None, None, None, -4.0, None, None, 2020-01-06 10:00:00, None, 1.185
None, -0.866, 78.78, None, None, None, None, None, -4.0, None, None, 2020-01-06 11:00:00, None, 1.187
None, -0.836, 77.15, None, None, None, None, None, -3.0, None, None, 2020-01-06 12:00:00, None, 1.266
None, -0.534, 74.67, None, None, None, None, None, -4.0, None, None, 2020-01-06 13:00:00, None, 1.283
None, 0.138, 71.06, None, None, None, None, None, -4.0, None, None, 2020-01-06 14:00:00, None, 1.426
None, 0.312, 71.68, None, None, None, None, None, -3.0, None, None, 2020-01-06 15:00:00, None, 1.476
None, -0.356, 77.65, None, None, None, None, None, -3.0, None, None, 2020-01-06 16:00:00, None, 1.48
None, -1.142, 82.3, None, None, None, None, None, -3.0, None, None, 2020-01-06 17:00:00, None, 1.601
None, -1.215, 85.5, None, None, None, None, None, -3.0, None, None, 2020-01-06 18:00:00, None, 1.579
None, -1.682, 87.0, None, None, None, None, None, -3.0, None, None, 2020-01-06 19:00:00, None, 1.497
None, -1.86, 89.3, None, None, None, None, None, -3.0, None, None, 2020-01-06 20:00:00, None, 1.566
None, -1.963, 89.4, None, None, None, None, None, -3.0, None, None, 2020-01-06 21:00:00, None, 1.539
None, -1.84, 89.4, None, None, None, None, None, -4.0, None, None, 2020-01-06 22:00:00, None, 1.583
None, -2.023, 90.8, None, None, None, None, None, -3.0, None, None, 2020-01-06 23:00:00, None, 1.668
None, -2.138, 91.2, None, None, None, None, None, -3.0, None, None, 2020-01-07 00:00:00, None, 1.564
None, -2.363, 92.9, None, None, None, None, None, -3.0, None, None, 2020-01-07 01:00:00, None, 1.717
None, -2.269, 93.2, None, None, None, None, None, -3.0, None, None, 2020-01-07 02:00:00, None, 1.726
None, -2.137, 93.4, None, None, None, None, None, -3.0, None, None, 2020-01-07 03:00:00, None, 1.556
None, -1.979, 94.9, None, None, None, None, None, -3.0, None, None, 2020-01-07 04:00:00, None, 1.363
None, -2.253, 95.6, None, None, None, None, None, -3.0, None, None, 2020-01-07 05:00:00, None, 4.37
None, -2.395, 95.2, None, None, None, None, None, -3.0, None, None, 2020-01-07 06:00:00, None, 6.355
None, -2.257, 95.7, None, None, None, None, None, -3.0, None, None, 2020-01-07 07:00:00, None, 7.32
None, -2.169, 95.7, None, None, None, None, None, -3.0, None, None, 2020-01-07 08:00:00, None, 8.52
None, -2.217, 95.7, None, None, None, None, None, -3.0, None, None, 2020-01-07 09:00:00, None, 10.31
None, -2.13, 95.0, None, None, None, None, None, -3.0, None, None, 2020-01-07 10:00:00, None, 10.69
None, -2.027, 94.0, None, None, None, None, None, -3.0, None, None, 2020-01-07 11:00:00, None, 11.86
None, -1.995, 94.4, None, None, None, None, None, -3.0, None, None, 2020-01-07 12:00:00, None, 12.73
None, -1.84, 94.3, None, None, None, None, None, -2.0, None, None, 2020-01-07 13:00:00, None, 14.57
None, -1.202, 93.9, None, None, None, None, None, -3.0, None, None, 2020-01-07 14:00:00, None, 18.27
None, -1.798, 95.0, None, None, None, None, None, -3.0, None, None, 2020-01-07 15:00:00, None, 19.55
None, -1.519, 95.7, None, None, None, None, None, -2.0, None, None, 2020-01-07 16:00:00, None, 18.87
None, -1.904, 95.3, None, None, None, None, None, -2.0, None, None, 2020-01-07 17:00:00, None, 22.4
None, -1.9, 96.0, None, None, None, None, None, -2.0, None, None, 2020-01-07 18:00:00, None, 22.3
None, -1.896, 95.3, None, None, None, None, None, -3.0, None, None, 2020-01-07 19:00:00, None, 23.22
None, -1.674, 95.8, None, None, None, None, None, -3.0, None, None, 2020-01-07 20:00:00, None, 23.91
None, -2.09, 96.1, None, None, None, None, None, -3.0, None, None, 2020-01-07 21:00:00, None, 23.48
None, -2.328, 96.1, None, None, None, None, None, -3.0, None, None, 2020-01-07 22:00:00, None, 23.35
None, -2.197, 96.3, None, None, None, None, None, -2.0, None, None, 2020-01-07 23:00:00, None, 23.38
None, -2.031, 96.2, None, None, None, None, None, -2.0, None, None, 2020-01-08 00:00:00, None, 23.11
None, -2.966, 93.6, None, None, None, None, None, -4.0, None, None, 2020-01-08 01:00:00, None, 22.59
None, -3.912, 94.7, None, None, None, None, None, -5.0, None, None, 2020-01-08 02:00:00, None, 22.94
None, -3.541, 95.8, None, None, None, None, None, -3.0, None, None, 2020-01-08 03:00:00, None, 23.23
None, -4.677, 94.9, None, None, None, None, None, -5.0, None, None, 2020-01-08 04:00:00, None, 22.67
None, -4.898, 94.9, None, None, None, None, None, -6.0, None, None, 2020-01-08 05:00:00, None, 22.76
None, -4.68, 95.5, None, None, None, None, None, -5.0, None, None, 2020-01-08 06:00:00, None, 22.62
None, -4.383, 95.1, None, None, None, None, None, -5.0, None, None, 2020-01-08 07:00:00, None, 22.58
None, -4.87, 93.6, None, None, None, None, None, -6.0, None, None, 2020-01-08 08:00:00, None, 22.38
None, -4.486, 94.2, None, None, None, None, None, -6.0, None, None, 2020-01-08 09:00:00, None, 22.66
None, -2.965, 90.8, -2.9, 91.0, -5.0, -3.0, -5.1, -5.0, 0.0, 0.0, 2020-01-08 11:00:00, 22.0, 22.05
None, -1.991, 86.7, -1.8, 87.0, -4.0, -2.0, -5.1, -4.0, 0.0, 0.0, 2020-01-08 12:00:00, 22.0, 21.9
None, -0.859, 85.9, -0.7, 86.0, -3.0, -0.9, -5.1, -3.0, 0.0, 0.0, 2020-01-08 13:00:00, 22.0, 21.79
None, -0.904, 87.2, -0.2, 87.0, -2.0, -0.9, -5.1, -2.0, 0.0, 0.0, 2020-01-08 14:00:00, 22.0, 21.83
None, -1.681, 92.0, -0.2, 92.0, -3.0, -1.7, -5.1, -3.0, 0.0, 0.0, 2020-01-08 15:00:00, 22.0, 21.87
None, -3.42, 91.5, -0.2, 92.0, -4.0, -3.4, -5.1, -4.0, 0.0, 0.0, 2020-01-08 16:00:00, 22.0, 21.58
None, -5.329, 92.9, -0.2, 93.0, -6.0, -5.3, -5.4, -6.0, 0.0, 0.0, 2020-01-08 17:00:00, 21.0, 21.21
None, -5.56, 92.8, -0.2, 93.0, -6.0, -5.6, -5.9, -6.0, 0.0, 0.0, 2020-01-08 18:00:00, 21.0, 21.04
None, -5.021, 95.1, -4.8, 95.0, -5.0, -5.0, -5.7, -5.0, 0.0, 1.0, 2020-01-08 19:00:00, 21.0, 21.47
None, -5.814, 95.4, -4.7, 95.0, -6.0, -5.8, -6.0, -6.0, 0.0, 0.0, 2020-01-08 20:00:00, 21.0, 21.05
None, -7.947, 90.3, -4.7, 90.0, -9.0, -7.9, -8.3, -9.0, 0.0, 0.0, 2020-01-08 21:00:00, 21.0, 20.93
0.0, -9.69, 90.4, -4.7, 90.0, -11.0, -9.7, -9.7, -11.0, 0.0, 0.0, 2020-01-08 22:00:00, 21.0, 20.97
0.0, -9.12, 89.4, -4.7, 89.0, -11.0, -9.1, -9.7, -11.0, 0.0, 0.0, 2020-01-08 23:00:00, 21.0, 20.82
0.0, -9.36, 90.9, -4.7, 91.0, -10.0, -9.4, -9.9, -10.0, 0.0, 0.0, 2020-01-09 00:00:00, 21.0, 20.94
0.0, -9.36, 89.0, -4.7, 89.0, -10.0, -9.4, -9.9, -10.0, 0.0, -1.0, 2020-01-09 01:00:00, 20.0, 20.28
0.0, -10.32, 89.3, -4.7, 89.0, -12.0, -10.3, -10.6, -12.0, 0.0, -1.0, 2020-01-09 02:00:00, 20.0, 19.63
0.0, -9.38, 89.6, -4.7, 90.0, -10.0, -9.4, -10.6, -10.0, 0.0, 0.0, 2020-01-09 03:00:00, 20.0, 19.57
0.0, -9.62, 88.5, -4.7, 89.0, -11.0, -9.6, -10.6, -11.0, 0.0, 1.0, 2020-01-09 04:00:00, 20.0, 20.18
0.0, -10.92, 88.0, -4.7, 88.0, -12.0, -10.9, -11.1, -12.0, 0.0, 0.0, 2020-01-09 05:00:00, 20.0, 20.4
0.0, -12.32, 86.8, -4.7, 87.0, -14.0, -12.3, -12.6, -14.0, 0.0, 0.0, 2020-01-09 06:00:00, 20.0, 20.17
0.0, -12.71, 88.1, -12.0, 88.0, -14.0, -12.7, -12.9, -14.0, 0.0, 0.0, 2020-01-09 07:00:00, 20.0, 20.35
0.0, -12.75, 87.6, -11.4, 88.0, -15.0, -12.8, -13.0, -15.0, 0.0, 0.0, 2020-01-09 08:00:00, 20.0, 20.26
0.0, -12.84, 86.7, -11.4, 87.0, -15.0, -12.8, -13.4, -15.0, 0.0, 0.0, 2020-01-09 09:00:00, 20.0, 20.23
None, -11.89, 86.1, None, None, None, None, None, -14.0, None, None, 2020-01-09 10:00:00, None, 20.06
0.0, -11.57, 87.6, -11.4, 88.0, -13.0, -11.6, -13.4, -13.0, 0.0, 0.0, 2020-01-09 11:00:00, 20.0, 19.64
0.0, -10.69, 87.9, -10.6, 88.0, -12.0, -10.7, -13.4, -12.0, 0.0, 0.0, 2020-01-09 12:00:00, 20.0, 19.56
0.0, -8.67, 85.2, -8.3, 85.0, -10.0, -8.7, -13.4, -10.0, 0.0, 0.0, 2020-01-09 13:00:00, 20.0, 19.53
0.0, -6.281, 74.7, -5.8, 75.0, -9.0, -6.3, -13.4, -9.0, 0.0, 0.0, 2020-01-09 14:00:00, 19.0, 19.45
0.0, -9.96, 83.3, -5.8, 83.0, -12.0, -10.0, -13.4, -12.0, 0.0, 1.0, 2020-01-09 15:00:00, 20.0, 19.71
0.0, -11.74, 87.3, -5.8, 87.0, -13.0, -11.7, -13.4, -13.0, 0.0, 1.0, 2020-01-09 16:00:00, 20.0, 19.98
0.0, -12.36, 87.4, -5.8, 87.0, -13.0, -12.4, -13.4, -13.0, 0.0, 0.0, 2020-01-09 17:00:00, 20.0, 19.74
0.0, -12.03, 88.2, -5.8, 88.0, -13.0, -12.0, -13.4, -13.0, 0.0, 0.0, 2020-01-09 18:00:00, 20.0, 19.58
0.0, -11.61, 87.3, -11.4, 87.0, -13.0, -11.6, -12.1, -13.0, 0.0, 0.0, 2020-01-09 19:00:00, 19.0, 19.16
0.0, -11.66, 88.5, -11.4, 89.0, -13.0, -11.7, -12.1, -13.0, 0.0, 0.0, 2020-01-09 20:00:00, 19.0, 18.94
0.0, -11.54, 89.5, -11.4, 90.0, -13.0, -11.5, -12.2, -13.0, 0.0, 0.0, 2020-01-09 21:00:00, 19.0, 18.85
0.0, -11.3, 88.2, -10.9, 88.0, -12.0, -11.3, -12.2, -12.0, 0.0, 0.0, 2020-01-09 22:00:00, 19.0, 18.79
0.0, -11.18, 87.7, -10.5, 88.0, -13.0, -11.2, -12.2, -13.0, 0.0, 0.0, 2020-01-09 23:00:00, 18.0, 18.4
0.0, -10.45, 88.3, -10.1, 88.0, -12.0, -10.5, -12.2, -12.0, 0.0, 0.0, 2020-01-10 00:00:00, 18.0, 18.06
0.0, -9.99, 88.5, -9.5, 89.0, -11.0, -10.0, -12.2, -11.0, 0.0, 0.0, 2020-01-10 01:00:00, 18.0, 17.81
1.0, -9.44, 89.5, -9.4, 90.0, -11.0, -9.4, -12.2, -11.0, 1.0, 3.0, 2020-01-10 02:00:00, 20.0, 20.22
1.0, -9.48, 89.0, -9.1, 89.0, -11.0, -9.5, -12.2, -11.0, 0.0, 0.0, 2020-01-10 03:00:00, 20.0, 20.44
1.0, -9.12, 90.2, -8.6, 90.0, -11.0, -9.1, -12.2, -11.0, 0.0, 0.0, 2020-01-10 04:00:00, 20.0, 20.37
1.0, -9.17, 89.7, -8.6, 90.0, -11.0, -9.2, -12.2, -11.0, 0.0, 0.0, 2020-01-10 05:00:00, 20.0, 20.43
1.0, -8.95, 89.7, -8.3, 90.0, -10.0, -9.0, -12.2, -10.0, 0.0, 0.0, 2020-01-10 06:00:00, 20.0, 20.31
1.0, -8.64, 90.1, -8.3, 90.0, -10.0, -8.6, -9.0, -10.0, 0.0, -1.0, 2020-01-10 07:00:00, 20.0, 19.52
1.0, -8.31, 89.7, -7.8, 90.0, -10.0, -8.3, -9.0, -10.0, 0.0, 0.0, 2020-01-10 08:00:00, 20.0, 19.5
1.0, -7.589, 89.7, -7.4, 90.0, -9.0, -7.6, -9.0, -9.0, 0.0, 0.0, 2020-01-10 09:00:00, 20.0, 19.65
1.0, -7.249, 89.4, -6.8, 89.0, -9.0, -7.2, -9.0, -9.0, 0.0, 0.0, 2020-01-10 10:00:00, 20.0, 19.61
1.0, -6.005, 87.8, -6.0, 88.0, -7.0, -6.0, -9.0, -7.0, 0.0, 0.0, 2020-01-10 11:00:00, 20.0, 19.77
1.0, -5.123, 85.9, -5.0, 86.0, -7.0, -5.1, -9.0, -7.0, 0.0, 0.0, 2020-01-10 12:00:00, 20.0, 19.78
1.0, -4.195, 86.4, -3.9, 86.0, -6.0, -4.2, -9.0, -6.0, 0.0, 0.0, 2020-01-10 13:00:00, 20.0, 19.84
1.0, -3.513, 84.4, -3.4, 84.0, -6.0, -3.5, -9.0, -6.0, 0.0, 0.0, 2020-01-10 14:00:00, 20.0, 19.57
1.0, -4.208, 88.7, -3.4, 89.0, -6.0, -4.2, -9.0, -6.0, 0.0, 0.0, 2020-01-10 15:00:00, 20.0, 19.5
1.0, -4.328, 91.5, -3.4, 92.0, -5.0, -4.3, -9.0, -5.0, 0.0, 0.0, 2020-01-10 16:00:00, 20.0, 19.6
1.0, -4.816, 92.7, -3.4, 93.0, -6.0, -4.8, -9.0, -6.0, 0.0, 0.0, 2020-01-10 17:00:00, 20.0, 19.61
1.0, -4.894, 93.4, -3.4, 93.0, -6.0, -4.9, -9.0, -6.0, 0.0, 0.0, 2020-01-10 18:00:00, 19.0, 19.47
1.0, -5.207, 94.7, -4.8, 95.0, -6.0, -5.2, -5.6, -6.0, 0.0, 0.0, 2020-01-10 19:00:00, 19.0, 19.13
1.0, -5.001, 94.0, -4.7, 94.0, -6.0, -5.0, -5.6, -6.0, 0.0, 0.0, 2020-01-10 20:00:00, 19.0, 18.86
1.0, -4.922, 93.8, -4.7, 94.0, -6.0, -4.9, -5.6, -6.0, 0.0, 1.0, 2020-01-10 21:00:00, 19.0, 19.41
