station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth
None, 0.196, 97.2, None, None, None, None, None, 0.0, None, None, 2020-01-01 00:00:00, None
None, 0.323, 97.2, None, None, None, None, None, 0.0, None, None, 2020-01-01 01:00:00, None
None, 0.336, 97.6, None, None, None, None, None, 0.0, None, None, 2020-01-01 02:00:00, None
None, 0.452, 97.3, None, None, None, None, None, 0.0, None, None, 2020-01-01 03:00:00, None
None, 0.173, 97.9, None, None, None, None, None, 0.0, None, None, 2020-01-01 04:00:00, None
None, 0.35, 98.3, None, None, None, None, None, 0.0, None, None, 2020-01-01 05:00:00, None
None, 0.494, 98.1, None, None, None, None, None, 0.0, None, None, 2020-01-01 06:00:00, None
None, 0.478, 98.1, None, None, None, None, None, 0.0, None, None, 2020-01-01 07:00:00, None
None, 0.752, 96.3, None, None, None, None, None, 0.0, None, None, 2020-01-01 08:00:00, None
None, 0.681, 97.5, None, None, None, None, None, 0.0, None, None, 2020-01-01 09:00:00, None
None, 1.186, 97.2, None, None, None, None, None, 1.0, None, None, 2020-01-01 10:00:00, None
None, 2.149, 97.2, None, None, None, None, None, 2.0, None, None, 2020-01-01 11:00:00, None
None, 3.413, 90.4, None, None, None, None, None, 2.0, None, None, 2020-01-01 12:00:00, None
None, 3.708, 88.8, None, None, None, None, None, 2.0, None, None, 2020-01-01 13:00:00, None
None, 3.603, 89.7, None, None, None, None, None, 2.0, None, None, 2020-01-01 14:00:00, None
None, 4.876, 75.07, None, None, None, None, None, 1.0, None, None, 2020-01-01 15:00:00, None
None, 3.772, 75.98, None, None, None, None, None, 0.0, None, None, 2020-01-01 16:00:00, None
None, 3.862, 72.05, None, None, None, None, None, -1.0, None, None, 2020-01-01 17:00:00, None
None, 1.866, 77.13, None, None, None, None, None, -2.0, None, None, 2020-01-01 18:00:00, None
None, 0.216, 87.8, None, None, None, None, None, -2.0, None, None, 2020-01-01 19:00:00, None
None, 0.792, 85.9, None, None, None, None, None, -1.0, None, None, 2020-01-01 20:00:00, None
None, 1.094, 87.3, None, None, None, None, None, -1.0, None, None, 2020-01-01 21:00:00, None
None, 0.79, 93.1, None, None, None, None, None, 0.0, None, None, 2020-01-01 22:00:00, None
None, 3.444, 70.3, None, None, None, None, None, -2.0, None, None, 2020-01-01 23:00:00, None
None, 1.034, 83.0, None, None, None, None, None, -1.0, None, None, 2020-01-02 00:00:00, None
None, 4.126, 47.71, None, None, None, None, None, -6.0, None, None, 2020-01-02 01:00:00, None
None, 3.756, 38.74, None, None, None, None, None, -9.0, None, None, 2020-01-02 02:00:00, None
None, 1.486, 50.63, None, None, None, None, None, -8.0, None, None, 2020-01-02 07:00:00, None
None, 1.32, 49.42, None, None, None, None, None, -8.0, None, None, 2020-01-02 08:00:00, None
None, 0.911, 58.76, None, None, None, None, None, -6.0, None, None, 2020-01-02 09:00:00, None
None, 2.248, 44.08, None, None, None, None, None, -9.0, None, None, 2020-01-02 10:00:00, None
None, 1.979, 48.16, None, None, None, None, None, -8.0, None, None, 2020-01-02 11:00:00, None
None, 2.271, 45.22, None, None, None, None, None, -8.0, None, None, 2020-01-02 12:00:00, None
None, 2.428, 53.11, None, None, None, None, None, -6.0, None, None, 2020-01-02 13:00:00, None
None, 2.744, 45.98, None, None, None, None, None, -8.0, None, None, 2020-01-02 14:00:00, None
None, 2.272, 48.23, None, None, None, None, None, -8.0, None, None, 2020-01-02 15:00:00, None
None, 0.683, 70.68, None, None, None, None, None, -4.0, None, None, 2020-01-02 16:00:00, None
None, 0.611, 66.91, None, None, None, None, None, -5.0, None, None, 2020-01-02 17:00:00, None
None, -0.739, 87.9, None, None, None, None, None, -2.0, None, None, 2020-01-02 18:00:00, None
None, -1.192, 95.8, None, None, None, None, None, -2.0, None, None, 2020-01-02 19:00:00, None
None, -1.253, 96.5, None, None, None, None, None, -2.0, None, None, 2020-01-02 20:00:00, None
None, -1.097, 96.6, None, None, None, None, None, -1.0, None, None, 2020-01-02 21:00:00, None
None, -1.013, 96.4, None, None, None, None, None, -1.0, None, None, 2020-01-02 22:00:00, None
None, -0.956, 96.7, None, None, None, None, None, -1.0, None, None, 2020-01-02 23:00:00, None
None, -0.921, 96.7, None, None, None, None, None, -1.0, None, None, 2020-01-03 00:00:00, None
None, -0.906, 96.8, None, None, None, None, None, -1.0, None, None, 2020-01-03 01:00:00, None
None, -0.745, 96.8, None, None, None, None, None, -1.0, None, None, 2020-01-03 02:00:00, None
None, -0.602, 96.8, None, None, None, None, None, -1.0, None, None, 2020-01-03 03:00:00, None
None, -0.653, 96.6, None, None, None, None, None, -1.0, None, None, 2020-01-03 04:00:00, None
None, -0.575, 96.7, None, None, None, None, None, -1.0, None, None, 2020-01-03 05:00:00, None
None, -0.36, 96.6, None, None, None, None, None, -1.0, None, None, 2020-01-03 06:00:00, None
None, -0.102, 97.0, None, None, None, None, None, 0.0, None, None, 2020-01-03 07:00:00, None
None, 0.149, 96.7, None, None, None, None, None, 0.0, None, None, 2020-01-03 08:00:00, None
None, 0.187, 97.1, None, None, None, None, None, 0.0, None, None, 2020-01-03 09:00:00, None
None, 0.679, 96.7, None, None, None, None, None, 0.0, None, None, 2020-01-03 10:00:00, None
None, 1.128, 95.5, None, None, None, None, None, 1.0, None, None, 2020-01-03 11:00:00, None
None, 1.655, 95.2, None, None, None, None, None, 1.0, None, None, 2020-01-03 12:00:00, None
None, 1.825, 96.5, None, None, None, None, None, 1.0, None, None, 2020-01-03 13:00:00, None
None, 2.425, 96.1, None, None, None, None, None, 2.0, None, None, 2020-01-03 14:00:00, None
None, 2.444, 97.0, None, None, None, None, None, 2.0, None, None, 2020-01-03 15:00:00, None
None, 2.006, 97.6, None, None, None, None, None, 2.0, None, None, 2020-01-03 16:00:00, None
None, 1.322, 98.0, None, None, None, None, None, 1.0, None, None, 2020-01-03 17:00:00, None
None, 0.439, 98.4, None, None, None, None, None, 0.0, None, None, 2020-01-03 18:00:00, None
None, -0.358, 98.2, None, None, None, None, None, -1.0, None, None, 2020-01-03 19:00:00, None
None, -0.327, 98.4, None, None, None, None, None, -1.0, None, None, 2020-01-03 20:00:00, None
None, 1.231, 99.1, None, None, None, None, None, 1.0, None, None, 2020-01-03 21:00:00, None
None, 0.384, 98.6, None, None, None, None, None, 0.0, None, None, 2020-01-03 22:00:00, None
None, 0.091, 98.8, None, None, None, None, None, 0.0, None, None, 2020-01-03 23:00:00, None
None, -0.628, 98.9, None, None, None, None, None, -1.0, None, None, 2020-01-04 00:00:00, None
None, -0.701, 98.9, None, None, None, None, None, -1.0, None, None, 2020-01-04 01:00:00, None
None, -0.036, 98.7, None, None, None, None, None, 0.0, None, None, 2020-01-04 02:00:00, None
None, 0.325, 98.9, None, None, None, None, None, 0.0, None, None, 2020-01-04 03:00:00, None
None, -0.943, 98.3, None, None, None, None, None, -1.0, None, None, 2020-01-04 04:00:00, None
None, 0.995, 96.8, None, None, None, None, None, 1.0, None, None, 2020-01-04 05:00:00, None
None, 4.083, 47.72, None, None, None, None, None, -6.0, None, None, 2020-01-04 06:00:00, None
None, 3.318, 41.31, None, None, None, None, None, -8.0, None, None, 2020-01-04 07:00:00, None
None, 2.58, 39.84, None, None, None, None, None, -10.0, None, None, 2020-01-04 08:00:00, None
None, 1.998, 43.29, None, None, None, None, None, -9.0, None, None, 2020-01-04 09:00:00, None
None, 2.419, 41.33, None, None, None, None, None, -9.0, None, None, 2020-01-04 10:00:00, None
None, 3.006, 41.21, None, None, None, None, None, -9.0, None, None, 2020-01-04 11:00:00, None
None, 3.725, 39.77, None, None, None, None, None, -9.0, None, None, 2020-01-04 12:00:00, None
None, 3.28, 38.67, None, None, None, None, None, -10.0, None, None, 2020-01-04 13:00:00, None
None, 3.561, 39.5, None, None, None, None, None, -9.0, None, None, 2020-01-04 14:00:00, None
None, 2.406, 49.79, None, None, None, None, None, -7.0, None, None, 2020-01-04 15:00:00, None
None, 0.279, 59.69, None, None, None, None, None, -7.0, None, None, 2020-01-04 16:00:00, None
None, -0.937, 68.38, None, None, None, None, None, -5.0, None, None, 2020-01-04 17:00:00, None
None, -1.275, 72.07, None, None, None, None, None, -5.0, None, None, 2020-01-04 18:00:00, None
None, -2.713, 76.58, None, None, None, None, None, -6.0, None, None, 2020-01-04 19:00:00, None
None, -3.833, 79.54, None, None, None, None, None, -7.0, None, None, 2020-01-04 20:00:00, None
None, -3.566, 79.21, None, None, None, None, None, -6.0, None, None, 2020-01-04 21:00:00, None
None, -3.242, 79.13, None, None, None, None, None, -6.0, None, None, 2020-01-04 22:00:00, None
None, -2.685, 78.49, None, None, None, None, None, -6.0, None, None, 2020-01-04 23:00:00, None
None, -2.471, 78.97, None, None, None, None, None, -5.0, None, None, 2020-01-05 00:00:00, None
None, -2.73, 81.2, None, None, None, None, None, -5.0, None, None, 2020-01-05 01:00:00, None
None, -2.997, 82.0, None, None, None, None, None, -5.0, None, None, 2020-01-05 02:00:00, None
None, -3.373, 84.6, None, None, None, None, None, -5.0, None, None, 2020-01-05 03:00:00, None
None, -3.442, 84.8, None, None, None, None, None, -6.0, None, None, 2020-01-05 04:00:00, None
None, -4.725, 87.0, None, None, None, None, None, -6.0, None, None, 2020-01-05 05:00:00, None
None, -5.646, 88.9, None, None, None, None, None, -7.0, None, None, 2020-01-05 06:00:00, None
None, -5.815, 90.1, None, None, None, None, None, -7.0, None, None, 2020-01-05 07:00:00, None
None, -5.614, 90.1, None, None, None, None, None, -7.0, None, None, 2020-01-05 08:00:00, None
