station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, snwfl_amt_pst1hr, time, snw_dpth, stn_pres
None, -0.379, 98.4, None, None, None, None, None, None, None, 0.0, 896.0, None, 2020-01-01 00:00:00, None, None
None, -0.355, 98.4, None, None, None, None, None, None, None, -1.0, 897.0, None, 2020-01-01 01:00:00, None, None
None, -0.419, 98.5, None, None, None, None, None, None, None, 0.0, 897.0, None, 2020-01-01 02:00:00, None, None
None, -0.836, 98.3, None, None, None, None, None, None, None, -1.0, 897.0, None, 2020-01-01 03:00:00, None, None
None, -0.759, 98.5, None, None, None, None, None, None, None, -1.0, 898.0, None, 2020-01-01 04:00:00, None, None
None, -0.718, 98.2, None, None, None, None, None, None, None, -1.0, 898.0, None, 2020-01-01 05:00:00, None, None
None, -0.66, 98.3, None, None, None, None, None, None, None, -1.0, 898.0, None, 2020-01-01 06:00:00, None, None
None, -0.723, 98.3, None, None, None, None, None, None, None, -1.0, 898.0, None, 2020-01-01 07:00:00, None, None
None, -0.25, 97.9, None, None, None, None, None, None, None, -1.0, 898.0, None, 2020-01-01 08:00:00, None, None
None, 0.163, 96.5, None, None, None, None, None, None, None, -1.0, 898.0, None, 2020-01-01 09:00:00, None, None
None, 0.354, 96.3, None, None, None, None, None, None, None, 0.0, 898.0, None, 2020-01-01 10:00:00, None, None
None, 0.44, 95.9, None, None, None, None, None, None, None, 0.0, 898.0, None, 2020-01-01 11:00:00, None, None
None, 1.641, 92.0, None, None, None, None, None, None, None, 0.0, 898.0, None, 2020-01-01 12:00:00, None, None
None, 1.16, 94.8, None, None, None, None, None, None, None, 1.0, 898.0, None, 2020-01-01 13:00:00, None, None
None, 1.457, 85.1, None, None, None, None, None, None, None, -1.0, 899.0, None, 2020-01-01 14:00:00, None, None
None, 0.441, 79.25, None, None, None, None, None, None, None, -3.0, 901.0, None, 2020-01-01 15:00:00, None, None
None, -0.846, 71.55, None, None, None, None, None, None, None, -5.0, 902.0, None, 2020-01-01 16:00:00, None, None
None, -1.727, 67.18, None, None, None, None, None, None, None, -6.0, 904.0, None, 2020-01-01 17:00:00, None, None
None, -2.515, 66.66, None, None, None, None, None, None, None, -7.0, 905.0, None, 2020-01-01 18:00:00, None, None
None, -2.893, 67.07, None, None, None, None, None, None, None, -7.0, 906.0, None, 2020-01-01 19:00:00, None, None
None, -4.385, 77.79, None, None, None, None, None, None, None, -7.0, 906.0, None, 2020-01-01 20:00:00, None, None
None, -5.117, 84.2, None, None, None, None, None, None, None, -7.0, 907.0, None, 2020-01-01 21:00:00, None, None
None, -5.482, 83.6, None, None, None, None, None, None, None, -8.0, 907.0, None, 2020-01-01 22:00:00, None, None
None, -5.653, 80.9, None, None, None, None, None, None, None, -8.0, 908.0, None, 2020-01-01 23:00:00, None, None
None, -6.182, 80.4, None, None, None, None, None, None, None, -8.0, 910.0, None, 2020-01-02 00:00:00, None, None
None, -6.754, 82.7, None, None, None, None, None, None, None, -9.0, 910.0, None, 2020-01-02 01:00:00, None, None
None, -6.744, 79.4, None, None, None, None, None, None, None, -9.0, 911.0, None, 2020-01-02 02:00:00, None, None
None, -7.072, 75.42, None, None, None, None, None, None, None, -10.0, 913.0, None, 2020-01-02 07:00:00, None, None
None, -9.23, 83.3, None, None, None, None, None, None, None, -11.0, 914.0, None, 2020-01-02 08:00:00, None, None
None, -9.65, 84.5, None, None, None, None, None, None, None, -11.0, 914.0, None, 2020-01-02 09:00:00, None, None
None, -9.51, 84.1, None, None, None, None, None, None, None, -11.0, 915.0, None, 2020-01-02 10:00:00, None, None
None, -7.876, 78.84, None, None, None, None, None, None, None, -10.0, 915.0, None, 2020-01-02 11:00:00, None, None
None, -8.68, 80.5, None, None, None, None, None, None, None, -11.0, 916.0, None, 2020-01-02 12:00:00, None, None
None, -8.67, 81.7, None, None, None, None, None, None, None, -11.0, 916.0, None, 2020-01-02 13:00:00, None, None
None, -7.875, 80.4, None, None, None, None, None, None, None, -10.0, 915.0, None, 2020-01-02 14:00:00, None, None
None, -7.896, 81.0, None, None, None, None, None, None, None, -10.0, 914.0, None, 2020-01-02 15:00:00, None, None
None, -9.35, 85.8, None, None, None, None, None, None, None, -11.0, 914.0, None, 2020-01-02 16:00:00, None, None
None, -6.437, 77.43, None, None, None, None, None, None, None, -9.0, 913.0, None, 2020-01-02 17:00:00, None, None
None, -6.481, 73.9, None, None, None, None, None, None, None, -10.0, 913.0, None, 2020-01-02 18:00:00, None, None
None, -6.607, 72.51, None, None, None, None, None, None, None, -10.0, 911.0, None, 2020-01-02 19:00:00, None, None
None, -6.827, 80.5, None, None, None, None, None, None, None, -9.0, 910.0, None, 2020-01-02 20:00:00, None, None
None, -7.373, 89.7, None, None, None, None, None, None, None, -8.0, 910.0, None, 2020-01-02 21:00:00, None, None
None, -7.452, 91.5, None, None, None, None, None, None, None, -8.0, 909.0, None, 2020-01-02 22:00:00, None, None
None, -8.04, 91.7, None, None, None, None, None, None, None, -9.0, 908.0, None, 2020-01-02 23:00:00, None, None
None, -7.832, 92.1, None, None, None, None, None, None, None, -9.0, 906.0, None, 2020-01-03 00:00:00, None, None
None, -7.602, 92.2, None, None, None, None, None, None, None, -9.0, 904.0, None, 2020-01-03 01:00:00, None, None
None, -7.593, 92.6, None, None, None, None, None, None, None, -9.0, 904.0, None, 2020-01-03 02:00:00, None, None
None, -7.713, 92.5, None, None, None, None, None, None, None, -9.0, 903.0, None, 2020-01-03 03:00:00, None, None
None, -7.28, 92.7, None, None, None, None, None, None, None, -8.0, 903.0, None, 2020-01-03 04:00:00, None, None
None, -7.251, 92.9, None, None, None, None, None, None, None, -8.0, 901.0, None, 2020-01-03 05:00:00, None, None
None, -7.055, 93.0, None, None, None, None, None, None, None, -8.0, 901.0, None, 2020-01-03 06:00:00, None, None
None, -7.206, 93.0, None, None, None, None, None, None, None, -8.0, 900.0, None, 2020-01-03 08:00:00, None, None
None, -6.985, 92.9, None, None, None, None, None, None, None, -8.0, 899.0, None, 2020-01-03 09:00:00, None, None
None, -6.938, 93.0, None, None, None, None, None, None, None, -8.0, 898.0, None, 2020-01-03 10:00:00, None, None
