station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, stn_pres
None, 0.411, 97.6, None, None, 53.43, 0.0, 138.0, None, None, None, None, None, None, 0.0, 944.0, None, None, None, 2020-01-01 00:00:00, None, None
None, 0.356, 97.6, None, None, 34.59, 0.001, 237.6, None, None, None, None, None, None, 0.0, 943.0, None, None, None, 2020-01-01 01:00:00, None, None
None, 0.024, 97.4, None, None, 69.84, 0.0, 253.4, None, None, None, None, None, None, 0.0, 943.0, None, None, None, 2020-01-01 02:00:00, None, None
None, 0.281, 97.6, None, None, 43.51, 0.0, 148.3, None, None, None, None, None, None, 0.0, 943.0, None, None, None, 2020-01-01 03:00:00, None, None
None, 0.221, 97.5, None, None, 48.65, 0.0, 127.7, None, None, None, None, None, None, 0.0, 943.0, None, None, None, 2020-01-01 04:00:00, None, None
None, 0.067, 97.4, None, None, 51.02, 0.0, 119.9, None, None, None, None, None, None, 0.0, 944.0, None, None, None, 2020-01-01 05:00:00, None, None
None, 0.285, 97.6, None, None, 27.17, 0.0, 113.1, None, None, None, None, None, None, 0.0, 944.0, None, None, None, 2020-01-01 06:00:00, None, None
None, 0.36, 97.7, None, None, 47.62, 0.0, 123.4, None, None, None, None, None, None, 0.0, 944.0, None, None, None, 2020-01-01 07:00:00, None, None
None, 0.237, 97.5, None, None, 41.0, 0.0, 88.2, None, None, None, None, None, None, 0.0, 945.0, None, None, None, 2020-01-01 08:00:00, None, None
None, 0.285, 97.5, None, None, 57.36, 0.0, 140.7, None, None, None, None, None, None, 0.0, 945.0, None, None, None, 2020-01-01 09:00:00, None, None
None, 0.641, 97.7, None, None, 33.14, 0.0, 123.5, None, None, None, None, None, None, 0.0, 946.0, None, None, None, 2020-01-01 10:00:00, None, None
None, 0.621, 97.5, None, None, 53.7, 0.974, 138.3, None, None, None, None, None, None, 0.0, 946.0, None, None, None, 2020-01-01 11:00:00, None, None
None, 1.044, 97.6, None, None, 24.86, 0.707, 150.1, None, None, None, None, None, None, 1.0, 947.0, None, None, None, 2020-01-01 12:00:00, None, None
None, 0.815, 97.4, None, None, 31.88, 0.762, 152.6, None, None, None, None, None, None, 1.0, 947.0, None, None, None, 2020-01-01 13:00:00, None, None
None, 1.072, 97.6, None, None, 27.57, 0.202, 152.8, None, None, None, None, None, None, 1.0, 948.0, None, None, None, 2020-01-01 14:00:00, None, None
None, 0.894, 97.5, None, None, 42.89, 1.657, 169.9, None, None, None, None, None, None, 1.0, 948.0, None, None, None, 2020-01-01 15:00:00, None, None
None, 0.771, 97.6, None, None, 22.46, 0.851, 155.5, None, None, None, None, None, None, 0.0, 949.0, None, None, None, 2020-01-01 16:00:00, None, None
None, 0.482, 97.4, None, None, 24.26, 1.639, 163.7, None, None, None, None, None, None, 0.0, 949.0, None, None, None, 2020-01-01 17:00:00, None, None
None, 0.704, 97.7, None, None, 36.96, 1.441, 171.3, None, None, None, None, None, None, 0.0, 949.0, None, None, None, 2020-01-01 18:00:00, None, None
None, 0.913, 97.9, None, None, 33.02, 0.945, 162.2, None, None, None, None, None, None, 1.0, 948.0, None, None, None, 2020-01-01 19:00:00, None, None
None, 0.621, 97.6, None, None, 41.49, 1.29, 171.1, None, None, None, None, None, None, 0.0, 948.0, None, None, None, 2020-01-01 20:00:00, None, None
None, 0.724, 97.7, None, None, 45.68, 1.394, 171.6, None, None, None, None, None, None, 0.0, 948.0, None, None, None, 2020-01-01 21:00:00, None, None
None, 0.816, 97.7, None, None, 36.53, 1.801, 174.0, None, None, None, None, None, None, 0.0, 949.0, None, None, None, 2020-01-01 22:00:00, None, None
None, 1.902, 96.9, None, None, 58.17, 4.226, 187.3, None, None, None, None, None, None, 1.0, 949.0, None, None, None, 2020-01-01 23:00:00, None, None
None, 3.57, 68.69, None, None, 40.44, 9.15, 212.8, None, None, None, None, None, None, -2.0, 950.0, None, None, None, 2020-01-02 00:00:00, None, None
None, 1.293, 89.7, None, None, 32.85, 5.045, 172.5, None, None, None, None, None, None, 0.0, 951.0, None, None, None, 2020-01-02 01:00:00, None, None
None, 1.298, 88.9, None, None, 44.88, 6.183, 173.5, None, None, None, None, None, None, 0.0, 953.0, None, None, None, 2020-01-02 02:00:00, None, None
None, -0.57, 87.9, None, None, 33.94, 3.564, 158.3, None, None, None, None, None, None, -2.0, 956.0, None, None, None, 2020-01-02 07:00:00, None, None
None, -0.522, 87.1, None, None, 31.2, 3.649, 154.6, None, None, None, None, None, None, -2.0, 957.0, None, None, None, 2020-01-02 08:00:00, None, None
None, -0.055, 86.9, None, None, 20.29, 5.701, 166.5, None, None, None, None, None, None, -2.0, 957.0, None, None, None, 2020-01-02 09:00:00, None, None
None, 0.137, 90.3, None, None, 36.54, 1.864, 178.1, None, None, None, None, None, None, -1.0, 958.0, None, None, None, 2020-01-02 10:00:00, None, None
None, 0.803, 90.0, None, None, 58.06, 1.322, 181.0, None, None, None, None, None, None, -1.0, 959.0, None, None, None, 2020-01-02 11:00:00, None, None
None, 1.4, 87.5, None, None, 42.73, 0.535, 226.3, None, None, None, None, None, None, 0.0, 958.0, None, None, None, 2020-01-02 12:00:00, None, None
None, 1.337, 85.6, None, None, 71.18, 0.476, 354.1, None, None, None, None, None, None, -1.0, 958.0, None, None, None, 2020-01-02 13:00:00, None, None
None, 1.337, 90.0, None, None, 71.04, 0.422, 205.6, None, None, None, None, None, None, 0.0, 958.0, None, None, None, 2020-01-02 14:00:00, None, None
None, 0.708, 90.5, None, None, 53.31, 0.337, 197.1, None, None, None, None, None, None, -1.0, 959.0, None, None, None, 2020-01-02 15:00:00, None, None
None, 0.38, 91.5, None, None, 27.29, 1.628, 173.6, None, None, None, None, None, None, -1.0, 959.0, None, None, None, 2020-01-02 16:00:00, None, None
None, 0.024, 90.0, None, None, 9.82, 3.994, 164.8, None, None, None, None, None, None, -1.0, 958.0, None, None, None, 2020-01-02 17:00:00, None, None
None, -0.161, 87.6, None, None, 11.99, 4.46, 166.3, None, None, None, None, None, None, -2.0, 958.0, None, None, None, 2020-01-02 18:00:00, None, None
None, -0.101, 87.1, None, None, 17.66, 3.498, 165.8, None, None, None, None, None, None, -2.0, 958.0, None, None, None, 2020-01-02 19:00:00, None, None
None, -0.37, 91.4, None, None, 14.73, 3.199, 171.9, None, None, None, None, None, None, -2.0, 958.0, None, None, None, 2020-01-02 20:00:00, None, None
None, -0.381, 93.7, None, None, 44.3, 0.777, 191.7, None, None, None, None, None, None, -1.0, 958.0, None, None, None, 2020-01-02 21:00:00, None, None
None, -0.424, 95.1, None, None, 30.2, 0.799, 201.6, None, None, None, None, None, None, -1.0, 957.0, None, None, None, 2020-01-02 22:00:00, None, None
None, -0.684, 95.2, None, None, 60.17, 0.389, 145.2, None, None, None, None, None, None, -1.0, 957.0, None, None, None, 2020-01-02 23:00:00, None, None
None, -0.67, 95.6, None, None, 75.98, 0.0, 205.0, None, None, None, None, None, None, -1.0, 956.0, None, None, None, 2020-01-03 00:00:00, None, None
None, -0.788, 95.8, None, None, 57.33, 0.0, 184.5, None, None, None, None, None, None, -1.0, 955.0, None, None, None, 2020-01-03 01:00:00, None, None
None, -0.77, 95.7, None, None, 43.41, 0.0, 192.4, None, None, None, None, None, None, -1.0, 956.0, None, None, None, 2020-01-03 02:00:00, None, None
None, -0.739, 95.8, None, None, 33.31, 0.0, 151.1, None, None, None, None, None, None, -1.0, 955.0, None, None, None, 2020-01-03 03:00:00, None, None
None, -0.737, 95.5, None, None, 41.51, 0.0, 164.8, None, None, None, None, None, None, -1.0, 955.0, None, None, None, 2020-01-03 04:00:00, None, None
None, -0.361, 93.8, None, None, 29.09, 0.0, 181.7, None, None, None, None, None, None, -1.0, 954.0, None, None, None, 2020-01-03 05:00:00, None, None
