station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, stn_pres
None, -5.979, None, None, None, None, 21.31, None, 8.77, 357.6, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 01:00:00, None, None, 86.6, None
None, -5.755, None, None, None, None, 20.35, None, 7.13, 353.1, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 02:00:00, None, None, 91.3, None
None, -5.609, None, None, None, None, 21.84, None, 7.82, 354.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 03:00:00, None, None, 93.3, None
None, -5.281, None, None, None, None, 22.66, None, 8.5, 8.14, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 04:00:00, None, None, 94.2, None
None, -5.136, None, None, None, None, 23.84, None, 8.66, 8.54, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 05:00:00, None, None, 93.5, None
None, -5.04, None, None, None, None, 28.62, None, 7.72, 4.487, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 06:00:00, None, None, 93.0, None
None, -5.117, None, None, None, None, 27.62, None, 6.131, 2.852, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 08:00:00, None, None, 92.8, None
None, -5.021, None, None, None, None, 25.34, None, 7.86, 355.8, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 09:00:00, None, None, 95.7, None
None, -4.886, None, None, None, None, 25.51, None, 6.473, 356.5, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 10:00:00, None, None, 96.5, None
None, -4.654, None, None, None, None, 26.32, None, 6.724, 354.6, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 11:00:00, None, None, 96.7, None
None, -4.809, None, None, None, None, 44.06, None, 2.007, 354.3, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 12:00:00, None, None, 96.7, None
None, -4.693, None, None, None, None, 63.76, None, 0.477, 9.82, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 13:00:00, None, None, 97.5, None
None, -4.5, None, None, None, None, 61.37, None, 0.971, 327.2, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 14:00:00, None, None, 101.5, None
None, -4.307, None, None, None, None, 64.27, None, 0.433, 315.0, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 15:00:00, None, None, 105.5, None
None, -4.096, None, None, None, None, 49.33, None, 0.403, 344.6, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 16:00:00, None, None, 106.8, None
None, -4.125, None, None, None, None, 62.55, None, 0.505, 324.1, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 17:00:00, None, None, 107.8, None
None, -5.147, None, None, None, None, 35.86, None, 1.806, 130.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 18:00:00, None, None, 112.3, None
None, -5.041, None, None, None, None, 52.81, None, 1.556, 110.3, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 19:00:00, None, None, 113.6, None
None, -4.722, None, None, None, None, 66.56, None, 0.23, 237.3, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 20:00:00, None, None, 112.7, None
None, -2.947, None, None, None, None, 76.9, None, 0.35, 58.02, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 21:00:00, None, None, 114.5, None
None, -2.536, None, None, None, None, 71.1, None, 0.759, 165.5, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 22:00:00, None, None, 115.8, None
None, -2.585, None, None, None, None, 54.42, None, 3.409, 147.4, None, None, None, None, None, None, None, None, None, None, None, 2020-01-03 23:00:00, None, None, 117.3, None
None, -2.73, None, None, None, None, 49.15, None, 3.5, 166.2, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 00:00:00, None, None, 113.9, None
None, -3.33, None, None, None, None, 41.7, None, 3.963, 133.1, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 01:00:00, None, None, 112.0, None
None, -4.021, None, None, None, None, 74.5, None, 0.413, 122.8, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 02:00:00, None, None, 113.2, None
None, -5.127, None, None, None, None, 59.59, None, 1.382, 329.3, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 03:00:00, None, None, 112.3, None
None, -4.933, None, None, None, None, 24.27, None, 2.566, 344.2, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 04:00:00, None, None, 111.9, None
None, -4.924, None, None, None, None, 22.83, None, 1.972, 342.6, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 05:00:00, None, None, 111.4, None
None, -4.374, None, None, None, None, 30.4, None, 1.944, 340.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 06:00:00, None, None, 111.0, None
None, -4.259, None, None, None, None, 24.56, None, 1.877, 343.8, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 07:00:00, None, None, 110.3, None
None, -4.413, None, None, None, None, 23.67, None, 2.033, 348.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 08:00:00, None, None, 110.2, None
None, -4.597, None, None, None, None, 14.41, None, 2.511, 350.3, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 09:00:00, None, None, 109.7, None
None, -4.058, None, None, None, None, 32.68, None, 0.874, 335.0, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 10:00:00, None, None, 108.4, None
None, -3.463, None, None, None, None, 75.0, None, 0.239, 135.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 11:00:00, None, None, 109.0, None
None, -2.538, None, None, None, None, 60.34, None, 1.014, 55.51, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 12:00:00, None, None, 109.6, None
None, -2.675, None, None, None, None, 69.78, None, 0.53, 95.1, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 13:00:00, None, None, 107.9, None
None, -2.943, None, None, None, None, 52.61, None, 1.348, 95.2, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 14:00:00, None, None, 108.9, None
None, -2.799, None, None, None, None, 65.7, None, 0.735, 124.8, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 15:00:00, None, None, 108.5, None
None, -2.951, None, None, None, None, 74.5, None, 0.5, 108.6, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 16:00:00, None, None, 107.0, None
None, -3.16, None, None, None, None, 67.19, None, 1.307, 131.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 17:00:00, None, None, 109.1, None
None, -3.034, None, None, None, None, 55.26, None, 1.021, 23.78, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 18:00:00, None, None, 108.5, None
None, -3.139, None, None, None, None, 55.36, None, 0.979, 3.555, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 19:00:00, None, None, 107.9, None
None, -2.959, None, None, None, None, 15.84, None, 1.015, 351.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 20:00:00, None, None, 103.1, None
None, -2.826, None, None, None, None, 16.62, None, 1.316, 342.0, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 21:00:00, None, None, 107.4, None
None, -2.671, None, None, None, None, 12.28, None, 1.406, 338.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 22:00:00, None, None, 110.3, None
None, -1.9, None, None, None, None, 46.72, None, 1.4, 22.11, None, None, None, None, None, None, None, None, None, None, None, 2020-01-04 23:00:00, None, None, 111.9, None
None, -1.51, None, None, None, None, 30.69, None, 4.0, 98.8, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 00:00:00, None, None, 113.3, None
None, -1.378, None, None, None, None, 19.64, None, 8.42, 114.2, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 01:00:00, None, None, 117.9, None
None, -2.063, None, None, None, None, 30.16, None, 6.445, 126.0, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 02:00:00, None, None, 126.5, None
None, -2.168, None, None, None, None, 39.28, None, 3.943, 118.5, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 03:00:00, None, None, 126.6, None
None, -3.256, None, None, None, None, 45.91, None, 3.443, 128.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 04:00:00, None, None, 126.3, None
None, -3.549, None, None, None, None, 45.84, None, 3.317, 143.4, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 05:00:00, None, None, 125.5, None
None, -3.991, None, None, None, None, 45.45, None, 3.207, 137.4, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 06:00:00, None, None, 124.6, None
None, -4.279, None, None, None, None, 35.56, None, 4.192, 113.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 07:00:00, None, None, 126.0, None
None, -4.019, None, None, None, None, 54.93, None, 2.789, 141.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 08:00:00, None, None, 127.5, None
None, -4.058, None, None, None, None, 45.7, None, 3.947, 151.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 09:00:00, None, None, 127.8, None
None, -4.202, None, None, None, None, 29.45, None, 6.034, 123.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 10:00:00, None, None, 128.9, None
None, -4.058, None, None, None, None, 43.03, None, 4.274, 132.0, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 11:00:00, None, None, 132.2, None
None, -4.308, None, None, None, None, 28.24, None, 6.363, 116.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 12:00:00, None, None, 134.3, None
None, -4.126, None, None, None, None, 38.66, None, 4.395, 126.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 13:00:00, None, None, 133.5, None
None, -4.012, None, None, None, None, 33.31, None, 6.424, 128.1, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 14:00:00, None, None, 136.8, None
None, -4.242, None, None, None, None, 33.61, None, 6.293, 117.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 15:00:00, None, None, 135.6, None
None, -4.25, None, None, None, None, 44.73, None, 2.196, 93.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 16:00:00, None, None, 134.0, None
None, -4.519, None, None, None, None, 48.65, None, 1.321, 96.1, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 17:00:00, None, None, 135.6, None
None, -4.317, None, None, None, None, 53.07, None, 1.006, 59.34, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 18:00:00, None, None, 134.9, None
None, -4.192, None, None, None, None, 55.64, None, 0.68, 19.09, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 19:00:00, None, None, 135.3, None
None, -4.019, None, None, None, None, 39.94, None, 1.255, 5.781, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 20:00:00, None, None, 134.2, None
None, -4.298, None, None, None, None, 63.79, None, 0.754, 359.5, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 21:00:00, None, None, 133.3, None
None, -4.307, None, None, None, None, 48.44, None, 1.297, 12.86, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 22:00:00, None, None, 133.7, None
None, -4.298, None, None, None, None, 69.64, None, 0.664, 344.6, None, None, None, None, None, None, None, None, None, None, None, 2020-01-05 23:00:00, None, None, 133.0, None
None, -4.115, None, None, None, None, 60.15, None, 0.983, 334.0, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 00:00:00, None, None, 132.5, None
None, -4.471, None, None, None, None, 29.04, None, 1.167, 336.2, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 01:00:00, None, None, 130.8, None
None, -4.462, None, None, None, None, 29.94, None, 1.234, 337.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 02:00:00, None, None, 129.9, None
None, -4.385, None, None, None, None, 42.58, None, 0.982, 312.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 03:00:00, None, None, 129.3, None
None, -5.35, None, None, None, None, 50.56, None, 1.266, 326.4, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 04:00:00, None, None, 128.2, None
None, -5.609, None, None, None, None, 14.88, None, 2.212, 338.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 05:00:00, None, None, 127.3, None
None, -5.347, None, None, None, None, 9.83, None, 2.069, 338.5, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 06:00:00, None, None, 129.1, None
None, -5.541, None, None, None, None, 10.09, None, 1.836, 339.6, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 07:00:00, None, None, 128.4, None
None, -6.232, None, None, None, None, 11.22, None, 2.13, 334.5, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 08:00:00, None, None, 127.0, None
None, -6.182, None, None, None, None, 11.66, None, 2.372, 340.4, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 09:00:00, None, None, 126.6, None
None, -5.423, None, None, None, None, 13.81, None, 1.668, 341.4, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 10:00:00, None, None, 126.1, None
None, -3.587, None, None, None, None, 14.29, None, 1.475, 350.0, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 11:00:00, None, None, 124.9, None
None, 0.233, None, None, None, None, 32.81, None, 0.327, 7.97, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 12:00:00, None, None, 124.4, None
None, -3.862, None, None, None, None, 44.95, None, 0.977, 129.5, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 13:00:00, None, None, 124.6, None
None, -2.972, None, None, None, None, 62.15, None, 0.271, 132.1, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 14:00:00, None, None, 124.2, None
None, -5.084, None, None, None, None, 27.7, None, 0.396, 325.2, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 15:00:00, None, None, 123.7, None
None, -5.671, None, None, None, None, 16.39, None, 0.34, 351.4, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 16:00:00, None, None, 122.8, None
None, -6.538, None, None, None, None, 13.54, None, 1.289, 342.6, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 17:00:00, None, None, 122.9, None
None, -6.682, None, None, None, None, 11.34, None, 1.957, 341.8, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 18:00:00, None, None, 123.0, None
None, -7.02, None, None, None, None, 12.62, None, 1.73, 339.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 19:00:00, None, None, 122.7, None
None, -7.04, None, None, None, None, 11.89, None, 2.493, 345.5, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 20:00:00, None, None, 122.8, None
None, -7.48, None, None, None, None, 13.24, None, 2.267, 339.0, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 21:00:00, None, None, 122.7, None
None, -7.39, None, None, None, None, 14.54, None, 1.753, 338.3, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 22:00:00, None, None, 121.7, None
None, -7.65, None, None, None, None, 56.06, None, 1.04, 311.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-06 23:00:00, None, None, 121.6, None
None, -7.6, None, None, None, None, 19.49, None, 1.439, 332.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 00:00:00, None, None, 121.5, None
None, -8.12, None, None, None, None, 26.1, None, 1.386, 337.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 01:00:00, None, None, 120.7, None
None, -7.78, None, None, None, None, 26.77, None, 1.639, 332.5, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 02:00:00, None, None, 120.3, None
None, -5.548, None, None, None, None, 49.21, None, 1.564, 345.2, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 03:00:00, None, None, 120.1, None
None, -6.691, None, None, None, None, 65.22, None, 1.324, 325.3, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 04:00:00, None, None, 120.5, None
None, -5.432, None, None, None, None, 59.16, None, 1.598, 338.0, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 05:00:00, None, None, 119.9, None
None, -5.374, None, None, None, None, 49.96, None, 2.492, 341.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 06:00:00, None, None, 119.5, None
None, -5.394, None, None, None, None, 20.07, None, 7.77, 3.16, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 07:00:00, None, None, 118.7, None
None, -5.113, None, None, None, None, 31.16, None, 4.193, 1.354, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 08:00:00, None, None, 118.7, None
None, -4.92, None, None, None, None, 22.35, None, 6.007, 4.486, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 09:00:00, None, None, 118.0, None
None, -4.064, None, None, None, None, 21.77, None, 7.64, 7.4, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 10:00:00, None, None, 117.9, None
None, -3.837, None, None, None, None, 25.22, None, 4.905, 9.73, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 11:00:00, None, None, 118.0, None
None, -3.741, None, None, None, None, 26.79, None, 5.4, 9.06, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 12:00:00, None, None, 117.2, None
None, -3.914, None, None, None, None, 59.09, None, 1.529, 38.96, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 13:00:00, None, None, 116.3, None
None, -3.871, None, None, None, None, 37.6, None, 1.587, 125.2, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 14:00:00, None, None, 115.7, None
None, -5.754, None, None, None, None, 74.0, None, 0.237, 127.2, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 15:00:00, None, None, 115.7, None
None, -6.012, None, None, None, None, 51.94, None, 0.639, 352.3, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 16:00:00, None, None, 115.5, None
None, -6.578, None, None, None, None, 25.18, None, 1.327, 345.1, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 17:00:00, None, None, 115.2, None
None, -6.506, None, None, None, None, 11.42, None, 1.843, 343.0, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 18:00:00, None, None, 115.0, None
None, -7.42, None, None, None, None, 13.7, None, 2.615, 338.1, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 19:00:00, None, None, 114.5, None
None, -8.1, None, None, None, None, 15.05, None, 2.889, 343.2, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 20:00:00, None, None, 114.2, None
None, -8.77, None, None, None, None, 9.7, None, 2.927, 348.2, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 21:00:00, None, None, 114.0, None
None, -8.92, None, None, None, None, 13.25, None, 2.864, 346.1, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 22:00:00, None, None, 113.6, None
None, -8.86, None, None, None, None, 10.54, None, 3.003, 344.3, None, None, None, None, None, None, None, None, None, None, None, 2020-01-07 23:00:00, None, None, 113.4, None
None, -9.01, None, None, None, None, 35.61, None, 1.537, 338.8, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 01:00:00, None, None, 112.7, None
None, -9.56, None, None, None, None, 17.46, None, 1.783, 336.9, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 02:00:00, None, None, 112.6, None
None, -9.67, None, None, None, None, 15.75, None, 1.646, 344.7, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 03:00:00, None, None, 112.1, None
None, -10.38, None, None, None, None, 19.09, None, 1.308, 333.4, None, None, None, None, None, None, None, None, None, None, None, 2020-01-08 04:00:00, None, None, 111.9, None
