CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
7.87, None, None, None,11.11,15.47,334.8, None, None, None, None, None, None, None, None, None, None, None,2016-06-17 00:00:00, None, None, None, None,25
6.861, None, None, None,14.42,12.26,331.4, None, None, None, None, None, None, None, None, None, None, None,2016-06-17 01:00:00, None, None, None, None,25
6.669, None, None, None,15.66,12.11,330.1, None, None, None, None, None, None, None, None, None, None, None,2016-06-17 02:00:00, None, None, None, None,25
6.381, None, None, None,15.09,10.77,326.7, None, None, None, None, None, None, None, None, None, None, None,2016-06-17 03:00:00, None, None, None, None,25
5.932, None, None, None,13.04,11.35,318.8, None, None, None, None, None, None, None, None, None, None, None,2016-06-17 06:00:00, None, None, None, None,25
5.54, None, None, None,15.71,8.81,308.1, None, None, None, None, None, None, None, None, None, None, None,2016-06-17 07:00:00, None, None, None, None,25
5.568, None, None, None,20.32,5.383,287.9, None, None, None, None, None, None, None, None, None, None, None,2016-06-17 10:00:00, None, None, None, None,25
5.235, None, None, None,22.72,7.36,308.2, None, None, None, None, None, None, None, None, None, None, None,2016-06-17 11:00:00, None, None, None, None,25
5.254, None, None, None,16.29,10.37,309.9, None, None, None, None, None, None, None, None, None, None, None,2016-06-17 12:00:00, None, None, None, None,25
5.245, None, None, None,15.59,9.29,301.3, None, None, None, None, None, None, None, None, None, None, None,2016-06-17 13:00:00, None, None, None, None,25
6.477, None, None, None,20.08,10.89,266.5, None, None, None, None, None, None, None, None, None, None, None,2016-06-17 18:00:00, None, None, None, None,25
5.569, None, None, None,23.52,10.55,274.3, None, None, None, None, None, None, None, None, None, None, None,2016-06-17 19:00:00, None, None, None, None,25
4.902, None, None, None,13.53,16.16,298.1, None, None, None, None, None, None, None, None, None, None, None,2016-06-17 20:00:00, None, None, None, None,25
4.711, None, None, None,13.12,17.23,306.6, None, None, None, None, None, None, None, None, None, None, None,2016-06-17 21:00:00, None, None, None, None,25
4.227, None, None, None,17.02,12.87,294.5, None, None, None, None, None, None, None, None, None, None, None,2016-06-17 23:00:00, None, None, None, None,25
