CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -3.447, 55.26, None, None, None, 18.5, 35.81, 0.0, 6.908, 48.19, -10.0, 6.9, -3.4, -3.5, None, 48.0, 0.7, 55.0, None,2020-03-18 00:00:00, 337.0, 337.1,12
None, -2.547, 48.63, None, None, None, 21.5, 65.58, 0.0, 6.1, 22.48, -11.0, 6.1, -2.5, -3.5, None, 22.0, 0.7, 49.0, None,2020-03-18 01:00:00, 337.0, 337.2,12
None, -3.245, 55.73, None, None, None, 17.0, 38.5, 0.0, 6.151, 29.68, -10.0, 6.2, -3.2, -3.8, None, 30.0, 0.7, 56.0, None,2020-03-18 02:00:00, 337.0, 337.0,12
None, -3.911, 59.25, None, None, None, 22.4, 25.66, 0.0, 8.32, 49.47, -10.0, 8.3, -3.9, -3.9, None, 49.0, 0.7, 59.0, None,2020-03-18 03:00:00, 337.0, 336.6,12
None, -3.71, 59.12, None, None, None, 20.7, 20.32, 0.0, 10.46, 50.29, -10.0, 10.5, -3.7, -4.0, None, 50.0, 0.7, 59.0, None,2020-03-18 04:00:00, 337.0, 336.7,12
None, -4.29, 63.78, None, None, None, 16.1, 34.16, 0.0, 5.875, 56.97, -10.0, 5.9, -4.3, -4.5, None, 57.0, 0.7, 64.0, None,2020-03-18 05:00:00, 337.0, 336.8,12
None, -4.531, 62.31, None, None, None, 9.5, 39.07, 0.0, 2.936, 50.36, -10.0, 2.9, -4.5, -4.6, None, 50.0, 0.7, 62.0, None,2020-03-18 06:00:00, 337.0, 336.7,12
None, -4.635, 62.36, None, None, None, 19.6, 18.17, 0.0, 8.72, 49.58, -10.0, 8.7, -4.6, -5.2, None, 50.0, -4.5, 62.0, None,2020-03-18 07:00:00, 336.0, 336.3,12
None, -4.337, 61.04, None, None, None, 19.4, 19.37, 0.0, 8.84, 50.91, -10.0, 8.8, -4.3, -5.2, None, 51.0, -4.2, 61.0, None,2020-03-18 08:00:00, 336.0, 336.1,12
None, -3.569, 60.5, None, None, None, 14.6, 21.55, 0.0, 7.685, 47.26, -9.0, 7.7, -3.6, -5.2, None, 47.0, -3.6, 61.0, None,2020-03-18 09:00:00, 336.0, 336.1,12
None, -1.949, 55.77, None, None, None, 15.0, 23.35, 0.0, 6.431, 51.27, -9.0, 6.4, -1.9, -5.2, None, 51.0, -1.4, 56.0, None,2020-03-18 10:00:00, 336.0, 335.9,12
None, -0.775, 53.37, None, None, None, 16.2, 39.22, 0.0, 6.045, 45.98, -8.0, 6.0, -0.8, -5.2, None, 46.0, -0.9, 53.0, None,2020-03-18 11:00:00, 336.0, 335.8,12
None, 0.79, 46.59, None, None, None, 14.4, 45.84, 0.0, 4.192, 89.2, -9.0, 4.2, 0.8, -5.2, None, 89.0, 1.0, 47.0, None,2020-03-18 12:00:00, 336.0, 335.6,12
None, 1.902, 42.27, None, None, None, 13.4, 46.43, 0.0, 4.146, 68.72, -9.0, 4.1, 1.9, -5.2, None, 69.0, 2.9, 42.0, None,2020-03-18 13:00:00, 335.0, 335.3,12
None, 3.565, 38.81, None, None, None, 16.0, 37.73, -1.0, 4.909, 67.42, -9.0, 4.9, 3.6, -5.2, None, 67.0, 3.7, 39.0, None,2020-03-18 14:00:00, 335.0, 334.8,12
None, 4.591, 32.53, None, None, None, 14.8, 45.78, -1.0, 3.223, 73.31, -11.0, 3.2, 4.6, -5.2, None, 73.0, 5.3, 33.0, None,2020-03-18 15:00:00, 333.0, 333.4,12
None, 4.186, 45.3, None, None, None, 6.6, 61.2, 1.0, 1.939, 45.48, -6.0, 1.9, 4.2, -5.2, None, 45.0, 5.3, 45.0, None,2020-03-18 16:00:00, 334.0, 334.4,12
None, 2.286, 48.04, None, None, None, 7.6, 57.69, 1.0, 1.968, 8.19, -7.0, 2.0, 2.3, -5.2, None, 8.0, 5.3, 48.0, None,2020-03-18 17:00:00, 335.0, 335.0,12
None, 1.205, 60.18, None, None, None, 9.0, 44.32, 1.0, 2.315, 239.0, -5.0, 2.3, 1.2, -5.2, None, 239.0, 5.3, 60.0, None,2020-03-18 18:00:00, 335.0, 335.4,12
None, -0.276, 68.18, None, None, None, 6.0, 17.01, -1.0, 2.333, 235.0, -5.0, 2.3, -0.3, -0.2, None, 235.0, 1.2, 68.0, None,2020-03-18 19:00:00, 335.0, 334.8,12
None, -0.631, 52.66, None, None, None, 4.4, 20.32, 0.0, 1.318, 229.2, -8.0, 1.3, -0.6, -1.1, None, 229.0, 1.2, 53.0, None,2020-03-18 20:00:00, 335.0, 334.8,12
None, -0.448, 47.18, None, None, None, 5.0, 47.18, 1.0, 1.244, 292.5, -9.0, 1.2, -0.4, -1.1, None, 293.0, 1.2, 47.0, None,2020-03-18 21:00:00, 335.0, 335.1,12
None, -0.947, 51.41, None, None, None, 4.6, 37.52, 0.0, 0.887, 12.4, -9.0, 0.9, -0.9, -1.1, None, 12.0, 1.2, 51.0, None,2020-03-18 22:00:00, 335.0, 334.9,12
None, -1.475, 54.52, None, None, None, 5.6, 19.61, 0.0, 2.962, 80.1, -9.0, 3.0, -1.5, -1.4, None, 80.0, 1.2, 55.0, None,2020-03-18 23:00:00, 335.0, 334.5,12
None, -1.828, 54.05, None, None, None, 7.4, 14.47, 0.0, 4.454, 67.84, -9.0, 4.5, -1.8, -2.0, None, 68.0, 1.2, 54.0, None,2020-03-19 00:00:00, 335.0, 334.6,12
None, -2.155, 51.74, None, None, None, 10.7, 16.88, 0.0, 4.739, 61.95, -10.0, 4.7, -2.2, -2.2, None, 62.0, 1.2, 52.0, None,2020-03-19 01:00:00, 334.0, 334.4,12
None, -2.282, 53.22, None, None, None, 9.0, 16.67, 0.0, 3.935, 56.28, -10.0, 3.9, -2.3, -2.3, None, 56.0, 1.2, 53.0, None,2020-03-19 02:00:00, 334.0, 334.4,12
None, -2.169, 50.73, None, None, None, 10.6, 15.87, 0.0, 5.129, 62.28, -10.0, 5.1, -2.2, -2.3, None, 62.0, 1.2, 51.0, None,2020-03-19 03:00:00, 334.0, 334.2,12
None, -2.246, 49.55, None, None, None, 10.9, 16.59, 0.0, 5.81, 56.52, -10.0, 5.8, -2.2, -2.3, None, 57.0, 1.2, 50.0, None,2020-03-19 04:00:00, 334.0, 334.0,12
None, -2.645, 50.63, None, None, None, 12.8, 15.08, 0.0, 5.546, 52.68, -11.0, 5.5, -2.6, -2.6, None, 53.0, 1.2, 51.0, None,2020-03-19 05:00:00, 334.0, 334.1,12
None, -3.087, 52.59, None, None, None, 14.3, 15.34, 0.0, 8.39, 54.82, -11.0, 8.4, -3.1, -3.0, None, 55.0, 1.2, 53.0, None,2020-03-19 06:00:00, 334.0, 333.9,12
None, -3.496, 53.29, None, None, None, 20.3, 14.04, 0.0, 11.47, 59.38, -11.0, 11.5, -3.5, -3.6, None, 59.0, -2.7, 53.0, None,2020-03-19 07:00:00, 334.0, 334.0,12
None, -3.353, 52.29, None, None, None, 18.9, 15.13, 0.0, 11.38, 57.21, -11.0, 11.4, -3.4, -3.7, None, 57.0, -2.7, 52.0, None,2020-03-19 08:00:00, 334.0, 333.8,12
None, -2.112, 47.92, None, None, None, 26.0, 12.86, 0.0, 14.76, 56.24, -11.0, 14.8, -2.1, -3.7, None, 56.0, -2.1, 48.0, None,2020-03-19 09:00:00, 334.0, 333.7,12
None, -0.62, 39.83, None, None, None, 24.1, 16.34, 0.0, 13.81, 52.38, -11.0, 13.8, -0.6, -3.7, None, 52.0, -0.4, 40.0, None,2020-03-19 10:00:00, 333.0, 333.3,12
None, 0.12, 38.0, None, None, None, 25.3, 19.51, 1.0, 13.57, 44.79, -12.0, 13.6, 0.1, -3.7, None, 45.0, 0.1, 38.0, None,2020-03-19 11:00:00, 334.0, 333.5,12
None, 2.342, 35.58, None, None, None, 23.4, 21.71, 0.0, 12.95, 44.45, -11.0, 13.0, 2.3, -3.7, None, 44.0, 2.1, 36.0, None,2020-03-19 12:00:00, 333.0, 333.4,12
None, 4.24, 29.95, None, None, None, 19.8, 29.12, -1.0, 8.06, 54.62, -12.0, 8.1, 4.2, -3.7, None, 55.0, 4.5, 30.0, None,2020-03-19 13:00:00, 332.0, 332.3,12
None, 6.395, 27.72, None, None, None, 11.7, 58.5, 0.0, 3.131, 71.75, -11.0, 3.1, 6.4, -3.7, None, 72.0, 7.5, 28.0, None,2020-03-19 14:00:00, 333.0, 332.5,12
None, 6.755, 27.39, None, None, None, 9.5, 63.95, -1.0, 2.707, 236.7, -11.0, 2.7, 6.8, -3.7, None, 237.0, 7.5, 27.0, None,2020-03-19 15:00:00, 332.0, 331.7,12
None, 5.676, 46.84, None, None, None, 9.4, 62.28, 0.0, 2.437, 267.8, -5.0, 2.4, 5.7, -3.7, None, 268.0, 7.5, 47.0, None,2020-03-19 16:00:00, 332.0, 331.8,12
None, 3.694, 51.92, None, None, None, 8.8, 41.37, 1.0, 2.641, 243.6, -5.0, 2.6, 3.7, -3.7, None, 244.0, 7.5, 52.0, None,2020-03-19 17:00:00, 332.0, 332.1,12
