wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
45.0, 18.0, 27.0, 0.0, 14.0, 100.8, 1.0, None, None, 32.0,2019-05-21 00:00:00, None, None,21
22.5, 18.7, None, 0.0, 9.0, 100.8, 1.7, None, None, 32.0,2019-05-21 01:00:00, None, None,21
22.5, 19.7, None, -0.03, 13.0, 100.7, 0.2, None, None, 27.0,2019-05-21 02:00:00, None, None,21
67.5, 19.3, None, -0.05, 17.0, 100.7, -0.1, None, None, 27.0,2019-05-21 03:00:00, None, None,21
337.5, 18.1, None, -0.04, 11.0, 100.7, 1.5, None, None, 33.0,2019-05-21 04:00:00, None, None,21
0.0, 17.3, None, 0.01, 10.0, 100.7, 1.9, None, None, 35.0,2019-05-21 05:00:00, None, None,21
337.5, 16.3, None, 0.05, 11.0, 100.7, 2.4, None, None, 39.0,2019-05-21 06:00:00, None, None,21
45.0, 13.3, None, 0.11, 13.0, 100.8, 2.6, None, 20.5, 48.0,2019-05-21 07:00:00, 1.3, 0.0,21
45.0, 11.1, None, 0.13, 7.0, 100.8, 3.3, None, None, 59.0,2019-05-21 08:00:00, None, None,21
45.0, 10.2, None, 0.15, 7.0, 100.9, 3.3, None, None, 62.0,2019-05-21 09:00:00, None, None,21
None, 8.1, None, 0.15, 0.0, 100.9, 2.6, None, None, 68.0,2019-05-21 10:00:00, None, None,21
45.0, 6.7, None, 0.16, 4.0, 101.0, 1.4, None, None, 69.0,2019-05-21 11:00:00, None, None,21
None, 4.4, None, 0.18, 0.0, 101.1, 0.5, None, None, 76.0,2019-05-21 12:00:00, None, None,21
None, 3.3, None, 0.2, 0.0, 101.2, 0.2, None, None, 80.0,2019-05-21 13:00:00, None, None,21
45.0, 5.9, None, 0.22, 2.0, 101.2, 0.4, None, None, 68.0,2019-05-21 14:00:00, None, None,21
45.0, 5.9, None, 0.18, 6.0, 101.3, 0.9, None, None, 70.0,2019-05-21 15:00:00, None, None,21
67.5, 9.5, None, 0.15, 9.0, 101.3, 2.2, None, None, 60.0,2019-05-21 16:00:00, None, None,21
90.0, 12.0, None, 0.08, 3.0, 101.3, 2.0, None, None, 50.0,2019-05-21 17:00:00, None, None,21
None, 15.1, None, 0.02, 0.0, 101.3, 1.8, None, None, 40.0,2019-05-21 18:00:00, None, None,21
67.5, 15.6, None, -0.03, 7.0, 101.3, 1.6, None, None, 39.0,2019-05-21 19:00:00, None, None,21
135.0, 19.2, None, -0.07, 7.0, 101.2, -0.2, None, None, 27.0,2019-05-21 20:00:00, None, None,21
22.5, 19.8, None, -0.05, 5.0, 101.2, -3.5, None, None, 20.0,2019-05-21 21:00:00, None, None,21
