AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
,5.1, None,2020-01-01,-5.2,-0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.0, None,2020-01-02,-8.2,-2.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.0, None,2020-01-03,-7.0,-0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-01-04,-7.4,-1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-01-05,-9.8,-4.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,13.0, None,2020-01-06,-11.8,-6.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.8, None,2020-01-07,-6.2,-1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 00:00:00, None, None,1,654.0,366.0, None, None,-5.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 01:00:00, None, None,1,655.0,367.0, None, None,-5.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 02:00:00, None, None,1,655.0,368.0, None, None,-5.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 03:00:00, None, None,1,656.0,369.0, None, None,-5.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 04:00:00, None, None,1,657.0,373.0, None, None,-5.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 05:00:00, None, None,1,660.0,378.0, None, None,-5.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 06:00:00, None, None,1,661.0,381.0, None, None,-5.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 07:00:00, None, None,1,662.0,383.0, None, None,-5.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 08:00:00, None, None,1,662.0,383.0, None, None,-5.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 09:00:00, None, None,1,662.0,383.0, None, None,-5.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 10:00:00, None, None,1,662.0,383.0, None, None,-4.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 11:00:00, None, None,1,662.0,383.0, None, None,-4.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 12:00:00, None, None,1,662.0,383.0, None, None,-2.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 13:00:00, None, None,1,662.0,384.0, None, None,-1.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 14:00:00, None, None,1,662.0,384.0, None, None,-0.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 15:00:00, None, None,1,662.0,385.0, None, None,-0.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 16:00:00, None, None,1,662.0,385.0, 296.0, None,-0.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 17:00:00, None, None,1,662.0,385.0, None, None,-0.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 18:00:00, None, None,1,663.0,388.0, None, None,-0.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 19:00:00, None, None,1,664.0,390.0, None, None,-0.5,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 20:00:00, None, None,1,664.0,391.0, None, None,-0.5,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 21:00:00, None, None,1,664.0,393.0, None, None,-0.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 22:00:00, None, None,1,664.0,394.0, None, None,-0.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-01 23:00:00, None, None,1,664.0,394.0, None, None,-0.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 00:00:00, None, None,1,664.0,394.0, None, None,-1.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 01:00:00, None, None,1,664.0,395.0, None, None,-1.5,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 02:00:00, None, None,1,664.0,395.0, None, None,-1.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 03:00:00, None, None,1,665.0,394.0, None, None,-2.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 04:00:00, None, None,1,665.0,395.0, None, None,-2.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 05:00:00, None, None,1,665.0,395.0, None, None,-2.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 06:00:00, None, None,1,665.0,395.0, None, None,-2.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 07:00:00, None, None,1,665.0,395.0, None, None,-2.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 08:00:00, None, None,1,665.0,395.0, None, None,-2.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 09:00:00, None, None,1,665.0,395.0, None, None,-3.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 10:00:00, None, None,1,665.0,396.0, None, None,-5.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 11:00:00, None, None,1,666.0,396.0, None, None,-6.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 12:00:00, None, None,1,666.0,396.0, None, None,-6.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 13:00:00, None, None,1,666.0,396.0, None, None,-7.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 14:00:00, None, None,1,666.0,396.0, None, None,-7.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 15:00:00, None, None,1,666.0,396.0, None, None,-8.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-01-02 16:00:00, None, None,1,666.0,396.0, 300.0, None,-7.9,,,,,,,,,,,,,,,,,,,,,
