pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,-0.323, None, None, None, None,23.7, None,2.625,340.2, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 00:00:00, None, None, None, None,47
None,-0.154, None, None, None, None,12.61, None,2.599,341.8, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 01:00:00, None, None, None, None,47
None,-0.314, None, None, None, None,12.75, None,2.084,339.8, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 02:00:00, None, None, None, None,47
None,-0.116, None, None, None, None,13.91, None,2.543,344.8, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 03:00:00, None, None, None, None,47
None,-0.333, None, None, None, None,13.36, None,2.463,337.2, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 04:00:00, None, None, None, None,47
None,-0.665, None, None, None, None,16.45, None,2.36,346.3, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 05:00:00, None, None, None, None,47
None,-0.845, None, None, None, None,10.42, None,2.802,345.5, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 06:00:00, None, None, None, None,47
None,-0.701, None, None, None, None,21.52, None,2.588,342.7, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 07:00:00, None, None, None, None,47
None,-0.758, None, None, None, None,12.78, None,2.693,347.2, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 08:00:00, None, None, None, None,47
None,-1.139, None, None, None, None,13.03, None,2.466,340.0, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 09:00:00, None, None, None, None,47
None,0.57, None, None, None, None,48.36, None,1.04,359.2, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 10:00:00, None, None, None, None,47
None,0.727, None, None, None, None,70.8, None,0.208,112.4, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 11:00:00, None, None, None, None,47
None,2.075, None, None, None, None,39.24, None,2.04,134.2, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 12:00:00, None, None, None, None,47
None,3.278, None, None, None, None,47.01, None,2.366,156.7, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 13:00:00, None, None, None, None,47
None,1.707, None, None, None, None,20.36, None,3.904,135.5, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 14:00:00, None, None, None, None,47
None,0.455, None, None, None, None,16.85, None,1.22,152.3, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 15:00:00, None, None, None, None,47
None,-0.213, None, None, None, None,56.71, None,0.664,326.8, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 16:00:00, None, None, None, None,47
None,-0.041, None, None, None, None,26.9, None,0.859,326.4, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 17:00:00, None, None, None, None,47
None,-0.002, None, None, None, None,18.16, None,0.877,350.8, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 18:00:00, None, None, None, None,47
None,-0.04, None, None, None, None,33.13, None,1.05,335.3, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 19:00:00, None, None, None, None,47
None,-0.258, None, None, None, None,34.46, None,0.777,331.8, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 20:00:00, None, None, None, None,47
None,-0.192, None, None, None, None,22.0, None,0.855,326.2, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 21:00:00, None, None, None, None,47
None,0.15, None, None, None, None,41.85, None,0.797,343.2, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 22:00:00, None, None, None, None,47
None,0.121, None, None, None, None,54.47, None,0.482,307.2, None, None, None, None, None, None, None, None, None, None, None,2019-11-19 23:00:00, None, None, None, None,47
None,0.111, None, None, None, None,43.39, None,0.633,351.5, None, None, None, None, None, None, None, None, None, None, None,2019-11-20 00:00:00, None, None, None, None,47
None,0.044, None, None, None, None,21.72, None,0.518,316.3, None, None, None, None, None, None, None, None, None, None, None,2019-11-20 01:00:00, None, None, None, None,47
None,0.102, None, None, None, None,38.55, None,0.929,325.5, None, None, None, None, None, None, None, None, None, None, None,2019-11-20 02:00:00, None, None, None, None,47
