pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,-5.506, None, None, None, None, None, None, None, None, None, None,2019-11-21 16:00:00, None, 6.575, None,47
None,-5.91, None, None, None, None, None, None, None, None, None, None,2019-11-21 17:00:00, None, 6.592, None,47
None,-6.017, None, None, None, None, None, None, None, None, None, None,2019-11-21 18:00:00, None, 6.679, None,47
None,-5.951, None, None, None, None, None, None, None, None, None, None,2019-11-21 19:00:00, None, 6.585, None,47
None,-6.685, None, None, None, None, None, None, None, None, None, None,2019-11-21 20:00:00, None, 6.523, None,47
None,-7.22, None, None, None, None, None, None, None, None, None, None,2019-11-21 21:00:00, None, 6.526, None,47
None,-7.59, None, None, None, None, None, None, None, None, None, None,2019-11-21 22:00:00, None, 6.506, None,47
None,-8.01, None, None, None, None, None, None, None, None, None, None,2019-11-21 23:00:00, None, 6.494, None,47
None,-8.43, None, None, None, None, None, None, None, None, None, None,2019-11-22 00:00:00, None, 6.504, None,47
None,-8.8, None, None, None, None, None, None, None, None, None, None,2019-11-22 01:00:00, None, 6.564, None,47
None,-8.72, None, None, None, None, None, None, None, None, None, None,2019-11-22 02:00:00, None, 6.55, None,47
None,-8.44, None, None, None, None, None, None, None, None, None, None,2019-11-22 03:00:00, None, 6.55, None,47
None,-8.22, None, None, None, None, None, None, None, None, None, None,2019-11-22 04:00:00, None, 6.542, None,47
None,-8.02, None, None, None, None, None, None, None, None, None, None,2019-11-22 05:00:00, None, 6.494, None,47
None,-7.46, None, None, None, None, None, None, None, None, None, None,2019-11-22 06:00:00, None, 6.552, None,47
None,-6.473, None, None, None, None, None, None, None, None, None, None,2019-11-22 07:00:00, None, 6.562, None,47
None,-7.22, None, None, None, None, None, None, None, None, None, None,2019-11-22 08:00:00, None, 6.534, None,47
None,-7.27, None, None, None, None, None, None, None, None, None, None,2019-11-22 09:00:00, None, 6.536, None,47
