WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,avg_air_temp_pst1hr,week_of_year
None, 5.7, 7.14, None,2017-11-19 00:00:00, 5.726,47
None, 5.2, 7.69, None,2017-11-19 01:00:00, 5.165,47
None, 4.3, 6.614, None,2017-11-19 02:00:00, 4.301,47
None, 3.9, 6.64, None,2017-11-19 03:00:00, 3.918,47
None, 3.7, 6.413, None,2017-11-19 04:00:00, 3.659,47
None, 2.7, 6.494, None,2017-11-19 05:00:00, 2.692,47
None, 2.3, 5.976, None,2017-11-19 06:00:00, 2.336,47
None, 2.9, 5.976, None,2017-11-19 07:00:00, 2.941,47
None, 3.4, 6.668, None,2017-11-19 08:00:00, 3.424,47
None, 2.9, 7.03, None,2017-11-19 09:00:00, 2.868,47
None, 2.3, 6.371, None,2017-11-19 10:00:00, 2.324,47
None, 1.4, 5.786, None,2017-11-19 11:00:00, 1.399,47
None, 1.8, 5.951, None,2017-11-19 12:00:00, 1.821,47
None, 1.9, 5.02, None,2017-11-19 13:00:00, 1.917,47
None, 2.3, 2.225, None,2017-11-19 14:00:00, 2.337,47
None, 2.5, 3.948, None,2017-11-19 15:00:00, 2.518,47
None, 2.1, 2.558, None,2017-11-19 16:00:00, 2.073,47
None, 1.9, 3.352, None,2017-11-19 17:00:00, 1.852,47
None, 1.4, 3.027, None,2017-11-19 18:00:00, 1.35,47
None, 0.7, 2.168, None,2017-11-19 19:00:00, 0.691999,47
None, 0.4, 1.884, None,2017-11-19 20:00:00, 0.351,47
None, -0.9, 2.058, None,2017-11-19 21:00:00, -0.916,47
None, -1.6, 1.963, None,2017-11-19 22:00:00, -1.616,47
None, -1.8, 1.934, None,2017-11-19 23:00:00, -1.764,47
None, -2.4, 1.538, None,2017-11-20 00:00:00, -2.368,47
None, -2.7, 1.132, None,2017-11-20 01:00:00, -2.67,47
None, -2.7, 2.442, None,2017-11-20 02:00:00, -2.717,47
None, -3.3, 2.109, None,2017-11-20 03:00:00, -3.28,47
None, -3.9, 2.166, None,2017-11-20 04:00:00, -3.931,47
None, -4.6, 0.973999, None,2017-11-20 05:00:00, -4.588,47
None, -4.9, 0.642, None,2017-11-20 06:00:00, -4.87,47
None, -4.5, 0.442999, None,2017-11-20 07:00:00, -4.499,47
None, -4.4, 0.921, None,2017-11-20 08:00:00, -4.445,47
None, -4.7, 1.417, None,2017-11-20 09:00:00, -4.705,47
None, -4.3, 2.142, None,2017-11-20 10:00:00, -4.322,47
None, -3.9, 2.034, None,2017-11-20 11:00:00, -3.866,47
None, -3.0, 2.457, None,2017-11-20 12:00:00, -3.049,47
None, -3.1, 3.201, None,2017-11-20 13:00:00, -3.143,47
None, -3.2, 2.462, None,2017-11-20 14:00:00, -3.197,47
None, -3.4, 2.862, None,2017-11-20 15:00:00, -3.417,47
None, -3.8, 2.874, None,2017-11-20 16:00:00, -3.766,47
None, -4.1, 2.379, None,2017-11-20 17:00:00, -4.089,47
None, -4.6, 2.211, None,2017-11-20 18:00:00, -4.561,47
None, -4.9, 2.297, None,2017-11-20 19:00:00, -4.883,47
None, -5.2, 2.113, None,2017-11-20 20:00:00, -5.194,47
None, -5.4, 2.126, None,2017-11-20 21:00:00, -5.417,47
None, -5.7, 2.259, None,2017-11-20 22:00:00, -5.681,47
None, -6.0, 2.366, None,2017-11-20 23:00:00, -5.982,47
None, -5.7, 1.791, None,2017-11-21 00:00:00, -5.71,47
None, -6.2, 2.724, None,2017-11-21 01:00:00, -6.185,47
None, -6.2, 1.77, None,2017-11-21 02:00:00, -6.191,47
None, -6.2, 1.47, None,2017-11-21 03:00:00, -6.179,47
None, -6.3, 2.031, None,2017-11-21 04:00:00, -6.345,47
None, -6.4, 2.14, None,2017-11-21 05:00:00, -6.43,47
None, -6.8, 2.246, None,2017-11-21 06:00:00, -6.794,47
None, -6.9, 1.979, None,2017-11-21 07:00:00, -6.907,47
None, -6.9, 1.857, None,2017-11-21 08:00:00, -6.915,47
None, -7.0, 1.882, None,2017-11-21 09:00:00, -7.04,47
None, -7.1, 2.178, None,2017-11-21 10:00:00, -7.07,47
None, -6.9, 1.892, None,2017-11-21 11:00:00, -6.869,47
None, -6.5, 2.091, None,2017-11-21 12:00:00, -6.478,47
None, -5.9, 2.3, None,2017-11-21 13:00:00, -5.917,47
None, -5.3, 2.488, None,2017-11-21 14:00:00, -5.277,47
None, -4.7, 1.883, None,2017-11-21 15:00:00, -4.689,47
None, -4.6, 2.164, None,2017-11-21 16:00:00, -4.625,47
None, -4.3, 2.877, None,2017-11-21 17:00:00, -4.305,47
None, -4.0, 3.118, None,2017-11-21 18:00:00, -4.022,47
None, -3.8, 2.549, None,2017-11-21 19:00:00, -3.829,47
None, -3.6, 1.402, None,2017-11-21 20:00:00, -3.6,47
None, -3.4, 1.316, None,2017-11-21 21:00:00, -3.424,47
None, -3.3, 1.03, None,2017-11-21 22:00:00, -3.327,47
None, -2.9, 0.351999, None,2017-11-21 23:00:00, -2.892,47
None, -2.8, 0.493999, None,2017-11-22 00:00:00, -2.837,47
None, -2.9, 1.114, None,2017-11-22 01:00:00, -2.927,47
None, -2.9, 1.316, None,2017-11-22 02:00:00, -2.869,47
None, -2.7, 1.111, None,2017-11-22 03:00:00, -2.728,47
None, -2.6, 1.222, None,2017-11-22 04:00:00, -2.584,47
None, -2.4, 1.393, None,2017-11-22 05:00:00, -2.417,47
None, -2.3, 1.952, None,2017-11-22 06:00:00, -2.314,47
None, -2.1, 1.022, None,2017-11-22 07:00:00, -2.095,47
None, -2.0, 1.634, None,2017-11-22 08:00:00, -2.009,47
None, -1.9, 1.422, None,2017-11-22 09:00:00, -1.902,47
None, -1.3, 2.556, None,2017-11-22 10:00:00, -1.339,47
None, -0.5, 3.187, None,2017-11-22 11:00:00, -0.537,47
None, 0.4, 3.434, None,2017-11-22 12:00:00, 0.365999,47
None, 0.7, 3.381, None,2017-11-22 13:00:00, 0.734,47
None, 1.2, 2.615, None,2017-11-22 14:00:00, 1.205,47
