pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
None, None, 0.0,536.0,1023.0, None, None,2022-01-08 00:00:00,-14.4, None,203.0, None,2
None, None, 0.0,535.0,1023.0, None, None,2022-01-08 01:00:00,-15.1, None,203.0, None,2
0.0, None, 1.0,534.0,1024.0, None, None,2022-01-08 02:00:00,-16.6, None,203.0, None,2
2.0, None, 1.0,533.0,1025.0, None, None,2022-01-08 03:00:00,-17.9, None,203.0, None,2
1.0, None, None,532.0,1024.0, None, None,2022-01-08 04:00:00,-18.2, None,203.0, None,2
1.0, None, 0.0,532.0,1024.0, None, None,2022-01-08 05:00:00,-17.4, None,203.0, None,2
1.0, None, 0.0,532.0,1024.0, None, None,2022-01-08 06:00:00,-17.7, None,202.0, None,2
2.0, None, 0.0,532.0,1024.0, None, None,2022-01-08 07:00:00,-17.5, None,202.0, None,2
1.0, None, None,532.0,1023.0, None, None,2022-01-08 08:00:00,-16.6, None,202.0, None,2
0.0, None, None,531.0,1022.0, None, None,2022-01-08 09:00:00,-15.4, None,201.0, None,2
1.0, None, 0.0,531.0,1022.0, None, None,2022-01-08 10:00:00,-13.8, None,201.0, None,2
0.0, None, None,532.0,1020.0, None, None,2022-01-08 11:00:00,-12.5, None,200.0, None,2
0.0, None, 1.0,532.0,1021.0, None, None,2022-01-08 12:00:00,-11.7, None,200.0, None,2
0.0, None, 0.0,532.0,1021.0, None, None,2022-01-08 13:00:00,-11.8, None,200.0, None,2
1.0, None, 1.0,533.0,1022.0, None, None,2022-01-08 14:00:00,-11.9, None,199.0, None,2
1.0, None, 0.0,533.0,1022.0, None, None,2022-01-08 15:00:00,-11.4, None,199.0, None,2
1.0, None, 1.0,534.0,1023.0, None, None,2022-01-08 16:00:00,-11.9, None,201.0, None,2
0.0, None, 0.0,535.0,1023.0, None, None,2022-01-08 17:00:00,-11.7, None,204.0, None,2
None, None, None,536.0,1022.0, None, None,2022-01-08 18:00:00,-11.5, None,209.0, None,2
None, None, 0.0,537.0,1022.0, None, None,2022-01-08 19:00:00,-11.2, None,208.0, None,2
None, None, 0.0,538.0,1022.0, None, None,2022-01-08 20:00:00,-11.0, None,209.0, None,2
0.0, None, 0.0,538.0,1022.0, None, None,2022-01-08 21:00:00,-10.5, None,209.0, None,2
None, None, None,538.0,1021.0, None, None,2022-01-08 22:00:00,-10.0, None,210.0, None,2
None, None, 0.0,539.0,1021.0, None, None,2022-01-08 23:00:00,-9.4, None,210.0, None,2
None, None, 0.0,539.0,1021.0, None, None,2022-01-09 00:00:00,-9.1, None,211.0, None,2
None, None, 0.0,539.0,1021.0, None, None,2022-01-09 01:00:00,-8.9, None,211.0, None,2
None, None, None,540.0,1020.0, None, None,2022-01-09 02:00:00,-8.4, None,211.0, None,2
None, None, 0.0,540.0,1020.0, None, None,2022-01-09 03:00:00,-8.1, None,211.0, None,2
None, None, 0.0,540.0,1020.0, None, None,2022-01-09 04:00:00,-7.8, None,210.0, None,2
None, None, None,539.0,1019.0, None, None,2022-01-09 05:00:00,-7.2, None,210.0, None,2
None, None, 0.0,539.0,1019.0, None, None,2022-01-09 06:00:00,-7.0, None,209.0, None,2
None, None, 0.0,539.0,1019.0, None, None,2022-01-09 07:00:00,-6.9, None,209.0, None,2
None, None, 0.0,539.0,1019.0, None, None,2022-01-09 08:00:00,-6.9, None,208.0, None,2
None, None, None,539.0,1018.0, None, None,2022-01-09 09:00:00,-6.4, None,208.0, None,2
None, None, 0.0,539.0,1018.0, None, None,2022-01-09 10:00:00,-5.5, None,207.0, None,2
None, None, 0.0,539.0,1018.0, None, None,2022-01-09 11:00:00,-3.5, None,207.0, None,2
None, None, None,540.0,1017.0, None, None,2022-01-09 12:00:00,-3.0, None,206.0, None,2
None, None, 0.0,541.0,1017.0, None, None,2022-01-09 13:00:00,-3.3, None,205.0, None,2
None, None, 0.0,541.0,1017.0, None, None,2022-01-09 14:00:00,-4.1, None,206.0, None,2
None, None, 1.0,541.0,1018.0, None, None,2022-01-09 15:00:00,-5.0, None,205.0, None,2
None, None, 0.0,541.0,1018.0, None, None,2022-01-09 16:00:00,-5.8, None,206.0, None,2
None, None, 1.0,542.0,1019.0, None, None,2022-01-09 17:00:00,-7.1, None,205.0, None,2
None, None, 0.0,543.0,1019.0, None, None,2022-01-09 18:00:00,-6.4, None,205.0, None,2
None, None, 0.0,544.0,1019.0, None, None,2022-01-09 19:00:00,-7.4, None,205.0, None,2
None, None, 0.0,545.0,1019.0, None, None,2022-01-09 20:00:00,-6.5, None,204.0, None,2
None, None, 1.0,545.0,1020.0, None, None,2022-01-09 21:00:00,-7.7, None,204.0, None,2
None, None, 0.0,545.0,1020.0, None, None,2022-01-09 22:00:00,-7.9, None,204.0, None,2
None, None, 0.0,545.0,1020.0, None, None,2022-01-09 23:00:00,-7.0, None,204.0, None,2
None, None, 0.0,545.0,1020.0, None, None,2022-01-10 00:00:00,-7.1, None,204.0, None,2
None, None, 0.0,545.0,1020.0, None, None,2022-01-10 01:00:00,-6.5, None,203.0, None,2
None, None, None,545.0,1019.0, None, None,2022-01-10 02:00:00,-6.3, None,203.0, None,2
None, None, 0.0,545.0,1019.0, None, None,2022-01-10 03:00:00,-6.3, None,203.0, None,2
None, None, 0.0,545.0,1019.0, None, None,2022-01-10 04:00:00,-6.0, None,202.0, None,2
0.0, None, 0.0,545.0,1019.0, None, None,2022-01-10 05:00:00,-6.8, None,202.0, None,2
1.0, None, 1.0,546.0,1020.0, None, None,2022-01-10 06:00:00,-7.2, None,202.0, None,2
1.0, None, 0.0,547.0,1020.0, None, None,2022-01-10 07:00:00,-7.5, None,202.0, None,2
1.0, None, 0.0,547.0,1020.0, None, None,2022-01-10 08:00:00,-7.6, None,202.0, None,2
1.0, None, None,547.0,1019.0, None, None,2022-01-10 09:00:00,-7.0, None,202.0, None,2
None, None, None,546.0,1017.0, None, None,2022-01-10 10:00:00,-4.7, None,201.0, None,2
None, None, 0.0,545.0,1017.0, None, None,2022-01-10 11:00:00,-4.4, None,201.0, None,2
0.0, None, 0.0,546.0,1017.0, None, None,2022-01-10 12:00:00,-5.2, None,201.0, None,2
0.0, None, 0.0,547.0,1017.0, None, None,2022-01-10 13:00:00,-5.0, None,201.0, None,2
0.0, None, 0.0,547.0,1017.0, None, None,2022-01-10 14:00:00,-5.3, None,199.0, None,2
None, None, 0.0,548.0,1017.0, None, None,2022-01-10 15:00:00,-5.6, None,202.0, None,2
None, None, 0.0,548.0,1017.0, None, None,2022-01-10 16:00:00,-5.3, None,202.0, None,2
None, None, 0.0,548.0,1017.0, None, None,2022-01-10 17:00:00,-5.6, None,202.0, None,2
None, None, 0.0,548.0,1017.0, None, None,2022-01-10 18:00:00,-5.9, None,202.0, None,2
None, None, 0.0,548.0,1017.0, None, None,2022-01-10 19:00:00,-6.1, None,201.0, None,2
None, None, 0.0,549.0,1017.0, None, None,2022-01-10 21:00:00,-5.7, None,201.0, None,2
None, None, 0.0,549.0,1017.0, None, None,2022-01-10 22:00:00,-5.8, None,201.0, None,2
None, None, 0.0,549.0,1017.0, None, None,2022-01-10 23:00:00,-5.7, None,201.0, None,2
None, None, 0.0,549.0,1017.0, None, None,2022-01-11 00:00:00,-5.5, None,200.0, None,2
None, None, 0.0,550.0,1017.0, None, None,2022-01-11 01:00:00,-5.5, None,200.0, None,2
None, None, 0.0,552.0,1017.0, None, None,2022-01-11 02:00:00,-5.0, None,200.0, None,2
None, None, 0.0,552.0,1017.0, None, None,2022-01-11 03:00:00,-4.8, None,201.0, None,2
None, None, 0.0,554.0,1017.0, None, None,2022-01-11 04:00:00,-5.4, None,200.0, None,2
None, None, 0.0,555.0,1017.0, None, None,2022-01-11 05:00:00,-5.7, None,201.0, None,2
None, None, 0.0,556.0,1017.0, None, None,2022-01-11 06:00:00,-5.5, None,202.0, None,2
None, None, 0.0,556.0,1017.0, None, None,2022-01-11 07:00:00,-5.5, None,202.0, None,2
None, None, 0.0,555.0,1017.0, None, None,2022-01-11 08:00:00,-5.2, None,202.0, None,2
None, None, 0.0,555.0,1017.0, None, None,2022-01-11 09:00:00,-5.1, None,201.0, None,2
None, None, None,554.0,1016.0, None, None,2022-01-11 10:00:00,-4.4, None,201.0, None,2
None, None, 0.0,554.0,1016.0, None, None,2022-01-11 11:00:00,-4.1, None,201.0, None,2
None, None, 0.0,554.0,1016.0, None, None,2022-01-11 12:00:00,-3.7, None,200.0, None,2
None, None, 0.0,554.0,1016.0, None, None,2022-01-11 13:00:00,-3.2, None,200.0, None,2
None, None, 0.0,554.0,1016.0, None, None,2022-01-11 14:00:00,-2.8, None,200.0, None,2
None, None, 0.0,554.0,1016.0, None, None,2022-01-11 15:00:00,-2.6, None,200.0, None,2
None, None, 0.0,554.0,1016.0, None, None,2022-01-11 16:00:00,-2.6, None,199.0, None,2
None, None, 0.0,554.0,1016.0, None, None,2022-01-11 17:00:00,-2.5, None,199.0, None,2
None, None, 0.0,554.0,1016.0, None, None,2022-01-11 18:00:00,-2.4, None,199.0, None,2
0.0, None, 1.0,554.0,1017.0, None, None,2022-01-11 19:00:00,-2.8, None,199.0, None,2
0.0, None, 0.0,557.0,1017.0, None, None,2022-01-11 20:00:00,-2.6, None,199.0, None,2
0.0, None, 0.0,561.0,1017.0, None, None,2022-01-11 21:00:00,-2.6, None,202.0, None,2
0.0, None, 0.0,563.0,1017.0, None, None,2022-01-11 22:00:00,-2.7, None,203.0, None,2
0.0, None, 0.0,563.0,1017.0, None, None,2022-01-11 23:00:00,-2.7, None,205.0, None,2
0.0, None, 0.0,564.0,1017.0, None, None,2022-01-12 00:00:00,-2.8, None,205.0, None,2
0.0, None, 0.0,564.0,1017.0, None, None,2022-01-12 01:00:00,-2.8, None,205.0, None,2
0.0, None, 0.0,564.0,1017.0, None, None,2022-01-12 02:00:00,-2.9, None,204.0, None,2
0.0, None, 0.0,564.0,1017.0, None, None,2022-01-12 03:00:00,-2.7, None,204.0, None,2
0.0, None, 0.0,564.0,1017.0, None, None,2022-01-12 04:00:00,-2.1, None,204.0, None,2
0.0, None, 0.0,564.0,1017.0, None, None,2022-01-12 05:00:00,-2.0, None,204.0, None,2
0.0, None, 0.0,564.0,1017.0, None, None,2022-01-12 06:00:00,-2.1, None,203.0, None,2
0.0, None, 0.0,564.0,1017.0, None, None,2022-01-12 07:00:00,-1.6, None,203.0, None,2
0.0, None, 0.0,564.0,1017.0, None, None,2022-01-12 08:00:00,-1.2, None,203.0, None,2
0.0, None, 0.0,564.0,1017.0, None, None,2022-01-12 09:00:00,-0.9, None,203.0, None,2
0.0, None, None,564.0,1016.0, None, None,2022-01-12 10:00:00,-1.0, None,202.0, None,2
0.0, None, 0.0,566.0,1016.0, None, None,2022-01-12 11:00:00,-0.6, None,200.0, None,2
0.0, None, 0.0,568.0,1016.0, None, None,2022-01-12 12:00:00,-0.7, None,203.0, None,2
0.0, None, 0.0,573.0,1016.0, None, None,2022-01-12 13:00:00,-0.6, None,206.0, None,2
0.0, None, 0.0,576.0,1016.0, None, None,2022-01-12 14:00:00,-0.6, None,208.0, None,2
0.0, None, 0.0,578.0,1016.0, None, None,2022-01-12 15:00:00,-0.5, None,209.0, None,2
1.0, None, 1.0,580.0,1017.0, None, None,2022-01-12 16:00:00,-0.8, None,211.0, None,2
1.0, None, 0.0,583.0,1017.0, None, None,2022-01-12 17:00:00,-1.1, None,211.0, None,2
1.0, None, 0.0,584.0,1017.0, None, None,2022-01-12 18:00:00,-1.3, None,212.0, None,2
0.0, None, 0.0,585.0,1017.0, None, None,2022-01-12 19:00:00,-0.5, None,212.0, None,2
0.0, None, 0.0,585.0,1017.0, None, None,2022-01-12 20:00:00,-0.3, None,211.0, None,2
1.0, None, 1.0,585.0,1018.0, None, None,2022-01-12 21:00:00,0.0, None,211.0, None,2
1.0, None, 0.0,585.0,1018.0, None, None,2022-01-12 22:00:00,0.0, None,211.0, None,2
1.0, None, 0.0,585.0,1018.0, None, None,2022-01-12 23:00:00,0.0, None,211.0, None,2
2.0, None, 1.0,585.0,1019.0, None, None,2022-01-13 00:00:00,-0.1, None,210.0, None,2
2.0, None, 0.0,585.0,1019.0, None, None,2022-01-13 01:00:00,0.0, None,210.0, None,2
3.0, None, 1.0,585.0,1020.0, None, None,2022-01-13 02:00:00,0.1, None,209.0, None,2
3.0, None, 0.0,585.0,1020.0, None, None,2022-01-13 03:00:00,0.0, None,209.0, None,2
4.0, None, 1.0,585.0,1021.0, None, None,2022-01-13 04:00:00,0.0, None,209.0, None,2
4.0, None, 0.0,585.0,1021.0, None, None,2022-01-13 05:00:00,-0.1, None,208.0, None,2
5.0, None, 1.0,585.0,1022.0, None, None,2022-01-13 06:00:00,0.0, None,208.0, None,2
5.0, None, 0.0,585.0,1022.0, None, None,2022-01-13 07:00:00,-0.1, None,208.0, None,2
6.0, None, 1.0,585.0,1023.0, None, None,2022-01-13 08:00:00,-0.1, None,207.0, None,2
6.0, None, 0.0,585.0,1023.0, None, None,2022-01-13 09:00:00,0.0, None,207.0, None,2
8.0, None, 1.0,585.0,1024.0, None, None,2022-01-13 10:00:00,0.5, None,206.0, None,2
9.0, None, 1.0,585.0,1025.0, None, None,2022-01-13 11:00:00,0.5, None,206.0, None,2
5.0, None, None,585.0,1021.0, None, None,2022-01-13 12:00:00,0.7, None,206.0, None,2
6.0, None, 1.0,585.0,1022.0, None, None,2022-01-13 13:00:00,0.5, None,206.0, None,2
100.0, None, 94.0,584.0,1116.0, None, None,2022-01-13 14:00:00,0.5, None,205.0, None,2
100.0, None, 0.0,584.0,1116.0, None, None,2022-01-13 15:00:00,0.6, None,205.0, None,2
102.0, None, 3.0,583.0,1119.0, None, None,2022-01-13 16:00:00,-0.1, None,205.0, None,2
101.0, None, None,583.0,1118.0, None, None,2022-01-13 17:00:00,-0.2, None,205.0, None,2
