station_observations
time, tasmin, tasmax, pcp
2018-01-01 00:00:00, -16.4, 0.5, 0.7
2018-01-02 00:00:00, -5.9, -2.2, 0.0
2018-01-03 00:00:00, -8.4, -4.5, 0.8
2018-01-04 00:00:00, -6.1, -3.9, 2.9
2018-01-05 00:00:00, -4.4, -0.7, 14.1
2018-01-06 00:00:00, -6.5, -2.4, 0.5
2018-01-07 00:00:00, -3.4, -1.5, 17.6
2018-01-08 00:00:00, -3.9, -0.7, 9.6
2018-01-09 00:00:00, -7.8, -2.6, 0.8
2018-01-10 00:00:00, -18.7, -9.2, 0.6
2018-01-11 00:00:00, -23.8, -19.1, 0.2
2018-01-12 00:00:00, -23.9, -15.6, 4.6
2018-01-13 00:00:00, -15.6, 0.5, 9.4
2018-01-14 00:00:00, -8.7, -1.9, 0.2
2018-01-15 00:00:00, -7.6, -3.1, 0.0
2018-01-16 00:00:00, -4.7, 0.6, 9.9
2018-01-17 00:00:00, -3.9, -1.3, 20.2
2018-01-18 00:00:00, -2.7, 0.5, 10.6
2018-01-19 00:00:00, -4.7, 0.4, 0.0
2018-01-20 00:00:00, -5.5, -2.5, 9.6
2018-01-21 00:00:00, -7.6, -1.9, 6.1
2018-01-22 00:00:00, -7.5, -3.8, 11.2
2018-01-23 00:00:00, -8.4, -3.8, 23.5
2018-01-24 00:00:00, -8.7, -2.0, 16.8
2018-01-25 00:00:00, -9.6, -0.7, 7.5
2018-01-26 00:00:00, -10.8, -5.0, 0.2
2018-01-27 00:00:00, -13.0, -6.8, 0.0
2018-01-28 00:00:00, -12.8, -9.8, 9.5
2018-01-29 00:00:00, -12.4, -2.4, 39.0
2018-01-30 00:00:00, -5.0, -2.9, 36.2
2018-01-31 00:00:00, -6.6, -1.8, 7.9
2018-02-01 00:00:00, -9.3, -1.7, 10.8
2018-02-02 00:00:00, -6.5, 1.5, 20.4
2018-02-03 00:00:00, -15.4, -0.4, 1.9
2018-02-04 00:00:00, -17.1, -13.4, 27.8
2018-02-05 00:00:00, -15.2, -5.0, 11.5
2018-02-06 00:00:00, -9.9, -7.5, 5.2
2018-02-07 00:00:00, -0.3, 0.8, 23.1
2018-02-08 00:00:00, -14.7, -1.5, 0.3
2018-02-09 00:00:00, -18.2, -7.7, 0.1
2018-02-10 00:00:00, -17.9, 1.1, 0.5
2018-02-11 00:00:00, -16.1, -8.7, 0.0
2018-02-12 00:00:00, -18.8, 1.4, 0.8
2018-02-13 00:00:00, -5.1, -1.5, 1.4
2018-02-14 00:00:00, -9.8, 2.0, 0.2
2018-02-15 00:00:00, -11.6, -4.6, 0.0
2018-02-16 00:00:00, -9.2, -1.2, 0.0
2018-02-17 00:00:00, -13.9, -8.1, 0.0
2018-02-18 00:00:00, -17.6, -8.7, 0.2
2018-02-19 00:00:00, -20.0, -6.2, 0.1
2018-02-20 00:00:00, -19.0, -3.0, 0.1
2018-02-21 00:00:00, -12.1, -2.5, 0.6
2018-02-22 00:00:00, -14.1, 0.5, 1.1
2018-02-23 00:00:00, -7.0, -0.2, 5.1
2018-02-24 00:00:00, -8.2, -3.4, 7.9
2018-02-25 00:00:00, -8.2, -1.6, 1.7
2018-02-26 00:00:00, -9.2, -2.1, 1.3
2018-02-27 00:00:00, -6.3, -0.5, 2.5
2018-02-28 00:00:00, -7.6, -3.8, 6.8
2018-03-01 00:00:00, -10.8, -3.5, 5.0
2018-03-02 00:00:00, -13.6, -6.7, 0.0
2018-03-03 00:00:00, -15.3, -5.7, 0.4
2018-03-04 00:00:00, -19.0, -5.4, 0.9
2018-03-05 00:00:00, -9.4, -2.9, 0.1
2018-03-06 00:00:00, -13.0, -2.0, 0.2
2018-03-07 00:00:00, -13.2, -0.9, 0.6
2018-03-08 00:00:00, -11.8, -0.7, 2.4
2018-03-09 00:00:00, -9.5, -1.0, 0.4
2018-03-10 00:00:00, -6.7, 0.5, 0.7
2018-03-11 00:00:00, -8.5, 2.2, 0.1
2018-03-12 00:00:00, -5.7, 5.2, 0.3
2018-03-13 00:00:00, -2.7, 4.4, 0.0
2018-03-14 00:00:00, -2.4, 3.1, 0.0
2018-03-15 00:00:00, -7.1, 3.2, 0.0
2018-03-16 00:00:00, -7.3, 6.8, 0.3
2018-03-17 00:00:00, -3.7, 3.7, 0.0
2018-03-18 00:00:00, -7.9, -3.3, 0.1
2018-03-19 00:00:00, -6.3, 2.3, 0.4
2018-03-20 00:00:00, -2.7, 1.7, 2.0
2018-03-21 00:00:00, -3.3, 2.2, 1.9
2018-03-22 00:00:00, -5.1, 0.5, 20.3
2018-03-23 00:00:00, -12.4, 4.5, 0.5
2018-03-24 00:00:00, -6.5, -0.5, 0.5
2018-03-25 00:00:00, -5.4, -1.9, 3.5
2018-03-26 00:00:00, -4.4, 0.0, 10.7
2018-03-27 00:00:00, -3.7, 2.0, 6.3
2018-03-28 00:00:00, -5.4, 2.6, 0.7
2018-03-29 00:00:00, -5.5, 0.9, 23.0
2018-03-30 00:00:00, -6.5, -0.9, 2.0
2018-03-31 00:00:00, -11.4, -1.9, 0.5
2018-04-01 00:00:00, -10.9, -8.3, 1.1
2018-04-02 00:00:00, -14.6, -0.8, 1.0
2018-04-03 00:00:00, -10.5, 0.4, 11.4
2018-04-04 00:00:00, -14.9, 0.6, 0.2
2018-04-05 00:00:00, -10.0, -5.1, 1.0
2018-04-06 00:00:00, -10.4, -3.4, 1.6
2018-04-07 00:00:00, -7.6, 0.6, 0.2
2018-04-08 00:00:00, -4.0, 7.7, 0.2
2018-04-09 00:00:00, 0.0, 6.2, 0.9
2018-04-10 00:00:00, -0.8, 7.0, 1.9
2018-04-11 00:00:00, -4.2, 4.8, 4.0
2018-04-12 00:00:00, -5.4, 2.8, 0.0
2018-04-13 00:00:00, -3.0, 0.9, 16.7
2018-04-14 00:00:00, -5.5, 1.4, 4.0
2018-04-15 00:00:00, -8.1, 6.5, 0.0
2018-04-16 00:00:00, -2.8, 6.9, 0.1
2018-04-17 00:00:00, -5.6, 3.0, 0.0
2018-04-18 00:00:00, -2.1, 2.8, 0.3
2018-04-19 00:00:00, -1.6, 2.5, 0.7
2018-04-20 00:00:00, -1.5, 1.4, 5.2
2018-04-21 00:00:00, -2.8, 4.1, 4.0
2018-04-22 00:00:00, -3.3, 4.1, 0.0
2018-04-23 00:00:00, -3.5, 8.2, 0.0
2018-04-24 00:00:00, -0.4, 8.0, 0.8
2018-04-25 00:00:00, -1.9, 14.7, 0.0
2018-04-26 00:00:00, 1.8, 15.9, 0.0
2018-04-27 00:00:00, 3.0, 18.5, 0.0
2018-04-28 00:00:00, -0.9, 9.8, 0.0
2018-04-29 00:00:00, -4.2, 10.3, 0.0
2018-04-30 00:00:00, -1.1, 9.7, 0.0
2018-05-01 00:00:00, -0.7, 11.9, 0.0
2018-05-02 00:00:00, 1.7, 11.6, 0.0
2018-05-03 00:00:00, 3.2, 9.0, 2.3
2018-05-04 00:00:00, 1.0, 5.8, 0.3
2018-05-05 00:00:00, 0.5, 12.9, 0.0
2018-05-06 00:00:00, 1.7, 16.8, 0.0
2018-05-07 00:00:00, 3.1, 8.9, 3.2
2018-05-08 00:00:00, 1.6, 17.1, 0.0
2018-05-09 00:00:00, 1.9, 10.3, 7.7
2018-05-10 00:00:00, 1.1, 12.2, 0.1
2018-05-11 00:00:00, -0.3, 13.4, 0.0
2018-05-12 00:00:00, 2.6, 16.9, 0.0
2018-05-13 00:00:00, 3.1, 17.5, 0.0
2018-05-14 00:00:00, 5.1, 19.3, 0.0
2018-05-15 00:00:00, 3.2, 17.2, 0.0
2018-05-16 00:00:00, 3.4, 15.9, 0.0
2018-05-17 00:00:00, 1.1, 20.1, 0.0
2018-05-18 00:00:00, 4.3, 18.5, 0.0
2018-05-19 00:00:00, 5.2, 20.2, 0.0
2018-05-20 00:00:00, 3.9, 10.8, 0.2
2018-05-21 00:00:00, 3.4, 10.0, 0.1
2018-05-22 00:00:00, 4.9, 7.8, 2.5
2018-05-23 00:00:00, 3.3, 18.1, 0.0
2018-05-24 00:00:00, 2.3, 12.0, 0.0
2018-05-25 00:00:00, 0.3, 4.4, 1.8
2018-05-26 00:00:00, -0.1, 4.1, 5.5
2018-05-27 00:00:00, 1.3, 5.3, 15.9
2018-05-28 00:00:00, 0.1, 8.1, 5.5
2018-05-29 00:00:00, -2.0, 7.8, 0.4
2018-05-30 00:00:00, -2.2, 10.2, 0.1
2018-05-31 00:00:00, -1.6, 12.6, 0.8
2018-06-01 00:00:00, 0.5, 5.0, 2.8
2018-06-02 00:00:00, 0.2, 7.8, 3.2
2018-06-03 00:00:00, 0.2, 8.4, 7.7
2018-06-04 00:00:00, -0.2, 6.1, 0.7
2018-06-05 00:00:00, -0.6, 7.5, 4.4
2018-06-06 00:00:00, 1.3, 6.0, 8.5
2018-06-07 00:00:00, 0.7, 5.6, 7.0
2018-06-08 00:00:00, 0.6, 8.6, 0.1
2018-06-09 00:00:00, -0.7, 11.0, 1.0
2018-06-10 00:00:00, 0.4, 10.5, 0.1
2018-06-11 00:00:00, 0.4, 7.9, 0.1
2018-06-12 00:00:00, 1.1, 8.3, 1.3
2018-06-13 00:00:00, 2.1, 9.4, 0.9
2018-06-14 00:00:00, 3.8, 7.6, 0.4
2018-06-15 00:00:00, 1.2, 12.5, 0.2
2018-06-16 00:00:00, 3.8, 21.6, 0.1
2018-06-17 00:00:00, 7.5, 23.7, 0.1
2018-06-18 00:00:00, 8.4, 26.7, 0.1
2018-06-19 00:00:00, 10.7, 28.1, 0.1
2018-06-20 00:00:00, 11.5, 23.7, 0.9
2018-06-21 00:00:00, 10.4, 19.4, 0.1
2018-06-22 00:00:00, 6.9, 12.0, 0.0
2018-06-23 00:00:00, 6.2, 14.4, 0.2
2018-06-24 00:00:00, 5.2, 11.2, 4.8
2018-06-25 00:00:00, 2.6, 10.1, 0.0
2018-06-26 00:00:00, 3.2, 8.0, 0.7
2018-06-27 00:00:00, 1.9, 10.2, 0.0
2018-06-28 00:00:00, 3.7, 8.8, 0.9
2018-06-29 00:00:00, 6.3, 10.9, 1.2
2018-06-30 00:00:00, 4.8, 9.6, 2.9
2018-07-01 00:00:00, 4.0, 10.0, 0.4
2018-07-02 00:00:00, 3.0, 14.1, 1.5
2018-07-03 00:00:00, 3.4, 18.0, 0.2
2018-07-04 00:00:00, 6.5, 19.5, 0.1
2018-07-05 00:00:00, 9.7, 16.1, 3.3
2018-07-06 00:00:00, 8.9, 14.1, 0.0
2018-07-07 00:00:00, 7.7, 13.1, 0.6
2018-07-08 00:00:00, 7.5, 18.7, 0.0
2018-07-09 00:00:00, 6.0, 19.7, 0.0
2018-07-10 00:00:00, 8.4, 12.9, 0.0
2018-07-11 00:00:00, 7.9, 14.5, 0.0
2018-07-12 00:00:00, 5.6, 16.9, 0.1
2018-07-13 00:00:00, 3.5, 16.6, 0.0
2018-07-14 00:00:00, 4.6, 22.1, 0.2
2018-07-15 00:00:00, 9.9, 20.9, 0.0
2018-07-16 00:00:00, 8.7, 21.7, 0.1
2018-07-17 00:00:00, 9.0, 17.8, 0.0
2018-07-18 00:00:00, 7.8, 15.6, 1.2
2018-07-19 00:00:00, 4.8, 8.0, 1.8
2018-07-20 00:00:00, 5.1, 8.7, 9.1
2018-07-21 00:00:00, 6.1, 22.3, 0.1
2018-07-22 00:00:00, 9.7, 22.9, 14.0
2018-07-23 00:00:00, 7.6, 18.4, 0.1
2018-07-24 00:00:00, 7.0, 21.6, 0.0
2018-07-25 00:00:00, 8.9, 24.5, 0.0
2018-07-26 00:00:00, 10.2, 26.0, 0.0
2018-07-27 00:00:00, 11.6, 28.0, 0.1
2018-07-28 00:00:00, 12.9, 28.9, 0.1
2018-07-29 00:00:00, 14.0, 28.5, 0.0
