RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
15.8, None, None, None,4.47,92.5, None, None, -10.0, None, None, None, None, None, None, None, None,15.72, None, None, None, None,18.61, None, None, None, None,2016-07-29 00:00:00, None,31
16.09, None, None, None,1.711,65.04, None, None, -11.0, None, None, None, None, None, None, None, None,14.75, None, None, None, None,49.41, None, None, None, None,2016-07-29 01:00:00, None,31
16.36, None, None, None,0.756,279.6, None, None, -11.0, None, None, None, None, None, None, None, None,14.04, None, None, None, None,39.42, None, None, None, None,2016-07-29 02:00:00, None,31
16.32, None, None, None,0.91,308.9, None, None, -11.0, None, None, None, None, None, None, None, None,13.77, None, None, None, None,59.96, None, None, None, None,2016-07-29 03:00:00, None,31
16.53, None, None, None,1.308,339.2, None, None, -11.0, None, None, None, None, None, None, None, None,13.49, None, None, None, None,40.52, None, None, None, None,2016-07-29 04:00:00, None,31
16.54, None, None, None,0.302,70.4, None, None, -12.0, None, None, None, None, None, None, None, None,13.24, None, None, None, None,74.4, None, None, None, None,2016-07-29 05:00:00, None,31
16.77, None, None, None,2.415,326.5, None, None, -12.0, None, None, None, None, None, None, None, None,12.69, None, None, None, None,30.33, None, None, None, None,2016-07-29 06:00:00, None,31
15.76, None, None, None,2.009,323.8, None, None, -10.0, None, None, None, None, None, None, None, None,15.84, None, None, None, None,30.96, None, None, None, None,2016-07-29 07:00:00, None,31
15.0, None, None, None,0.658,296.3, None, None, -9.0, None, None, None, None, None, None, None, None,18.37, None, None, None, None,64.0, None, None, None, None,2016-07-29 08:00:00, None,31
14.68, None, None, None,1.75,198.0, None, None, -8.0, None, None, None, None, None, None, None, None,19.43, None, None, None, None,28.7, None, None, None, None,2016-07-29 09:00:00, None,31
14.46, None, None, None,3.498,205.4, None, None, -8.0, None, None, None, None, None, None, None, None,20.37, None, None, None, None,27.74, None, None, None, None,2016-07-29 10:00:00, None,31
14.03, None, None, None,5.139,213.3, None, None, -7.0, None, None, None, None, None, None, None, None,21.6, None, None, None, None,21.24, None, None, None, None,2016-07-29 11:00:00, None,31
13.78, None, None, None,5.976,216.9, None, None, -7.0, None, None, None, None, None, None, None, None,22.43, None, None, None, None,21.44, None, None, None, None,2016-07-29 12:00:00, None,31
13.31, None, None, None,5.879,221.2, None, None, -6.0, None, None, None, None, None, None, None, None,24.01, None, None, None, None,23.03, None, None, None, None,2016-07-29 13:00:00, None,31
