wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
None, -7.6, None, 0.22, 0.0, 99.7, -10.2, None, None, 82.0,2020-03-04 00:00:00, None, None,10
270.0, -5.4, None, 0.25, 1.0, 99.7, -8.0, None, None, 82.0,2020-03-04 01:00:00, None, None,10
None, -5.7, None, 0.3, 0.0, 99.9, -7.3, None, None, 88.0,2020-03-04 02:00:00, None, None,10
112.5, -8.5, None, 0.34, 1.0, 100.0, -10.0, None, None, 89.0,2020-03-04 03:00:00, None, None,10
247.5, -5.5, None, 0.36, 8.0, 100.1, -7.8, None, None, 84.0,2020-03-04 04:00:00, None, None,10
67.5, -7.4, None, 0.37, 3.0, 100.3, -7.8, None, None, 97.0,2020-03-04 05:00:00, None, None,10
None, -8.4, None, 0.38, 0.0, 100.5, -9.8, None, None, 90.0,2020-03-04 06:00:00, None, None,10
None, -12.3, None, 0.35, 0.0, 100.6, -13.8, None, None, 89.0,2020-03-04 07:00:00, None, None,10
None, -10.7, None, 0.32, 0.0, 100.7, -12.0, None, None, 90.0,2020-03-04 08:00:00, None, None,10
None, -7.1, None, 0.21, 0.0, 100.7, -11.4, None, None, 72.0,2020-03-04 09:00:00, None, None,10
225.0, -5.5, None, 0.21, 9.0, 100.8, -11.9, None, None, 61.0,2020-03-04 10:00:00, None, None,10
225.0, -3.3, None, 0.15, 12.0, 100.8, -12.8, None, None, 48.0,2020-03-04 11:00:00, None, None,10
202.5, -1.5, None, 0.15, 20.0, 100.9, -14.0, None, None, 38.0,2020-03-04 12:00:00, None, None,10
202.5, -1.1, 29.0, 0.09, 20.0, 100.9, -14.1, None, None, 36.0,2020-03-04 13:00:00, None, None,10
180.0, -0.9, 32.0, 0.08, 19.0, 100.9, -14.2, None, None, 36.0,2020-03-04 14:00:00, None, None,10
180.0, -0.7, 27.0, 0.07, 16.0, 100.9, -14.1, None, None, 36.0,2020-03-04 15:00:00, None, None,10
180.0, -0.7, 32.0, 0.02, 18.0, 100.9, -14.5, None, None, 34.0,2020-03-04 16:00:00, None, None,10
225.0, -1.8, None, -0.03, 13.0, 100.9, -13.8, None, None, 39.0,2020-03-04 17:00:00, None, None,10
135.0, -1.9, None, -0.07, 8.0, 100.9, -12.0, None, None, 46.0,2020-03-04 18:00:00, None, None,10
202.5, -2.5, None, -0.06, 5.0, 100.9, -11.6, None, None, 49.0,2020-03-04 19:00:00, None, None,10
135.0, -2.7, None, -0.08, 1.0, 100.8, -11.1, None, None, 52.0,2020-03-04 20:00:00, None, None,10
225.0, -2.9, None, -0.11, 3.0, 100.7, -11.9, None, None, 50.0,2020-03-04 21:00:00, None, None,10
None, -3.6, None, -0.12, 0.0, 100.7, -12.5, None, None, 50.0,2020-03-04 22:00:00, None, None,10
180.0, -3.9, 39.0, -0.17, 8.0, 100.6, -11.2, None, -0.3, 57.0,2020-03-04 23:00:00, -12.5, 0.0,10
22.5, -3.1, None, -0.22, 3.0, 100.5, -12.3, None, None, 49.0,2020-03-05 00:00:00, None, None,10
45.0, -2.8, None, -0.3, 10.0, 100.3, -11.7, None, None, 50.0,2020-03-05 01:00:00, None, None,10
90.0, -2.3, 33.0, -0.32, 14.0, 100.2, -11.6, None, None, 49.0,2020-03-05 02:00:00, None, None,10
