RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
23.84, None, None, None, 13.11, 75.5, -26.0, -11.9, -26.0, None, None, None, None, None, None, None, None, -11.29, None, -11.3, None, None, 9.9, None, -11.3, 0.0, None, 24.0,2022-12-10 00:00:00, None,50
23.81, None, None, None, 18.44, 80.2, -26.0, -11.9, -26.0, None, None, None, None, None, None, None, None, -11.19, None, -11.2, None, None, 9.07, None, -11.2, 0.0, None, 24.0,2022-12-10 01:00:00, None,50
23.79, None, None, None, 19.74, 84.7, -26.0, -11.9, -26.0, None, None, None, None, None, None, None, None, -11.12, None, -11.1, None, None, 8.33, None, -11.1, 0.0, None, 24.0,2022-12-10 02:00:00, None,50
23.71, None, None, None, 20.96, 83.8, -26.0, -11.9, -26.0, None, None, None, None, None, None, None, None, -10.87, None, -10.8, None, None, 6.941, None, -10.9, 0.0, None, 24.0,2022-12-10 03:00:00, None,50
23.61, None, None, None, 22.23, 83.9, -26.0, -11.9, -26.0, None, None, None, None, None, None, None, None, -10.52, None, -10.5, None, None, 8.51, None, -10.5, 0.0, None, 24.0,2022-12-10 04:00:00, None,50
23.55, None, None, None, 17.58, 86.7, -26.0, -11.9, -26.0, None, None, None, None, None, None, None, None, -10.34, None, -10.3, None, None, 9.38, None, -10.3, 0.0, None, 24.0,2022-12-10 05:00:00, None,50
23.49, None, None, None, 15.3, 77.3, -25.0, -11.9, -25.0, None, None, None, None, None, None, None, None, -10.12, None, -10.1, None, None, 10.0, None, -10.1, 0.0, None, 23.0,2022-12-10 06:00:00, None,50
23.35, None, None, None, 11.15, 81.5, -25.0, -10.2, -25.0, None, None, None, None, None, None, None, None, -9.68, None, -9.6, None, None, 14.32, None, -9.7, 0.0, None, 23.0,2022-12-10 07:00:00, None,50
23.38, None, None, None, 11.0, 78.8, -25.0, -10.2, -25.0, None, None, None, None, None, None, None, None, -9.76, None, -9.6, None, None, 12.41, None, -9.8, 0.0, None, 23.0,2022-12-10 08:00:00, None,50
23.26, None, None, None, 10.98, 74.6, -25.0, -10.2, -25.0, None, None, None, None, None, None, None, None, -9.37, None, -9.4, None, None, 12.03, None, -9.4, 0.0, None, 23.0,2022-12-10 09:00:00, None,50
23.14, None, None, None, 14.67, 72.8, -25.0, -10.2, -25.0, None, None, None, None, None, None, None, None, -8.96, None, -8.9, None, None, 10.31, None, -9.0, 0.0, None, 23.0,2022-12-10 10:00:00, None,50
23.01, None, None, None, 10.82, 73.0, -24.0, -10.2, -24.0, None, None, None, None, None, None, None, None, -8.54, None, -8.3, None, None, 11.11, None, -8.5, None, None, 23.0,2022-12-10 13:00:00, None,50
22.99, None, None, None, 13.15, 75.2, -24.0, -10.2, -24.0, None, None, None, None, None, None, None, None, -8.24, None, -8.1, None, None, 9.36, None, -8.2, 0.0, None, 23.0,2022-12-10 14:00:00, None,50
22.92, None, None, None, 12.11, 71.9, -24.0, -10.2, -24.0, None, None, None, None, None, None, None, None, -8.24, None, -8.1, None, None, 8.55, None, -8.2, 0.0, None, 23.0,2022-12-10 15:00:00, None,50
22.84, None, None, None, 10.0, 68.69, -24.0, -10.2, -24.0, None, None, None, None, None, None, None, None, -8.18, None, -7.9, None, None, 8.82, None, -8.2, 0.0, None, 23.0,2022-12-10 16:00:00, None,50
22.81, None, None, None, 9.81, 71.5, -24.0, -10.2, -24.0, None, None, None, None, None, None, None, None, -7.85, None, -7.7, None, None, 11.0, None, -7.9, 0.0, None, 23.0,2022-12-10 17:00:00, None,50
