air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
2.8,2.6, None,3.1,91.0,2022-12-10 00:00:00,1.0,50
3.0,2.6, None,3.4,92.0,2022-12-10 01:00:00,2.0,50
3.0,2.6, None,3.4,92.0,2022-12-10 02:00:00,2.0,50
3.2,2.6, None,3.4,90.0,2022-12-10 03:00:00,2.0,50
3.9,2.6, None,4.4,86.0,2022-12-10 04:00:00,2.0,50
4.4,2.6, None,4.7,84.0,2022-12-10 05:00:00,2.0,50
4.1,2.6, None,4.7,86.0,2022-12-10 06:00:00,2.0,50
3.9,3.8, None,4.7,89.0,2022-12-10 07:00:00,2.0,50
4.3,3.8, None,4.7,88.0,2022-12-10 08:00:00,2.0,50
4.5,3.8, None,4.7,88.0,2022-12-10 09:00:00,2.0,50
4.5,3.8, None,4.9,87.0,2022-12-10 10:00:00,2.0,50
5.1,3.8, None,5.4,82.0,2022-12-10 11:00:00,2.0,50
5.7,3.8, None,6.3,77.0,2022-12-10 12:00:00,2.0,50
6.5,3.8, None,6.5,73.0,2022-12-10 13:00:00,2.0,50
7.3,3.8, None,7.3,68.0,2022-12-10 14:00:00,2.0,50
7.1,3.8, None,7.4,70.0,2022-12-10 15:00:00,2.0,50
7.3,3.8, None,7.8,72.0,2022-12-10 16:00:00,2.0,50
6.7,3.8, None,8.0,75.0,2022-12-10 17:00:00,3.0,50
6.5,3.8, None,8.0,80.0,2022-12-10 18:00:00,3.0,50
6.6,5.4, None,7.2,81.0,2022-12-10 19:00:00,3.0,50
5.1,5.4, None,7.2,88.0,2022-12-10 20:00:00,3.0,50
5.5,4.9, None,7.2,88.0,2022-12-10 21:00:00,3.0,50
5.4,4.9, None,7.2,90.0,2022-12-10 22:00:00,4.0,50
4.8,4.6, None,7.2,95.0,2022-12-10 23:00:00,4.0,50
4.6,4.5, None,7.2,95.0,2022-12-11 00:00:00,4.0,50
4.8,4.5, None,7.2,94.0,2022-12-11 01:00:00,4.0,50
4.4,4.4, None,7.2,96.0,2022-12-11 02:00:00,4.0,50
4.6,4.4, None,7.2,96.0,2022-12-11 03:00:00,4.0,50
5.1,4.4, None,7.2,93.0,2022-12-11 04:00:00,4.0,50
4.5,4.4, None,7.2,96.0,2022-12-11 05:00:00,4.0,50
4.5,4.3, None,7.2,96.0,2022-12-11 06:00:00,4.0,50
4.5,4.3, None,4.6,97.0,2022-12-11 07:00:00,4.0,50
4.8,4.3, None,4.8,97.0,2022-12-11 08:00:00,4.0,50
4.9,4.3, None,5.0,90.0,2022-12-11 09:00:00,3.0,50
5.0,4.3, None,5.1,90.0,2022-12-11 10:00:00,3.0,50
5.0,4.3, None,5.3,94.0,2022-12-11 11:00:00,4.0,50
5.0,4.3, None,5.3,96.0,2022-12-11 12:00:00,4.0,50
5.9,4.3, None,5.8,90.0,2022-12-11 13:00:00,4.0,50
6.2,4.3, None,6.2,79.0,2022-12-11 14:00:00,3.0,50
5.5,4.3, None,6.2,93.0,2022-12-11 15:00:00,4.0,50
5.1,4.3, None,6.2,94.0,2022-12-11 16:00:00,4.0,50
5.1,4.3, None,6.2,94.0,2022-12-11 17:00:00,4.0,50
5.2,4.3, None,6.2,93.0,2022-12-11 18:00:00,4.0,50
5.2,5.1, None,5.3,91.0,2022-12-11 19:00:00,4.0,50
5.4,5.1, None,5.4,89.0,2022-12-11 20:00:00,4.0,50
5.3,5.1, None,5.5,91.0,2022-12-11 21:00:00,4.0,50
5.2,5.1, None,5.5,91.0,2022-12-11 22:00:00,4.0,50
4.8,4.8, None,5.5,88.0,2022-12-11 23:00:00,3.0,50
4.6,4.6, None,5.5,92.0,2022-12-12 00:00:00,3.0,50
4.6,4.5, None,5.5,96.0,2022-12-12 01:00:00,4.0,50
4.5,4.2, None,5.5,92.0,2022-12-12 02:00:00,3.0,50
4.7,4.2, None,5.5,94.0,2022-12-12 03:00:00,4.0,50
3.4,3.4, None,5.5,85.0,2022-12-12 04:00:00,1.0,50
3.9,3.3, None,5.5,90.0,2022-12-12 05:00:00,2.0,50
3.3,3.2, None,5.5,94.0,2022-12-12 06:00:00,2.0,50
2.9,2.7, None,3.4,90.0,2022-12-12 07:00:00,1.0,50
2.9,2.6, None,3.4,86.0,2022-12-12 08:00:00,1.0,50
3.3,2.6, None,3.5,85.0,2022-12-12 09:00:00,1.0,50
4.7,2.6, None,4.7,74.0,2022-12-12 10:00:00,1.0,50
3.0,2.2, None,5.2,88.0,2022-12-12 11:00:00,1.0,50
2.9,2.1, None,5.2,93.0,2022-12-12 12:00:00,2.0,50
4.4,2.1, None,5.2,85.0,2022-12-12 13:00:00,2.0,50
4.7,2.1, None,5.2,74.0,2022-12-12 14:00:00,1.0,50
4.8,2.1, None,5.2,75.0,2022-12-12 15:00:00,1.0,50
4.3,2.1, None,5.2,76.0,2022-12-12 16:00:00,0.0,50
4.1,2.1, None,5.2,75.0,2022-12-12 17:00:00,0.0,50
4.2,2.1, None,5.2,77.0,2022-12-12 18:00:00,0.0,50
3.6,3.6, None,4.3,84.0,2022-12-12 19:00:00,1.0,50
2.8,2.5, None,4.3,71.0,2022-12-12 21:00:00,-2.0,50
3.4,2.5, None,4.3,64.0,2022-12-12 22:00:00,-3.0,50
3.6,2.5, None,4.3,59.0,2022-12-12 23:00:00,-4.0,50
2.8,2.1, None,4.3,63.0,2022-12-13 00:00:00,-3.0,50
2.8,2.0, None,4.3,70.0,2022-12-13 01:00:00,-2.0,50
2.9,2.0, None,4.3,71.0,2022-12-13 02:00:00,-2.0,50
2.9,2.0, None,4.3,71.0,2022-12-13 03:00:00,-2.0,50
2.3,1.7, None,4.3,75.0,2022-12-13 04:00:00,-2.0,50
2.4,1.7, None,4.3,73.0,2022-12-13 05:00:00,-2.0,50
2.9,1.5, None,4.3,72.0,2022-12-13 06:00:00,-2.0,50
2.1,2.0, None,3.0,83.0,2022-12-13 07:00:00,-1.0,50
1.8,1.6, None,3.0,87.0,2022-12-13 08:00:00,0.0,50
2.0,1.4, None,3.0,79.0,2022-12-13 09:00:00,-2.0,50
2.5,1.4, None,3.0,78.0,2022-12-13 10:00:00,-1.0,50
2.1,1.4, None,3.0,75.0,2022-12-13 11:00:00,-2.0,50
3.2,1.4, None,3.3,75.0,2022-12-13 12:00:00,-1.0,50
2.5,1.4, None,3.3,79.0,2022-12-13 13:00:00,-1.0,50
3.3,1.4, None,3.4,76.0,2022-12-13 14:00:00,0.0,50
3.1,1.4, None,3.4,78.0,2022-12-13 15:00:00,0.0,50
3.0,1.4, None,3.4,79.0,2022-12-13 16:00:00,0.0,50
2.3,1.4, None,3.6,85.0,2022-12-13 17:00:00,0.0,50
3.3,1.4, None,3.6,81.0,2022-12-13 18:00:00,1.0,50
2.9,2.7, None,3.3,83.0,2022-12-13 19:00:00,0.0,50
2.4,2.3, None,3.3,88.0,2022-12-13 20:00:00,1.0,50
2.4,2.1, None,3.3,86.0,2022-12-13 21:00:00,0.0,50
2.4,2.1, None,3.3,86.0,2022-12-13 22:00:00,0.0,50
2.9,2.1, None,3.3,79.0,2022-12-13 23:00:00,0.0,50
2.7,2.1, None,3.3,80.0,2022-12-14 00:00:00,0.0,50
3.2,2.1, None,3.4,77.0,2022-12-14 01:00:00,0.0,50
2.9,2.1, None,3.5,83.0,2022-12-14 02:00:00,0.0,50
2.6,2.1, None,3.5,88.0,2022-12-14 03:00:00,1.0,50
3.0,2.1, None,3.5,76.0,2022-12-14 04:00:00,-1.0,50
2.1,2.1, None,3.5,83.0,2022-12-14 05:00:00,-1.0,50
1.3,0.9, None,3.5,94.0,2022-12-14 06:00:00,1.0,50
1.6,1.2, None,1.9,91.0,2022-12-14 07:00:00,0.0,50
1.3,0.9, None,1.9,94.0,2022-12-14 08:00:00,1.0,50
2.7,0.9, None,3.3,84.0,2022-12-14 09:00:00,0.0,50
2.7,0.9, None,3.3,81.0,2022-12-14 10:00:00,0.0,50
3.8,0.9, None,4.0,78.0,2022-12-14 11:00:00,0.0,50
3.6,0.9, None,4.0,77.0,2022-12-14 12:00:00,0.0,50
4.1,0.9, None,4.1,74.0,2022-12-14 13:00:00,0.0,50
