SolarRadiation,AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
0.0, 8.3, 1.0,0.0, 3.7, 0.002,2020-05-13 00:00:00, 330.0,100.0,20
None, 8.3, None,0.0, 4.1, None,2020-05-13 00:15:00, 336.0,100.0,20
None, 8.2, None,0.0, 4.4, None,2020-05-13 00:30:00, 339.0,100.0,20
None, 8.1, None,0.0, 3.8, None,2020-05-13 00:45:00, 341.0,100.0,20
0.0, 8.0, 0.0,0.0, 1.6, 0.001,2020-05-13 01:00:00, 354.0,100.0,20
None, 7.8, None,0.0, 1.3, None,2020-05-13 01:15:00, 47.0,100.0,20
None, 7.7, None,0.0, 1.0, None,2020-05-13 01:30:00, 64.0,100.0,20
None, 7.7, None,0.0, 1.6, None,2020-05-13 01:45:00, 44.0,100.0,20
0.0, 7.6, 0.0,0.0, 1.2, 0.0,2020-05-13 02:00:00, 24.0,100.0,20
None, 7.3, None,0.0, 2.7, None,2020-05-13 02:15:00, 348.0,100.0,20
None, 6.9, None,0.0, 2.1, None,2020-05-13 02:30:00, 359.0,100.0,20
None, 6.6, None,0.0, 1.7, None,2020-05-13 02:45:00, 20.0,100.0,20
0.0, 6.3, 0.0,0.0, 2.0, 0.0,2020-05-13 03:00:00, 9.0,100.0,20
None, 6.1, None,0.0, 2.6, None,2020-05-13 03:15:00, 18.0,100.0,20
None, 6.1, None,0.0, 3.4, None,2020-05-13 03:30:00, 336.0,100.0,20
None, 6.5, None,0.0, 3.1, None,2020-05-13 03:45:00, 7.0,100.0,20
0.0, 6.6, 0.0,0.0, 3.2, 0.001,2020-05-13 04:00:00, 0.0,100.0,20
None, 6.6, None,0.0, 2.4, None,2020-05-13 04:15:00, 37.0,100.0,20
None, 6.5, None,0.0, 3.1, None,2020-05-13 04:30:00, 23.0,100.0,20
None, 6.4, None,0.0, 3.6, None,2020-05-13 04:45:00, 12.0,100.0,20
2.0, 6.5, 0.0,0.0, 2.8, 0.003,2020-05-13 05:00:00, 26.0,100.0,20
None, 6.7, None,0.0, 2.0, None,2020-05-13 05:15:00, 43.0,100.0,20
None, 7.1, None,0.0, 1.8, None,2020-05-13 05:30:00, 43.0,100.0,20
None, 7.4, None,0.0, 1.6, None,2020-05-13 05:45:00, 18.0,100.0,20
26.0, 7.8, 0.0,0.0, 2.9, 0.002,2020-05-13 06:00:00, 357.0,100.0,20
None, 8.1, None,0.0, 3.0, None,2020-05-13 06:15:00, 343.0,100.0,20
None, 8.4, None,0.0, 1.2, None,2020-05-13 06:30:00, 59.0,100.0,20
None, 8.7, None,0.0, 1.0, None,2020-05-13 06:45:00, 305.0,100.0,20
66.0, 8.8, 1.0,0.0, 1.7, 0.001,2020-05-13 07:00:00, 348.0,100.0,20
None, 9.1, None,0.0, 1.2, None,2020-05-13 07:15:00, 70.0,100.0,20
None, 9.4, None,0.0, 2.1, None,2020-05-13 07:30:00, 158.0,100.0,20
None, 9.8, None,0.0, 3.5, None,2020-05-13 07:45:00, 143.0,100.0,20
139.0, 10.1, 0.0,0.0, 1.8, 0.001,2020-05-13 08:00:00, 161.0,100.0,20
None, 10.2, None,0.0, 2.7, None,2020-05-13 08:15:00, 247.0,100.0,20
None, 10.4, None,0.0, 2.5, None,2020-05-13 08:30:00, 171.0,93.0,20
None, 10.8, None,0.0, 2.3, None,2020-05-13 08:45:00, 124.0,91.0,20
179.0, 10.9, 0.0,0.0, 2.7, 0.001,2020-05-13 09:00:00, 114.0,94.0,20
None, 10.6, None,0.0, 5.3, None,2020-05-13 09:15:00, 142.0,98.0,20
None, 10.2, None,0.0, 3.3, None,2020-05-13 09:30:00, 145.0,100.0,20
None, 10.5, None,0.0, 2.6, None,2020-05-13 09:45:00, 50.0,94.0,20
144.0, 10.7, 0.0,0.0, 3.5, 0.0,2020-05-13 10:00:00, 308.0,97.0,20
None, 10.6, None,0.254, 2.2, None,2020-05-13 10:15:00, 161.0,97.0,20
None, 10.6, None,0.509, 2.4, None,2020-05-13 10:30:00, 160.0,98.0,20
None, 10.5, None,0.762, 3.0, None,2020-05-13 10:45:00, 131.0,99.0,20
