AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
None,0.0,2017-06-04,3.8,16.4,23
None,0.0,2017-06-05,2.9,21.1,23
None,1.0,2017-06-06,6.3,26.6,23
None,2.0,2017-06-07,8.4,24.3,23
None,9.0,2017-06-08,5.6,12.9,23
None,0.0,2017-06-09,3.4,15.4,23
None,5.0,2017-06-10,6.9,16.2,23
