pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
0.2, -2.885, 90.0, 4.6, 90.0, -4.0, -2.9, -2.9, 1012.5, 0.0, -4.0, 879.0, 0.0,2021-03-26 00:00:00, -6999.0, 879.0,13
0.2, -3.195, 90.6, 4.6, 91.0, -4.0, -3.2, -3.1, 1012.5, 0.0, -4.0, 879.0, 0.0,2021-03-26 01:00:00, -6999.0, 879.0,13
0.2, -3.741, 92.0, 4.6, 92.0, -5.0, -3.7, -3.9, 1012.4, 0.0, -5.0, 879.0, 0.0,2021-03-26 02:00:00, -6999.0, 879.0,13
0.2, -4.423, 91.8, 4.6, 92.0, -5.0, -4.4, -4.4, 1012.6, 0.0, -5.0, 879.0, 0.0,2021-03-26 03:00:00, -6999.0, 879.0,13
0.2, -4.722, 91.3, 4.6, 91.0, -6.0, -4.7, -4.9, 1012.6, 0.0, -6.0, 879.0, 0.0,2021-03-26 04:00:00, -6999.0, 879.0,13
0.2, -4.839, 92.2, 4.6, 92.0, -6.0, -4.8, -5.1, 1013.8, 0.0, -6.0, 880.0, 0.0,2021-03-26 05:00:00, -6999.0, 880.0,13
0.2, -4.719, 90.0, 4.6, 90.0, -6.0, -4.7, -5.1, 1013.9, 0.0, -6.0, 880.0, 0.0,2021-03-26 06:00:00, -6999.0, 880.0,13
0.2, -4.184, 85.5, -4.3, 86.0, -6.0, -4.2, -4.8, 1015.2, 0.0, -6.0, 881.0, 0.0,2021-03-26 07:00:00, -6999.0, 881.0,13
0.2, -2.428, 79.62, -2.5, 80.0, -5.0, -2.4, -4.8, 1015.3, 0.0, -5.0, 881.0, 0.0,2021-03-26 08:00:00, -6999.0, 881.0,13
0.2, 0.761, 70.84, 0.8, 71.0, -4.0, 0.8, -4.8, 1015.1, 0.0, -4.0, 881.0, 0.0,2021-03-26 09:00:00, -6999.0, 881.0,13
0.2, 2.505, 55.21, 2.8, 55.0, -6.0, 2.5, -4.8, 1016.1, 0.0, -6.0, 882.0, 0.0,2021-03-26 10:00:00, -6999.0, 882.0,13
0.2, 3.199, 50.59, 3.3, 51.0, -6.0, 3.2, -4.8, 1016.0, 0.0, -6.0, 882.0, 0.0,2021-03-26 11:00:00, -6999.0, 882.0,13
0.2, 4.575, 38.14, 4.6, 38.0, -8.0, 4.6, -4.8, 1017.0, 0.0, -8.0, 883.0, 0.0,2021-03-26 12:00:00, -6999.0, 883.0,13
0.2, 4.981, 36.7, 5.0, 37.0, -9.0, 5.0, -4.8, 1015.9, 0.0, -9.0, 882.0, 0.0,2021-03-26 13:00:00, -6999.0, 882.0,13
0.2, 5.111, 37.47, 5.5, 37.0, -8.0, 5.1, -4.8, 1014.8, 0.0, -8.0, 881.0, 0.0,2021-03-26 14:00:00, -6999.0, 881.0,13
0.0, 5.129, 39.08, 5.6, 39.0, -8.0, 5.1, -4.8, 1016.0, 0.0, -8.0, 882.0, 0.0,2021-03-26 15:00:00, -6999.0, 882.0,13
0.0, 5.172, 38.65, 5.6, 39.0, -8.0, 5.2, -4.8, 1016.1, 0.0, -8.0, 882.0, 0.0,2021-03-26 16:00:00, -6999.0, 882.0,13
0.0, 5.142, 41.83, 5.6, 42.0, -7.0, 5.1, -4.8, 1017.3, 0.0, -7.0, 883.0, 0.0,2021-03-26 17:00:00, -6999.0, 883.0,13
0.0, 4.507, 45.32, 5.6, 45.0, -6.0, 4.5, -4.8, 1017.3, 0.0, -6.0, 883.0, 0.0,2021-03-26 18:00:00, -6999.0, 883.0,13
0.0, 4.061, 47.82, 4.6, 48.0, -6.0, 4.1, 4.1, 1018.5, 0.0, -6.0, 884.0, 0.0,2021-03-26 19:00:00, -6999.0, 884.0,13
0.0, 3.787, 50.39, 4.6, 50.0, -5.0, 3.8, 3.8, 1018.2, 0.0, -5.0, 884.0, 0.0,2021-03-26 20:00:00, -6999.0, 884.0,13
0.0, 3.533, 53.27, 4.6, 53.0, -5.0, 3.5, 3.5, 1018.9, 0.0, -5.0, 885.0, 0.0,2021-03-26 21:00:00, -6999.0, 885.0,13
0.0, 3.284, 56.51, 4.6, 57.0, -4.0, 3.3, 3.3, 1018.7, 0.0, -4.0, 885.0, 0.0,2021-03-26 22:00:00, -6999.0, 885.0,13
0.0, 1.238, 64.08, 4.6, 64.0, -5.0, 1.2, 1.3, 1020.1, 0.0, -5.0, 886.0, 0.0,2021-03-26 23:00:00, -6999.0, 886.0,13
0.0, 1.039, 63.93, 4.6, 64.0, -5.0, 1.0, 0.0, 1019.9, 0.0, -5.0, 886.0, 0.0,2021-03-27 00:00:00, -6999.0, 886.0,13
0.0, -0.877, 77.08, 4.6, 77.0, -4.0, -0.9, -0.9, 1020.1, 0.0, -4.0, 886.0, 0.0,2021-03-27 01:00:00, -6999.0, 886.0,13
0.0, -0.856, 78.54, 4.6, 79.0, -4.0, -0.9, -1.0, 1021.3, 0.0, -4.0, 887.0, 0.0,2021-03-27 02:00:00, -6999.0, 887.0,13
0.0, -1.359, 82.0, 4.6, 82.0, -4.0, -1.4, -1.4, 1022.5, 0.0, -4.0, 888.0, 0.0,2021-03-27 03:00:00, -6999.0, 888.0,13
0.0, -1.385, 83.0, 4.6, 83.0, -4.0, -1.4, -1.4, 1021.3, 0.0, -4.0, 887.0, 0.0,2021-03-27 04:00:00, -6999.0, 887.0,13
0.0, -1.475, 83.1, 4.6, 83.0, -4.0, -1.5, -1.6, 1022.5, 0.0, -4.0, 888.0, 0.0,2021-03-27 05:00:00, -6999.0, 888.0,13
0.0, -1.264, 82.6, 4.6, 83.0, -3.0, -1.3, -1.6, 1023.7, 0.0, -3.0, 889.0, 0.0,2021-03-27 06:00:00, -6999.0, 889.0,13
0.0, -1.173, 83.8, -1.1, 84.0, -3.0, -1.2, -1.5, 1023.8, 0.0, -3.0, 889.0, 0.0,2021-03-27 07:00:00, -6999.0, 889.0,13
0.0, -0.537, 80.5, -0.5, 81.0, -3.0, -0.5, -1.5, 1023.7, 0.0, -3.0, 889.0, 0.0,2021-03-27 08:00:00, -6999.0, 889.0,13
0.0, 1.436, 71.4, 1.4, 71.0, -3.0, 1.4, -1.5, 1023.5, 0.0, -3.0, 889.0, 0.0,2021-03-27 09:00:00, -6999.0, 889.0,13
0.0, 4.698, 49.57, 5.4, 50.0, -5.0, 4.7, -1.5, 1023.0, 0.0, -5.0, 889.0, 0.0,2021-03-27 10:00:00, -6999.0, 889.0,13
0.0, 5.941, 45.64, 6.3, 46.0, -5.0, 5.9, -1.5, 1023.1, 0.0, -5.0, 889.0, 0.0,2021-03-27 11:00:00, -6999.0, 889.0,13
0.0, 7.241, 42.87, 7.2, 43.0, -4.0, 7.2, -1.5, 1022.9, 0.0, -4.0, 889.0, 0.0,2021-03-27 12:00:00, -6999.0, 889.0,13
0.0, 8.74, 37.98, 9.1, 38.0, -5.0, 8.7, -1.5, 1021.9, 0.0, -5.0, 888.0, 0.0,2021-03-27 13:00:00, -6999.0, 888.0,13
0.0, 9.15, 34.5, 9.8, 35.0, -6.0, 9.2, -1.5, 1021.8, 0.0, -6.0, 888.0, 0.0,2021-03-27 14:00:00, -6999.0, 888.0,13
0.0, 9.81, 35.29, 10.2, 35.0, -5.0, 9.8, -1.5, 1021.8, 0.0, -5.0, 888.0, 0.0,2021-03-27 15:00:00, -6999.0, 888.0,13
0.0, 9.35, 37.65, 10.2, 38.0, -4.0, 9.4, -1.5, 1020.7, 0.0, -4.0, 887.0, 0.0,2021-03-27 16:00:00, -6999.0, 887.0,13
0.0, 7.979, 46.75, 10.2, 47.0, -3.0, 8.0, -1.5, 1020.9, 0.0, -3.0, 887.0, 0.0,2021-03-27 17:00:00, -6999.0, 887.0,13
0.0, 7.489, 50.14, 10.2, 50.0, -2.0, 7.5, -1.5, 1018.6, 0.0, -2.0, 885.0, 0.0,2021-03-27 18:00:00, -6999.0, 885.0,13
0.0, 7.698, 49.2, 7.8, 49.0, -2.0, 7.7, 7.4, 1018.6, 0.0, -2.0, 885.0, 0.0,2021-03-27 19:00:00, -6999.0, 885.0,13
0.0, 5.31, 62.07, 7.9, 62.0, -1.0, 5.3, 5.4, 1017.7, 0.0, -1.0, 884.0, 0.0,2021-03-27 20:00:00, -6999.0, 884.0,13
0.0, 3.956, 68.93, 7.9, 69.0, -1.0, 4.0, 3.8, 1017.6, 0.0, -1.0, 884.0, 0.0,2021-03-27 21:00:00, -6999.0, 884.0,13
0.0, 4.4, 66.36, 7.9, 66.0, -1.0, 4.4, 3.8, 1015.9, 0.0, -1.0, 883.0, 0.0,2021-03-27 22:00:00, -6999.0, 883.0,13
0.0, 6.495, 58.58, 7.9, 59.0, -1.0, 6.5, 3.8, 1015.4, 0.0, -1.0, 883.0, 0.0,2021-03-27 23:00:00, -6999.0, 883.0,13
0.0, 4.16, 67.67, 7.9, 68.0, -1.0, 4.2, 3.8, 1014.4, 0.0, -1.0, 882.0, 0.0,2021-03-28 00:00:00, -6999.0, 882.0,13
0.0, 3.186, 72.97, 7.9, 73.0, -1.0, 3.2, 3.2, 1014.3, 0.0, -1.0, 882.0, 0.0,2021-03-28 01:00:00, -6999.0, 882.0,13
0.0, 3.581, 73.01, 7.9, 73.0, -1.0, 3.6, 3.2, 1014.2, 0.0, -1.0, 882.0, 0.0,2021-03-28 02:00:00, -6999.0, 882.0,13
0.0, 5.58, 66.62, 7.9, 67.0, 0.0, 5.6, 3.2, 1012.7, 0.0, 0.0, 881.0, 0.0,2021-03-28 03:00:00, -6999.0, 881.0,13
0.0, 5.21, 70.35, 7.9, 70.0, 0.0, 5.2, 3.2, 1011.6, 0.0, 0.0, 880.0, 0.0,2021-03-28 04:00:00, -6999.0, 880.0,13
0.2, 3.634, 85.4, 7.9, 85.0, 2.0, 3.6, 3.2, 1012.1, 0.2, 2.0, 880.0, 0.0,2021-03-28 05:00:00, -6999.0, 880.0,13
