pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, -0.365, 81.3, None, None, None, None, 0.0, None, -3.0, -0.4, -0.3, 0.0, -3.0, None, 2.5, 81.0, None,2021-03-26 00:00:00, 96.0, None, 96.2,13
None, None, -0.455, 82.9, None, None, None, None, 0.0, None, -3.0, -0.5, -0.5, 0.0, -3.0, None, 2.5, 83.0, None,2021-03-26 01:00:00, 96.0, None, 96.2,13
None, None, -0.394, 83.4, None, None, None, None, 0.0, None, -3.0, -0.4, -0.5, 0.0, -3.0, None, 2.5, 83.0, None,2021-03-26 02:00:00, 96.0, None, 96.2,13
None, None, -0.681, 83.7, None, None, None, None, 0.0, None, -3.0, -0.7, -0.8, 0.0, -3.0, None, 2.5, 84.0, None,2021-03-26 03:00:00, 96.0, None, 96.2,13
None, None, -0.143, 80.8, None, None, None, None, 0.0, None, -3.0, -0.1, -0.8, 0.1, -3.0, None, 2.5, 81.0, None,2021-03-26 04:00:00, 96.0, None, 96.1,13
None, None, -0.001, 81.4, None, None, None, None, 0.0, None, -2.0, 0.0, -0.8, 0.0, -2.0, None, 2.5, 81.0, None,2021-03-26 05:00:00, 96.0, None, 96.3,13
None, None, -0.102, 83.1, None, None, None, None, 0.0, None, -2.0, -0.1, -0.8, 0.0, -2.0, None, 2.5, 83.0, None,2021-03-26 06:00:00, 96.0, None, 96.1,13
None, None, -0.674, 85.0, None, None, None, None, None, None, -3.0, -0.7, -0.6, None, -3.0, None, -0.1, 85.0, None,2021-03-26 07:00:00, None, None, 96.1,13
None, None, -0.065, 82.7, None, None, None, None, 0.0, None, -2.0, -0.1, -0.7, 0.0, -2.0, None, 0.0, 83.0, None,2021-03-26 08:00:00, 96.0, None, 96.1,13
None, None, 0.614, 77.49, None, None, None, None, 0.0, None, -3.0, 0.6, -0.7, 0.0, -3.0, None, 0.6, 77.0, None,2021-03-26 09:00:00, 96.0, None, 96.2,13
None, None, 1.307, 71.47, None, None, None, None, 0.0, None, -3.0, 1.3, -0.7, 0.0, -3.0, None, 1.3, 71.0, None,2021-03-26 10:00:00, 96.0, None, 96.2,13
None, None, 2.171, 69.72, None, None, None, None, 0.0, None, -3.0, 2.2, -0.7, 0.0, -3.0, None, 2.2, 70.0, None,2021-03-26 11:00:00, 96.0, None, 96.0,13
