pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, -6.479, 89.1, None, None, None, None, 0.0, None, -8.0, -6.5, -8.0, -0.1, -8.0, None, -6.5, 89.0, None,2021-12-10 00:00:00, 34.0, None, 33.88,50
None, None, -6.236, 89.2, None, None, None, None, 0.0, None, -8.0, -6.2, -8.0, 0.0, -8.0, None, -6.2, 89.0, None,2021-12-10 01:00:00, 34.0, None, 33.89,50
None, None, -6.201, 89.4, None, None, None, None, 0.0, None, -8.0, -6.2, -8.0, 0.0, -8.0, None, -6.1, 89.0, None,2021-12-10 02:00:00, 34.0, None, 33.85,50
None, None, -6.14, 89.5, None, None, None, None, 0.0, None, -7.0, -6.1, -8.0, 0.0, -7.0, None, -6.1, 90.0, None,2021-12-10 03:00:00, 34.0, None, 33.89,50
None, None, -5.995, 89.5, None, None, None, None, 0.0, None, -7.0, -6.0, -8.0, 0.1, -7.0, None, -6.0, 90.0, None,2021-12-10 04:00:00, 34.0, None, 33.84,50
None, None, -6.091, 89.6, None, None, None, None, 0.0, None, -7.0, -6.1, -8.0, 0.0, -7.0, None, -6.0, 90.0, None,2021-12-10 05:00:00, 34.0, None, 33.78,50
None, None, -5.654, 89.0, None, None, None, None, 0.0, None, -7.0, -5.7, -8.0, 0.1, -7.0, None, -5.5, 89.0, None,2021-12-10 06:00:00, 34.0, None, 33.67,50
None, None, -5.119, 88.2, None, None, None, None, 0.0, None, -7.0, -5.1, -5.7, 0.0, -7.0, None, -4.5, 88.0, None,2021-12-10 07:00:00, 34.0, None, 33.66,50
None, None, -4.667, 87.2, None, None, None, None, 0.0, None, -6.0, -4.7, -5.7, 0.1, -6.0, None, -4.5, 87.0, None,2021-12-10 08:00:00, 33.0, None, 33.49,50
None, None, -4.932, 88.0, None, None, None, None, 0.0, None, -6.0, -4.9, -5.7, 0.0, -6.0, None, -4.5, 88.0, None,2021-12-10 09:00:00, 33.0, None, 33.27,50
None, None, -4.547, 88.1, None, None, None, None, 0.0, None, -6.0, -4.5, -5.7, 0.0, -6.0, None, -4.2, 88.0, None,2021-12-10 10:00:00, 33.0, None, 33.32,50
None, None, -3.288, 89.2, None, None, None, None, None, None, -5.0, -3.3, -5.7, None, -5.0, None, -3.3, 89.0, None,2021-12-10 11:00:00, None, None, 33.26,50
None, None, -2.292, 89.3, None, None, None, None, 0.0, None, -4.0, -2.3, -5.7, 0.0, -4.0, None, -2.3, 89.0, None,2021-12-10 12:00:00, 33.0, None, 33.32,50
None, None, -1.395, 88.5, None, None, None, None, 0.0, None, -3.0, -1.4, -5.7, 0.0, -3.0, None, -1.4, 89.0, None,2021-12-10 13:00:00, 33.0, None, 33.17,50
None, None, -1.461, 87.5, None, None, None, None, 1.0, None, -3.0, -1.5, -5.7, 0.1, -3.0, None, -1.3, 88.0, None,2021-12-10 14:00:00, 34.0, None, 33.71,50
None, None, -1.737, 88.5, None, None, None, None, 0.0, None, -3.0, -1.7, -5.7, 0.3, -3.0, None, -1.3, 89.0, None,2021-12-10 15:00:00, 34.0, None, 33.75,50
None, None, -1.784, 88.3, None, None, None, None, 0.0, None, -3.0, -1.8, -5.7, 0.2, -3.0, None, -1.3, 88.0, None,2021-12-10 16:00:00, 34.0, None, 33.73,50
None, None, -1.836, 90.5, None, None, None, None, 0.0, None, -3.0, -1.8, -5.7, 0.7, -3.0, None, -1.3, 91.0, None,2021-12-10 17:00:00, 33.0, None, 33.46,50
None, None, -1.834, 91.9, None, None, None, None, None, None, -3.0, -1.8, -5.7, None, -3.0, None, -1.3, 92.0, None,2021-12-10 18:00:00, None, None, 31.69,50
