RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 1.026, 208.7, -54.0, -6.9, None, None, None, None, None, None, None, None, 1.8, None, -6.931, None, -6.5, None, None, 61.51, None, -6.9, 0.0, None,2021-12-10 00:00:00, None,50
None, None, None, None, 2.711, 192.4, -54.0, -7.0, None, None, None, None, None, None, None, None, 1.8, None, -7.03, None, -6.5, None, None, 40.49, None, -7.0, 0.0, None,2021-12-10 01:00:00, None,50
None, None, None, None, 3.298, 195.0, -54.0, -7.1, None, None, None, None, None, None, None, None, 1.8, None, -7.1, None, -6.5, None, None, 40.75, None, -7.1, 0.0, None,2021-12-10 02:00:00, None,50
None, None, None, None, 1.221, 186.5, -54.0, -7.1, None, None, None, None, None, None, None, None, 1.6, None, -7.12, None, -6.5, None, None, 57.59, None, -7.1, 0.0, None,2021-12-10 03:00:00, None,50
None, None, None, None, 0.814, 166.5, -54.0, -7.2, None, None, None, None, None, None, None, None, 1.6, None, -7.16, None, -6.5, None, None, 64.43, None, -7.2, 0.1, None,2021-12-10 04:00:00, None,50
None, None, None, None, 0.46, 123.0, -54.0, -7.2, None, None, None, None, None, None, None, None, 1.6, None, -7.2, None, -6.5, None, None, 70.1, None, -7.2, 0.0, None,2021-12-10 05:00:00, None,50
None, None, None, None, 0.497, 185.2, -54.0, -7.3, None, None, None, None, None, None, None, None, 1.4, None, -7.25, None, -6.5, None, None, 68.99, None, -7.3, 0.0, None,2021-12-10 06:00:00, None,50
None, None, None, None, 1.314, 200.4, -54.0, -7.4, None, None, None, None, None, None, None, None, 1.2, None, -7.35, None, -7.2, None, None, 54.31, None, -7.4, 0.0, None,2021-12-10 07:00:00, None,50
None, None, None, None, 1.185, 196.9, -54.0, -7.4, None, None, None, None, None, None, None, None, 1.2, None, -7.44, None, -7.2, None, None, 54.91, None, -7.4, 0.0, None,2021-12-10 08:00:00, None,50
None, None, None, None, 0.353, 138.9, -54.0, -7.5, None, None, None, None, None, None, None, None, 1.2, None, -7.42, None, -7.2, None, None, 69.23, None, -7.4, 0.0, None,2021-12-10 09:00:00, None,50
None, None, None, None, 0.415, 192.8, -54.0, -7.5, None, None, None, None, None, None, None, None, 1.2, None, -7.24, None, -7.2, None, None, 67.53, None, -7.2, 0.0, None,2021-12-10 10:00:00, None,50
None, None, None, None, 0.44, 191.7, -54.0, -7.5, None, None, None, None, None, None, None, None, 1.2, None, -6.832, None, -6.8, None, None, 66.53, None, -6.8, 0.0, None,2021-12-10 11:00:00, None,50
None, None, None, None, 0.449, 33.1, -54.0, -7.5, None, None, None, None, None, None, None, None, 1.0, None, -6.673, None, -6.7, None, None, 59.56, None, -6.7, 0.0, None,2021-12-10 12:00:00, None,50
None, None, None, None, 0.039, 286.2, -54.0, -7.5, None, None, None, None, None, None, None, None, 0.4, None, -6.386, None, -6.4, None, None, 79.3, None, -6.4, 0.1, None,2021-12-10 13:00:00, None,50
None, None, None, None, 0.663, 210.9, -54.0, -7.5, None, None, None, None, None, None, None, None, 0.7, None, -6.405, None, -6.3, None, None, 62.82, None, -6.4, 0.3, None,2021-12-10 14:00:00, None,50
None, None, None, None, 0.341, 49.56, -54.0, -7.5, None, None, None, None, None, None, None, None, 0.8, None, -6.444, None, -6.3, None, None, 63.76, None, -6.4, 0.3, None,2021-12-10 15:00:00, None,50
None, None, None, None, 0.989, 38.64, -54.0, -7.5, None, None, None, None, None, None, None, None, 1.4, None, -6.573, None, -6.3, None, None, 39.3, None, -6.6, 0.6, None,2021-12-10 16:00:00, None,50
None, None, None, None, 2.273, 55.18, -54.0, -7.5, None, None, None, None, None, None, None, None, 1.9, None, -6.652, None, -6.3, None, None, 19.05, None, -6.7, 0.5, None,2021-12-10 17:00:00, None,50
None, None, None, None, 2.234, 53.46, -54.0, -7.5, None, None, None, None, None, None, None, None, 2.8, None, -6.682, None, -6.3, None, None, 16.2, None, -6.7, 1.1, None,2021-12-10 18:00:00, None,50
None, None, None, None, 4.643, 49.75, -54.0, -6.8, None, None, None, None, None, None, None, None, 4.3, None, -6.772, None, -6.7, None, None, 13.76, None, -6.8, 1.5, None,2021-12-10 19:00:00, None,50
None, None, None, None, 5.412, 63.16, -54.0, -6.8, None, None, None, None, None, None, None, None, 4.9, None, -6.842, None, -6.7, None, None, 19.04, None, -6.8, 0.6, None,2021-12-10 20:00:00, None,50
None, None, None, None, 6.917, 73.6, -54.0, -6.9, None, None, None, None, None, None, None, None, 5.8, None, -6.782, None, -6.7, None, None, 18.08, None, -6.8, 0.9, None,2021-12-10 21:00:00, None,50
None, None, None, None, 6.52, 66.95, -54.0, -6.9, None, None, None, None, None, None, None, None, 6.6, None, -6.693, None, -6.7, None, None, 22.61, None, -6.7, 0.8, None,2021-12-10 22:00:00, None,50
None, None, None, None, 7.35, 70.4, -54.0, -6.9, None, None, None, None, None, None, None, None, 7.0, None, -6.574, None, -6.6, None, None, 18.35, None, -6.6, 0.4, None,2021-12-10 23:00:00, None,50
