CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -12.01, 91.2, None, None, None, None, 26.86, 0.0, 0.335, 295.3, -13.0, None, -12.0, -12.2, None, None, None, -11.4, None, None, 91.0, None,2021-12-10 00:00:00, 101.0, None, 101.2,50
None, -12.35, 90.7, None, None, None, None, 36.55, 0.0, 0.139, 300.9, -14.0, None, -12.4, -12.4, None, None, None, -11.4, None, None, 91.0, None,2021-12-10 01:00:00, 102.0, None, 101.5,50
None, -13.06, 89.9, None, None, None, None, 20.82, -1.0, 0.684, 305.0, -14.0, None, -13.1, -13.1, None, None, None, -11.4, None, None, 90.0, None,2021-12-10 02:00:00, 100.0, None, 100.4,50
None, -14.11, 89.3, None, None, None, None, 32.66, 1.0, 0.247, 285.0, -15.0, None, -14.1, -14.8, None, None, None, -11.4, None, None, 89.0, None,2021-12-10 03:00:00, 101.0, None, 100.7,50
None, -14.54, 88.5, None, None, None, None, 19.08, 0.0, 0.192, 294.1, -16.0, None, -14.5, -14.8, None, None, None, -11.4, None, None, 89.0, None,2021-12-10 04:00:00, 101.0, None, 100.5,50
None, -14.81, 88.1, None, None, None, None, 51.93, 1.0, 0.057, 262.5, -16.0, None, -14.8, -15.6, None, None, None, -11.4, None, None, 88.0, None,2021-12-10 05:00:00, 101.0, None, 101.0,50
None, -14.65, 88.2, None, None, None, None, 37.28, 0.0, 0.0, 256.7, -16.0, None, -14.7, -15.6, None, None, None, -11.4, None, None, 88.0, None,2021-12-10 06:00:00, 101.0, None, 100.6,50
None, -14.76, 88.5, None, None, None, None, 45.19, 0.0, 0.22, 231.4, -16.0, None, -14.8, -15.2, None, None, None, -14.6, None, None, 89.0, None,2021-12-10 07:00:00, 100.0, None, 100.2,50
None, -13.68, 89.2, None, None, None, None, 33.82, 0.0, 1.271, 217.1, -15.0, None, -13.7, -15.2, None, None, None, -13.5, None, None, 89.0, None,2021-12-10 08:00:00, 100.0, None, 100.2,50
None, -13.14, 89.8, None, None, None, None, 35.41, 0.0, 1.179, 200.0, -14.0, None, -13.1, -15.2, None, None, None, -13.0, None, None, 90.0, None,2021-12-10 09:00:00, 100.0, None, 100.3,50
None, -12.49, 90.4, None, None, None, None, 30.29, 0.0, 1.311, 197.7, -14.0, None, -12.5, -15.2, None, None, None, -12.5, None, None, 90.0, None,2021-12-10 10:00:00, 100.0, None, 100.2,50
None, -12.29, 90.6, None, None, None, None, 43.39, -2.0, 1.181, 213.3, -13.0, None, -12.3, -15.2, None, None, None, -12.2, None, None, 91.0, None,2021-12-10 11:00:00, 99.0, None, 98.5,50
None, -11.56, 91.4, None, None, None, None, 42.4, -1.0, 0.623, 211.1, -13.0, None, -11.6, -15.2, None, None, None, -11.6, None, None, 91.0, None,2021-12-10 12:00:00, 97.0, None, 97.2,50
None, -11.76, 91.1, None, None, None, None, 41.97, 0.0, 1.026, 219.2, -13.0, None, -11.8, -15.2, None, None, None, -11.4, None, None, 91.0, None,2021-12-10 13:00:00, 97.0, None, 97.4,50
None, -11.38, 91.6, None, None, None, None, 37.29, 3.0, 0.807, 217.9, -12.0, None, -11.4, -15.2, None, None, None, -11.3, None, None, 92.0, None,2021-12-10 14:00:00, 100.0, None, 100.3,50
None, -11.82, 91.1, None, None, None, None, 35.65, 1.0, 0.996, 216.8, -13.0, None, -11.8, -15.2, None, None, None, -11.3, None, None, 91.0, None,2021-12-10 15:00:00, 101.0, None, 100.8,50
None, -12.18, 90.9, None, None, None, None, 33.08, -1.0, 1.072, 210.2, -13.0, None, -12.2, -15.2, None, None, None, -11.3, None, None, 91.0, None,2021-12-10 16:00:00, 100.0, None, 100.0,50
None, -12.12, 90.9, None, None, None, None, 25.01, 2.0, 0.827, 178.3, -13.0, None, -12.1, -15.2, None, None, None, -11.3, None, None, 91.0, None,2021-12-10 17:00:00, 101.0, None, 101.2,50
None, -11.9, 91.2, None, None, None, None, 26.54, 0.0, 1.483, 196.0, -13.0, None, -11.9, -15.2, None, None, None, -11.3, None, None, 91.0, None,2021-12-10 18:00:00, 101.0, None, 100.9,50
None, -11.71, 91.4, None, None, None, None, 27.38, 0.0, 1.269, 169.6, -13.0, None, -11.7, -12.0, None, None, None, -11.7, None, None, 91.0, None,2021-12-10 19:00:00, 101.0, None, 100.9,50
None, -11.05, 92.3, None, None, None, None, 24.33, 0.0, 1.892, 177.2, -12.0, None, -11.1, -12.0, None, None, None, -11.0, None, None, 92.0, None,2021-12-10 20:00:00, 101.0, None, 100.6,50
None, -10.37, 93.3, None, None, None, None, 26.01, 3.0, 2.933, 179.4, -11.0, None, -10.4, -12.0, None, None, None, -10.3, None, None, 93.0, None,2021-12-10 21:00:00, 103.0, None, 103.4,50
None, -9.84, 94.0, None, None, None, None, 26.07, 2.0, 4.53, 183.9, -10.0, None, -9.8, -12.0, None, None, None, -9.7, None, None, 94.0, None,2021-12-10 22:00:00, 105.0, None, 104.5,50
None, -9.35, 94.8, None, None, None, None, 26.15, 2.0, 4.38, 174.6, -10.0, None, -9.4, -12.0, None, None, None, -9.2, None, None, 95.0, None,2021-12-10 23:00:00, 106.0, None, 105.9,50
None, -8.79, 95.6, None, None, None, None, 28.69, 1.0, 4.176, 170.5, -9.0, None, -8.8, -12.0, None, None, None, -8.7, None, None, 96.0, None,2021-12-11 00:00:00, 107.0, None, 106.5,50
None, -8.08, 96.9, None, None, None, None, 26.14, 3.0, 4.381, 174.8, -8.0, None, -8.1, -12.0, None, None, None, -8.1, None, None, 97.0, None,2021-12-11 01:00:00, 109.0, None, 108.6,50
None, -7.977, 97.2, None, None, None, None, 27.59, 2.0, 4.511, 174.9, -8.0, None, -8.0, -12.0, None, None, None, -7.9, None, None, 97.0, None,2021-12-11 02:00:00, 110.0, None, 110.3,50
None, -7.367, 98.7, None, None, None, None, 24.8, 2.0, 5.071, 185.8, -8.0, None, -7.4, -12.0, None, None, None, -7.4, None, None, 99.0, None,2021-12-11 03:00:00, 112.0, None, 111.6,50
None, -7.098, 99.3, None, None, None, None, 30.93, 1.0, 5.994, 194.2, -7.0, None, -7.1, -12.0, None, None, None, -7.0, None, None, 99.0, None,2021-12-11 04:00:00, 112.0, None, 112.0,50
None, -6.997, 99.5, None, None, None, None, 35.25, 0.0, 8.99, 198.4, -7.0, None, -7.0, -12.0, None, None, None, -6.8, None, None, 100.0, None,2021-12-11 05:00:00, 112.0, None, 111.7,50
None, -6.89, 99.7, None, None, None, None, 24.26, 1.0, 15.51, 191.8, -7.0, None, -6.9, -12.0, None, None, None, -6.8, None, None, 100.0, None,2021-12-11 06:00:00, 112.0, None, 112.3,50
None, -6.778, 99.8, None, None, None, None, 27.91, 1.0, 11.19, 185.8, -7.0, None, -6.8, -7.0, None, None, None, -6.8, None, None, 100.0, None,2021-12-11 07:00:00, 113.0, None, 113.0,50
None, -6.448, 99.8, None, None, None, None, 27.08, 1.0, 12.69, 188.2, -7.0, None, -6.4, -7.0, None, None, None, -6.5, None, None, 100.0, None,2021-12-11 08:00:00, 114.0, None, 113.5,50
None, -6.527, 99.8, None, None, None, None, 27.88, 0.0, 12.96, 194.7, -7.0, None, -6.5, -7.0, None, None, None, -6.4, None, None, 100.0, None,2021-12-11 09:00:00, 113.0, None, 113.1,50
None, -6.363, 99.7, None, None, None, None, 35.1, 0.0, 12.47, 203.3, -6.0, None, -6.4, -7.0, None, None, None, -6.1, None, None, 100.0, None,2021-12-11 10:00:00, 113.0, None, 113.1,50
None, -6.144, 99.7, None, None, None, None, 41.88, 0.0, 10.15, 205.2, -6.0, None, -6.1, -7.0, None, None, None, -6.0, None, None, 100.0, None,2021-12-11 11:00:00, 113.0, None, 112.7,50
None, -5.838, 99.8, None, None, None, None, 40.16, 1.0, 10.01, 203.7, -6.0, None, -5.8, -7.0, None, None, None, -5.8, None, None, 100.0, None,2021-12-11 12:00:00, 113.0, None, 113.4,50
None, -5.471, 99.8, None, None, None, None, 54.95, 2.0, 5.391, 252.3, -5.0, None, -5.5, -7.0, None, None, None, -5.4, None, None, 100.0, None,2021-12-11 13:00:00, 114.0, None, 114.4,50
None, -5.024, 99.8, None, None, None, None, 49.78, 1.0, 3.907, 280.9, -5.0, None, -5.0, -7.0, None, None, None, -5.0, None, None, 100.0, None,2021-12-11 14:00:00, 115.0, None, 115.2,50
None, -4.848, 99.9, None, None, None, None, 52.59, 1.0, 3.954, 273.0, -5.0, None, -4.8, -7.0, None, None, None, -4.8, None, None, 100.0, None,2021-12-11 15:00:00, 116.0, None, 115.8,50
None, -4.775, 99.8, None, None, None, None, 57.09, 0.0, 4.961, 272.9, -5.0, None, -4.8, -7.0, None, None, None, -4.8, None, None, 100.0, None,2021-12-11 16:00:00, 116.0, None, 115.8,50
None, -4.598, 99.9, None, None, None, None, 57.55, 0.0, 5.104, 250.5, -4.0, None, -4.6, -7.0, None, None, None, -4.6, None, None, 100.0, None,2021-12-11 17:00:00, 116.0, None, 115.9,50
None, -5.058, 99.8, None, None, None, None, 56.96, 1.0, 4.514, 254.8, -5.0, None, -5.1, -5.1, None, None, None, -4.9, None, None, 100.0, None,2021-12-11 19:00:00, 117.0, None, 117.2,50
None, -5.364, 99.9, None, None, None, None, 55.29, 0.0, 5.543, 221.2, -5.0, None, -5.4, -5.5, None, None, None, -4.9, None, None, 100.0, None,2021-12-11 20:00:00, 117.0, None, 117.1,50
None, -5.605, 99.8, None, None, None, None, 56.19, 0.0, 5.65, 226.0, -5.0, None, -5.6, -5.6, None, None, None, -4.9, None, None, 100.0, None,2021-12-11 21:00:00, 117.0, None, 117.1,50
None, -6.04, 99.9, None, None, None, None, 61.89, 0.0, 5.079, 237.7, -6.0, None, -6.0, -6.2, None, None, None, -4.9, None, None, 100.0, None,2021-12-11 22:00:00, 117.0, None, 116.9,50
None, -6.471, 99.7, None, None, None, None, 67.7, 0.0, 3.813, 268.0, -6.0, None, -6.5, -6.4, None, None, None, -4.9, None, None, 100.0, None,2021-12-11 23:00:00, 117.0, None, 116.6,50
None, -6.704, 99.8, None, None, None, None, 63.81, 0.0, 3.305, 272.6, -7.0, None, -6.7, -6.8, None, None, None, -4.9, None, None, 100.0, None,2021-12-12 00:00:00, 116.0, None, 116.3,50
None, -7.174, 99.0, None, None, None, None, 57.51, -1.0, 3.093, 267.5, -7.0, None, -7.2, -7.2, None, None, None, -4.9, None, None, 99.0, None,2021-12-12 01:00:00, 116.0, None, 115.8,50
None, -7.957, 97.1, None, None, None, None, 47.4, 0.0, 3.375, 274.5, -8.0, None, -8.0, -8.1, None, None, None, -4.9, None, None, 97.0, None,2021-12-12 02:00:00, 116.0, None, 115.7,50
None, -8.13, 97.1, None, None, None, None, 52.94, 2.0, 1.771, 244.8, -8.0, None, -8.1, -8.1, None, None, None, -4.9, None, None, 97.0, None,2021-12-12 03:00:00, 117.0, None, 116.8,50
None, -9.12, 95.3, None, None, None, None, 41.88, 0.0, 4.181, 207.7, -10.0, None, -9.1, -9.1, None, None, None, -4.9, None, None, 95.0, None,2021-12-12 04:00:00, 117.0, None, 116.8,50
None, -9.02, 95.3, None, None, None, None, 28.6, 0.0, 5.073, 201.5, -10.0, None, -9.0, -9.2, None, None, None, -4.9, None, None, 95.0, None,2021-12-12 05:00:00, 117.0, None, 116.5,50
None, -9.36, 94.7, None, None, None, None, 27.57, 1.0, 3.941, 207.2, -10.0, None, -9.4, -9.5, None, None, None, -4.9, None, None, 95.0, None,2021-12-12 06:00:00, 117.0, None, 116.8,50
None, -9.4, 94.9, None, None, None, None, 41.13, 1.0, 4.941, 215.4, -10.0, None, -9.4, -9.6, None, None, None, -9.2, None, None, 95.0, None,2021-12-12 07:00:00, 117.0, None, 117.2,50
None, -8.94, 95.4, None, None, None, None, 49.13, 0.0, 2.823, 266.3, -10.0, None, -8.9, -9.6, None, None, None, -9.0, None, None, 95.0, None,2021-12-12 08:00:00, 117.0, None, 116.9,50
None, -8.92, 95.2, None, None, None, None, 50.04, 0.0, 2.5, 282.8, -9.0, None, -8.9, -9.6, None, None, None, -8.8, None, None, 95.0, None,2021-12-12 09:00:00, 117.0, None, 116.9,50
None, -9.02, 95.0, None, None, None, None, 58.82, 0.0, 1.683, 268.9, -10.0, None, -9.0, -9.6, None, None, None, -8.8, None, None, 95.0, None,2021-12-12 10:00:00, 117.0, None, 116.5,50
None, -8.61, 95.5, None, None, None, None, 59.89, 0.0, 2.033, 254.2, -9.0, None, -8.6, -9.6, None, None, None, -8.5, None, None, 96.0, None,2021-12-12 11:00:00, 116.0, None, 116.3,50
None, -8.9, 95.3, None, None, None, None, 53.41, 0.0, 1.926, 259.3, -9.0, None, -8.9, -9.6, None, None, None, -8.3, None, None, 95.0, None,2021-12-12 12:00:00, 116.0, None, 116.1,50
None, -7.0, 99.5, None, None, None, None, 50.84, 0.0, 1.968, 230.2, -7.0, None, -7.0, -9.6, None, None, None, -6.9, None, None, 100.0, None,2021-12-12 13:00:00, 116.0, None, 115.7,50
None, -7.781, 98.3, None, None, None, None, 38.78, 0.0, 3.108, 206.1, -8.0, None, -7.8, -9.6, None, None, None, -6.8, None, None, 98.0, None,2021-12-12 14:00:00, 116.0, None, 115.9,50
None, -9.05, 94.9, None, None, None, None, 29.99, 0.0, 3.0, 186.3, -10.0, None, -9.1, -9.6, None, None, None, -6.8, None, None, 95.0, None,2021-12-12 15:00:00, 116.0, None, 115.9,50
None, -9.89, 93.9, None, None, None, None, 26.58, 0.0, 3.211, 180.3, -11.0, None, -9.9, -9.8, None, None, None, -6.8, None, None, 94.0, None,2021-12-12 16:00:00, 116.0, None, 115.9,50
None, -9.98, 93.8, None, None, None, None, 30.13, 0.0, 4.09, 176.3, -11.0, None, -10.0, -10.0, None, None, None, -6.8, None, None, 94.0, None,2021-12-12 17:00:00, 116.0, None, 115.7,50
None, -10.2, 93.5, None, None, None, None, 27.65, 0.0, 4.145, 173.7, -11.0, None, -10.2, -10.3, None, None, None, -6.8, None, None, 94.0, None,2021-12-12 18:00:00, 116.0, None, 115.6,50
None, -10.07, 93.6, None, None, None, None, 26.7, 0.0, 4.287, 172.0, -11.0, None, -10.1, -10.3, None, None, None, -10.0, None, None, 94.0, None,2021-12-12 19:00:00, 115.0, None, 115.4,50
None, -10.26, 93.4, None, None, None, None, 28.67, 0.0, 3.202, 155.9, -11.0, None, -10.3, -10.3, None, None, None, -10.0, None, None, 93.0, None,2021-12-12 20:00:00, 115.0, None, 115.1,50
None, -9.89, 93.9, None, None, None, None, 33.09, -1.0, 2.751, 161.4, -11.0, None, -9.9, -10.3, None, None, None, -9.9, None, None, 94.0, None,2021-12-12 21:00:00, 114.0, None, 114.3,50
None, -9.85, 93.8, None, None, None, None, 38.8, 1.0, 1.872, 153.5, -11.0, None, -9.9, -10.3, None, None, None, -9.8, None, None, 94.0, None,2021-12-12 22:00:00, 115.0, None, 115.2,50
None, -9.94, 93.9, None, None, None, None, 38.46, -1.0, 2.056, 161.2, -11.0, None, -9.9, -10.3, None, None, None, -9.8, None, None, 94.0, None,2021-12-12 23:00:00, 115.0, None, 114.6,50
None, -9.68, 94.1, None, None, None, None, 41.44, 1.0, 2.036, 153.5, -10.0, None, -9.7, -10.3, None, None, None, -9.6, None, None, 94.0, None,2021-12-13 00:00:00, 115.0, None, 115.4,50
None, -9.46, 94.5, None, None, None, None, 40.7, 0.0, 2.633, 154.8, -10.0, None, -9.5, -10.3, None, None, None, -9.4, None, None, 95.0, None,2021-12-13 01:00:00, 115.0, None, 115.3,50
None, -9.35, 94.7, None, None, None, None, 40.08, 0.0, 2.208, 136.2, -10.0, None, -9.4, -10.3, None, None, None, -9.2, None, None, 95.0, None,2021-12-13 02:00:00, 116.0, None, 115.5,50
None, -9.26, 94.8, None, None, None, None, 29.95, -1.0, 3.238, 108.7, -10.0, None, -9.3, -10.3, None, None, None, -9.1, None, None, 95.0, None,2021-12-13 03:00:00, 115.0, None, 115.0,50
None, -9.27, 94.7, None, None, None, None, 26.62, 0.0, 3.049, 116.5, -10.0, None, -9.3, -10.3, None, None, None, -9.0, None, None, 95.0, None,2021-12-13 04:00:00, 115.0, None, 114.9,50
None, -9.51, 94.0, None, None, None, None, 34.07, 0.0, 3.222, 92.3, -10.0, None, -9.5, -10.3, None, None, None, -9.0, None, None, 94.0, None,2021-12-13 05:00:00, 114.0, None, 114.4,50
None, -10.16, 93.7, None, None, None, None, 34.64, 1.0, 3.478, 83.2, -11.0, None, -10.2, -10.5, None, None, None, -9.0, None, None, 94.0, None,2021-12-13 06:00:00, 115.0, None, 114.7,50
None, -9.47, 94.6, None, None, None, None, 36.1, -1.0, 3.868, 79.19, -10.0, None, -9.5, -10.3, None, None, None, -9.4, None, None, 95.0, None,2021-12-13 07:00:00, 114.0, None, 114.1,50
None, -9.53, 94.5, None, None, None, None, 28.08, 0.0, 4.52, 73.86, -10.0, None, -9.5, -10.3, None, None, None, -9.4, None, None, 95.0, None,2021-12-13 08:00:00, 114.0, None, 113.8,50
None, -8.83, 95.6, None, None, None, None, 34.18, 2.0, 4.135, 83.1, -9.0, None, -8.8, -10.3, None, None, None, -8.7, None, None, 96.0, None,2021-12-13 09:00:00, 115.0, None, 114.9,50
