ONE_DAY_PRECIPITATION,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
0.0,-25.7, None,2017-12-31,17.0,-12.7,53
