RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
48.45, None, None, None, 8.48, 284.8, -10.0, -2.5, -10.0, None, None, None, None, 45.0, None, 44.94, None, None, -1.428, None, -1.3, 48.0, None, 15.97, None, -1.4, 0.0, 0.0,2022-12-17 00:00:00,51
54.25, None, None, None, 10.01, 283.5, -9.0, -2.5, -9.0, None, None, None, None, 45.0, None, 44.92, None, None, -2.241, None, -1.3, 54.0, None, 13.95, None, -2.2, 0.0, 0.0,2022-12-17 01:00:00,51
59.28, None, None, None, 9.89, 280.2, -9.0, -3.1, -9.0, None, None, None, None, 45.0, None, 44.84, None, None, -3.164, None, -1.3, 59.0, None, 15.16, None, -3.2, 0.0, 0.0,2022-12-17 02:00:00,51
64.0, None, None, None, 9.0, 282.1, -9.0, -3.9, -9.0, None, None, None, None, 45.0, None, 44.92, None, None, -3.909, None, -1.3, 64.0, None, 16.25, None, -3.9, 0.0, 0.0,2022-12-17 03:00:00,51
69.88, None, None, None, 10.03, 276.3, -9.0, -5.1, -9.0, None, None, None, None, 45.0, None, 44.78, None, None, -5.065, None, -1.3, 70.0, None, 19.29, None, -5.1, 0.0, 0.0,2022-12-17 04:00:00,51
64.71, None, None, None, 9.86, 250.2, -10.0, -5.3, -10.0, None, None, None, None, 45.0, None, 44.99, None, None, -4.787, None, -1.3, 65.0, None, 18.57, None, -4.8, 0.0, 0.0,2022-12-17 05:00:00,51
61.46, None, None, None, 10.54, 248.4, -10.0, -5.3, -10.0, None, None, None, None, 45.0, None, 44.85, None, None, -4.717, None, -1.3, 61.0, None, 21.7, None, -4.7, 0.0, 0.0,2022-12-17 06:00:00,51
58.85, None, None, None, 5.516, 271.7, -12.0, -5.6, -12.0, None, None, None, None, 45.0, None, 44.98, None, None, -6.009, None, -4.4, 59.0, None, 44.05, None, -6.0, 0.0, 0.0,2022-12-17 07:00:00,51
68.23, None, None, None, 2.699, 352.9, -11.0, -14.2, -11.0, None, None, None, None, 45.0, None, 45.47, None, None, -6.209, None, -4.4, 68.0, None, 61.07, None, -6.2, -0.1, 1.0,2022-12-17 08:00:00,51
73.21, None, None, None, 2.018, 334.3, -10.0, -14.2, -10.0, None, None, None, None, 45.0, None, 45.39, None, None, -6.704, None, -4.4, 73.0, None, 50.05, None, -6.7, 0.0, 0.0,2022-12-17 09:00:00,51
