air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
-15.7,-15.7, None,-12.4, None, None,2022-12-17 00:00:00, None, None,51
-16.0,-16.1, None,-12.4, None, None,2022-12-17 01:00:00, None, None,51
-16.6,-16.6, None,-12.4, None, None,2022-12-17 02:00:00, None, None,51
-17.5,-17.4, None,-12.4, None, None,2022-12-17 03:00:00, None, None,51
-18.7,-19.0, None,-12.4, None, None,2022-12-17 04:00:00, None, None,51
-19.3,-19.4, None,-12.4, None, None,2022-12-17 05:00:00, None, None,51
-19.6,-19.8, None,-12.4, None, None,2022-12-17 06:00:00, None, None,51
-19.8,-21.4, None,-19.5, None, None,2022-12-17 07:00:00, None, None,51
-23.3,-23.2, None,-19.5, None, None,2022-12-17 08:00:00, None, None,51
-23.5,-23.6, None,-19.5, None, None,2022-12-17 09:00:00, None, None,51
-19.2,-23.7, None,-18.9, None, None,2022-12-17 10:00:00, None, None,51
-18.3,-23.7, None,-18.3, None, None,2022-12-17 11:00:00, None, None,51
-18.2,-23.7, None,-18.1, None, None,2022-12-17 12:00:00, None, None,51
-18.6,-23.7, None,-18.1, None, None,2022-12-17 13:00:00, None, None,51
-19.0,-23.7, None,-18.1, None, None,2022-12-17 14:00:00, None, None,51
-19.5,-23.7, None,-18.1, None, None,2022-12-17 15:00:00, None, None,51
-20.1,-23.7, None,-18.1, None, None,2022-12-17 16:00:00, None, None,51
-20.6,-23.7, None,-18.1, None, None,2022-12-17 17:00:00, None, None,51
-21.1,-23.7, None,-18.1, None, None,2022-12-17 18:00:00, None, None,51
-21.7,-21.7, None,-21.0, None, None,2022-12-17 19:00:00, None, None,51
-22.0,-22.0, None,-21.0, None, None,2022-12-17 20:00:00, None, None,51
-22.6,-22.5, None,-21.0, None, None,2022-12-17 21:00:00, None, None,51
-23.4,-23.4, None,-21.0, None, None,2022-12-17 22:00:00, None, None,51
-23.7,-24.3, None,-21.0, None, None,2022-12-17 23:00:00, None, None,51
-23.8,-24.3, None,-21.0, None, None,2022-12-18 00:00:00, None, None,51
-24.1,-24.6, None,-21.0, None, None,2022-12-18 01:00:00, None, None,51
-24.6,-25.5, None,-21.0, None, None,2022-12-18 02:00:00, None, None,51
-26.0,-25.9, None,-21.0, None, None,2022-12-18 03:00:00, None, None,51
-25.3,-28.4, None,-21.0, None, None,2022-12-18 04:00:00, None, None,51
-26.1,-28.4, None,-21.0, None, None,2022-12-18 05:00:00, None, None,51
-31.7,-31.7, None,-21.0, None, None,2022-12-18 06:00:00, None, None,51
-33.3,-33.3, None,-31.7, None, None,2022-12-18 07:00:00, None, None,51
-34.2,-34.2, None,-31.7, None, None,2022-12-18 08:00:00, None, None,51
-35.6,-35.9, None,-31.7, None, None,2022-12-18 15:00:00, None, None,51
-36.3,-36.3, None,-31.7, None, None,2022-12-18 16:00:00, None, None,51
-37.4,-37.4, None,-31.7, None, None,2022-12-18 17:00:00, None, None,51
-37.9,-38.0, None,-31.7, None, None,2022-12-18 18:00:00, None, None,51
-38.3,-38.5, None,-37.9, None, None,2022-12-18 19:00:00, None, None,51
-38.8,-38.9, None,-37.9, None, None,2022-12-18 20:00:00, None, None,51
-39.3,-39.3, None,-37.9, None, None,2022-12-18 21:00:00, None, None,51
