pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None, -21.2, 52.0, None, None, None, 112.0,2017-01-08 00:00:00, None,2
None, None, None, None, None, -22.1, 52.0, None, None, None, 112.0,2017-01-08 01:00:00, None,2
None, None, None, None, None, -23.3, 52.0, None, None, None, 112.0,2017-01-08 02:00:00, None,2
None, None, None, None, None, -23.0, 52.0, None, None, None, 112.0,2017-01-08 03:00:00, None,2
None, None, None, None, None, -24.2, 52.0, None, None, None, 112.0,2017-01-08 04:00:00, None,2
None, None, None, None, None, -25.2, 52.0, None, None, None, 111.0,2017-01-08 05:00:00, None,2
None, None, None, None, None, -26.0, 52.0, None, None, None, 111.0,2017-01-08 06:00:00, None,2
None, None, None, None, None, -27.1, 52.0, None, None, None, 111.0,2017-01-08 07:00:00, None,2
None, None, None, None, None, -27.5, 52.0, None, None, None, 111.0,2017-01-08 08:00:00, None,2
None, None, None, None, None, -28.4, 52.0, None, None, None, 111.0,2017-01-08 09:00:00, None,2
None, None, None, None, None, -28.4, 52.0, None, None, None, 111.0,2017-01-08 10:00:00, None,2
None, None, None, None, None, -29.2, 52.0, None, None, None, 110.0,2017-01-08 11:00:00, None,2
None, None, None, None, None, -29.8, 52.0, None, None, None, 110.0,2017-01-08 12:00:00, None,2
None, None, None, None, None, -30.3, 52.0, None, None, None, 110.0,2017-01-08 13:00:00, None,2
None, None, None, None, None, -30.8, 52.0, None, None, None, 110.0,2017-01-08 14:00:00, None,2
None, None, None, None, None, -31.1, 52.0, None, None, None, 110.0,2017-01-08 15:00:00, None,2
None, 298.0, None, None, None, -31.3, 52.0, None, None, None, 110.0,2017-01-08 16:00:00, None,2
None, None, None, None, None, -31.5, 52.0, None, None, None, 110.0,2017-01-08 17:00:00, None,2
None, None, None, None, None, -30.5, 52.0, None, None, None, 109.0,2017-01-08 18:00:00, None,2
None, None, None, None, None, -30.0, 52.0, None, None, None, 109.0,2017-01-08 19:00:00, None,2
None, None, None, None, None, -21.8, 50.0, None, None, None, 109.0,2017-01-08 20:00:00, None,2
None, None, None, None, None, -21.9, 51.0, None, None, None, 109.0,2017-01-08 21:00:00, None,2
None, None, None, None, None, -21.4, 52.0, None, None, None, 110.0,2017-01-08 22:00:00, None,2
None, None, None, None, None, -21.9, 52.0, None, None, None, 110.0,2017-01-08 23:00:00, None,2
None, None, None, None, None, -21.8, 52.0, None, None, None, 110.0,2017-01-09 00:00:00, None,2
None, None, None, None, None, -22.3, 52.0, None, None, None, 111.0,2017-01-09 01:00:00, None,2
None, None, None, None, None, -21.2, 52.0, None, None, None, 111.0,2017-01-09 02:00:00, None,2
None, None, None, None, None, -21.7, 51.0, None, None, None, 111.0,2017-01-09 03:00:00, None,2
None, None, None, None, None, -22.8, 50.0, None, None, None, 111.0,2017-01-09 04:00:00, None,2
None, None, None, None, None, -23.2, 50.0, None, None, None, 111.0,2017-01-09 05:00:00, None,2
None, None, None, None, None, -22.6, 52.0, None, None, None, 111.0,2017-01-09 06:00:00, None,2
None, None, None, None, None, -22.9, 51.0, None, None, None, 111.0,2017-01-09 07:00:00, None,2
None, None, None, None, None, -21.7, 51.0, None, None, None, 111.0,2017-01-09 08:00:00, None,2
None, None, None, None, None, -21.3, 52.0, None, None, None, 111.0,2017-01-09 09:00:00, None,2
None, None, None, None, None, -21.3, 50.0, None, None, None, 112.0,2017-01-09 10:00:00, None,2
