ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
None, 848.0, 212.0, None, None,2017-01-08 00:00:00, -11.4, None, None,2
None, 848.0, 212.0, None, None,2017-01-08 01:00:00, -11.5, None, None,2
None, 848.0, 212.0, None, None,2017-01-08 02:00:00, -12.2, None, None,2
None, 848.0, 212.0, None, None,2017-01-08 03:00:00, -12.0, None, None,2
None, 848.0, 212.0, None, None,2017-01-08 04:00:00, -11.8, None, None,2
None, 848.0, 212.0, None, None,2017-01-08 05:00:00, -12.0, None, None,2
None, 848.0, 212.0, None, None,2017-01-08 06:00:00, -11.8, None, None,2
None, 848.0, 212.0, None, None,2017-01-08 07:00:00, -13.2, None, None,2
None, 848.0, 212.0, None, None,2017-01-08 08:00:00, -13.2, None, None,2
None, 848.0, 212.0, None, None,2017-01-08 09:00:00, -13.6, None, None,2
None, 848.0, 212.0, None, None,2017-01-08 10:00:00, -13.1, None, None,2
None, 849.0, 212.0, None, None,2017-01-08 11:00:00, -13.4, None, None,2
None, 849.0, 212.0, None, None,2017-01-08 12:00:00, -12.8, None, None,2
None, 849.0, 212.0, None, None,2017-01-08 13:00:00, -12.9, None, None,2
None, 849.0, 212.0, None, None,2017-01-08 14:00:00, -12.6, None, None,2
None, 849.0, 212.0, None, None,2017-01-08 15:00:00, -12.6, None, None,2
None, 848.0, 212.0, 345.0, None,2017-01-08 16:00:00, -12.4, None, None,2
None, 849.0, 212.0, None, None,2017-01-08 17:00:00, -11.9, None, None,2
None, 849.0, 212.0, None, None,2017-01-08 18:00:00, -10.6, None, None,2
None, 849.0, 212.0, None, None,2017-01-08 19:00:00, -10.2, None, None,2
None, 849.0, 212.0, None, None,2017-01-08 20:00:00, -10.0, None, None,2
None, 849.0, 213.0, None, None,2017-01-08 21:00:00, -10.7, None, None,2
None, 849.0, 213.0, None, None,2017-01-08 22:00:00, -11.4, None, None,2
None, 849.0, 213.0, None, None,2017-01-08 23:00:00, -11.6, None, None,2
None, 849.0, 213.0, None, None,2017-01-09 00:00:00, -11.7, None, None,2
None, 849.0, 213.0, None, None,2017-01-09 01:00:00, -12.2, None, None,2
None, 849.0, 213.0, None, None,2017-01-09 02:00:00, -11.4, None, None,2
None, 849.0, 213.0, None, None,2017-01-09 03:00:00, -11.0, None, None,2
None, 850.0, 214.0, None, None,2017-01-09 04:00:00, -10.8, None, None,2
None, 851.0, 215.0, None, None,2017-01-09 05:00:00, -10.0, None, None,2
None, 853.0, 218.0, None, None,2017-01-09 06:00:00, -10.0, None, None,2
None, 854.0, 219.0, None, None,2017-01-09 07:00:00, -9.6, None, None,2
None, 855.0, 220.0, None, None,2017-01-09 08:00:00, -9.5, None, None,2
None, 856.0, 221.0, None, None,2017-01-09 09:00:00, -8.4, None, None,2
None, 858.0, 223.0, None, None,2017-01-09 10:00:00, -7.0, None, None,2
None, 858.0, 223.0, None, None,2017-01-09 11:00:00, -6.9, None, None,2
None, 858.0, 224.0, None, None,2017-01-09 12:00:00, -6.9, None, None,2
None, 858.0, 224.0, None, None,2017-01-09 13:00:00, -6.7, None, None,2
None, 858.0, 225.0, None, None,2017-01-09 14:00:00, -6.7, None, None,2
None, 858.0, 225.0, None, None,2017-01-09 15:00:00, -6.8, None, None,2
None, 859.0, 226.0, 296.0, None,2017-01-09 16:00:00, -6.6, None, None,2
None, 860.0, 228.0, None, None,2017-01-09 17:00:00, -6.2, None, None,2
None, 860.0, 228.0, None, None,2017-01-09 18:00:00, -5.5, None, None,2
None, 860.0, 228.0, None, None,2017-01-09 19:00:00, -6.3, None, None,2
None, 860.0, 228.0, None, None,2017-01-09 20:00:00, -6.1, None, None,2
None, 860.0, 228.0, None, None,2017-01-09 21:00:00, -6.3, None, None,2
None, 860.0, 229.0, None, None,2017-01-09 22:00:00, -7.1, None, None,2
None, 860.0, 229.0, None, None,2017-01-09 23:00:00, -7.5, None, None,2
None, 861.0, 229.0, None, None,2017-01-10 00:00:00, -8.0, None, None,2
None, 861.0, 229.0, None, None,2017-01-10 01:00:00, -8.4, None, None,2
None, 860.0, 229.0, None, None,2017-01-10 02:00:00, -8.6, None, None,2
None, 861.0, 229.0, None, None,2017-01-10 03:00:00, -8.8, None, None,2
None, 861.0, 229.0, None, None,2017-01-10 04:00:00, -9.0, None, None,2
None, 861.0, 229.0, None, None,2017-01-10 05:00:00, -9.1, None, None,2
None, 861.0, 228.0, None, None,2017-01-10 06:00:00, -9.3, None, None,2
None, 861.0, 229.0, None, None,2017-01-10 07:00:00, -9.3, None, None,2
None, 861.0, 228.0, None, None,2017-01-10 08:00:00, -9.4, None, None,2
None, 861.0, 228.0, None, None,2017-01-10 09:00:00, -9.6, None, None,2
None, 861.0, 228.0, None, None,2017-01-10 10:00:00, -9.7, None, None,2
None, 861.0, 228.0, None, None,2017-01-10 11:00:00, -9.9, None, None,2
