AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year
3.4, 3.7, 248.2,2023-05-14 00:00:00, 2.2, 20.1,20
3.5, None, 262.8,2023-05-14 00:15:00, None, None,20
3.4, None, 248.8,2023-05-14 00:30:00, None, None,20
3.3, None, 262.9,2023-05-14 00:45:00, None, None,20
3.3, None, 248.9,2023-05-14 01:00:00, None, None,20
3.1, None, 248.9,2023-05-14 01:15:00, None, None,20
2.9, None, 249.3,2023-05-14 01:30:00, None, None,20
2.8, None, 249.3,2023-05-14 01:45:00, None, None,20
2.7, None, 263.2,2023-05-14 02:00:00, None, None,20
2.7, None, 249.3,2023-05-14 02:15:00, None, None,20
2.5, None, 263.6,2023-05-14 02:30:00, None, None,20
2.3, None, 263.8,2023-05-14 02:45:00, None, None,20
2.3, None, 263.7,2023-05-14 03:00:00, None, None,20
2.3, None, 263.9,2023-05-14 03:15:00, None, None,20
2.3, None, 249.7,2023-05-14 03:30:00, None, None,20
2.3, None, 249.8,2023-05-14 03:45:00, None, None,20
2.2, None, 249.9,2023-05-14 04:00:00, None, None,20
2.3, None, 249.8,2023-05-14 04:15:00, None, None,20
2.4, None, 250.1,2023-05-14 04:30:00, None, None,20
2.6, None, 264.1,2023-05-14 04:45:00, None, None,20
2.8, None, 264.3,2023-05-14 05:00:00, None, None,20
3.2, None, 250.0,2023-05-14 05:15:00, None, None,20
3.8, None, 264.3,2023-05-14 05:30:00, None, None,20
4.2, None, 264.0,2023-05-14 05:45:00, None, None,20
4.8, None, 249.8,2023-05-14 06:00:00, None, None,20
5.7, None, 264.0,2023-05-14 06:15:00, None, None,20
6.5, None, 263.7,2023-05-14 06:30:00, None, None,20
7.4, None, 263.8,2023-05-14 06:45:00, None, None,20
8.9, None, 263.5,2023-05-14 07:00:00, None, None,20
9.7, None, 263.4,2023-05-14 07:15:00, None, None,20
10.4, None, 263.1,2023-05-14 07:30:00, None, None,20
11.0, None, 248.8,2023-05-14 07:45:00, None, None,20
11.8, None, 262.7,2023-05-14 08:00:00, None, None,20
12.5, None, 248.8,2023-05-14 08:15:00, None, None,20
13.0, None, 262.9,2023-05-14 08:30:00, None, None,20
14.4, None, 248.5,2023-05-14 08:45:00, None, None,20
14.4, None, 248.2,2023-05-14 09:00:00, None, None,20
15.4, None, 248.3,2023-05-14 09:15:00, None, None,20
15.9, None, 261.8,2023-05-14 09:30:00, None, None,20
16.2, None, 261.4,2023-05-14 09:45:00, None, None,20
16.4, None, 246.8,2023-05-14 10:00:00, None, None,20
16.8, None, 260.9,2023-05-14 10:15:00, None, None,20
16.6, None, 260.4,2023-05-14 10:30:00, None, None,20
17.5, None, 259.9,2023-05-14 10:45:00, None, None,20
17.5, None, 245.7,2023-05-14 11:00:00, None, None,20
18.0, None, 259.3,2023-05-14 11:15:00, None, None,20
18.2, None, 245.0,2023-05-14 11:30:00, None, None,20
18.6, None, 258.0,2023-05-14 11:45:00, None, None,20
18.8, None, 257.4,2023-05-14 12:00:00, None, None,20
18.7, None, 242.3,2023-05-14 12:15:00, None, None,20
19.0, None, 241.4,2023-05-14 12:30:00, None, None,20
19.4, None, 254.1,2023-05-14 12:45:00, None, None,20
19.2, None, 253.0,2023-05-14 13:00:00, None, None,20
19.4, None, 238.1,2023-05-14 13:15:00, None, None,20
19.3, None, 250.4,2023-05-14 13:30:00, None, None,20
20.1, None, 249.1,2023-05-14 13:45:00, None, None,20
19.7, None, 248.0,2023-05-14 14:00:00, None, None,20
19.8, None, 233.4,2023-05-14 14:15:00, None, None,20
19.4, None, 231.9,2023-05-14 14:30:00, None, None,20
18.7, None, 231.0,2023-05-14 14:45:00, None, None,20
19.9, None, 229.9,2023-05-14 15:00:00, None, None,20
19.6, None, 228.7,2023-05-14 15:15:00, None, None,20
18.6, None, 241.0,2023-05-14 15:30:00, None, None,20
18.1, None, 239.8,2023-05-14 15:45:00, None, None,20
17.4, None, 238.7,2023-05-14 16:00:00, None, None,20
17.0, None, 237.6,2023-05-14 16:15:00, None, None,20
16.7, None, 236.8,2023-05-14 16:30:00, None, None,20
16.1, None, 235.7,2023-05-14 16:45:00, None, None,20
