RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
73.5, None, None, None, None, None, -2.0, 2.3, -2.0, 898.0, None, None, None, 0.0, None, 0.01, None, None, 2.327, None, 11.3, 74.0, None, None, None, 2.3, 1006.9, -0.1, 0.0,2021-05-28 00:00:00, 898.0,22
81.1, None, None, None, None, None, -2.0, 0.6, -2.0, 898.0, None, None, None, 0.0, None, 0.136, None, None, 0.604, None, 11.3, 81.0, None, None, None, 0.6, 1007.0, 0.0, 0.0,2021-05-28 01:00:00, 898.0,22
83.5, None, None, None, None, None, -2.0, 0.0, -2.0, 898.0, None, None, None, 0.0, None, 0.163, None, None, -0.046, None, 11.3, 84.0, None, None, None, 0.0, 1007.0, 0.0, 0.0,2021-05-28 02:00:00, 898.0,22
87.2, None, None, None, None, None, -2.0, -0.8, -2.0, 899.0, None, None, None, 0.0, None, 0.401, None, None, -0.527, None, 11.3, 87.0, None, None, None, -0.5, 1008.1, 0.0, 0.0,2021-05-28 03:00:00, 899.0,22
81.3, None, None, None, None, None, -2.0, -0.8, -2.0, 899.0, None, None, None, 0.0, None, 0.275, None, None, 1.256, None, 11.3, 81.0, None, None, None, 1.3, 1007.9, 0.0, 0.0,2021-05-28 04:00:00, 899.0,22
81.3, None, None, None, None, None, -2.0, -0.8, -2.0, 899.0, None, None, None, 0.0, None, 0.252, None, None, 0.532, None, 11.3, 81.0, None, None, None, 0.5, 1008.0, 0.1, 0.0,2021-05-28 05:00:00, 899.0,22
77.0, None, None, None, None, None, -1.0, -0.8, -1.0, 900.0, None, None, None, 0.0, None, 0.268, None, None, 2.939, None, 11.3, 77.0, None, None, None, 2.9, 1008.9, 0.0, 0.0,2021-05-28 06:00:00, 900.0,22
59.95, None, None, None, None, None, -2.0, 2.9, -2.0, 900.0, None, None, None, 0.0, None, 0.285, None, None, 5.576, None, 5.6, 60.0, None, None, None, 5.6, 1008.6, 0.0, 0.0,2021-05-28 07:00:00, 900.0,22
57.72, None, None, None, None, None, -2.0, 2.9, -2.0, 900.0, None, None, None, 0.0, None, 0.213, None, None, 5.802, None, 5.9, 58.0, None, None, None, 5.8, 1008.6, 0.1, 0.0,2021-05-28 08:00:00, 900.0,22
57.51, None, None, None, None, None, -1.0, 2.9, -1.0, 901.0, None, None, None, 0.0, None, 0.266, None, None, 6.366, None, 6.4, 58.0, None, None, None, 6.4, 1009.9, 0.0, 0.0,2021-05-28 09:00:00, 901.0,22
75.5, None, None, None, None, None, 1.0, 2.9, 1.0, 902.0, None, None, None, 0.0, None, 0.355, None, None, 4.958, None, 6.4, 76.0, None, None, None, 5.0, 1011.5, 0.0, 0.0,2021-05-28 10:00:00, 902.0,22
71.1, None, None, None, None, None, 1.0, 2.9, 1.0, 902.0, None, None, None, 1.0, None, 0.503, None, None, 5.775, None, 6.4, 71.0, None, None, None, 5.8, 1011.5, 0.0, 0.0,2021-05-28 11:00:00, 902.0,22
66.24, None, None, None, None, None, 1.0, 2.9, 1.0, 903.0, None, None, None, 0.0, None, 0.317, None, None, 6.641, None, 7.3, 66.0, None, None, None, 6.6, 1012.8, 0.0, 0.0,2021-05-28 12:00:00, 903.0,22
58.84, None, None, None, None, None, 1.0, 2.9, 1.0, 903.0, None, None, None, 0.0, None, 0.214, None, None, 8.18, None, 8.5, 59.0, None, None, None, 8.2, 1012.8, 0.1, 0.0,2021-05-28 13:00:00, 903.0,22
59.77, None, None, None, None, None, 0.0, 2.9, 0.0, 904.0, None, None, None, 0.0, None, 0.276, None, None, 7.48, None, 8.5, 60.0, None, None, None, 7.5, 1014.1, 0.0, 0.0,2021-05-28 14:00:00, 904.0,22
57.48, None, None, None, None, None, 1.0, 2.9, 1.0, 904.0, None, None, None, 0.0, None, 0.11, None, None, 8.73, None, 8.9, 57.0, None, None, None, 8.7, 1014.0, 0.0, 0.0,2021-05-28 15:00:00, 904.0,22
46.58, None, None, None, None, None, -1.0, 2.9, -1.0, 904.0, None, None, None, 0.0, None, 0.139, None, None, 10.36, None, 10.8, 47.0, None, None, None, 10.4, 1013.6, 0.0, 0.0,2021-05-28 16:00:00, 904.0,22
