wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
73.0, 97.0, 2.8, 0.0, -1.6, 2.2, -1.2, -1.2, 149.0, 0.0, 0.0, 97.0,2021-01-01 00:00:00, None,1,,,,,,,,,,,,
162.0, 97.0, 2.2, 0.0, -1.6, 0.0, -1.2, -1.2, 73.0, 0.0, 0.0, 97.0,2021-01-01 01:00:00, None,1,,,,,,,,,,,,
32.0, 97.0, 0.0, 0.0, -1.6, 3.2, -1.2, -1.1, 162.0, 0.0, 0.0, 97.0,2021-01-01 02:00:00, None,1,,,,,,,,,,,,
91.0, 97.0, 3.2, 0.0, -1.5, 3.4, -1.1, -1.1, 32.0, 0.0, 0.0, 98.0,2021-01-01 03:00:00, None,1,,,,,,,,,,,,
24.0, 98.0, 3.4, 0.0, -1.4, 2.1, -1.1, -1.2, 91.0, 0.0, 0.0, 98.0,2021-01-01 04:00:00, None,1,,,,,,,,,,,,
181.0, 98.0, 2.1, 0.0, -1.5, 2.3, -1.2, -1.2, 24.0, 0.0, 0.0, 98.0,2021-01-01 05:00:00, None,1,,,,,,,,,,,,
123.0, 98.0, 2.3, 0.0, -1.5, 2.2, -1.2, -1.0, 181.0, 0.0, 0.0, 98.0,2021-01-01 06:00:00, None,1,,,,,,,,,,,,
17.0, 98.0, 2.2, 0.0, -1.3, 2.7, -1.0, -1.0, 123.0, 0.0, 0.0, 98.0,2021-01-01 07:00:00, None,1,,,,,,,,,,,,
237.0, 98.0, 2.7, 0.0, -1.3, 3.0, -1.0, -0.8, 17.0, 0.0, 0.0, 98.0,2021-01-01 08:00:00, None,1,,,,,,,,,,,,
318.0, 98.0, 3.0, 0.0, -1.1, 3.2, -0.8, -0.4, 237.0, 0.0, 0.0, 98.0,2021-01-01 09:00:00, None,1,,,,,,,,,,,,
56.0, 98.0, 3.2, 0.0, -0.7, 2.7, -0.4, 0.1, 318.0, 0.0, 0.0, 98.0,2021-01-01 10:00:00, None,1,,,,,,,,,,,,
337.0, 98.0, 2.7, 0.4, -0.2, 2.1, 0.1, 0.4, 56.0, 0.0, 0.0, 97.0,2021-01-01 11:00:00, None,1,,,,,,,,,,,,
17.0, 97.0, 2.1, 0.0, 0.0, 2.3, 0.4, 0.8, 337.0, 0.4, 0.4, 97.0,2021-01-01 12:00:00, None,1,,,,,,,,,,,,
77.0, 97.0, 2.3, 0.0, 0.4, 4.7, 0.8, 0.7, 17.0, 0.0, 0.4, 97.0,2021-01-01 13:00:00, None,1,,,,,,,,,,,,
129.0, 97.0, 4.7, 0.2, 0.3, 3.2, 0.7, 0.6, 77.0, 0.0, 0.4, 96.0,2021-01-01 14:00:00, None,1,,,,,,,,,,,,
9.0, 96.0, 3.2, 0.0, 0.0, 3.6, 0.6, 0.5, 129.0, 0.2, 0.6, 97.0,2021-01-01 15:00:00, None,1,,,,,,,,,,,,
70.0, 97.0, 3.6, 0.0, 0.1, 2.4, 0.5, -0.1, 9.0, 0.0, 0.6, 98.0,2021-01-01 16:00:00, None,1,,,,,,,,,,,,
29.0, 98.0, 2.4, 0.0, -0.4, 4.7, -0.1, 0.1, 70.0, 0.0, 0.6, 98.0,2021-01-01 17:00:00, None,1,,,,,,,,,,,,
79.0, 98.0, 4.7, 0.0, -0.2, 3.9, 0.1, 0.3, 29.0, 0.0, 0.6, 98.0,2021-01-01 18:00:00, None,1,,,,,,,,,,,,
