pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,week_of_year
None,17.79,60.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 00:00:00, None,32
None,16.76,65.91, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 01:00:00, None,32
None,15.95,67.78, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 02:00:00, None,32
None,15.62,67.65, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 03:00:00, None,32
None,15.36,66.88, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 04:00:00, None,32
None,14.41,70.72, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 05:00:00, None,32
None,13.68,72.71, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 06:00:00, None,32
None,13.06,76.01, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 07:00:00, None,32
None,13.58,75.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 08:00:00, None,32
None,13.96,76.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 09:00:00, None,32
None,15.98,73.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 10:00:00, None,32
None,22.72,37.45, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 11:00:00, None,32
None,25.44,32.38, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 12:00:00, None,32
None,27.36,28.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 13:00:00, None,32
None,29.7,25.59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 14:00:00, None,32
None,31.32,24.17, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 15:00:00, None,32
None,32.9,18.99, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 16:00:00, None,32
None,32.65,18.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 17:00:00, None,32
None,31.51,23.75, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 18:00:00, None,32
None,26.13,41.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 19:00:00, None,32
None,23.72,45.14, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 20:00:00, None,32
None,21.76,48.91, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 21:00:00, None,32
None,20.04,55.96, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 22:00:00, None,32
None,18.72,61.95, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-06 23:00:00, None,32
None,18.41,56.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 00:00:00, None,32
None,18.36,58.58, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 01:00:00, None,32
None,17.33,63.05, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 02:00:00, None,32
None,16.2,65.78, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 03:00:00, None,32
None,15.33,68.56, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 04:00:00, None,32
None,14.94,70.17, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 05:00:00, None,32
None,14.55,70.74, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 06:00:00, None,32
None,14.15,71.59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 07:00:00, None,32
None,13.96,74.93, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 08:00:00, None,32
None,14.34,76.09, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 09:00:00, None,32
None,19.32,49.26, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 10:00:00, None,32
None,23.61,40.01, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 11:00:00, None,32
None,25.81,36.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 12:00:00, None,32
None,28.72,29.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 13:00:00, None,32
None,30.22,24.29, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 14:00:00, None,32
None,32.72,20.22, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 15:00:00, None,32
None,33.69,19.11, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 16:00:00, None,32
None,33.28,16.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 17:00:00, None,32
None,34.48,13.68, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 18:00:00, None,32
None,32.25,16.08, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 19:00:00, None,32
None,26.16,34.94, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 20:00:00, None,32
None,21.26,50.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 21:00:00, None,32
None,19.9,52.49, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 22:00:00, None,32
None,19.13,54.63, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-07 23:00:00, None,32
None,19.18,55.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-08 00:00:00, None,32
None,18.05,58.35, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-08 01:00:00, None,32
None,17.09,61.79, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-08 02:00:00, None,32
None,16.43,64.21, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-08 03:00:00, None,32
None,16.18,64.73, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-08 04:00:00, None,32
None,15.36,66.76, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-08 05:00:00, None,32
None,14.8,69.37, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-08 06:00:00, None,32
None,14.1,71.65, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-08 07:00:00, None,32
None,14.06,72.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-08 08:00:00, None,32
None,14.84,73.55, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-08-08 09:00:00, None,32
