pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 15.57, None,2019-08-06 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 14.59, None,2019-08-06 01:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 13.64, None,2019-08-06 02:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 13.03, None,2019-08-06 03:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 12.34, None,2019-08-06 04:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 11.69, None,2019-08-06 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 11.37, None,2019-08-06 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 10.83, None,2019-08-06 07:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 10.58, None,2019-08-06 08:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 10.63, None,2019-08-06 09:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 12.93, None,2019-08-06 10:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 17.82, None,2019-08-06 11:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 21.27, None,2019-08-06 12:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 23.38, None,2019-08-06 13:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 24.71, None,2019-08-06 14:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 26.46, None,2019-08-06 15:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 27.95, None,2019-08-06 16:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 29.84, None,2019-08-06 17:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 28.44, None,2019-08-06 18:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 26.48, None,2019-08-06 19:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 24.25, None,2019-08-06 20:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 22.59, None,2019-08-06 21:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 20.71, None,2019-08-06 22:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 18.48, None,2019-08-06 23:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 16.94, None,2019-08-07 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 15.46, None,2019-08-07 01:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 14.87, None,2019-08-07 02:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 14.08, None,2019-08-07 03:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 13.63, None,2019-08-07 04:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 12.84, None,2019-08-07 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 12.35, None,2019-08-07 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 11.75, None,2019-08-07 07:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 11.62, None,2019-08-07 08:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 12.4, None,2019-08-07 09:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 14.58, None,2019-08-07 10:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 18.58, None,2019-08-07 11:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 21.65, None,2019-08-07 12:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 23.14, None,2019-08-07 13:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 25.23, None,2019-08-07 14:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 26.49, None,2019-08-07 15:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 28.24, None,2019-08-07 16:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 29.26, None,2019-08-07 17:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
None, None, 29.71, None,2019-08-07 18:00:00, None, None, None, None, None, None, None, None, None, None, None, None,32
