TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
13.3, 1.6, 80.4, 82.9,2017-06-11 00:00:00, 12.69,24
12.7, 1.3, 82.9, 84.3,2017-06-11 01:00:00, 12.15,24
12.2, 0.6, 84.3, 86.7,2017-06-11 02:00:00, 11.14,24
11.1, 0.0, 86.7, 88.7,2017-06-11 03:00:00, 10.59,24
10.6, 0.1, 88.7, 91.8,2017-06-11 04:00:00, 9.22,24
9.2, 0.0, 91.8, 92.8,2017-06-11 05:00:00, 8.77,24
8.8, 0.0, 92.8, 90.4,2017-06-11 06:00:00, 9.47,24
9.5, 0.0, 90.4, 81.0,2017-06-11 07:00:00, 12.23,24
12.2, 0.0, 81.0, 74.55,2017-06-11 08:00:00, 13.73,24
13.7, 0.1, 74.6, 63.99,2017-06-11 09:00:00, 15.71,24
15.7, 0.3, 64.0, 55.61,2017-06-11 10:00:00, 17.29,24
17.3, 0.5, 55.6, 53.2,2017-06-11 11:00:00, 18.38,24
18.4, 0.8, 53.2, 49.56,2017-06-11 12:00:00, 19.16,24
19.2, 1.0, 49.6, 48.32,2017-06-11 13:00:00, 20.0,24
20.0, 1.0, 48.3, 48.2,2017-06-11 14:00:00, 20.31,24
20.3, 1.6, 48.2, 46.76,2017-06-11 15:00:00, 21.08,24
21.1, 1.2, 46.8, 46.78,2017-06-11 16:00:00, 21.32,24
21.3, 0.5, 46.8, 47.54,2017-06-11 17:00:00, 21.09,24
21.1, 1.0, 47.5, 48.16,2017-06-11 18:00:00, 20.86,24
20.9, 0.7, 48.2, 49.68,2017-06-11 19:00:00, 20.27,24
20.3, 0.4, 49.7, 53.63,2017-06-11 20:00:00, 18.45,24
18.5, 0.0, 53.6, 65.58,2017-06-11 21:00:00, 16.22,24
16.2, 0.0, 65.6, 76.95,2017-06-11 22:00:00, 14.26,24
14.3, 0.0, 77.0, 83.9,2017-06-11 23:00:00, 13.04,24
13.0, 0.0, 83.9, 84.9,2017-06-12 00:00:00, 12.66,24
12.7, 0.1, 84.9, 85.0,2017-06-12 01:00:00, 12.41,24
12.4, 0.0, 85.0, 80.9,2017-06-12 02:00:00, 12.72,24
12.7, 0.1, 80.9, 79.13,2017-06-12 03:00:00, 13.04,24
13.0, 0.0, 79.1, 77.13,2017-06-12 04:00:00, 12.89,24
12.9, 0.1, 77.1, 79.46,2017-06-12 05:00:00, 12.64,24
