ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
1.0,1.0,10.0,0.0,2019-05-21,0.0,19.5,21
0.0,0.0,11.5,0.0,2019-05-22,0.0,23.5,21
0.0,0.0,13.0,0.0,2019-05-23,0.0,22.5,21
1.1,1.1,12.5,0.0,2019-05-24,0.0,16.5,21
15.4,15.4,11.5,0.0,2019-05-25,0.0,17.0,21
0.0,0.0,10.5,0.0,2019-05-26,0.0,27.0,21
0.0,0.0,14.0,0.0,2019-05-27,0.0,26.0,21
