CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
-4.79, 69.62, -2.5, 70.0, 47.1, 36.48, 21.6, 278.2, 21.64, -4.8, -4.9, -9.0, 278.0, -9.0,2020-03-04 00:00:00,10
-5.447, 74.38, -2.5, 74.0, 54.2, 30.99, 25.1, 284.1, 25.11, -5.4, -5.5, -8.0, 284.0, -8.0,2020-03-04 01:00:00,10
-5.609, 74.63, -2.5, 75.0, 91.5, 28.98, 37.2, 284.0, 37.2, -5.6, -5.8, -9.0, 284.0, -9.0,2020-03-04 02:00:00,10
-6.189, 82.6, -2.5, 83.0, 91.1, 29.44, 44.4, 284.3, 44.39, -6.2, -6.4, -9.0, 284.0, -9.0,2020-03-04 03:00:00,10
-6.656, 74.2, -2.5, 74.0, 106.5, 22.15, 59.1, 277.4, 59.14, -6.7, -6.7, -10.0, 277.0, -10.0,2020-03-04 04:00:00,10
-7.675, 61.76, -2.5, 62.0, 97.5, 20.31, 51.2, 275.3, 51.18, -7.7, -7.9, -13.0, 275.0, -13.0,2020-03-04 05:00:00,10
-8.39, 53.63, -2.5, 54.0, 74.4, 18.28, 45.9, 272.1, 45.89, -8.4, -8.5, -16.0, 272.0, -16.0,2020-03-04 06:00:00,10
-8.94, 54.49, -8.4, 54.0, 70.1, 18.96, 42.5, 271.4, 42.51, -8.9, -9.0, -15.0, 271.0, -15.0,2020-03-04 07:00:00,10
-10.09, 71.81, -8.4, 72.0, 59.3, 19.62, 34.0, 277.0, 34.04, -10.1, -10.1, -14.0, 277.0, -14.0,2020-03-04 08:00:00,10
-9.73, 69.16, -8.4, 69.0, 51.1, 16.84, 31.1, 270.1, 31.13, -9.7, -10.1, -14.0, 270.0, -14.0,2020-03-04 09:00:00,10
-8.96, 59.82, -8.4, 60.0, 46.2, 18.86, 27.9, 273.6, 27.85, -9.0, -10.1, -15.0, 274.0, -15.0,2020-03-04 10:00:00,10
-8.53, 51.78, -8.4, 52.0, 52.0, 20.63, 28.5, 275.9, 28.5, -8.5, -10.1, -16.0, 276.0, -16.0,2020-03-04 11:00:00,10
-9.0, 64.17, -8.4, 64.0, 41.5, 21.26, 26.3, 281.2, 26.31, -9.0, -10.1, -14.0, 281.0, -14.0,2020-03-04 12:00:00,10
-8.67, 60.3, -8.4, 60.0, 42.3, 21.86, 23.3, 275.0, 23.34, -8.7, -10.1, -14.0, 275.0, -14.0,2020-03-04 13:00:00,10
-9.34, 69.41, -8.4, 69.0, 33.4, 21.27, 19.3, 265.5, 19.25, -9.3, -10.1, -13.0, 266.0, -13.0,2020-03-04 14:00:00,10
-7.637, 45.43, -7.7, 45.0, 45.9, 16.66, 25.2, 270.5, 25.18, -7.6, -10.1, -16.0, 271.0, -16.0,2020-03-04 15:00:00,10
-7.093, 39.7, -6.5, 40.0, 41.4, 22.9, 24.5, 292.3, 24.5, -7.1, -10.1, -17.0, 292.0, -17.0,2020-03-04 16:00:00,10
-6.962, 42.25, -6.5, 42.0, 41.9, 20.23, 23.3, 294.2, 23.3, -7.0, -10.1, -16.0, 294.0, -16.0,2020-03-04 17:00:00,10
-7.585, 42.92, -6.5, 43.0, 36.1, 16.83, 21.9, 271.7, 21.87, -7.6, -10.1, -17.0, 272.0, -17.0,2020-03-04 18:00:00,10
-7.905, 41.12, -7.4, 41.0, 29.1, 17.05, 18.6, 266.8, 18.64, -7.9, -7.9, -18.0, 267.0, -18.0,2020-03-04 19:00:00,10
-8.11, 41.57, -7.4, 42.0, 28.2, 15.53, 18.3, 259.5, 18.3, -8.1, -8.3, -18.0, 260.0, -18.0,2020-03-04 20:00:00,10
-8.18, 40.49, -7.4, 40.0, 20.5, 18.66, 13.9, 236.9, 13.86, -8.2, -8.4, -18.0, 237.0, -18.0,2020-03-04 21:00:00,10
-7.958, 37.58, -7.4, 38.0, 20.3, 22.85, 12.8, 234.5, 12.82, -8.0, -8.4, -19.0, 235.0, -19.0,2020-03-04 22:00:00,10
-7.835, 36.96, -7.4, 37.0, 28.6, 29.56, 11.9, 266.1, 11.92, -7.8, -8.4, -19.0, 266.0, -19.0,2020-03-04 23:00:00,10
-7.749, 35.67, -7.4, 36.0, 28.9, 41.76, 10.1, 263.7, 10.08, -7.7, -8.4, -19.0, 264.0, -19.0,2020-03-05 00:00:00,10
-7.997, 37.99, -7.4, 38.0, 17.2, 43.41, 6.4, 309.5, 6.417, -8.0, -8.4, -18.0, 310.0, -18.0,2020-03-05 01:00:00,10
-7.873, 39.8, -7.4, 40.0, 23.8, 57.82, 7.5, 199.1, 7.456, -7.9, -8.4, -18.0, 199.0, -18.0,2020-03-05 02:00:00,10
-7.887, 40.71, -7.4, 41.0, 23.9, 47.01, 10.2, 172.9, 10.16, -7.9, -8.4, -18.0, 173.0, -18.0,2020-03-05 03:00:00,10
-7.78, 41.69, -7.4, 42.0, 17.9, 58.92, 5.8, 148.1, 5.763, -7.8, -8.4, -17.0, 148.0, -17.0,2020-03-05 04:00:00,10
-7.921, 46.11, -7.4, 46.0, 21.5, 56.73, 7.0, 142.6, 6.988, -7.9, -8.4, -17.0, 143.0, -17.0,2020-03-05 05:00:00,10
-7.823, 43.33, -7.4, 43.0, 16.4, 72.57, 4.4, 47.62, 4.371, -7.8, -8.4, -18.0, 48.0, -18.0,2020-03-05 06:00:00,10
-7.268, 40.53, -7.2, 41.0, 26.2, 66.98, 5.5, 128.9, 5.537, -7.3, -8.1, -18.0, 129.0, -18.0,2020-03-05 07:00:00,10
-6.889, 44.58, -6.8, 45.0, 22.1, 72.52, 4.9, 262.0, 4.856, -6.9, -8.1, -16.0, 262.0, -16.0,2020-03-05 08:00:00,10
-5.968, 47.72, None, None, None, 71.04, None, 321.8, 4.658, None, None, -14.0, None, None,2020-03-05 09:00:00,10
-3.912, 48.03, -3.5, 48.0, 23.3, 77.87, 4.8, 113.1, 4.78, -3.9, -8.1, -12.0, 113.0, -12.0,2020-03-05 10:00:00,10
-3.05, 49.94, -3.0, 50.0, 16.7, 70.91, 4.7, 137.3, 4.729, -3.1, -8.1, -11.0, 137.0, -11.0,2020-03-05 11:00:00,10
-1.869, 49.93, -1.9, 50.0, 25.1, 62.92, 7.5, 166.6, 7.472, -1.9, -8.1, -10.0, 167.0, -10.0,2020-03-05 12:00:00,10
-2.242, 56.46, -1.8, 56.0, 29.5, 75.84, 6.6, 33.83, 6.588, -2.2, -8.1, -9.0, 34.0, -9.0,2020-03-05 13:00:00,10
-2.191, 55.63, -1.8, 56.0, 28.2, 70.7, 7.7, 142.5, 7.683, -2.2, -8.1, -9.0, 143.0, -9.0,2020-03-05 14:00:00,10
