AirTemperature,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
6.3,0.0,7.9, None,2019-03-26 00:00:00,215.0,83.0,13
6.0,0.254,8.9, None,2019-03-26 00:15:00,233.0,88.0,13
6.0,0.0,7.3, None,2019-03-26 00:30:00,221.0,89.0,13
6.2,0.0,10.9, None,2019-03-26 00:45:00,224.0,85.0,13
6.2,0.0,8.5, None,2019-03-26 01:00:00,251.0,87.0,13
6.0,0.0,8.8, None,2019-03-26 01:15:00,239.0,87.0,13
6.1,0.0,9.6, None,2019-03-26 01:30:00,231.0,85.0,13
6.2,0.0,10.1, None,2019-03-26 01:45:00,240.0,85.0,13
6.1,0.0,8.2, None,2019-03-26 02:00:00,235.0,85.0,13
6.2,0.0,9.4, None,2019-03-26 02:15:00,249.0,83.0,13
6.3,0.0,7.8, None,2019-03-26 02:30:00,253.0,82.0,13
6.2,0.0,8.2, None,2019-03-26 02:45:00,242.0,83.0,13
6.2,0.0,8.8, None,2019-03-26 03:00:00,227.0,83.0,13
5.7,0.508,10.4, None,2019-03-26 03:15:00,231.0,90.0,13
5.0,0.254,7.9, None,2019-03-26 03:30:00,253.0,92.0,13
4.7,0.0,10.7, None,2019-03-26 03:45:00,231.0,94.0,13
4.6,0.254,8.5, None,2019-03-26 04:00:00,244.0,95.0,13
4.4,0.254,9.7, None,2019-03-26 04:15:00,242.0,96.0,13
4.4,0.0,9.2, None,2019-03-26 04:30:00,240.0,94.0,13
4.5,0.0,10.5, None,2019-03-26 04:45:00,245.0,91.0,13
4.7,0.0,8.7, None,2019-03-26 05:00:00,238.0,91.0,13
4.6,0.0,7.7, None,2019-03-26 05:15:00,210.0,93.0,13
4.5,0.0,7.1, None,2019-03-26 05:30:00,203.0,93.0,13
4.6,0.0,7.4, None,2019-03-26 05:45:00,225.0,94.0,13
4.5,0.0,6.4, None,2019-03-26 06:00:00,195.0,94.0,13
4.5,0.0,7.0, None,2019-03-26 06:15:00,242.0,94.0,13
4.4,0.0,4.3, None,2019-03-26 06:30:00,280.0,95.0,13
4.5,0.0,3.6, None,2019-03-26 06:45:00,311.0,95.0,13
4.9,0.0,4.2, None,2019-03-26 07:00:00,190.0,93.0,13
5.4,0.0,3.6, None,2019-03-26 07:15:00,97.0,88.0,13
6.9,0.0,4.4, None,2019-03-26 07:30:00,164.0,79.0,13
7.9,0.0,6.7, None,2019-03-26 07:45:00,181.0,75.0,13
8.4,0.0,6.0, None,2019-03-26 08:00:00,196.0,71.0,13
8.5,0.0,9.0, None,2019-03-26 08:15:00,160.0,69.0,13
8.5,0.0,8.9, None,2019-03-26 08:30:00,158.0,67.0,13
9.0,0.0,7.1, None,2019-03-26 08:45:00,123.0,67.0,13
8.5,0.0,10.3, None,2019-03-26 09:00:00,157.0,69.0,13
8.6,0.0,7.8, None,2019-03-26 09:15:00,180.0,67.0,13
8.3,0.0,6.2, None,2019-03-26 09:30:00,182.0,67.0,13
9.3,0.0,7.0, None,2019-03-26 09:45:00,210.0,63.0,13
9.6,0.0,7.8, None,2019-03-26 10:00:00,160.0,63.0,13
9.4,0.0,7.5, None,2019-03-26 10:15:00,278.0,62.0,13
8.7,0.0,7.7, None,2019-03-26 10:30:00,246.0,64.0,13
8.8,0.0,9.1, None,2019-03-26 10:45:00,224.0,62.0,13
8.7,0.0,8.3, None,2019-03-26 11:00:00,204.0,61.0,13
8.9,0.0,10.0, None,2019-03-26 11:15:00,172.0,61.0,13
9.1,0.0,10.6, None,2019-03-26 11:30:00,233.0,59.0,13
10.0,0.0,9.7, None,2019-03-26 11:45:00,222.0,54.0,13
10.7,0.0,8.1, None,2019-03-26 12:00:00,228.0,49.0,13
10.1,0.0,9.4, None,2019-03-26 12:15:00,210.0,51.0,13
11.3,0.0,8.7, None,2019-03-26 12:30:00,181.0,47.0,13
11.7,0.0,8.8, None,2019-03-26 12:45:00,153.0,48.0,13
12.0,0.0,10.8, None,2019-03-26 13:00:00,186.0,46.0,13
11.6,0.0,9.3, None,2019-03-26 13:15:00,220.0,47.0,13
11.1,0.0,7.8, None,2019-03-26 13:30:00,208.0,46.0,13
11.8,0.0,6.8, None,2019-03-26 13:45:00,226.0,45.0,13
12.8,0.0,9.0, None,2019-03-26 14:00:00,171.0,42.0,13
12.6,0.0,12.5, None,2019-03-26 14:15:00,219.0,41.0,13
12.3,0.0,7.0, None,2019-03-26 14:30:00,208.0,45.0,13
12.6,0.0,7.5, None,2019-03-26 14:45:00,114.0,44.0,13
