AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,SnowWaterEquivalent,RelativeHumidity,week_of_year
3.1, 0.0,0.0, 9.9, -0.002,2019-03-26 00:00:00, 226.0, 0.7,95.0,13
3.0, None,0.254, 12.2, None,2019-03-26 00:15:00, 224.0, None,95.0,13
3.0, None,0.0, 11.0, None,2019-03-26 00:30:00, 206.0, None,96.0,13
3.1, None,0.0, 8.5, None,2019-03-26 00:45:00, 212.0, None,94.0,13
3.0, 1.0,0.0, 8.7, -0.002,2019-03-26 01:00:00, 189.0, 0.7,95.0,13
3.0, None,0.254, 8.5, None,2019-03-26 01:15:00, 217.0, None,94.0,13
3.0, None,0.0, 4.6, None,2019-03-26 01:30:00, 177.0, None,95.0,13
3.0, None,0.0, 8.7, None,2019-03-26 01:45:00, 228.0, None,95.0,13
2.9, 0.0,0.0, 9.3, -0.002,2019-03-26 02:00:00, 224.0, 0.8,95.0,13
2.9, None,0.0, 8.9, None,2019-03-26 02:15:00, 214.0, None,95.0,13
2.9, None,0.0, 9.9, None,2019-03-26 02:30:00, 221.0, None,95.0,13
2.6, None,0.508, 14.0, None,2019-03-26 02:45:00, 242.0, None,95.0,13
2.2, 1.0,0.254, 13.1, -0.003,2019-03-26 03:00:00, 233.0, 0.9,94.0,13
1.9, None,0.0, 7.1, None,2019-03-26 03:15:00, 243.0, None,96.0,13
1.7, None,0.254, 9.1, None,2019-03-26 03:30:00, 234.0, None,96.0,13
1.7, None,0.255, 10.2, None,2019-03-26 03:45:00, 219.0, None,96.0,13
1.8, 1.0,0.0, 10.8, -0.003,2019-03-26 04:00:00, 223.0, 0.9,95.0,13
1.7, None,0.0, 9.1, None,2019-03-26 04:15:00, 234.0, None,96.0,13
1.7, None,0.254, 7.0, None,2019-03-26 04:30:00, 215.0, None,97.0,13
1.9, None,0.0, 8.9, None,2019-03-26 04:45:00, 201.0, None,97.0,13
2.0, 0.0,0.0, 7.6, -0.002,2019-03-26 05:00:00, 223.0, 0.7,97.0,13
2.1, None,0.0, 8.9, None,2019-03-26 05:15:00, 180.0, None,97.0,13
2.3, None,0.254, 9.2, None,2019-03-26 05:30:00, 223.0, None,96.0,13
2.3, None,0.0, 9.1, None,2019-03-26 05:45:00, 223.0, None,96.0,13
2.3, 0.0,0.0, 9.7, -0.003,2019-03-26 06:00:00, 208.0, 0.8,96.0,13
2.4, None,0.0, 14.6, None,2019-03-26 06:15:00, 230.0, None,95.0,13
2.4, None,0.0, 13.3, None,2019-03-26 06:30:00, 234.0, None,95.0,13
2.4, None,0.0, 7.2, None,2019-03-26 06:45:00, 223.0, None,96.0,13
2.5, 0.0,0.0, 9.3, -0.003,2019-03-26 07:00:00, 238.0, 0.6,94.0,13
2.8, None,0.0, 11.4, None,2019-03-26 07:15:00, 225.0, None,93.0,13
2.9, None,0.0, 9.4, None,2019-03-26 07:30:00, 227.0, None,93.0,13
3.2, None,0.0, 9.8, None,2019-03-26 07:45:00, 223.0, None,92.0,13
3.2, 0.0,0.0, 9.3, -0.004,2019-03-26 08:00:00, 233.0, 0.1,91.0,13
3.1, None,0.0, 7.1, None,2019-03-26 08:15:00, 210.0, None,95.0,13
3.3, None,0.0, 5.7, None,2019-03-26 08:30:00, 12.0, None,93.0,13
3.7, None,0.0, 5.4, None,2019-03-26 08:45:00, 306.0, None,93.0,13
3.9, 0.0,0.0, 5.7, -0.003,2019-03-26 09:00:00, 297.0, -0.3,91.0,13
3.8, None,0.0, 5.9, None,2019-03-26 09:15:00, 241.0, None,91.0,13
4.0, None,0.0, 6.6, None,2019-03-26 09:30:00, 236.0, None,91.0,13
4.1, None,0.254, 6.9, None,2019-03-26 09:45:00, 241.0, None,92.0,13
4.5, -1.0,0.0, 8.8, -0.004,2019-03-26 10:00:00, 239.0, -0.3,89.0,13
4.9, None,0.0, 8.0, None,2019-03-26 10:15:00, 238.0, None,87.0,13
5.1, None,0.0, 7.9, None,2019-03-26 10:30:00, 238.0, None,85.0,13
5.1, None,0.0, 6.8, None,2019-03-26 10:45:00, 246.0, None,83.0,13
5.6, 0.0,0.0, 9.9, -0.004,2019-03-26 11:00:00, 251.0, -0.3,79.0,13
5.6, None,0.0, 10.1, None,2019-03-26 11:15:00, 257.0, None,76.0,13
6.8, None,0.0, 5.5, None,2019-03-26 11:30:00, 232.0, None,72.0,13
5.9, None,0.0, 10.5, None,2019-03-26 11:45:00, 280.0, None,78.0,13
6.0, 0.0,0.0, 11.1, -0.004,2019-03-26 12:00:00, 272.0, -0.3,75.0,13
6.2, None,0.0, 12.6, None,2019-03-26 12:15:00, 246.0, None,64.0,13
7.0, None,0.0, 11.1, None,2019-03-26 12:30:00, 259.0, None,68.0,13
7.2, None,0.0, 11.0, None,2019-03-26 12:45:00, 257.0, None,63.0,13
7.6, -1.0,0.0, 11.6, -0.002,2019-03-26 13:00:00, 250.0, -0.3,51.0,13
6.9, None,0.0, 10.4, None,2019-03-26 13:15:00, 255.0, None,62.0,13
6.7, None,0.0, 10.7, None,2019-03-26 13:30:00, 261.0, None,61.0,13
