ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
None, 453.0, None, None, None,2016-09-23 00:00:00, 12.7, None, None,39
None, 453.0, None, None, None,2016-09-23 01:00:00, 9.4, None, None,39
None, 453.0, None, None, None,2016-09-23 02:00:00, 8.1, None, None,39
None, 453.0, None, None, None,2016-09-23 03:00:00, 6.2, None, None,39
None, 453.0, None, None, None,2016-09-23 04:00:00, 5.7, None, None,39
None, 453.0, None, None, None,2016-09-23 05:00:00, 5.9, None, None,39
None, 453.0, None, None, None,2016-09-23 06:00:00, 6.8, None, None,39
None, 453.0, None, None, None,2016-09-23 07:00:00, 4.8, None, None,39
None, 453.0, None, None, None,2016-09-23 08:00:00, 4.2, None, None,39
None, 454.0, None, None, None,2016-09-23 09:00:00, 4.0, None, None,39
None, 454.0, None, None, None,2016-09-23 10:00:00, 3.8, None, None,39
None, 454.0, None, None, None,2016-09-23 11:00:00, 3.9, None, None,39
None, 454.0, None, None, None,2016-09-23 12:00:00, 3.9, None, None,39
None, 454.0, None, None, None,2016-09-23 13:00:00, 3.6, None, None,39
None, 455.0, None, None, None,2016-09-23 14:00:00, 3.5, None, None,39
None, 456.0, None, None, None,2016-09-23 15:00:00, 3.5, None, None,39
None, 456.0, None, 792.0, None,2016-09-23 16:00:00, 3.4, None, None,39
None, 457.0, None, None, None,2016-09-23 17:00:00, 3.5, None, None,39
None, 458.0, None, None, None,2016-09-23 18:00:00, 3.9, None, None,39
None, 458.0, None, None, None,2016-09-23 19:00:00, 5.0, None, None,39
None, 458.0, None, None, None,2016-09-23 20:00:00, 5.5, None, None,39
None, 458.0, None, None, None,2016-09-23 21:00:00, 6.2, None, None,39
None, 458.0, None, None, None,2016-09-23 22:00:00, 7.4, None, None,39
None, 458.0, None, None, None,2016-09-23 23:00:00, 7.1, None, None,39
None, 458.0, None, None, None,2016-09-24 00:00:00, 6.6, None, None,39
None, 458.0, None, None, None,2016-09-24 01:00:00, 5.2, None, None,39
None, 459.0, None, None, None,2016-09-24 02:00:00, 4.6, None, None,39
None, 459.0, None, None, None,2016-09-24 03:00:00, 2.7, None, None,39
None, 459.0, None, None, None,2016-09-24 04:00:00, 2.1, None, None,39
None, 459.0, None, None, None,2016-09-24 05:00:00, 2.1, None, None,39
None, 459.0, None, None, None,2016-09-24 06:00:00, 1.8, None, None,39
None, 459.0, None, None, None,2016-09-24 07:00:00, 1.9, None, None,39
None, 459.0, None, None, None,2016-09-24 08:00:00, 1.8, None, None,39
None, 459.0, None, None, None,2016-09-24 09:00:00, 2.0, None, None,39
None, 459.0, None, None, None,2016-09-24 10:00:00, 1.9, None, None,39
None, 459.0, None, None, None,2016-09-24 11:00:00, 1.8, None, None,39
None, 459.0, None, None, None,2016-09-24 12:00:00, 1.2, None, None,39
None, 459.0, None, None, None,2016-09-24 13:00:00, 1.7, None, None,39
None, 459.0, None, None, None,2016-09-24 14:00:00, 1.9, None, None,39
None, 459.0, None, None, None,2016-09-24 15:00:00, 2.1, None, None,39
None, 459.0, None, 805.0, None,2016-09-24 16:00:00, 2.3, None, None,39
None, 459.0, None, None, None,2016-09-24 17:00:00, 3.2, None, None,39
None, 459.0, None, None, None,2016-09-24 18:00:00, 4.1, None, None,39
None, 459.0, None, None, None,2016-09-24 19:00:00, 4.7, None, None,39
None, 459.0, None, None, None,2016-09-24 20:00:00, 4.9, None, None,39
None, 459.0, None, None, None,2016-09-24 21:00:00, 4.6, None, None,39
None, 459.0, None, None, None,2016-09-24 22:00:00, 4.8, None, None,39
None, 459.0, None, None, None,2016-09-24 23:00:00, 4.6, None, None,39
None, 460.0, None, None, None,2016-09-25 00:00:00, 3.6, None, None,39
None, 460.0, None, None, None,2016-09-25 01:00:00, 3.1, None, None,39
None, 461.0, None, None, None,2016-09-25 02:00:00, 2.7, None, None,39
None, 461.0, None, None, None,2016-09-25 03:00:00, 2.0, None, None,39
None, 463.0, None, None, None,2016-09-25 04:00:00, 0.7, None, None,39
None, 464.0, None, None, None,2016-09-25 05:00:00, 0.9, None, None,39
None, 464.0, None, None, None,2016-09-25 06:00:00, 1.3, None, None,39
None, 464.0, None, None, None,2016-09-25 07:00:00, 1.6, None, None,39
None, 465.0, None, None, None,2016-09-25 08:00:00, 1.5, None, None,39
None, 465.0, None, None, None,2016-09-25 09:00:00, 1.7, None, None,39
None, 465.0, None, None, None,2016-09-25 10:00:00, 3.6, None, None,39
None, 465.0, None, None, None,2016-09-25 11:00:00, 4.3, None, None,39
None, 465.0, None, None, None,2016-09-25 12:00:00, 5.0, None, None,39
None, 465.0, None, None, None,2016-09-25 13:00:00, 5.7, None, None,39
None, 465.0, None, None, None,2016-09-25 14:00:00, 6.6, None, None,39
None, 465.0, None, None, None,2016-09-25 15:00:00, 6.7, None, None,39
