wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
101.0, None, None,0.0, None,3.4, None,12.3, None, None, None,81.0,2017-06-04 00:00:00, None,23,,,,,,,,,,,,
71.0, None, None,0.0, None,4.1, None,11.5, None, None, None,82.0,2017-06-04 01:00:00, None,23,,,,,,,,,,,,
124.0, None, None,0.0, None,3.4, None,10.5, None, None, None,85.0,2017-06-04 02:00:00, None,23,,,,,,,,,,,,
120.0, None, None,0.0, None,4.8, None,9.4, None, None, None,87.0,2017-06-04 03:00:00, None,23,,,,,,,,,,,,
133.0, None, None,0.0, None,5.3, None,9.4, None, None, None,84.0,2017-06-04 04:00:00, None,23,,,,,,,,,,,,
59.0, None, None,0.0, None,2.9, None,10.3, None, None, None,88.0,2017-06-04 05:00:00, None,23,,,,,,,,,,,,
354.0, None, None,0.0, None,3.5, None,12.4, None, None, None,78.0,2017-06-04 06:00:00, None,23,,,,,,,,,,,,
207.0, None, None,0.0, None,13.9, None,14.8, None, None, None,61.0,2017-06-04 07:00:00, None,23,,,,,,,,,,,,
191.0, None, None,0.0, None,14.3, None,16.3, None, None, None,45.0,2017-06-04 08:00:00, None,23,,,,,,,,,,,,
200.0, None, None,0.0, None,13.5, None,16.8, None, None, None,49.0,2017-06-04 09:00:00, None,23,,,,,,,,,,,,
221.0, None, None,0.0, None,15.8, None,17.3, None, None, None,44.0,2017-06-04 10:00:00, None,23,,,,,,,,,,,,
