pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 11.71, 78.2, 21.5, 78.0, 8.0, 11.7, 11.8, 1024.7, 0.0, 8.0, 930.0, None,2022-06-25 00:00:00, None, None, 930.0,26
None, 10.5, 80.7, 21.5, 81.0, 7.0, 10.5, 10.5, 1024.9, 0.0, 7.0, 930.0, None,2022-06-25 01:00:00, None, None, 930.0,26
None, 9.31, 83.9, 21.5, 84.0, 7.0, 9.3, 9.3, 1024.9, 0.0, 7.0, 930.0, None,2022-06-25 02:00:00, None, None, 930.0,26
None, 8.03, 86.0, None, None, None, None, None, None, None, 6.0, 930.0, None,2022-06-25 03:00:00, None, None, None,26
None, 6.929, 88.5, 21.5, 89.0, 5.0, 6.9, 6.9, 1024.9, -1.0, 5.0, 930.0, None,2022-06-25 04:00:00, None, None, 930.0,26
None, 6.246, 89.9, 21.5, 90.0, 5.0, 6.2, 6.3, 1025.0, 0.0, 5.0, 930.0, None,2022-06-25 05:00:00, None, None, 930.0,26
None, 5.97, 89.9, 21.5, 90.0, 4.0, 6.0, 5.9, 1025.4, 0.0, 4.0, 930.0, None,2022-06-25 06:00:00, None, None, 930.0,26
None, 8.23, 79.85, 8.2, 80.0, 5.0, 8.2, 6.0, 1026.2, 0.0, 5.0, 931.0, None,2022-06-25 07:00:00, None, None, 931.0,26
None, 11.32, 69.48, 11.2, 69.0, 6.0, 11.3, 6.0, 1027.2, 0.0, 6.0, 932.0, None,2022-06-25 08:00:00, None, None, 932.0,26
None, 13.59, 61.77, 13.5, 62.0, 7.0, 13.6, 6.0, 1027.9, 0.9, 7.0, 933.0, None,2022-06-25 09:00:00, None, None, 933.0,26
None, 16.19, 53.04, 16.4, 53.0, 7.0, 16.2, 6.0, 1029.1, -0.2, 7.0, 934.0, None,2022-06-25 10:00:00, None, None, 934.0,26
None, 19.49, 45.54, 19.6, 46.0, 7.0, 19.5, 6.0, 1029.1, 0.3, 7.0, 934.0, None,2022-06-25 11:00:00, None, None, 934.0,26
None, 22.55, 35.94, 22.6, 36.0, 5.0, 22.6, 6.0, 1027.9, 0.0, 5.0, 933.0, None,2022-06-25 12:00:00, None, None, 933.0,26
None, 22.49, 33.25, 23.6, 33.0, 6.0, 22.5, 6.0, 1028.0, -0.1, 6.0, 933.0, None,2022-06-25 13:00:00, None, None, 933.0,26
None, 23.04, 30.23, 23.6, 30.0, 5.0, 23.0, 6.0, 1027.0, -0.8, 5.0, 932.0, None,2022-06-25 14:00:00, None, None, 932.0,26
None, 21.17, 42.47, 24.5, 42.0, 8.0, 21.2, 6.0, 1027.3, 0.0, 8.0, 932.0, None,2022-06-25 15:00:00, None, None, 932.0,26
None, 21.51, 37.82, 24.5, 38.0, 6.0, 21.5, 6.0, 1026.2, 0.0, 6.0, 931.0, None,2022-06-25 16:00:00, None, None, 931.0,26
None, 23.38, 28.59, 24.5, 29.0, 4.0, 23.4, 6.0, 1025.0, 0.0, 4.0, 930.0, None,2022-06-25 17:00:00, None, None, 930.0,26
