CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 6.58, 57.11, None, None, None, None, 14.87, 3.775, 68.5, -1.0, None, 6.6, 6.3, None, None, None, 10.4, None, None, 57.0, None,2022-06-25 00:00:00, None, None,26
None, 6.581, 56.06, None, None, None, None, 11.32, 7.137, 82.9, -1.0, None, 6.6, 6.3, None, None, None, 10.4, None, None, 56.0, None,2022-06-25 01:00:00, None, None,26
None, 6.512, 56.52, None, None, None, None, 51.52, 5.04, 125.4, -1.0, None, 6.5, 6.2, None, None, None, 10.4, None, None, 57.0, None,2022-06-25 02:00:00, None, None,26
None, 6.506, 56.16, None, None, None, None, 24.88, 3.347, 172.3, -2.0, None, 6.5, 6.0, None, None, None, 10.4, None, None, 56.0, None,2022-06-25 03:00:00, None, None,26
None, 6.139, 59.92, None, None, None, None, 11.66, 6.605, 200.3, -1.0, None, 6.1, 6.0, None, None, None, 10.4, None, None, 60.0, None,2022-06-25 04:00:00, None, None,26
None, None, None, None, None, None, None, None, None, None, 0.0, None, 6.0, 5.9, None, None, None, 10.4, None, None, 63.0, None,2022-06-25 05:00:00, None, None,26
None, 6.16, 62.3, None, None, None, None, 10.86, 10.79, 220.9, 0.0, None, 6.2, 5.9, None, None, None, 10.4, None, None, 62.0, None,2022-06-25 06:00:00, None, None,26
None, 6.536, 62.51, None, None, None, None, 10.33, 10.94, 189.1, 0.0, None, 6.5, 6.0, None, None, None, 6.7, None, None, 63.0, None,2022-06-25 07:00:00, None, None,26
None, 6.707, 61.94, None, None, None, None, 32.73, 7.186, 139.8, 0.0, None, 6.7, 6.0, None, None, None, 7.1, None, None, 62.0, None,2022-06-25 08:00:00, None, None,26
None, 7.95, 58.16, None, None, None, None, 32.61, 7.256, 134.0, 0.0, None, 8.0, 6.0, None, None, None, 8.5, None, None, 58.0, None,2022-06-25 09:00:00, None, None,26
None, 9.07, 55.92, None, None, None, None, 23.6, 8.11, 189.8, 0.0, None, 9.1, 6.0, None, None, None, 9.4, None, None, 56.0, None,2022-06-25 10:00:00, None, None,26
None, 8.8, 54.27, None, None, None, None, 21.88, 8.68, 213.0, 0.0, None, 8.8, 6.0, None, None, None, 10.6, None, None, 54.0, None,2022-06-25 11:00:00, None, None,26
None, 9.83, 51.34, None, None, None, None, 30.89, 8.93, 250.5, 0.0, None, 9.8, 6.0, None, None, None, 11.6, None, None, 51.0, None,2022-06-25 12:00:00, None, None,26
None, 9.69, 49.8, None, None, None, None, 58.16, 6.165, 177.0, 0.0, None, 9.7, 6.0, None, None, None, 11.9, None, None, 50.0, None,2022-06-25 13:00:00, None, None,26
None, 10.78, 43.05, None, None, None, None, 74.54, 5.496, 71.82, -1.0, None, 10.8, 6.0, None, None, None, 13.1, None, None, 43.0, None,2022-06-25 15:00:00, None, None,26
None, 14.32, 35.98, None, None, None, None, 39.22, 9.97, 192.5, -1.0, None, 14.3, 6.0, None, None, None, 14.3, None, None, 36.0, None,2022-06-25 16:00:00, None, None,26
None, None, None, None, None, None, None, None, None, None, -1.0, None, 11.6, 6.0, None, None, None, 14.3, None, None, 42.0, None,2022-06-25 17:00:00, None, None,26
None, 11.76, 41.41, None, None, None, None, 22.06, 8.03, 186.6, -1.0, None, 11.8, 6.0, None, None, None, 14.3, None, None, 41.0, None,2022-06-25 18:00:00, None, None,26
None, 11.03, 44.14, None, None, None, None, 43.11, 7.208, 131.5, -1.0, None, 11.0, 11.0, None, None, None, 13.7, None, None, 44.0, None,2022-06-25 19:00:00, None, None,26
None, 10.84, 45.39, None, None, None, None, 32.21, 6.499, 55.51, 0.0, None, 10.8, 10.9, None, None, None, 13.7, None, None, 45.0, None,2022-06-25 20:00:00, None, None,26
None, 10.6, 45.45, None, None, None, None, 8.24, 13.02, 69.66, -1.0, None, 10.6, 10.5, None, None, None, 13.7, None, None, 45.0, None,2022-06-25 21:00:00, None, None,26
None, None, None, None, None, None, None, None, None, None, 0.0, None, 10.2, 10.1, None, None, None, 13.7, None, None, 48.0, None,2022-06-25 22:00:00, None, None,26
None, None, None, None, None, None, None, None, None, None, 0.0, None, 10.1, 10.0, None, None, None, 13.7, None, None, 47.0, None,2022-06-25 23:00:00, None, None,26
None, 10.07, 45.9, None, None, None, None, 6.069, 13.38, 82.0, -1.0, None, 10.1, 10.0, None, None, None, 13.7, None, None, 46.0, None,2022-06-26 00:00:00, None, None,26
None, 9.92, 44.87, None, None, None, None, 6.81, 15.09, 87.5, -2.0, None, 9.9, 9.9, None, None, None, 13.7, None, None, 45.0, None,2022-06-26 01:00:00, None, None,26
None, 9.63, 47.04, None, None, None, None, 8.55, 15.48, 86.5, -1.0, None, 9.6, 9.5, None, None, None, 13.7, None, None, 47.0, None,2022-06-26 02:00:00, None, None,26
None, 9.54, 46.64, None, None, None, None, 4.776, 19.82, 73.28, -1.0, None, 9.5, 9.4, None, None, None, 13.7, None, None, 47.0, None,2022-06-26 03:00:00, None, None,26
None, 9.23, 45.87, None, None, None, None, 5.233, 19.57, 76.99, -2.0, None, 9.2, 9.3, None, None, None, 13.7, None, None, 46.0, None,2022-06-26 04:00:00, None, None,26
None, 9.37, 41.59, None, None, None, None, 8.5, 18.88, 71.11, -3.0, None, 9.4, 9.1, None, None, None, 13.7, None, None, 42.0, None,2022-06-26 05:00:00, None, None,26
None, 9.58, 42.69, None, None, None, None, 4.328, 18.79, 64.48, -2.0, None, 9.6, 9.1, None, None, None, 13.7, None, None, 43.0, None,2022-06-26 06:00:00, None, None,26
None, 10.36, 42.19, None, None, None, None, 6.745, 15.56, 65.03, -2.0, None, 10.4, 9.5, None, None, None, 10.3, None, None, 42.0, None,2022-06-26 07:00:00, None, None,26
None, 10.29, 41.8, None, None, None, None, 8.68, 13.52, 60.41, -2.0, None, 10.3, 9.5, None, None, None, 10.4, None, None, 42.0, None,2022-06-26 08:00:00, None, None,26
None, 11.38, 41.78, None, None, None, None, 27.66, 8.49, 72.46, -1.0, None, 11.4, 9.5, None, None, None, 11.8, None, None, 42.0, None,2022-06-26 09:00:00, None, None,26
None, 11.7, 40.26, None, None, None, None, 31.86, 8.04, 55.24, -2.0, None, 11.7, 9.5, None, None, None, 11.8, None, None, 40.0, None,2022-06-26 10:00:00, None, None,26
None, 12.14, 40.07, None, None, None, None, 45.02, 6.079, 62.95, -1.0, None, 12.1, 9.5, None, None, None, 13.1, None, None, 40.0, None,2022-06-26 11:00:00, None, None,26
