pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 13.86, 79.43, 22.4, 79.0, None, None, 10.0, 13.9, 13.9, 10.0, -0.5, None, None,2022-06-25 00:00:00, None, None, None,26
None, 13.1, 80.9, 22.4, 81.0, None, None, 10.0, 13.1, 13.1, 10.0, -0.4, None, None,2022-06-25 01:00:00, None, None, None,26
None, 12.47, 82.4, None, None, None, None, None, None, None, 10.0, None, None, None,2022-06-25 02:00:00, None, None, None,26
None, 12.11, 83.5, 22.4, 84.0, None, None, 9.0, 12.1, 12.1, 9.0, -0.3, None, None,2022-06-25 03:00:00, None, None, None,26
None, 11.4, 85.1, 22.4, 85.0, None, None, 9.0, 11.4, 11.4, 9.0, -0.2, None, None,2022-06-25 04:00:00, None, None, None,26
None, 11.15, 87.6, 22.4, 88.0, None, None, 9.0, 11.2, 11.0, 9.0, -0.2, None, None,2022-06-25 05:00:00, None, None, None,26
None, 10.73, 90.4, 22.4, 90.0, None, None, 9.0, 10.7, 10.7, 9.0, -0.3, None, None,2022-06-25 06:00:00, None, None, None,26
None, 13.61, 80.2, 13.5, 80.0, None, None, 10.0, 13.6, 10.7, 10.0, -0.7, None, None,2022-06-25 07:00:00, None, None, None,26
None, 16.5, 66.09, 16.5, 66.0, None, None, 10.0, 16.5, 10.7, 10.0, -0.4, None, None,2022-06-25 08:00:00, None, None, None,26
None, 19.97, 54.14, 20.0, 54.0, None, None, 10.0, 20.0, 10.7, 10.0, 0.4, None, None,2022-06-25 09:00:00, None, None, None,26
None, 18.79, 62.37, 20.3, 62.0, None, None, 11.0, 18.8, 10.7, 11.0, 2.3, None, None,2022-06-25 10:00:00, None, None, None,26
None, 18.85, 59.97, 20.3, 60.0, None, None, 11.0, 18.9, 10.7, 11.0, 0.7, None, None,2022-06-25 11:00:00, None, None, None,26
None, 21.55, 47.68, 21.7, 48.0, None, None, 10.0, 21.6, 10.7, 10.0, 0.1, None, None,2022-06-25 12:00:00, None, None, None,26
None, 22.79, 44.76, 22.7, 45.0, None, None, 10.0, 22.8, 10.7, 10.0, 0.9, None, None,2022-06-25 13:00:00, None, None, None,26
None, 23.13, 45.14, 23.7, 45.0, None, None, 11.0, 23.1, 10.7, 11.0, 1.3, None, None,2022-06-25 14:00:00, None, None, None,26
None, 24.9, 41.64, 25.0, 42.0, None, None, 11.0, 24.9, 10.7, 11.0, 0.1, None, None,2022-06-25 15:00:00, None, None, None,26
None, 24.24, 42.33, 26.7, 42.0, None, None, 11.0, 24.2, 10.7, 11.0, 1.1, None, None,2022-06-25 16:00:00, None, None, None,26
None, 23.84, 43.52, 26.7, 44.0, None, None, 11.0, 23.8, 10.7, 11.0, -0.5, None, None,2022-06-25 17:00:00, None, None, None,26
None, 22.83, 54.36, 26.7, 54.0, None, None, 13.0, 22.8, 10.7, 13.0, -0.7, None, None,2022-06-25 18:00:00, None, None, None,26
None, 20.81, 62.67, 22.9, 63.0, None, None, 13.0, 20.8, 20.8, 13.0, -0.5, None, None,2022-06-25 19:00:00, None, None, None,26
None, 20.14, 67.81, 22.9, 68.0, None, None, 14.0, 20.1, 20.2, 14.0, -0.4, None, None,2022-06-25 20:00:00, None, None, None,26
None, 19.2, 68.54, 22.9, 69.0, None, None, 13.0, 19.2, 19.2, 13.0, -0.5, None, None,2022-06-25 21:00:00, None, None, None,26
None, 18.31, 70.26, 22.9, 70.0, None, None, 13.0, 18.3, 18.2, 13.0, -0.4, None, None,2022-06-25 22:00:00, None, None, None,26
None, 15.7, 73.29, 22.9, 73.0, None, None, 11.0, 15.7, 15.8, 11.0, -0.8, None, None,2022-06-25 23:00:00, None, None, None,26
None, 14.78, 76.38, 22.9, 76.0, None, None, 11.0, 14.8, 14.7, 11.0, -0.9, None, None,2022-06-26 00:00:00, None, None, None,26
None, 15.72, 71.55, 22.9, 72.0, None, None, 11.0, 15.7, 14.6, 11.0, -0.7, None, None,2022-06-26 01:00:00, None, None, None,26
None, 12.74, 80.8, 22.9, 81.0, None, None, 10.0, 12.7, 12.8, 10.0, -0.2, None, None,2022-06-26 02:00:00, None, None, None,26
None, 12.0, 83.8, 22.9, 84.0, None, None, 9.0, 12.0, 12.1, 9.0, -0.5, None, None,2022-06-26 03:00:00, None, None, None,26
None, 11.64, 86.4, 22.9, 86.0, None, None, 9.0, 11.6, 11.7, 9.0, -0.3, None, None,2022-06-26 04:00:00, None, None, None,26
None, 11.0, 86.6, 22.9, 87.0, None, None, 9.0, 11.0, 11.0, 9.0, -0.3, None, None,2022-06-26 05:00:00, None, None, None,26
None, 10.8, 89.7, 22.9, 90.0, None, None, 9.0, 10.8, 10.7, 9.0, -0.2, None, None,2022-06-26 06:00:00, None, None, None,26
None, 13.75, 78.38, 13.8, 78.0, None, None, 10.0, 13.8, 10.8, 10.0, -0.7, None, None,2022-06-26 07:00:00, None, None, None,26
None, 16.86, 63.97, 16.9, 64.0, None, None, 10.0, 16.9, 10.8, 10.0, -0.5, None, None,2022-06-26 08:00:00, None, None, None,26
None, 20.0, 55.2, 20.0, 55.0, None, None, 11.0, 20.0, 10.8, 11.0, 1.0, None, None,2022-06-26 09:00:00, None, None, None,26
None, 18.63, 59.86, 20.2, 60.0, None, None, 11.0, 18.6, 10.8, 11.0, 2.0, None, None,2022-06-26 10:00:00, None, None, None,26
None, 20.73, 52.46, 20.7, 52.0, None, None, 11.0, 20.7, 10.8, 11.0, 0.4, None, None,2022-06-26 11:00:00, None, None, None,26
None, 21.53, 46.73, 21.6, 47.0, None, None, 10.0, 21.5, 10.8, 10.0, 1.2, None, None,2022-06-26 12:00:00, None, None, None,26
None, 22.46, 47.95, 22.7, 48.0, None, None, 10.0, 22.5, 10.8, 10.0, 0.6, None, None,2022-06-26 13:00:00, None, None, None,26
None, 25.27, 38.09, 25.6, 38.0, None, None, 10.0, 25.3, 10.8, 10.0, 0.6, None, None,2022-06-26 14:00:00, None, None, None,26
None, 27.16, 34.89, 27.1, 35.0, None, None, 12.0, 27.2, 10.8, 12.0, 1.2, None, None,2022-06-26 15:00:00, None, None, None,26
None, 26.31, 36.71, 27.5, 37.0, None, None, 10.0, 26.3, 10.8, 10.0, 1.2, None, None,2022-06-26 16:00:00, None, None, None,26
None, 25.05, 44.55, 27.5, 45.0, None, None, 12.0, 25.1, 10.8, 12.0, -0.3, None, None,2022-06-26 17:00:00, None, None, None,26
None, 23.86, 49.31, 27.5, 49.0, None, None, 13.0, 23.9, 10.8, 13.0, -1.2, None, None,2022-06-26 18:00:00, None, None, None,26
None, 21.47, 60.09, 23.9, 60.0, None, None, 13.0, 21.5, 21.5, 13.0, -0.7, None, None,2022-06-26 19:00:00, None, None, None,26
None, 20.23, 60.64, 23.9, 61.0, None, None, 12.0, 20.2, 20.2, 12.0, -0.6, None, None,2022-06-26 20:00:00, None, None, None,26
None, 18.78, 64.53, 23.9, 65.0, None, None, 12.0, 18.8, 18.8, 12.0, -0.7, None, None,2022-06-26 21:00:00, None, None, None,26
None, 17.76, 67.07, 23.9, 67.0, None, None, 12.0, 17.8, 17.8, 12.0, -0.7, None, None,2022-06-26 22:00:00, None, None, None,26
None, 15.85, 72.05, 23.9, 72.0, None, None, 11.0, 15.9, 15.9, 11.0, -0.6, None, None,2022-06-26 23:00:00, None, None, None,26
None, 15.02, 73.44, 23.9, 73.0, None, None, 10.0, 15.0, 15.1, 10.0, -0.8, None, None,2022-06-27 00:00:00, None, None, None,26
None, 14.39, 75.48, 23.9, 75.0, None, None, 10.0, 14.4, 14.4, 10.0, -0.6, None, None,2022-06-27 01:00:00, None, None, None,26
None, 13.29, 78.17, 23.9, 78.0, None, None, 10.0, 13.3, 13.4, 10.0, -0.2, None, None,2022-06-27 02:00:00, None, None, None,26
None, 12.31, 84.1, 23.9, 84.0, None, None, 10.0, 12.3, 12.3, 10.0, -0.5, None, None,2022-06-27 03:00:00, None, None, None,26
None, 12.4, 81.8, 23.9, 82.0, None, None, 9.0, 12.4, 12.1, 9.0, -0.5, None, None,2022-06-27 04:00:00, None, None, None,26
None, 11.99, 84.7, 23.9, 85.0, None, None, 9.0, 12.0, 12.0, 9.0, -0.2, None, None,2022-06-27 05:00:00, None, None, None,26
None, 12.46, 83.6, 23.9, 84.0, None, None, 10.0, 12.5, 11.7, 10.0, -0.2, None, None,2022-06-27 06:00:00, None, None, None,26
None, 13.83, 78.49, 13.8, 78.0, None, None, 10.0, 13.8, 11.8, 10.0, -0.4, None, None,2022-06-27 07:00:00, None, None, None,26
None, 18.0, 65.34, 17.8, 65.0, None, None, 11.0, 18.0, 11.8, 11.0, -0.6, None, None,2022-06-27 08:00:00, None, None, None,26
None, 19.6, 59.37, 20.7, 59.0, None, None, 12.0, 19.6, 11.8, 12.0, 0.9, None, None,2022-06-27 09:00:00, None, None, None,26
None, 19.99, 57.96, 21.7, 58.0, None, None, 11.0, 20.0, 11.8, 11.0, 1.8, None, None,2022-06-27 10:00:00, None, None, None,26
None, 20.39, 55.41, 21.7, 55.0, None, None, 11.0, 20.4, 11.8, 11.0, 1.3, None, None,2022-06-27 11:00:00, None, None, None,26
None, 22.53, 41.55, 22.7, 42.0, None, None, 9.0, 22.5, 11.8, 9.0, 0.4, None, None,2022-06-27 12:00:00, None, None, None,26
None, 24.19, 42.58, 24.1, 43.0, None, None, 10.0, 24.2, 11.8, 10.0, 0.8, None, None,2022-06-27 13:00:00, None, None, None,26
None, 25.9, 34.52, 25.8, 35.0, None, None, 9.0, 25.9, 11.8, 9.0, 0.9, None, None,2022-06-27 14:00:00, None, None, None,26
None, 26.74, 38.18, 26.6, 38.0, None, None, 11.0, 26.7, 11.8, 11.0, 1.3, None, None,2022-06-27 15:00:00, None, None, None,26
