wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1
147.0, None, None,0.0, None,9.8, None,-0.8, None, None, None,100.0,2016-11-26 07:00:00,48,,,,,,,,,,,
157.0, None, None,0.0, None,13.5, None,-0.3, None, None, None,100.0,2016-11-26 08:00:00,48,,,,,,,,,,,
163.0, None, None,0.0, None,11.2, None,-0.3, None, None, None,100.0,2016-11-26 09:00:00,48,,,,,,,,,,,
165.0, None, None,0.0, None,15.7, None,-0.2, None, None, None,100.0,2016-11-26 10:00:00,48,,,,,,,,,,,
161.0, None, None,0.0, None,10.7, None,0.0, None, None, None,100.0,2016-11-26 11:00:00,48,,,,,,,,,,,
158.0, None, None,0.0, None,6.9, None,0.0, None, None, None,100.0,2016-11-26 12:00:00,48,,,,,,,,,,,
150.0, None, None,0.0, None,11.4, None,0.1, None, None, None,100.0,2016-11-26 13:00:00,48,,,,,,,,,,,
171.0, None, None,0.0, None,15.7, None,0.3, None, None, None,100.0,2016-11-26 14:00:00,48,,,,,,,,,,,
176.0, None, None,0.0, None,15.1, None,0.2, None, None, None,100.0,2016-11-26 15:00:00,48,,,,,,,,,,,
161.0, None, None,0.0, None,9.6, None,0.1, None, None, None,100.0,2016-11-26 16:00:00,48,,,,,,,,,,,
142.0, None, None,0.0, None,10.6, None,0.1, None, None, None,100.0,2016-11-26 17:00:00,48,,,,,,,,,,,
150.0, None, None,0.2, None,6.3, None,0.0, None, None, None,100.0,2016-11-26 18:00:00,48,,,,,,,,,,,
153.0, None, None,0.0, None,10.6, None,-0.1, None, None, None,100.0,2016-11-26 19:00:00,48,,,,,,,,,,,
166.0, None, None,0.0, None,11.0, None,-0.4, None, None, None,100.0,2016-11-26 20:00:00,48,,,,,,,,,,,
159.0, None, None,0.0, None,10.7, None,-0.5, None, None, None,100.0,2016-11-26 21:00:00,48,,,,,,,,,,,
150.0, None, None,0.0, None,6.7, None,-0.6, None, None, None,100.0,2016-11-26 22:00:00,48,,,,,,,,,,,
143.0, None, None,0.0, None,5.6, None,-0.7, None, None, None,100.0,2016-11-26 23:00:00,48,,,,,,,,,,,
136.0, None, None,0.0, None,4.8, None,-0.8, None, None, None,100.0,2016-11-27 00:00:00,48,,,,,,,,,,,
141.0, None, None,0.0, None,2.2, None,-0.8, None, None, None,100.0,2016-11-27 01:00:00,48,,,,,,,,,,,
139.0, None, None,0.0, None,0.0, None,-0.9, None, None, None,100.0,2016-11-27 02:00:00,48,,,,,,,,,,,
265.0, None, None,0.0, None,1.7, None,-1.9, None, None, None,100.0,2016-11-27 03:00:00,48,,,,,,,,,,,
337.0, None, None,0.0, None,0.0, None,-1.7, None, None, None,100.0,2016-11-27 04:00:00,48,,,,,,,,,,,
278.0, None, None,0.0, None,5.4, None,-1.0, None, None, None,100.0,2016-11-27 05:00:00,48,,,,,,,,,,,
258.0, None, None,0.0, None,5.2, None,-1.5, None, None, None,100.0,2016-11-27 06:00:00,48,,,,,,,,,,,
287.0, None, None,0.0, None,5.5, None,-2.4, None, None, None,94.0,2016-11-27 07:00:00,48,,,,,,,,,,,
306.0, None, None,0.0, None,7.5, None,-2.4, None, None, None,85.0,2016-11-27 08:00:00,48,,,,,,,,,,,
297.0, None, None,0.0, None,18.2, None,-2.0, None, None, None,80.0,2016-11-27 09:00:00,48,,,,,,,,,,,
300.0, None, None,0.0, None,17.2, None,-2.7, None, None, None,82.0,2016-11-27 10:00:00,48,,,,,,,,,,,
268.0, None, None,0.0, None,11.4, None,-1.9, None, None, None,78.0,2016-11-27 11:00:00,48,,,,,,,,,,,
271.0, None, None,0.0, None,14.7, None,-0.8, None, None, None,74.0,2016-11-27 12:00:00,48,,,,,,,,,,,
275.0, None, None,0.0, None,9.8, None,-1.5, None, None, None,77.0,2016-11-27 13:00:00,48,,,,,,,,,,,
158.0, None, None,0.0, None,5.9, None,-2.2, None, None, None,97.0,2016-11-27 14:00:00,48,,,,,,,,,,,
214.0, None, None,0.0, None,8.5, None,-2.0, None, None, None,93.0,2016-11-27 15:00:00,48,,,,,,,,,,,
134.0, None, None,0.0, None,4.2, None,-2.8, None, None, None,100.0,2016-11-27 16:00:00,48,,,,,,,,,,,
26.0, None, None,0.0, None,3.9, None,-3.1, None, None, None,98.0,2016-11-27 17:00:00,48,,,,,,,,,,,
39.0, None, None,0.0, None,2.7, None,-3.1, None, None, None,99.0,2016-11-27 18:00:00,48,,,,,,,,,,,
1.0, None, None,0.0, None,1.7, None,-3.2, None, None, None,99.0,2016-11-27 19:00:00,48,,,,,,,,,,,
149.0, None, None,0.0, None,3.8, None,-3.4, None, None, None,100.0,2016-11-27 20:00:00,48,,,,,,,,,,,
139.0, None, None,0.0, None,5.4, None,-3.0, None, None, None,100.0,2016-11-27 21:00:00,48,,,,,,,,,,,
129.0, None, None,0.0, None,6.2, None,-2.9, None, None, None,100.0,2016-11-27 22:00:00,48,,,,,,,,,,,
126.0, None, None,0.0, None,6.5, None,-3.0, None, None, None,100.0,2016-11-27 23:00:00,48,,,,,,,,,,,
100.0, None, None,0.0, None,3.8, None,-3.1, None, None, None,100.0,2016-11-28 00:00:00,48,,,,,,,,,,,
358.0, None, None,0.0, None,2.3, None,-3.2, None, None, None,100.0,2016-11-28 01:00:00,48,,,,,,,,,,,
43.0, None, None,0.0, None,5.9, None,-3.1, None, None, None,99.0,2016-11-28 02:00:00,48,,,,,,,,,,,
160.0, None, None,0.0, None,2.7, None,-3.8, None, None, None,100.0,2016-11-28 03:00:00,48,,,,,,,,,,,
311.0, None, None,0.0, None,4.6, None,-3.2, None, None, None,93.0,2016-11-28 04:00:00,48,,,,,,,,,,,
293.0, None, None,0.0, None,8.0, None,-2.9, None, None, None,93.0,2016-11-28 05:00:00,48,,,,,,,,,,,
323.0, None, None,0.0, None,14.5, None,-3.5, None, None, None,89.0,2016-11-28 06:00:00,48,,,,,,,,,,,
120.0, None, None,0.0, None,3.9, None,-4.8, None, None, None,94.0,2016-11-28 07:00:00,48,,,,,,,,,,,
217.0, None, None,0.0, None,4.5, None,-6.3, None, None, None,98.0,2016-11-28 08:00:00,48,,,,,,,,,,,
128.0, None, None,0.0, None,2.9, None,-3.0, None, None, None,86.0,2016-11-28 09:00:00,48,,,,,,,,,,,
161.0, None, None,0.0, None,3.1, None,-3.7, None, None, None,98.0,2016-11-28 10:00:00,48,,,,,,,,,,,
286.0, None, None,0.0, None,10.3, None,-1.9, None, None, None,83.0,2016-11-28 11:00:00,48,,,,,,,,,,,
295.0, None, None,0.0, None,10.2, None,-0.2, None, None, None,75.0,2016-11-28 12:00:00,48,,,,,,,,,,,
276.0, None, None,0.0, None,10.7, None,-0.1, None, None, None,73.0,2016-11-28 13:00:00,48,,,,,,,,,,,
318.0, None, None,0.0, None,7.9, None,-0.3, None, None, None,71.0,2016-11-28 14:00:00,48,,,,,,,,,,,
306.0, None, None,0.0, None,10.0, None,-1.9, None, None, None,80.0,2016-11-28 15:00:00,48,,,,,,,,,,,
285.0, None, None,0.0, None,7.3, None,-2.3, None, None, None,88.0,2016-11-28 16:00:00,48,,,,,,,,,,,
308.0, None, None,0.0, None,9.1, None,-2.3, None, None, None,81.0,2016-11-28 17:00:00,48,,,,,,,,,,,
320.0, None, None,0.0, None,16.4, None,-2.1, None, None, None,80.0,2016-11-28 18:00:00,48,,,,,,,,,,,
326.0, None, None,0.0, None,16.1, None,-2.4, None, None, None,82.0,2016-11-28 19:00:00,48,,,,,,,,,,,
324.0, None, None,0.0, None,16.1, None,-2.5, None, None, None,79.0,2016-11-28 20:00:00,48,,,,,,,,,,,
326.0, None, None,0.0, None,14.3, None,-2.4, None, None, None,79.0,2016-11-28 21:00:00,48,,,,,,,,,,,
303.0, None, None,0.0, None,6.7, None,-2.3, None, None, None,81.0,2016-11-28 22:00:00,48,,,,,,,,,,,
306.0, None, None,0.0, None,6.5, None,-3.0, None, None, None,80.0,2016-11-28 23:00:00,48,,,,,,,,,,,
312.0, None, None,0.0, None,2.4, None,-7.0, None, None, None,97.0,2016-11-29 00:00:00,48,,,,,,,,,,,
297.0, None, None,0.0, None,4.5, None,-6.8, None, None, None,100.0,2016-11-29 01:00:00,48,,,,,,,,,,,
294.0, None, None,0.0, None,6.6, None,-5.8, None, None, None,94.0,2016-11-29 02:00:00,48,,,,,,,,,,,
304.0, None, None,0.0, None,6.7, None,-5.8, None, None, None,93.0,2016-11-29 03:00:00,48,,,,,,,,,,,
312.0, None, None,0.0, None,8.3, None,-4.8, None, None, None,82.0,2016-11-29 04:00:00,48,,,,,,,,,,,
137.0, None, None,0.0, None,3.0, None,-7.5, None, None, None,92.0,2016-11-29 05:00:00,48,,,,,,,,,,,
267.0, None, None,0.0, None,5.7, None,-8.5, None, None, None,100.0,2016-11-29 06:00:00,48,,,,,,,,,,,
309.0, None, None,0.0, None,5.6, None,-7.2, None, None, None,100.0,2016-11-29 07:00:00,48,,,,,,,,,,,
258.0, None, None,0.0, None,3.3, None,-4.8, None, None, None,86.0,2016-11-29 08:00:00,48,,,,,,,,,,,
154.0, None, None,0.0, None,4.2, None,-2.6, None, None, None,78.0,2016-11-29 09:00:00,48,,,,,,,,,,,
160.0, None, None,0.0, None,3.8, None,-3.4, None, None, None,86.0,2016-11-29 10:00:00,48,,,,,,,,,,,
166.0, None, None,0.0, None,5.3, None,-2.4, None, None, None,84.0,2016-11-29 11:00:00,48,,,,,,,,,,,
173.0, None, None,0.0, None,7.6, None,-1.9, None, None, None,84.0,2016-11-29 12:00:00,48,,,,,,,,,,,
199.0, None, None,0.0, None,7.5, None,-1.3, None, None, None,84.0,2016-11-29 13:00:00,48,,,,,,,,,,,
161.0, None, None,0.0, None,4.4, None,-1.5, None, None, None,86.0,2016-11-29 14:00:00,48,,,,,,,,,,,
146.0, None, None,0.0, None,4.8, None,-2.3, None, None, None,94.0,2016-11-29 15:00:00,48,,,,,,,,,,,
121.0, None, None,0.0, None,2.6, None,-3.0, None, None, None,98.0,2016-11-29 16:00:00,48,,,,,,,,,,,
101.0, None, None,0.0, None,4.2, None,-3.3, None, None, None,96.0,2016-11-29 17:00:00,48,,,,,,,,,,,
134.0, None, None,0.0, None,3.2, None,-3.7, None, None, None,99.0,2016-11-29 18:00:00,48,,,,,,,,,,,
165.0, None, None,0.0, None,7.3, None,-3.9, None, None, None,100.0,2016-11-29 19:00:00,48,,,,,,,,,,,
161.0, None, None,0.0, None,11.5, None,-3.8, None, None, None,100.0,2016-11-29 20:00:00,48,,,,,,,,,,,
136.0, None, None,0.0, None,9.5, None,-3.9, None, None, None,100.0,2016-11-29 21:00:00,48,,,,,,,,,,,
151.0, None, None,0.0, None,10.9, None,-3.7, None, None, None,100.0,2016-11-29 22:00:00,48,,,,,,,,,,,
158.0, None, None,0.0, None,10.7, None,-3.7, None, None, None,100.0,2016-11-29 23:00:00,48,,,,,,,,,,,
157.0, None, None,0.0, None,10.8, None,-3.8, None, None, None,100.0,2016-11-30 00:00:00,48,,,,,,,,,,,
162.0, None, None,0.0, None,10.9, None,-4.0, None, None, None,100.0,2016-11-30 01:00:00,48,,,,,,,,,,,
151.0, None, None,0.0, None,7.5, None,-4.0, None, None, None,100.0,2016-11-30 02:00:00,48,,,,,,,,,,,
156.0, None, None,0.0, None,8.2, None,-4.0, None, None, None,100.0,2016-11-30 03:00:00,48,,,,,,,,,,,
155.0, None, None,0.0, None,6.6, None,-3.9, None, None, None,100.0,2016-11-30 04:00:00,48,,,,,,,,,,,
159.0, None, None,0.0, None,6.9, None,-3.7, None, None, None,100.0,2016-11-30 05:00:00,48,,,,,,,,,,,
166.0, None, None,0.0, None,6.6, None,-3.7, None, None, None,100.0,2016-11-30 06:00:00,48,,,,,,,,,,,
152.0, None, None,0.0, None,4.9, None,-3.6, None, None, None,100.0,2016-11-30 07:00:00,48,,,,,,,,,,,
158.0, None, None,0.0, None,4.2, None,-3.5, None, None, None,100.0,2016-11-30 08:00:00,48,,,,,,,,,,,
133.0, None, None,0.0, None,3.7, None,-3.3, None, None, None,100.0,2016-11-30 09:00:00,48,,,,,,,,,,,
153.0, None, None,0.0, None,4.3, None,-3.0, None, None, None,100.0,2016-11-30 10:00:00,48,,,,,,,,,,,
136.0, None, None,0.0, None,4.7, None,-2.9, None, None, None,100.0,2016-11-30 11:00:00,48,,,,,,,,,,,
152.0, None, None,0.0, None,5.1, None,-2.7, None, None, None,100.0,2016-11-30 12:00:00,48,,,,,,,,,,,
164.0, None, None,0.0, None,4.7, None,-2.0, None, None, None,100.0,2016-11-30 13:00:00,48,,,,,,,,,,,
144.0, None, None,0.0, None,5.1, None,-2.8, None, None, None,100.0,2016-11-30 14:00:00,48,,,,,,,,,,,
151.0, None, None,0.0, None,3.0, None,-2.8, None, None, None,100.0,2016-11-30 15:00:00,48,,,,,,,,,,,
134.0, None, None,0.0, None,0.0, None,-3.0, None, None, None,100.0,2016-11-30 16:00:00,48,,,,,,,,,,,
137.0, None, None,0.0, None,0.0, None,-3.1, None, None, None,100.0,2016-11-30 17:00:00,48,,,,,,,,,,,
183.0, None, None,0.0, None,0.0, None,-3.6, None, None, None,100.0,2016-11-30 18:00:00,48,,,,,,,,,,,
3.0, None, None,0.0, None,2.0, None,-4.1, None, None, None,100.0,2016-11-30 19:00:00,48,,,,,,,,,,,
357.0, None, None,0.0, None,1.6, None,-4.5, None, None, None,100.0,2016-11-30 20:00:00,48,,,,,,,,,,,
4.0, None, None,0.0, None,0.0, None,-4.4, None, None, None,100.0,2016-11-30 21:00:00,48,,,,,,,,,,,
250.0, None, None,0.0, None,0.0, None,-3.6, None, None, None,100.0,2016-11-30 22:00:00,48,,,,,,,,,,,
317.0, None, None,0.0, None,5.7, None,-2.6, None, None, None,100.0,2016-11-30 23:00:00,48,,,,,,,,,,,
345.0, None, None,0.0, None,9.4, None,-2.7, None, None, None,100.0,2016-12-01 00:00:00,48,,,,,,,,,,,
323.0, None, None,0.0, None,7.6, None,-2.8, None, None, None,99.0,2016-12-01 01:00:00,48,,,,,,,,,,,
284.0, None, None,0.0, None,4.7, None,-3.0, None, None, None,95.0,2016-12-01 02:00:00,48,,,,,,,,,,,
250.0, None, None,0.0, None,2.7, None,-3.2, None, None, None,100.0,2016-12-01 03:00:00,48,,,,,,,,,,,
311.0, None, None,0.0, None,5.8, None,-2.8, None, None, None,91.0,2016-12-01 04:00:00,48,,,,,,,,,,,
298.0, None, None,0.0, None,6.2, None,-3.1, None, None, None,90.0,2016-12-01 05:00:00,48,,,,,,,,,,,
298.0, None, None,0.0, None,4.5, None,-3.9, None, None, None,90.0,2016-12-01 06:00:00,48,,,,,,,,,,,
227.0, None, None,0.0, None,4.9, None,-4.5, None, None, None,91.0,2016-12-01 07:00:00,48,,,,,,,,,,,
322.0, None, None,0.0, None,2.6, None,-7.1, None, None, None,96.0,2016-12-01 08:00:00,48,,,,,,,,,,,
269.0, None, None,0.0, None,4.2, None,-4.9, None, None, None,91.0,2016-12-01 09:00:00,48,,,,,,,,,,,
258.0, None, None,0.0, None,5.5, None,-4.0, None, None, None,87.0,2016-12-01 10:00:00,48,,,,,,,,,,,
279.0, None, None,0.0, None,7.4, None,-4.1, None, None, None,85.0,2016-12-01 11:00:00,48,,,,,,,,,,,
288.0, None, None,0.0, None,9.5, None,-1.9, None, None, None,77.0,2016-12-01 12:00:00,48,,,,,,,,,,,
241.0, None, None,0.0, None,4.5, None,-2.7, None, None, None,80.0,2016-12-01 13:00:00,48,,,,,,,,,,,
214.0, None, None,0.0, None,6.3, None,-3.9, None, None, None,84.0,2016-12-01 14:00:00,48,,,,,,,,,,,
244.0, None, None,0.0, None,5.4, None,-4.2, None, None, None,88.0,2016-12-01 15:00:00,48,,,,,,,,,,,
291.0, None, None,0.0, None,4.3, None,-4.6, None, None, None,83.0,2016-12-01 16:00:00,48,,,,,,,,,,,
291.0, None, None,0.0, None,4.5, None,-5.8, None, None, None,91.0,2016-12-01 17:00:00,48,,,,,,,,,,,
322.0, None, None,0.0, None,6.7, None,-7.2, None, None, None,95.0,2016-12-01 18:00:00,48,,,,,,,,,,,
323.0, None, None,0.0, None,7.1, None,-6.2, None, None, None,83.0,2016-12-01 19:00:00,48,,,,,,,,,,,
321.0, None, None,0.0, None,3.6, None,-9.0, None, None, None,94.0,2016-12-01 20:00:00,48,,,,,,,,,,,
354.0, None, None,0.0, None,3.8, None,-9.0, None, None, None,96.0,2016-12-01 21:00:00,48,,,,,,,,,,,
341.0, None, None,0.0, None,3.9, None,-8.0, None, None, None,98.0,2016-12-01 22:00:00,48,,,,,,,,,,,
47.0, None, None,0.0, None,2.6, None,-7.1, None, None, None,98.0,2016-12-01 23:00:00,48,,,,,,,,,,,
,,,,,,,,,,,,2016-11-25,48,,2.0,-3.0, None, None,0.8,,,,,
,,,,,,,,,,,,2016-11-26,48,,5.0,-1.4, None, None,1.0,,,,,
,,,,,,,,,,,,2016-11-27,48,,9.0,-2.4, None, None,0.0,,,,,
,,,,,,,,,,,,2016-11-28,48,,2.0,-4.4, None, None,-1.1,,,,,
,,,,,,,,,,,,2016-11-29,48,,0.0,-6.2, None, None,-1.0,,,,,
,,,,,,,,,,,,2016-11-30,48,,4.0,-3.0, None, None,-1.3,,,,,
,,,,,,,,,,,,2016-12-01,48,,0.0,-6.9, None, None,-2.4,,,,,
,,,,,,,,,,,,2016-11-25 00:00:00,48,,, None,,, None,439.0,26.0, None, None,-1.5
,,,,,,,,,,,,2016-11-25 01:00:00,48,,, None,,, None,439.0,26.0, None, None,-1.4
,,,,,,,,,,,,2016-11-25 02:00:00,48,,, None,,, None,440.0,26.0, None, None,-1.2
,,,,,,,,,,,,2016-11-25 03:00:00,48,,, None,,, None,440.0,26.0, None, None,-1.0
,,,,,,,,,,,,2016-11-25 04:00:00,48,,, None,,, None,440.0,26.0, None, None,-0.9
,,,,,,,,,,,,2016-11-25 05:00:00,48,,, None,,, None,440.0,27.0, None, None,-0.8
,,,,,,,,,,,,2016-11-25 06:00:00,48,,, None,,, None,440.0,27.0, None, None,-0.8
,,,,,,,,,,,,2016-11-25 07:00:00,48,,, None,,, None,440.0,27.0, None, None,-0.8
,,,,,,,,,,,,2016-11-25 08:00:00,48,,, None,,, None,440.0,27.0, None, None,-0.9
,,,,,,,,,,,,2016-11-25 09:00:00,48,,, None,,, None,440.0,27.0, None, None,-1.0
,,,,,,,,,,,,2016-11-25 10:00:00,48,,, None,,, None,440.0,27.0, None, None,-1.0
,,,,,,,,,,,,2016-11-25 11:00:00,48,,, None,,, None,441.0,27.0, None, None,-1.0
,,,,,,,,,,,,2016-11-25 12:00:00,48,,, None,,, None,440.0,27.0, None, None,-1.6
,,,,,,,,,,,,2016-11-25 13:00:00,48,,, None,,, None,440.0,27.0, None, None,-1.8
,,,,,,,,,,,,2016-11-25 14:00:00,48,,, None,,, None,440.0,27.0, None, None,-1.9
,,,,,,,,,,,,2016-11-25 15:00:00,48,,, None,,, None,440.0,27.0, None, None,-2.5
,,,,,,,,,,,,2016-11-25 16:00:00,48,,, None,,, None,440.0,27.0, 51.0, None,-2.9
,,,,,,,,,,,,2016-11-25 17:00:00,48,,, None,,, None,440.0,27.0, None, None,-2.0
,,,,,,,,,,,,2016-11-25 18:00:00,48,,, None,,, None,440.0,27.0, None, None,-1.2
,,,,,,,,,,,,2016-11-25 19:00:00,48,,, None,,, None,440.0,27.0, None, None,0.6
,,,,,,,,,,,,2016-11-25 20:00:00,48,,, None,,, None,441.0,27.0, None, None,0.3
,,,,,,,,,,,,2016-11-25 21:00:00,48,,, None,,, None,441.0,27.0, None, None,0.6
,,,,,,,,,,,,2016-11-25 22:00:00,48,,, None,,, None,441.0,27.0, None, None,0.1
,,,,,,,,,,,,2016-11-25 23:00:00,48,,, None,,, None,441.0,27.0, None, None,-0.6
,,,,,,,,,,,,2016-11-26 00:00:00,48,,, None,,, None,440.0,27.0, None, None,-1.3
,,,,,,,,,,,,2016-11-26 01:00:00,48,,, None,,, None,440.0,28.0, None, None,-1.9
,,,,,,,,,,,,2016-11-26 02:00:00,48,,, None,,, None,440.0,28.0, None, None,-1.9
,,,,,,,,,,,,2016-11-26 03:00:00,48,,, None,,, None,440.0,28.0, None, None,-1.9
,,,,,,,,,,,,2016-11-26 04:00:00,48,,, None,,, None,440.0,28.0, None, None,-1.9
,,,,,,,,,,,,2016-11-26 05:00:00,48,,, None,,, None,440.0,28.0, None, None,-1.7
,,,,,,,,,,,,2016-11-26 06:00:00,48,,, None,,, None,441.0,28.0, None, None,-1.5
,,,,,,,,,,,,2016-11-26 07:00:00,48,,, None,,, None,442.0,28.0, None, None,-1.4
,,,,,,,,,,,,2016-11-26 08:00:00,48,,, None,,, None,442.0,28.0, None, None,-1.4
,,,,,,,,,,,,2016-11-26 09:00:00,48,,, None,,, None,443.0,29.0, None, None,-1.4
,,,,,,,,,,,,2016-11-26 10:00:00,48,,, None,,, None,443.0,30.0, None, None,-1.2
,,,,,,,,,,,,2016-11-26 11:00:00,48,,, None,,, None,443.0,30.0, None, None,-0.9
,,,,,,,,,,,,2016-11-26 12:00:00,48,,, None,,, None,444.0,30.0, None, None,-0.7
,,,,,,,,,,,,2016-11-26 13:00:00,48,,, None,,, None,444.0,31.0, None, None,-0.3
,,,,,,,,,,,,2016-11-26 14:00:00,48,,, None,,, None,444.0,31.0, None, None,-0.1
,,,,,,,,,,,,2016-11-26 15:00:00,48,,, None,,, None,444.0,31.0, None, None,0.1
,,,,,,,,,,,,2016-11-26 16:00:00,48,,, None,,, None,445.0,31.0, 52.0, None,0.4
,,,,,,,,,,,,2016-11-26 17:00:00,48,,, None,,, None,445.0,32.0, None, None,0.4
,,,,,,,,,,,,2016-11-26 18:00:00,48,,, None,,, None,445.0,32.0, None, None,0.6
,,,,,,,,,,,,2016-11-26 19:00:00,48,,, None,,, None,445.0,32.0, None, None,0.6
,,,,,,,,,,,,2016-11-26 20:00:00,48,,, None,,, None,445.0,32.0, None, None,0.7
,,,,,,,,,,,,2016-11-26 21:00:00,48,,, None,,, None,445.0,32.0, None, None,0.8
,,,,,,,,,,,,2016-11-26 22:00:00,48,,, None,,, None,445.0,32.0, None, None,1.0
,,,,,,,,,,,,2016-11-26 23:00:00,48,,, None,,, None,445.0,32.0, None, None,0.9
,,,,,,,,,,,,2016-11-27 00:00:00,48,,, None,,, None,445.0,32.0, None, None,0.8
,,,,,,,,,,,,2016-11-27 01:00:00,48,,, None,,, None,445.0,32.0, None, None,0.7
,,,,,,,,,,,,2016-11-27 02:00:00,48,,, None,,, None,445.0,32.0, None, None,0.7
,,,,,,,,,,,,2016-11-27 03:00:00,48,,, None,,, None,446.0,33.0, None, None,0.6
,,,,,,,,,,,,2016-11-27 04:00:00,48,,, None,,, None,446.0,34.0, None, None,0.4
,,,,,,,,,,,,2016-11-27 05:00:00,48,,, None,,, None,447.0,34.0, None, None,0.2
,,,,,,,,,,,,2016-11-27 06:00:00,48,,, None,,, None,447.0,34.0, None, None,0.1
,,,,,,,,,,,,2016-11-27 07:00:00,48,,, None,,, None,447.0,34.0, None, None,0.1
,,,,,,,,,,,,2016-11-27 08:00:00,48,,, None,,, None,447.0,35.0, None, None,0.0
