ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
,275.0,86.0, None, None,2016-11-25 00:00:00,-4.8, None, None, None,48
,275.0,87.0, None, None,2016-11-25 01:00:00,-4.6, None, None, None,48
,276.0,88.0, None, None,2016-11-25 02:00:00,-4.6, None, None, None,48
,277.0,89.0, None, None,2016-11-25 03:00:00,-4.5, None, None, None,48
,278.0,91.0, None, None,2016-11-25 04:00:00,-4.4, None, None, None,48
,279.0,93.0, None, None,2016-11-25 05:00:00,-4.2, None, None, None,48
,280.0,95.0, None, None,2016-11-25 06:00:00,-4.0, None, None, None,48
,281.0,97.0, None, None,2016-11-25 07:00:00,-3.8, None, None, None,48
,282.0,98.0, None, None,2016-11-25 08:00:00,-3.7, None, None, None,48
,283.0,100.0, None, None,2016-11-25 09:00:00,-3.5, None, None, None,48
,284.0,103.0, None, None,2016-11-25 10:00:00,-3.4, None, None, None,48
,285.0,104.0, None, None,2016-11-25 11:00:00,-3.3, None, None, None,48
,285.0,105.0, None, None,2016-11-25 12:00:00,-2.7, None, None, None,48
,286.0,105.0, None, None,2016-11-25 13:00:00,-2.8, None, None, None,48
,286.0,106.0, None, None,2016-11-25 14:00:00,-3.1, None, None, None,48
,286.0,105.0, None, None,2016-11-25 15:00:00,-3.5, None, None, None,48
,286.0,105.0, None, None,2016-11-25 16:00:00,-3.8, None, None, None,48
,286.0,105.0, None, None,2016-11-25 17:00:00,-3.8, None, None, None,48
,286.0,105.0, None, None,2016-11-25 18:00:00,-3.3, None, None, None,48
,286.0,105.0, None, None,2016-11-25 19:00:00,-3.1, None, None, None,48
,286.0,105.0, None, None,2016-11-25 20:00:00,-1.8, None, None, None,48
,286.0,107.0, None, None,2016-11-25 21:00:00,-2.2, None, None, None,48
,286.0,108.0, None, None,2016-11-25 22:00:00,-3.4, None, None, None,48
,286.0,108.0, None, None,2016-11-25 23:00:00,-3.8, None, None, None,48
,286.0,108.0, None, None,2016-11-26 00:00:00,-4.0, None, None, None,48
,286.0,108.0, None, None,2016-11-26 01:00:00,-4.5, None, None, None,48
,286.0,108.0, None, None,2016-11-26 02:00:00,-4.2, None, None, None,48
,286.0,108.0, None, None,2016-11-26 03:00:00,-3.8, None, None, None,48
,286.0,107.0, None, None,2016-11-26 04:00:00,-3.3, None, None, None,48
,286.0,107.0, None, None,2016-11-26 05:00:00,-3.3, None, None, None,48
,287.0,107.0, None, None,2016-11-26 06:00:00,-2.9, None, None, None,48
